SizeGroup,PortfolioStrategy,FactorModel,Method,alpha_annualized,alpha_monthly,t_stat,p_value,r_squared,n_obs
LargeCap,Q5,CAPM,Method1_ObservedQuality,0.015040141122378135,0.0012533450935315112,1.41113612195685,0.1598660152677478,0.9225348788286963,189
LargeCap,Q5,FF3,Method1_ObservedQuality,0.0179104735343652,0.0014925394611971002,1.8040617127358813,0.07284832696994537,0.9331640262120589,189
LargeCap,Q5,FF3+MOM,Method1_ObservedQuality,0.020057412723252892,0.0016714510602710742,1.737926320568065,0.08389681929987702,0.9332330582267727,189
LargeCap,Q5,FF5,Method1_ObservedQuality,0.009404708719462673,0.0007837257266218894,0.9765888678725705,0.3300619337420776,0.9405086223996875,189
LargeCap,Q5,FF5+MOM,Method1_ObservedQuality,0.013101068478434091,0.0010917557065361742,1.1999051484770744,0.23173580241378988,0.9407224178696422,189
LargeCap,Q5,CAPM,Method2_LatentQuality,0.007393519997541058,0.0006161266664617549,0.584942080761028,0.5592917847104366,0.921660781578427,189
LargeCap,Q5,FF3,Method2_LatentQuality,0.010123763566286331,0.0008436469638571943,0.8494584308868262,0.3967241670232191,0.9326560608308548,189
LargeCap,Q5,FF3+MOM,Method2_LatentQuality,0.016147990665145318,0.00134566588876211,1.1927192744246955,0.23451513036647786,0.9331650363907814,189
LargeCap,Q5,FF5,Method2_LatentQuality,0.0018370694464781216,0.00015308912053984346,0.16096681462632018,0.8722970974672248,0.9392525335453163,189
LargeCap,Q5,FF5+MOM,Method2_LatentQuality,0.009138540194058145,0.000761545016171512,0.7350883422827162,0.4632318470625316,0.9400337186023346,189
LargeCap,Q5,CAPM,Method3_ConservativeQuality,0.011500181346853348,0.0009583484455711124,0.9197704869348492,0.35887764602001493,0.9212573760172414,189
LargeCap,Q5,FF3,Method3_ConservativeQuality,0.014432746534412642,0.0012027288778677203,1.2308230256400299,0.21995161894342363,0.9324764904547769,189
LargeCap,Q5,FF3+MOM,Method3_ConservativeQuality,0.01787671820705441,0.0014897265172545344,1.3911150701904007,0.1658703587115351,0.9326448222212651,189
LargeCap,Q5,FF5,Method3_ConservativeQuality,0.006916027469704486,0.0005763356224753738,0.6084368390964935,0.5436522340299841,0.9379127393512496,189
LargeCap,Q5,FF5+MOM,Method3_ConservativeQuality,0.011697056392822525,0.0009747546994018771,0.9679061309613078,0.33437570812096107,0.9382516838985132,189
LargeCap,Q5,CAPM,Method4_ProbabilisticQuality,0.01586716843361459,0.001322264036134549,1.4185711073354903,0.157688551748562,0.9204162813942611,189
LargeCap,Q5,FF3,Method4_ProbabilisticQuality,0.01878713077032697,0.0015655942308605809,1.802011211233226,0.07317164416847044,0.9314709088423659,189
LargeCap,Q5,FF3+MOM,Method4_ProbabilisticQuality,0.020688024930051764,0.0017240020775043136,1.7096112515390123,0.08902360248615815,0.9315252708415301,189
LargeCap,Q5,FF5,Method4_ProbabilisticQuality,0.010007758364218817,0.0008339798636849014,0.9946091101757543,0.3212397204461741,0.9393330623474054,189
LargeCap,Q5,FF5+MOM,Method4_ProbabilisticQuality,0.013497284812900153,0.0011247737344083461,1.1856211640283385,0.23731758544487325,0.9395244665660167,189
