Year,Ticker,CompanyName,Industry,Sector,PROF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,dd_resid,sigma_acc,sigma_acc_abs,FormationYear,PROF_w,sigma_raw,theta_obs,mu_t,var_obs_t,obs_var_i,tau2_t,lambda_i,theta_post_mean,theta_post_sd,q5_cutoff_obs,p_q5,sort_signal_m1,sort_signal_m2,sort_signal_m3,rank_m1,rank_m2,rank_m3,q_m1,q_m2,q_m3
2009,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,-0.5286506469500928,125.69,0.0,168.59000000000003,0.0,0.0,81.15,0.0,-0.0770714008174677,0.0858123185112479,0.0675133635714823,2010,-0.5286506469500928,0.0858123185112479,-0.5286506469500928,0.12397448396385134,0.2653297948583271,0.1024727374931332,1e-08,9.758692183665819e-08,0.1239744202761737,9.99999951206538e-05,0.36074737845571747,0.0,-0.5286506469500928,0.1239744202761737,0.0,0.04234527687296417,0.09446254071661238,0.501628664495114,1,1,3
2009,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,0.4521912601055292,13153.2,9482.61,2456.66,0.0,134.97,2368.27,17.8,-0.0515454389319265,0.0690412239551875,0.054485777852101,2010,0.4521912601055292,0.0690412239551875,0.4521912601055292,0.12397448396385134,0.2653297948583271,0.06633244871458177,1e-08,1.5075575659012493e-07,0.12397453344441976,9.999999246221189e-05,0.36074737845571747,0.0,0.4521912601055292,0.12397453344441976,0.0,0.8631921824104235,0.8175895765472313,0.501628664495114,5,5,3
2009,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,-1.3306413948688984,199708.07,282273.34,34722.01,6513.52,797.7,79890.99,3956.89,0.0647933525142611,0.06565094368617,0.0565814026669849,2010,-1.3306413948688984,0.06565094368617,-1.3306413948688984,0.12397448396385134,0.2653297948583271,0.059977866389825864,1e-08,1.667281438076443e-07,0.1239742414384459,9.999999166359246e-05,0.36074737845571747,0.0,-1.3306413948688984,0.1239742414384459,0.0,0.019543973941368076,0.026058631921824105,0.501628664495114,1,1,3
2009,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,-1.2423343224530168,116.71,36.2,93.78,0.0,11.85,20.22,0.0,-0.0091055581049325,0.0700516058233102,0.0657455030236395,2010,-1.2423343224530168,0.0700516058233102,-1.2423343224530168,0.12397448396385134,0.2653297948583271,0.06828813573220034,1e-08,1.4643830042209855e-07,0.12397428388391189,9.999999267808471e-05,0.36074737845571747,0.0,-1.2423343224530168,0.12397428388391189,0.0,0.02280130293159609,0.03257328990228013,0.501628664495114,1,1,3
2009,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,-0.1178012186332962,8.87,0.0,189.57,174.51,11.79,152.63,0.0,-0.0115709329574274,0.1113943029031328,0.0847668835369295,2010,-0.1178012186332962,0.1113943029031328,-0.1178012186332962,0.12397448396385134,0.2653297948583271,0.17267721128118654,1e-08,5.791151795126504e-08,0.1239744699622534,9.999999710442405e-05,0.36074737845571747,0.0,-0.1178012186332962,0.1239744699622534,0.0,0.1563517915309446,0.23452768729641693,0.501628664495114,1,2,3
2009,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,0.4013059207623751,3771.48,2555.61,921.44,0.0,21.55,671.0,8.98,0.0508339205899382,0.0519220413846957,0.0378430914562036,2010,0.4013059207623751,0.0519220413846957,0.4013059207623751,0.12397448396385134,0.2653297948583271,0.037515659383879026,1e-08,2.6655528647709885e-07,0.12397455788801193,9.999998667223479e-05,0.36074737845571747,0.0,0.4013059207623751,0.12397455788801193,0.0,0.8403908794788274,0.8534201954397395,0.501628664495114,5,5,3
2009,AFAGR.HE,Afarak Group SE,Metals & Mining,Materials,-0.1006441223832528,620.05,563.28,238.16,0.0,57.36,2223.94,148.28,-0.3027531779096114,0.5282358323083388,0.3081218889930622,2010,-0.1006441223832528,0.5282358323083388,-0.1006441223832528,0.12397448396385134,0.2653297948583271,3.882976674124878,1e-08,2.575343818283509e-09,0.1239744833853812,9.999999987123281e-05,0.36074737845571747,0.0,-0.1006441223832528,0.1239744833853812,0.0,0.16612377850162866,0.44299674267100975,0.501628664495114,1,3,3
2009,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,0.3347653090225401,5400.97,2984.4300000000003,2091.24,0.0,19.05,914.56,0.26,-0.1107738361422587,0.0772182012445873,0.0531584160676576,2010,0.3347653090225401,0.0772182012445873,0.3347653090225401,0.12397448396385134,0.2653297948583271,0.08297522287733539,1e-08,1.2051789013696752e-07,0.12397450936791683,9.999999397410532e-05,0.36074737845571747,0.0,0.3347653090225401,0.12397450936791683,0.0,0.7687296416938111,0.7133550488599348,0.501628664495114,4,4,3
2009,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,0.056797323631971,1031.33,288.01,622.9499999999999,0.0,0.0,1982.19,137.1,0.0385562934238687,0.1445274624022626,0.1314783203300762,2010,0.056797323631971,0.1445274624022626,0.056797323631971,0.12397448396385134,0.2653297948583271,0.29067643223240847,1e-08,3.440251271551124e-08,0.12397448165278824,9.999999827987435e-05,0.36074737845571747,0.0,0.056797323631971,0.12397448165278824,0.0,0.3289902280130293,0.38436482084690554,0.501628664495114,2,2,3
2009,AFRY.ST,Afry AB,Professional & Commercial Services,Industrials,0.2271955287605978,3849.92,1287.35,2249.74,34.29,11.35,1466.92,10.97,-0.0182713263597121,0.0368533619944849,0.033605527955843,2010,0.2271955287605978,0.0368533619944849,0.2271955287605978,0.12397448396385134,0.2653297948583271,0.018900064759376257,1e-08,5.290984362397316e-07,0.12397453857794473,9.999997354507469e-05,0.36074737845571747,0.0,0.2271955287605978,0.12397453857794473,0.0,0.6384364820846905,0.8306188925081434,0.501628664495114,4,5,3
