PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Q5,CAPM,Method2_PostMean minus Method1_Raw,-0.00878481751937987,-0.0007320681266149891,-0.3771765913341818,0.7062529248459577
Q5,CAPM,Method3_ProbQ5 minus Method1_Raw,-0.002681908984621867,-0.00022349241538515557,-0.11128279753310621,0.9114508500611509
Q5,FF3,Method2_PostMean minus Method1_Raw,-0.008577750896365484,-0.0007148125746971237,-0.419323415127916,0.6752192489413558
Q5,FF3,Method3_ProbQ5 minus Method1_Raw,-0.002536257738082283,-0.0002113548115068569,-0.12015364896872933,0.9044256104984363
Q5,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.005262829980137718,-0.00043856916501147647,-0.22063153462782106,0.825499736836069
Q5,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,-0.0005595559271640016,-4.662966059700013e-05,-0.022689357804664547,0.9819101652089257
Q5,FF5,Method2_PostMean minus Method1_Raw,-0.0088290872444005,-0.0007357572703667083,-0.40910785421369666,0.6826959478492172
Q5,FF5,Method3_ProbQ5 minus Method1_Raw,-0.0026659368136147596,-0.0002221614011345633,-0.1190944254101834,0.90526483332629
Q5,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.005930069571437824,-0.0004941724642864853,-0.25560823581613257,0.7983953940991579
Q5,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,-0.0011552092319454046,-9.626743599545039e-05,-0.047865836385124184,0.9618489925301077
