PortfolioStrategy,FactorModel,Method1_Raw_alpha_annualized,Method2_PostMean_alpha_annualized,Method3_ProbQ5_alpha_annualized,Method1_Raw_p_value,Method2_PostMean_p_value,Method3_ProbQ5_p_value,Method1_Raw_t_stat,Method2_PostMean_t_stat,Method3_ProbQ5_t_stat,Method2_PostMean_minus_Method1_Raw_alpha_difference_annualized,Method3_ProbQ5_minus_Method1_Raw_alpha_difference_annualized,Method2_PostMean_minus_Method1_Raw_p_value,Method3_ProbQ5_minus_Method1_Raw_p_value,Method2_PostMean_minus_Method1_Raw_t_stat,Method3_ProbQ5_minus_Method1_Raw_t_stat
LongShort,CAPM,0.10964651577183143,0.07709735005515542,0.041655764028306716,0.008902100665419521,0.06259187774614405,0.06898062255847037,2.6430467020319433,1.8730890040943133,1.8289111023368152,-0.032549165716676,-0.0679907517435247,0.5776790226273203,0.15248456631087448,-0.5572583321885786,-1.433684661231965
LongShort,FF3,0.10083372395719006,0.06826598324156043,0.03511237580648241,0.0029955810731423504,0.03888666855091949,0.05100724359435738,3.0073820504732582,2.079946072860083,1.9639743878732945,-0.03256774071562206,-0.06572134815070266,0.4870842501304202,0.08445100665319338,-0.6956396490614597,-1.7299991648174313
LongShort,FF3+MOM,0.05449378667229357,0.034763310037108724,0.010053970502281389,0.13877295913436805,0.3412242600385007,0.6610158622018667,1.4867197178669918,0.9541801510255579,0.43921084017149414,-0.019730476635205708,-0.04443981617002424,0.7021228351155262,0.30333688996920594,-0.3827496402234727,-1.0307228535708437
LongShort,FF5,0.08570874164688919,0.05348714069148777,0.023960632818254703,0.005561151913320073,0.05417444180916564,0.22599865399385144,2.8053224482926282,1.9376978039928827,1.214757005983394,-0.032221600955395065,-0.061748108828634185,0.43045429962850523,0.08841734606084373,-0.789274570994019,-1.7082867222998395
LongShort,FF5+MOM,0.05625426146970252,0.037155414329536875,0.007355738579630787,0.08709666478036904,0.23664298882371604,0.7492171782047237,1.720044165654023,1.1872709554833627,0.32014833674652626,-0.019098847140162765,-0.04889852289004963,0.6702715516861006,0.21841770665203297,-0.42611538354153045,-1.2328413048871687
Q5,CAPM,0.04576344285613159,0.03697862533675169,0.04308153387150966,0.009458782248258801,0.017456893779344895,0.010295199580803827,2.6216737553195926,2.3979131034534467,2.591596197897038,-0.00878481751937987,-0.002681908984621867,0.7062529248459577,0.9114508500611509,-0.3771765913341818,-0.11128279753310621
Q5,FF3,0.04150915828739576,0.03293140739104646,0.038972900549329406,0.006639647840353424,0.018323558358436465,0.009106163754908136,2.7449184060474567,2.379781024982248,2.635366328172436,-0.008577750896365484,-0.002536257738082283,0.6752192489413558,0.9044256104984363,-0.419323415127916,-0.12015364896872933
Q5,FF3+MOM,0.025028500986342114,0.019765671006194106,0.02446894505916857,0.1590725945936915,0.2206915487747052,0.15814290000845155,1.413836271539016,1.2287983004864942,1.4170132884350846,-0.005262829980137718,-0.0005595559271640016,0.825499736836069,0.9819101652089257,-0.22063153462782106,-0.022689357804664547
Q5,FF5,0.03610184383914068,0.027272756594762255,0.03343590702554734,0.02462519189051804,0.06347205841333992,0.03534209412561773,2.2656500564224364,1.8670220979116112,2.1198812586072315,-0.0088290872444005,-0.0026659368136147596,0.6826959478492172,0.90526483332629,-0.40910785421369666,-0.1190944254101834
Q5,FF5+MOM,0.021165237402210352,0.015235167830770648,0.02001002817026376,0.2231338535974312,0.32773515215880344,0.2377535218453013,1.2223407073044057,0.9812821529144565,1.1844523451183357,-0.005930069571437824,-0.0011552092319454046,0.7983953940991579,0.9618489925301077,-0.25560823581613257,-0.047865836385124184
