FormationYear,Method,PortfolioNum,Portfolio,MethodLabel,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_theta_conservative,avg_p_q5,avg_p_q1,avg_sigma_acc
2010,Method1_ObservedQuality,1,Q1,Observed Quality,63,501070.10000000003,-0.5379163118699314,-0.4439107043839606,-0.5566334681355919,0.012685258677921469,0.8023107379699408,0.16409678207257616
2010,Method1_ObservedQuality,2,Q2,Observed Quality,62,477072.39,0.03459740512129471,0.042178259453440246,0.020041056916702736,0.0548346091418361,0.30521554003177526,0.13762187269074733
2010,Method1_ObservedQuality,3,Q3,Observed Quality,62,988980.02,0.14222386428949813,0.1403610785700458,0.12973313523538457,0.09621715079940281,0.11995760121573322,0.12341086261764503
2010,Method1_ObservedQuality,4,Q4,Observed Quality,62,689406.95,0.26763504026353463,0.2576066525673095,0.2580143612041763,0.2573154432594264,0.033043945788148114,0.10935631332820778
2010,Method1_ObservedQuality,5,Q5,Observed Quality,63,2103071.69,0.6704510193622414,0.6040649523306633,0.653697878745231,0.7989818942067286,0.013898932466880847,0.15111592942254937
2010,Method2_LatentQuality,1,Q1,Latent Quality,63,685227.3400000001,-0.5370985240702669,-0.4447387291392954,-0.5543377421951777,0.008425069377346932,0.7999289589715673,0.15526442181418604
2010,Method2_LatentQuality,2,Q2,Latent Quality,62,295393.18,0.03378957875855142,0.043014129361392345,0.01795326626926495,0.05796197979202789,0.3065950018042175,0.1454694098471085
2010,Method2_LatentQuality,3,Q3,Latent Quality,62,986501.99,0.14220071272677587,0.14036658865541776,0.12948817210465963,0.09741868218043996,0.1209983342319608,0.1245381431431964
2010,Method2_LatentQuality,4,Q4,Latent Quality,62,513559.02,0.26866523959091465,0.2534495692578046,0.25591336447319035,0.2596049233473401,0.04172091209321705,0.1266245632815586
2010,Method2_LatentQuality,5,Q5,Latent Quality,63,2278919.62,0.6694371724051373,0.6081560501908111,0.6557655263217568,0.7967287550725913,0.005359695785701892,0.1341217786748073
2010,Method3_ConservativeQuality,1,Q1,Conservative Quality,63,498554.47000000003,-0.5379086195224263,-0.44364951145788484,-0.5568691844954334,0.013547689585745495,0.8022968694990228,0.1654789687511761
2010,Method3_ConservativeQuality,2,Q2,Conservative Quality,62,451795.41,0.03575956174068344,0.043161483855668654,0.01875903294353564,0.06789876958181977,0.3214927169700833,0.15202296934062262
2010,Method3_ConservativeQuality,3,Q3,Conservative Quality,62,1024911.8,0.1410959501147796,0.1391267556662969,0.1312493213656943,0.08294992908396015,0.10415163149397556,0.10792355623906186
2010,Method3_ConservativeQuality,4,Q4,Conservative Quality,62,506507.31,0.2682668009846912,0.25359401965640627,0.255864953350352,0.25805694195886825,0.04038195127858697,0.12450148129797585
2010,Method3_ConservativeQuality,5,Q5,Conservative Quality,63,2277832.16,0.6697878953277321,0.6079998125406236,0.65581844007641,0.7975895725006992,0.006227543988063464,0.13589794257020768
2010,Method4_ProbabilisticQuality,1,Q1,Probabilistic Quality,62,498383.66000000003,-0.5459168381814536,-0.45053559833335943,-0.5648015368784347,0.012824329684896267,0.807182539858794,0.16495412200148724
2010,Method4_ProbabilisticQuality,5,Q5,Probabilistic Quality,62,2098966.48,0.6755652571434015,0.6097018550130121,0.6595449520778087,0.8038020585827724,0.011440328075595689,0.14734295293907215
2011,Method1_ObservedQuality,1,Q1,Observed Quality,65,535274.47,-0.6651320626156536,-0.5516046561457694,-0.6832573957414992,0.04627209731304211,0.7538998946697741,0.15077275075530233
2011,Method1_ObservedQuality,2,Q2,Observed Quality,64,380291.48,0.05819580131910903,0.06431755441395114,0.04418189626828996,0.12116755301485778,0.34702706523325827,0.12803363194003664
2011,Method1_ObservedQuality,3,Q3,Observed Quality,65,646445.24,0.16369084887467747,0.16050687930358976,0.15218516234536242,0.1850869651677682,0.18977174267067165,0.1136759677171814
2011,Method1_ObservedQuality,4,Q4,Observed Quality,64,1497818.03,0.2784963967247076,0.26898968647806154,0.26934660700910285,0.33432076819252327,0.09091089355227912,0.10096699707807888
2011,Method1_ObservedQuality,5,Q5,Observed Quality,65,2678959.44,0.7730820381510342,0.7079057731826,0.757516798048244,0.7726695624255878,0.0378757890974795,0.1367596126027266
2011,Method2_LatentQuality,1,Q1,Latent Quality,65,545294.63,-0.6631472679747984,-0.5523369362717173,-0.679092507224189,0.03588768335052517,0.751199983370419,0.13922457606746874
2011,Method2_LatentQuality,2,Q2,Latent Quality,64,370271.32,0.056179994261990496,0.06506127641686694,0.039951931367896765,0.13171422344553904,0.34976916264666574,0.13976224685736766
2011,Method2_LatentQuality,3,Q3,Latent Quality,65,669636.04,0.16390662340488812,0.16033263467543854,0.1518184927868897,0.19361403131557287,0.1968419582792656,0.11768195087066304
2011,Method2_LatentQuality,4,Q4,Latent Quality,64,1555818.71,0.27945055279450615,0.26835409238196006,0.2697510048617863,0.32795939262098045,0.09095139094411146,0.10370799056956528
2011,Method2_LatentQuality,5,Q5,Latent Quality,65,2597767.96,0.7719267868751757,0.7087058335361434,0.7574852912594592,0.7704060045328408,0.03076569913385064,0.1300548050883968
2011,Method3_ConservativeQuality,1,Q1,Conservative Quality,65,539837.06,-0.6637866167726004,-0.5491492088637419,-0.6835820775500673,0.053849683864772485,0.7527582713979565,0.1591967414461793
2011,Method3_ConservativeQuality,2,Q2,Conservative Quality,64,371876.0,0.05697423436171086,0.06196638918139127,0.04423028493853274,0.11797565885990043,0.35385286191045506,0.12249714381289757
2011,Method3_ConservativeQuality,3,Q3,Conservative Quality,65,673488.93,0.16376395118142692,0.16019218085316222,0.15209553036629556,0.1891792328548774,0.19126279713045863,0.11470927156650765
2011,Method3_ConservativeQuality,4,Q4,Conservative Quality,64,1474949.17,0.2785047476442603,0.26866119307443664,0.26950896495176646,0.32588177808903634,0.08661512626038936,0.09940604896962696
2011,Method3_ConservativeQuality,5,Q5,Conservative Quality,65,2678637.5,0.7728580411769562,0.7084034574697049,0.7577236074785557,0.7724516557642934,0.03503525205320779,0.134290562971413
2011,Method4_ProbabilisticQuality,1,Q1,Probabilistic Quality,64,535140.04,-0.6750890900978906,-0.5599719793935767,-0.6933125568680395,0.04571348149340199,0.7578192646629712,0.15113886760870462
2011,Method4_ProbabilisticQuality,5,Q5,Probabilistic Quality,64,2603264.44,0.7795746847725935,0.7137415902618576,0.7639958659066608,0.7769222341694805,0.03679870623128248,0.1366569515720955
