PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
LongShort,CAPM,Method2_PostMean minus Method1_Raw,-0.022467621727443245,-0.0018723018106202704,-0.40944354168619906,0.6824448838027748
LongShort,CAPM,Method3_ProbQ5 minus Method1_Raw,-0.09711230757825164,-0.008092692298187636,-2.04866306128293,0.04118155089561926
LongShort,FF3,Method2_PostMean minus Method1_Raw,-0.022306568458441128,-0.001858880704870094,-0.5250764746109635,0.5998394955985233
LongShort,FF3,Method3_ProbQ5 minus Method1_Raw,-0.09228990164850501,-0.007690825137375417,-2.3719564014271017,0.018196961099011588
LongShort,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.016792362521174893,-0.0013993635434312412,-0.3527897038935581,0.7244448415236051
LongShort,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,-0.05178557566391734,-0.0043154646386597785,-1.2306348477617675,0.21923287508646272
LongShort,FF5,Method2_PostMean minus Method1_Raw,-0.020420066549872315,-0.0017016722124893597,-0.5372933768280443,0.5913862130788092
LongShort,FF5,Method3_ProbQ5 minus Method1_Raw,-0.08561210268056564,-0.0071343418900471365,-2.3517330438341864,0.01920696262023558
LongShort,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.01881295741069503,-0.0015677464508912524,-0.44166999754781905,0.6589860342276168
LongShort,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,-0.05700791790644033,-0.0047506598255366945,-1.472166442185538,0.14182600362804498
