Ticker,FormationYear,theta_obs,theta_post_mean,theta_conservative,p_q5,p_q1,sigma_acc,MarketCap,Method,SignalUsed,PortfolioNum,Portfolio,MethodLabel
ABB.ST,2014,-1.2281880363871074,-1.1049940617812128,-1.2633201707632349,0.0,1.0,0.056599488859686,356410.22,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
AKRBP.OL,2014,-0.5894380926919025,-0.4338677798650293,-0.670900687667566,0.0,0.9999999999830408,0.0922416262169397,9385.18,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
ATRAV.HE,2014,0.0183108356102931,0.0211237441497385,0.0111045754337799,0.0,0.9258576666165392,0.0247059034478517,1193.62,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
EAST9.ST,2014,-0.0064038454083808,0.0463248143834975,-0.123026874551429,0.0037148004245735,0.7156678483619672,0.1170140285875594,1843.6,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
FIA1S.HE,2014,-0.0053672795688993,0.0281470553959105,-0.0799201802801401,0.0004233475068148,0.7586241301765622,0.0873011812323487,2857.08,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
FLS.CO,2014,-0.0798508764561836,-0.0672364213410218,-0.0996928299894573,5.551115123125785e-16,0.9981328496900156,0.0416714075627012,17610.76,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
HHDC.CO,2014,-0.0070611151692228,-0.0033986871470624,-0.0151321865048592,0.0,0.9856683058715376,0.0261751984115691,523.14,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
HKFOODS.HE,2014,-0.1012057660954523,-0.0943558110641445,-0.1111457145955385,0.0,0.9999988236832884,0.0291175198299707,1448.14,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
KEMIRA.HE,2014,0.050672756120978,0.0585914884707192,0.0250820275361182,1.462329193513412e-06,0.5707308528959593,0.0476865691349014,15750.38,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
METSB.HE,2014,-0.3400540651181176,-0.292927416358453,-0.3766927279887097,0.0,0.9999999994394316,0.0579199929041568,7982.5,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
NHY.OL,2014,0.0126753826530612,0.0151611755547312,0.0065289868437671,0.0,0.962013804031142,0.0227861472535566,56007.78,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
NKT.CO,2014,0.0547359249689445,0.0561835050837769,0.0498990434001192,0.0,0.5947966097528418,0.020180065640644,3401.5,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
NOBI.ST,2014,0.0564777123633305,0.0581031207817871,0.0509664551238778,0.0,0.5621593992368259,0.021559370874576,6434.25,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
NOHOP.HE,2014,0.0526405018224969,0.0585659139735657,0.0331821823092679,5.147668458160837e-08,0.5648733770454839,0.0412457874105738,520.41,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
OUT1V.HE,2014,-0.2362337843102737,-0.1982756552738198,-0.2732046470932598,1.1102230246251563e-16,0.9999964707464152,0.0582085928654507,7046.99,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
PEABb.ST,2014,0.003120355789748,0.0104810638167034,-0.0140647696663811,6.800782159643859e-12,0.8985684759108988,0.0386464851055177,9004.5,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
SANOMA.HE,2014,-0.0651970076638949,-0.0573723095777187,-0.0782575015595629,0.0,0.9993150529634808,0.0335109171005594,8667.91,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
SCAb.ST,2014,-0.1541978086905689,-0.1447380927757484,-0.1657113860575882,0.0,0.9999999971220044,0.0314011294261262,23219.72,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
SOLARb.CO,2014,0.0604674903041995,0.0702925192573505,0.0259877418417459,5.333521058670243e-05,0.5,0.0560214534428099,2585.33,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
