Ticker,FormationYear,theta_obs,theta_post_mean,p_q5,p_median,sigma_acc,MarketCap,Method1_Raw_PortfolioNum,Method1_Raw_Portfolio,Method2_PostMean_PortfolioNum,Method2_PostMean_Portfolio,Method3_ProbQ5_PortfolioNum,Method3_ProbQ5_Portfolio,Method4_ProbMedian_PortfolioNum,Method4_ProbMedian_Portfolio
BOLJ.ST,2010,0.0469253657327048,0.0360790654280529,0.0874230519215344,0.3295600445344342,0.0707678530431347,223.07,2,Q2,2,Q2,2,Q2,2,Q2
BONHR.OL,2010,0.2640777094561875,0.2600098913393667,0.1340415111972401,0.9258712830015988,0.0230547037168048,6689.45,4,Q4,4,Q4,3,Q3,5,Q5
BOR.OL,2010,-0.0253126787179551,-0.0876854647788541,0.1162042554303903,0.2693589280219167,0.1402415748344709,346.22,2,Q2,2,Q2,3,Q3,2,Q2
BOREO.HE,2010,-0.0453757680794075,-0.1163679004814977,0.0998354877600444,0.242505323492933,0.1380158214094203,59.42,2,Q2,1,Q1,3,Q3,2,Q2
BORG.ST,2010,0.4971183487468168,0.4430587665967012,0.6782372350346335,0.9402722635822708,0.0571692491798751,572.49,5,Q5,5,Q5,5,Q5,5,Q5
BOUV.OL,2010,0.4474950690335308,0.2565347527193615,0.4032288328237725,0.617685898423394,0.1597317125726733,524.76,5,Q5,4,Q4,5,Q5,4,Q4
BRIMH.IC,2010,0.2342223978096489,0.2303659001032242,0.0876195096564672,0.8442885128294964,0.0249122688971571,409.54,4,Q4,4,Q4,2,Q2,5,Q5
BTSb.ST,2010,0.3185756450537942,0.3015869344880434,0.3648466457277021,0.8641372549669142,0.0419108326802593,538.4,4,Q4,5,Q5,4,Q4,5,Q5
CARLb.CO,2010,-0.3373168662278126,-0.3904056795615581,2.527980454847256e-05,0.0019410214399101,0.0531821299686865,65590.11,1,Q1,1,Q1,1,Q1,1,Q1
CAST.ST,2010,0.1753692659058826,0.1696416133304648,0.1077747753403646,0.582064830386384,0.0418794761622081,10090.02,3,Q3,4,Q4,3,Q3,4,Q4
CATE.ST,2010,-0.0017503570728428,-0.0849038822171311,0.1766862173603132,0.3174293266717793,0.2857446484500022,821.07,2,Q2,2,Q2,3,Q3,2,Q2
CBRAIN.CO,2010,0.3214398484370066,0.2025656466594848,0.3496582909266905,0.5649333513136854,0.1563286128818878,131.55,4,Q4,4,Q4,4,Q4,4,Q4
CEMAT.CO,2010,0.2427117834870049,0.1528665886535871,0.3179959208182938,0.5130827825786513,0.1914498713036661,568.5,4,Q4,3,Q3,4,Q4,3,Q3
CEVI.ST,2010,0.3640118968935888,0.2413872311991846,0.3789902533607681,0.6115598854173265,0.1347932485911542,192.99,5,Q5,4,Q4,5,Q5,4,Q4
CHEMM.CO,2010,0.0467399267399267,0.0195355397588317,0.1832671426370857,0.3730282476864809,0.140376077458275,248.2,2,Q2,2,Q2,3,Q3,2,Q2
CLASb.ST,2010,0.3479708019575213,0.2407152448699386,0.3740524944004983,0.6147222003746698,0.1263692453859242,4572.67,4,Q4,4,Q4,4,Q4,4,Q4
CMBT.OL,2010,-0.0318182843189366,-0.0456528620826524,0.0093539064116402,0.1378455670876788,0.0486559398882236,5105.55,2,Q2,2,Q2,1,Q1,1,Q1
COLOb.CO,2010,0.5878556806867167,0.5708995914538977,0.9865442606378328,0.9999940572015936,0.0273022092752241,19988.83,5,Q5,5,Q5,5,Q5,5,Q5
COLUM.CO,2010,1.6884441525325504,1.5867615907700352,1.0,1.0,0.0375620722145478,124.63,5,Q5,5,Q5,5,Q5,5,Q5
CONTX.OL,2010,0.1270130659374051,0.1118694724732749,0.2802434503530187,0.473838236591228,0.1812899841369988,141.11,3,Q3,3,Q3,4,Q4,3,Q3
COREa.ST,2010,0.1031891420987925,0.1024122934534731,0.3140714088864604,0.4717624202967021,0.6950984956808207,129.36,3,Q3,3,Q3,4,Q4,3,Q3
CRADb.ST,2010,-0.4199834162520729,-0.8415721133455001,0.0058774844041359,0.0192896323039194,0.2935416007052074,132.63,1,Q1,1,Q1,1,Q1,1,Q1
CTH1V.HE,2010,-0.2510521175530496,-0.3108446373917951,0.0011163167307167,0.0190933891491653,0.0647613555127697,596.54,1,Q1,1,Q1,1,Q1,1,Q1
CTY1S.HE,2010,0.0760601068783085,0.0743043466069229,0.0205388470939531,0.3174451411344742,0.0383696968828264,4696.58,2,Q2,2,Q2,2,Q2,2,Q2
DANT.CO,2010,-0.2057528617552099,-0.2523370770897379,0.0015936868373467,0.0282241702223995,0.0605679731965882,32.0,1,Q1,1,Q1,1,Q1,1,Q1
DEMANT.CO,2010,1.321725532339953,1.260216222555368,0.9999999999999906,1.0,0.0330785078290393,25797.37,5,Q5,5,Q5,5,Q5,5,Q5
DFDS.CO,2010,0.1939108099298991,0.1896067847018457,0.0770251498060585,0.6708032116315676,0.03187936245523,3188.39,4,Q4,4,Q4,2,Q2,4,Q4
DIGIA.HE,2010,0.3779140850032122,0.3576553484998955,0.5138285288836951,0.9367604700300812,0.0404296743238352,246.77,5,Q5,5,Q5,5,Q5,5,Q5
DIGIGR.HE,2010,0.2926123860421256,0.219168919867192,0.3419024162819007,0.5965669830613265,0.1138081688350982,210.1,4,Q4,4,Q4,4,Q4,4,Q4
DIOS.ST,2010,0.1130677742926573,0.1124645881018299,0.0276477546056048,0.4161125795457543,0.03509765486872,769.55,3,Q3,3,Q3,2,Q2,3,Q3
DNO.OL,2010,-0.0682206879077721,-0.1201929756426858,0.0522148376903409,0.1867191493161986,0.0949931502683934,4587.62,1,Q1,1,Q1,2,Q2,2,Q2
DNORD.CO,2010,0.049532551191765,0.0424593252510764,0.0540139705931249,0.3084638407100519,0.0564158821147826,10416.57,2,Q2,2,Q2,2,Q2,2,Q2
DOV1V.HE,2010,0.2895746009096591,0.160640865963294,0.3304844152648706,0.5196902493602809,0.2134965939982604,148.03,4,Q4,3,Q3,4,Q4,3,Q3
DSV.CO,2010,0.6085852810313757,0.5771022136328594,0.9559373758970664,0.9995645078060844,0.0369587751633012,21917.53,5,Q5,5,Q5,5,Q5,5,Q5
DUNI.ST,2010,0.2586943005181346,0.2549630792309771,0.1152913376681803,0.9225255749463706,0.0224424542517505,2224.61,4,Q4,4,Q4,3,Q3,5,Q5
EIOF.OL,2010,0.210122481606723,0.1992948277274718,0.1795484834823308,0.6407087323214791,0.0479699679578005,801.83,4,Q4,4,Q4,3,Q3,4,Q4
EKTAb.ST,2010,0.5488510035964814,0.5085177280155256,0.8370845942931868,0.9900939975380882,0.0452265899286477,6749.47,5,Q5,5,Q5,5,Q5,5,Q5
ELANb.ST,2010,0.0616105322671836,0.0574993779378074,0.0390545007345159,0.313299776115542,0.0480617664180484,256.3,2,Q2,2,Q2,2,Q2,2,Q2
ELEAV.HE,2010,0.0672499049068089,0.0619548817181795,0.0779113891784691,0.3533873209357832,0.0604610356162744,61.14,2,Q2,2,Q2,2,Q2,2,Q2
ELISA.HE,2010,0.2679732170129306,0.2309896466418797,0.3127492183370102,0.6438723210398203,0.0769600710066371,20788.07,4,Q4,4,Q4,4,Q4,4,Q4
ELUXb.ST,2010,0.2612422734276757,0.1826718780783245,0.3234075051327318,0.5468233700157203,0.1419680572976645,32621.01,4,Q4,4,Q4,4,Q4,4,Q4
EMBLA.CO,2010,0.1782910594635235,0.1543224543827636,0.2517252526935812,0.5205826671984264,0.0974890661419475,2711.53,3,Q3,3,Q3,4,Q4,3,Q3
EMGS.OL,2010,-2.862136328751831,-5.563847426377954,0.0,0.0,0.4601530811384113,622.46,1,Q1,1,Q1,1,Q1,1,Q1
ENEA.ST,2010,0.2386701159336972,0.2263439269830999,0.2129405138849955,0.7089499043420112,0.0452547854334063,384.29,4,Q4,4,Q4,3,Q3,4,Q4
ENH.OL,2010,-0.2429445665735843,-0.271238399163409,1.8054037138504064e-05,0.0033006344621754,0.0428740958171003,458.43,1,Q1,1,Q1,1,Q1,1,Q1
ENRO.ST,2010,0.1653387823078105,0.1630880396395932,0.0286805281289179,0.595323468929106,0.0276335116378795,4680.41,3,Q3,4,Q4,2,Q2,4,Q4
ENSG.CO,2010,0.4036912293477765,0.3490195001407105,0.4934763823903318,0.824935413013312,0.0675691676069609,33.89,5,Q5,5,Q5,5,Q5,5,Q5
EPEND.ST,2010,0.1782423106075718,0.1551921428595235,0.2485497280366838,0.5221727842993351,0.0948125814000572,669.51,3,Q3,3,Q3,4,Q4,3,Q3
EQNR.OL,2010,0.5921456340758953,0.5482712194782422,0.8922165634132769,0.995220888917269,0.0450183953125172,461716.1,5,Q5,5,Q5,5,Q5,5,Q5
ERICb.ST,2010,0.3423875016475828,0.3117295544409352,0.4140153038499794,0.8201235672473528,0.054920422037354,174345.96,4,Q4,5,Q5,5,Q5,5,Q5
ETTE.HE,2010,-0.1777413740145388,-0.2263938946503562,0.0042263541156418,0.0482835036543091,0.0657970418091458,463.6,1,Q1,1,Q1,1,Q1,1,Q1
EWRK.ST,2010,0.1488463278540165,0.1251646962047237,0.2729096428375396,0.4853304800822769,0.146310519182353,307.26,3,Q3,3,Q3,4,Q4,3,Q3
EXL1V.HE,2010,0.3642705632806977,0.309834000219489,0.4292947933265656,0.7611683015241784,0.07351615497201,491.48,5,Q5,5,Q5,5,Q5,4,Q4
FFARMS.CO,2010,-0.1894935289921533,-0.2028014428736452,4.103613654438121e-07,0.0012072069787085,0.0313683071792239,283.68,1,Q1,1,Q1,1,Q1,1,Q1
FIA1S.HE,2010,-0.2639959324401593,-0.5181187920473761,0.0237601560952107,0.0674064164678239,0.2159352498025604,3847.34,1,Q1,1,Q1,2,Q2,1,Q1
FLS.CO,2010,0.3227967779878798,0.3059328226314044,0.3743319175523282,0.873615515392864,0.041308505551157,21766.25,4,Q4,5,Q5,4,Q4,5,Q5
FLUGb.CO,2010,0.1021669916331416,0.1021451346862652,0.0695037619593192,0.4138161384396461,0.0486342231795262,607.38,3,Q3,3,Q3,2,Q2,2,Q2
FORTUM.HE,2010,0.2716453923187421,0.2461855210978602,0.3013653529929383,0.6997526636283042,0.0603862808573751,135148.09,4,Q4,4,Q4,4,Q4,4,Q4
FRO.OL,2010,0.1938690112153915,0.1822610495354756,0.1822508482736802,0.5909840264299664,0.0547082809752356,12323.11,4,Q4,4,Q4,3,Q3,4,Q4
FSKRS.HE,2010,0.0967201054763633,0.0966137663514451,0.0001997092709176,0.2788456569169886,0.0198606001450833,5366.78,3,Q3,3,Q3,1,Q1,2,Q2
GABR.CO,2010,0.0656538667073823,0.0599825794963905,0.07902036141111,0.3515364557286888,0.0613311471876101,159.65,2,Q2,2,Q2,2,Q2,2,Q2
GJ.CO,2010,-0.000728803951737,-0.0492865400307559,0.1334681821334469,0.3015179467369857,0.1354035548340699,55.49,2,Q2,2,Q2,3,Q3,2,Q2
GLA1V.HE,2010,0.4838253275109169,0.3929254713099827,0.5620575185101951,0.8378716168090701,0.0802736723941341,543.38,5,Q5,5,Q5,5,Q5,5,Q5
GMAB.CO,2010,0.3533682769303109,0.1333354356206056,0.3285160799013091,0.4954106674613846,0.3826209318855625,4105.21,5,Q5,3,Q3,4,Q4,3,Q3
GN.CO,2010,0.0927200135915731,0.084745616484063,0.2881166049667489,0.4549342543111849,0.3122326270080193,6457.52,2,Q2,2,Q2,4,Q4,3,Q3
GOD.OL,2010,0.128756170852114,0.1273385429700381,0.0327162598206942,0.4619641827152725,0.0342029490705876,349.94,3,Q3,3,Q3,2,Q2,3,Q3
GSFG.OL,2010,0.1052807729806026,0.1041280476348846,0.2274096919888701,0.4582230046987364,0.1165153913857851,1138.95,3,Q3,3,Q3,3,Q3,3,Q3
GYL.OL,2010,0.079911191780378,0.0790378383056823,0.004262028093612,0.2821124878805722,0.0288616614205671,693.91,2,Q2,2,Q2,1,Q1,2,Q2
GYLDb.CO,2010,0.8382052031569716,0.7807474411901739,0.9981527572070577,0.9999932649794314,0.0417677225839268,905.24,5,Q5,5,Q5,5,Q5,5,Q5
HAPD.IC,2010,0.2736605710619184,0.2682505076498875,0.1839280572980557,0.9159132998276992,0.025918789675348,81.13,4,Q4,4,Q4,3,Q3,5,Q5
HARBb.CO,2010,-0.012291585886002,-0.0136664853477155,1.1414169609480496e-10,0.0041126026855617,0.015809846300772,699.01,2,Q2,2,Q2,1,Q1,1,Q1
HAVI.OL,2010,0.1557841074127863,0.1375224013736276,0.2427853709597141,0.4980651650162518,0.1034544260977135,949.62,3,Q3,3,Q3,3,Q3,3,Q3
HEX.OL,2010,0.193175649476541,0.1794499050509691,0.1992033745777217,0.578116827907305,0.0605650984453934,897.75,4,Q4,4,Q4,3,Q3,4,Q4
HHDC.CO,2010,0.3648312145438205,0.3567091770417103,0.5172473630708652,0.990492747456285,0.0256467833746986,710.87,5,Q5,5,Q5,5,Q5,5,Q5
HIAB.HE,2010,0.1178197237040078,0.1171731472127354,0.014581728580081,0.4198323302246415,0.0300031456929216,5095.0,3,Q3,3,Q3,2,Q2,3,Q3
HKFOODS.HE,2010,0.105303108197197,0.104978954186421,0.0792699772474063,0.4231838808690972,0.0506765277476204,2946.72,3,Q3,3,Q3,2,Q2,3,Q3
HLUNa.CO,2010,0.7069144540488433,0.3762750732635411,0.5240924925560317,0.7284083280131111,0.1576825849166924,20715.7,5,Q5,5,Q5,5,Q5,4,Q4
HMb.ST,2010,0.5423572128428505,0.3658591497974757,0.5157106306323995,0.7513581875847537,0.1174614535634439,245100.69,5,Q5,5,Q5,5,Q5,4,Q4
HONBS.HE,2010,-0.0847192330268049,-0.0971133036864752,0.0004628794571613,0.041038355411938,0.0382256026871241,70.91,1,Q1,1,Q1,1,Q1,1,Q1
HUH1V.HE,2010,0.1434611459396415,0.1323945565077699,0.2105729188056093,0.4903510031226948,0.0871433365888595,8532.8,3,Q3,3,Q3,3,Q3,3,Q3
ICEAIR.IC,2010,-0.0474066635160677,-0.1068293051944356,0.08338001389408,0.2297267694358101,0.1163802759847861,169.22,1,Q1,1,Q1,2,Q2,2,Q2
ICP1V.HE,2010,-0.8482410179640716,-0.931909975933072,1.1102230246251563e-16,3.923861235932691e-12,0.0445845152068066,67.69,1,Q1,1,Q1,1,Q1,1,Q1
ILKKA2.HE,2010,0.1001983530684618,0.0999481761750617,0.0786427923719994,0.4134721595487594,0.0516620155069321,1529.07,3,Q3,3,Q3,2,Q2,2,Q2
INVEST.HE,2010,0.0614467202488981,0.0464737135937774,0.1686386489546252,0.385910210886828,0.1089948473242382,25.52,2,Q2,2,Q2,3,Q3,2,Q2
IOX.OL,2010,-0.0018004776777509,-0.058894670578313,0.1460102478053729,0.3061921281323654,0.1580344449010493,170.17,2,Q2,2,Q2,3,Q3,2,Q2
ITAB.ST,2010,0.1385705355282344,0.1049761035872134,0.3130275082585866,0.4733046463631611,0.5161822059725265,712.19,3,Q3,3,Q3,4,Q4,3,Q3
ITERA.OL,2010,0.3122694275853862,0.2850053662201592,0.3609418414278241,0.7786562280313891,0.0554514555986054,401.1,4,Q4,5,Q5,4,Q4,5,Q5
JBTM.IC,2010,1.273664218082283,1.251618496012451,1.0,1.0,0.0198772422136484,2720.97,5,Q5,5,Q5,5,Q5,5,Q5
JDAN.CO,2010,0.0596653035339398,0.0587044184718563,0.0001016699620202,0.1550901751689368,0.0217716398597581,3488.97,2,Q2,2,Q2,1,Q1,1,Q1
KABEb.ST,2010,0.3603993245845307,0.2645812016219182,0.3920294367253969,0.6519160005220288,0.110304923594088,475.76,5,Q5,4,Q4,5,Q5,4,Q4
KBHL.CO,2010,0.2872404728770436,0.2798452089487518,0.2450061034177859,0.9089640869437252,0.0292966810978865,10717.78,4,Q4,5,Q5,4,Q4,5,Q5
KCRA.HE,2010,0.9221153077271635,0.7875558638237178,0.979032748633842,0.998792098002945,0.0635996911902181,9560.22,5,Q5,5,Q5,5,Q5,5,Q5
KELAS.HE,2010,0.4791907514450866,0.3026518307064592,0.4448982330021868,0.674752449221423,0.134743744275185,90.41,5,Q5,5,Q5,5,Q5,4,Q4
KEMIRA.HE,2010,0.972145651428208,0.7539127689337329,0.93549566678369,0.9900033752148236,0.0830598021722801,9397.73,5,Q5,5,Q5,5,Q5,5,Q5
KESKOB.HE,2010,0.0385453083484825,0.03340974995357,0.0164469408119973,0.2402026285060554,0.042450248763657,18957.72,2,Q2,2,Q2,2,Q2,2,Q2
KIT.OL,2010,0.1420039519548856,0.1172424309806061,0.2862109051217746,0.4791814409928366,0.1852383547895728,650.34,3,Q3,3,Q3,4,Q4,3,Q3
KNEBV.HE,2010,0.9629155791480936,0.4673378562799403,0.6126786784247868,0.7938746071958742,0.1672373371019342,54559.04,5,Q5,5,Q5,5,Q5,5,Q5
KNOW.ST,2010,0.2367494296662159,0.2348978973419131,0.028595082388039,0.9391869550218676,0.016963920814817,697.29,4,Q4,4,Q4,2,Q2,5,Q5
KOA.OL,2010,-0.5161357681245325,-0.7542295579312599,0.0003607980263711,0.0031807780735692,0.1135379131824885,2261.63,1,Q1,1,Q1,1,Q1,1,Q1
KOG.OL,2010,0.4476650563607085,0.3685562398036402,0.5250377994649117,0.8182826231887217,0.0782395481441611,9564.11,5,Q5,5,Q5,5,Q5,5,Q5
KSL.HE,2010,0.2891014975041597,0.2671805075801285,0.3181052772563164,0.7608057559469424,0.0523418331096619,697.63,4,Q4,4,Q4,4,Q4,4,Q4
LAGRb.ST,2010,0.1745814019487273,0.170650822883106,0.0696100041385934,0.601387131951989,0.0344355708032821,423.54,3,Q3,4,Q4,2,Q2,4,Q4
LAMMb.ST,2010,0.1009134134134134,0.1008948066641853,1.1399745428297692e-05,0.260668122903429,0.0162733376768038,292.96,3,Q3,3,Q3,1,Q1,2,Q2
LIAB.ST,2010,0.0047412090082972,-0.0119103790085381,0.0471388134963908,0.2442656723348937,0.0650760282181233,4680.73,2,Q2,2,Q2,2,Q2,2,Q2
LINDEX.HE,2010,0.1047848351195674,0.1047382354793906,0.0003671580514932,0.3203214356667214,0.0201707080746685,11584.2,3,Q3,3,Q3,1,Q1,2,Q2
LOOMIS.ST,2010,0.2473030815156445,0.1254997491780092,0.3192939810713132,0.4888519660172747,0.3294044799304049,4405.52,4,Q4,3,Q3,4,Q4,3,Q3
LSG.OL,2010,0.1660480994172447,0.1535416357600582,0.1972151858499886,0.5247590845637582,0.0709562676710857,5625.62,3,Q3,3,Q3,3,Q3,3,Q3
LUOTEA.HE,2010,0.2553812132593981,0.2409495243456783,0.2452331191794815,0.7353260328484841,0.0463151026222009,4633.92,4,Q4,4,Q4,4,Q4,4,Q4
