Ticker,FormationYear,theta_obs,theta_post_mean,theta_conservative,p_q5,p_q1,sigma_acc,MarketCap,Method1_ObservedQuality_PortfolioNum,Method1_ObservedQuality_Portfolio,Method2_LatentQuality_PortfolioNum,Method2_LatentQuality_Portfolio,Method3_ConservativeQuality_PortfolioNum,Method3_ConservativeQuality_Portfolio,Method4_ProbabilisticQuality_PortfolioNum,Method4_ProbabilisticQuality_Portfolio
AAB.CO,2010,-0.5286506469500928,-0.4620630938874414,-0.5700264714189506,9.456083462922038e-07,0.9957366141528536,0.0867654553434384,46.67,1,Q1,1,Q1,1,Q1,1,Q1
AAK.ST,2010,0.452191260105529,0.3489001787544626,0.3296298471946948,0.6219665572236084,0.0604861407217915,0.1697800858136633,5195.33,5,Q5,5,Q5,5,Q5,5,Q5
ABB.ST,2010,-1.3306413948688984,-1.2391283136316449,-1.3559610380794678,0.0,1.0,0.0664036007230479,244254.6,1,Q1,1,Q1,1,Q1,1,Q1
ACG1V.HE,2010,-1.2423343224530168,-1.135531835515218,-1.2738065792306006,0.0,0.9999999999999486,0.074648683074843,53.81,1,Q1,1,Q1,1,Q1,1,Q1
ACTI.ST,2010,-0.1178012186332962,-0.0869194621420542,-0.1708434074394163,0.0122972434459913,0.6415968959673011,0.0998770451172638,5221.41,1,Q1,1,Q1,1,Q1,1,Q1
ADDTb.ST,2010,0.4013059207623751,0.3899068726446399,0.385375598305619,0.6622394145301522,5.712061172827643e-05,0.0520236206629069,1193.13,5,Q5,5,Q5,5,Q5,5,Q5
AFAGR.HE,2010,-0.1006441223832528,0.0745898316007409,-0.4255615257301371,0.1907634261888731,0.5451743260877067,0.5313860466080413,4536.01,1,Q1,2,Q2,1,Q1,1,Q1
AFGA.OL,2010,0.3347653090225401,0.3182224003793925,0.3046437604042942,0.4534512434847576,0.0085527515765953,0.0728957878431781,2107.01,4,Q4,5,Q5,4,Q4,,
AFK.OL,2010,0.056797323631971,0.0709998840449608,-0.0406708533515188,0.1483550104139682,0.3642823114497508,0.144990380884436,2736.16,2,Q2,2,Q2,2,Q2,,
AFRY.ST,2010,0.2271955287605978,0.2248233274575382,0.2187318650653053,0.0660797876357681,0.000656234635647,0.0375566168997435,2566.5,4,Q4,4,Q4,4,Q4,,
AGATE.CO,2010,0.0901279155578415,0.0992845352908306,-0.0566401482955823,0.2251943196288344,0.3525587183995375,0.1944687605029809,726.11,2,Q2,2,Q2,2,Q2,,
AGFEb.CO,2010,-0.8359167404783003,-0.0446300645628703,-1.1687397368102204,0.0117466645213912,0.9348356473656744,0.5685774742770818,248.02,1,Q1,1,Q1,1,Q1,1,Q1
AKAST.OL,2010,0.3014359311629946,0.2926306274238646,0.2825356303883549,0.3394111365049664,0.0030373418891081,0.0568863875976007,4308.16,4,Q4,4,Q4,4,Q4,,
AKVA.OL,2010,-0.1317019950124689,-0.1261097159216805,-0.1407661978849848,1.0854069754095974e-08,0.850348122338719,0.0388960401783315,344.46,1,Q1,1,Q1,1,Q1,1,Q1
ALFA.ST,2010,0.442248977475661,0.4384213925331293,0.4375692879329959,0.923650454415178,3.73674440969206e-15,0.0277924772346647,33806.22,5,Q5,5,Q5,5,Q5,5,Q5
ALKb.CO,2010,0.2651136606835459,0.2255064445511866,0.1595158178371925,0.3828439704016586,0.1496510617616048,0.1529855212802344,4193.19,4,Q4,4,Q4,4,Q4,,
AMBUb.CO,2010,0.296143174760671,0.293791607307575,0.2909480602410642,0.1920159903059746,1.2843964096846856e-07,0.0293021579448979,1268.2,4,Q4,4,Q4,4,Q4,,
ANODb.ST,2010,0.1014981890023048,0.1031362937896686,0.0532656980355376,0.1038856918151793,0.2366818832718079,0.0945878350697436,435.05,3,Q3,3,Q3,3,Q3,,
ANOT.ST,2010,-0.0553134162770425,0.0111040174504965,-0.2112259243478696,0.1277474205679662,0.5150160646633097,0.2041554686746908,407.83,1,Q1,2,Q2,1,Q1,1,Q1
AOJb.CO,2010,0.8479012879513235,0.6296018227822517,0.7287451223194821,0.942360596659958,0.0023088941869903,0.1663868937814745,283.52,5,Q5,5,Q5,5,Q5,5,Q5
APETIT.HE,2010,-0.0459806452746017,-0.0246024530075688,-0.0990730919113218,0.0284490078401926,0.5079795825436287,0.099931588950472,820.01,1,Q1,1,Q1,2,Q2,1,Q1
AQ.ST,2010,0.1390188392970034,0.1380132652860702,0.1222141639436219,0.0346797024202558,0.0626582683310118,0.0534931612563443,672.99,3,Q3,3,Q3,3,Q3,,
ARRA.OL,2010,-0.1187142145880011,-0.0809192177486158,-0.1833770114266024,0.0206903333373549,0.6302328781017632,0.112170763239966,18.04,1,Q1,1,Q1,1,Q1,1,Q1
ASPO.HE,2010,0.0557998702328599,0.0682951262765846,-0.0285087744142522,0.130129744115147,0.3559287629050293,0.1320073188276649,1142.93,2,Q2,2,Q2,2,Q2,,
ASSAb.ST,2010,0.2857785758439517,0.2854577358639243,0.2850267333405579,0.0034291829442938,1.1223755336253114e-39,0.0110849892913913,38660.27,4,Q4,4,Q4,4,Q4,,
ATCOa.ST,2010,0.4152508100352901,0.401276463469819,0.3966287482420147,0.691270734639033,0.0001162734030162,0.0564455097920212,70074.61,5,Q5,5,Q5,5,Q5,5,Q5
ATEA.OL,2010,0.0809811589050835,0.0819230119767659,0.0699337104049367,0.0022088533959638,0.0996292005129201,0.043050280130529,4322.57,2,Q2,2,Q2,3,Q3,,
ATLA.CO,2010,0.1290395189555933,0.1262617600590881,0.0494262265637103,0.1912681427992113,0.252908284533296,0.1273353096622592,474.39,3,Q3,3,Q3,3,Q3,,
ATRAV.HE,2010,0.2776042299073878,0.2709296896347345,0.2611767120006051,0.2583340846680961,0.0030846758785564,0.0528634562888414,1698.75,4,Q4,4,Q4,4,Q4,,
ATRLJb.ST,2010,0.1145559804733623,0.1146211213807551,0.0651395734234168,0.1190040424511814,0.219781618683813,0.0959031982043327,7005.12,3,Q3,3,Q3,3,Q3,,
AUSS.OL,2010,0.146994988358786,0.1438183844195014,0.1071776007007581,0.1280035279924672,0.1492317793408871,0.0849314055161493,7318.1,3,Q3,3,Q3,3,Q3,,
AXFO.ST,2010,0.3508895361654028,0.2870706753475801,0.2426331107283197,0.4968764385079728,0.0948250121385112,0.1556035471007179,8893.74,4,Q4,4,Q4,4,Q4,,
AZN.ST,2010,0.781804557254512,0.7598912001390937,0.7686576202814044,0.9999800274797086,1.4630640307275126e-15,0.0470904208572156,394961.01,5,Q5,5,Q5,5,Q5,5,Q5
AZT.OL,2010,-0.6333605887162715,-0.5806180587191572,-0.6615484240176664,5.3004933775469e-11,0.9999461085674964,0.0703335221781075,120.55,1,Q1,1,Q1,1,Q1,1,Q1
BAVA.CO,2010,-0.2646515597335269,-0.2331657254234636,-0.2978176877793385,9.623006007475345e-05,0.9106725765982602,0.0768079144480549,1272.1,1,Q1,1,Q1,1,Q1,1,Q1
BEIAb.ST,2010,0.2386938755107905,0.227852406098257,0.203611226497294,0.2507724831391024,0.0499109752812913,0.0792031097850378,1784.29,4,Q4,4,Q4,4,Q4,,
