Ticker,Year,FormationYear,PROF,PROF_w,sigma_acc,sigma_mean,sigma_raw,MarketCap,theta_obs,theta_post_mean,theta_conservative,theta_post_sd,theta_post_sd_between,theta_conservative_sd_between,p_q5,p_q5_sd_mc,p_median,p_median_sd_mc,p_q1,p_q1_sd_mc,lambda_i,mu_t,var_obs_t,obs_var_i,tau2_t,q5_cutoff_obs,median_cutoff_obs,q1_cutoff_obs,n_sigma_draws_used,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,d_ACT,d_CHE,d_LCT,d_STD,d_TXP,WCA,AT_lag,AvgAT,WCA_scaled,CFO,CFO_lag1,dREV,CFO_lag1_scaled,CFO_scaled,dREV_scaled,PPE_scaled,CFO_lead1,CFO_lead1_scaled,usable,sector_idx,firm_idx_x,FiscalYear,ForecastDate,ForecastCutoffDate,ForecastWindowStart,cfo_forecast,forecast_timing_valid,has_analyst_cfo_forecast,CFO_lead1_analyst_scaled,firm_idx_y,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws,sigma_measure,sigma_scale_mean,sigma_scale_median,sigma_scale_std,sigma_scale_q05,sigma_scale_q95,sigma_scale_n_draws,sigma_acc_measure
ATRAV.HE,2013,2014,0.0183108356102931,0.0183108356102931,0.0353464140452337,0.0353464140452337,0.0353464140452337,1193.62,0.0183108356102931,0.021136469564491677,0.011071974782788676,0.029234036403924732,0.0,0.0,0.0,0.0,2.2242782726777932e-07,0.0,0.9253544784876385,0.0,0.9819028479312389,0.1744477760229303,0.05266748231303295,0.0008703802889120907,0.04722449594382536,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Atria Oyj,Food & Tobacco,Consumer Staples,2210.67,240.5,2444.27,991.35,0.09,3614.78,8155.12,694.26,11018.05,9660.3,1251.67,92.31,135.53,3406.1,26.84,220.6000000000001,192.38,368.7399999999998,212.29000000000008,-8.25,-136.47999999999956,7645.37,7900.245,-0.0172754136105905,694.26,744.44,976.4799999999996,0.0942299890699592,0.0878782873189375,0.1236012300884339,0.4575528986759272,770.4,0.0975159631125363,True,2,58,2013.0,2014-06-17,2014-06-30,2014-02-13,470.137969334128,True,True,0.0595092898174838,58,0.0318220692956066,0.0160101862658518,0.0172742685343327,0.0652978400989395,8000,student_t_residual_sd,0.0247059034478517,0.0223600314629312,0.0107449467879997,0.0122789978750698,0.0445412149043215,8000,student_t_residual_sd
ATRLJb.ST,2013,2014,0.0717921611782976,0.0717921611782976,0.0306617313668999,0.0306617313668999,0.0306617313668999,10717.06,0.0717921611782976,0.07319641372178672,0.06632045835672506,0.025416451744055997,0.0,0.0,0.0,0.0,0.00010661397603362044,0.0,0.3279558972047696,0.0,0.9863207429460686,0.1744477760229303,0.05266748231303295,0.0006549553214590052,0.04722449594382536,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Atrium Ljungberg AB,Real Estate Operations,Real Estate,1422.73,175.86,2458.49,1652.69,101.03,23585.31,25286.35,770.93,2131.3,950.53,55.5,0.0,379.6,10386.51,0.0,943.87,14.5,-667.48,-746.25,101.03,951.63,21800.44,23543.395,0.0404202537484504,770.93,714.95,345.6800000000003,0.0303673280765157,0.0327450650171736,0.0146826742702146,1.0017803294724488,674.61,0.0286538963475743,True,8,59,2013.0,2014-06-16,2014-06-30,2014-02-21,755.792902320105,True,True,0.0321021204596917,59,0.0275252319886358,0.0148941071853534,0.0137248617148364,0.0581640154866736,8000,student_t_residual_sd,0.0215236292542358,0.0194436555146463,0.0103456421859555,0.009652192700027,0.0405184436241192,8000,student_t_residual_sd
AUSS.OL,2013,2014,0.122414123968528,0.122414123968528,0.1181038795191361,0.1181038795191361,0.1181038795191361,7196.47,0.122414123968528,0.13129385116619607,0.05415270585100557,0.08977208729625685,0.0,0.0,0.01954258226789174,0.0,0.31403272104436963,0.0,0.24508345692665678,0.0,0.829346454706194,0.1744477760229303,0.05266748231303295,0.00971732333549526,0.04722449594382536,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Austevoll Seafood ASA,Food & Tobacco,Consumer Staples,10312.59,1443.31,3514.67,1188.03,379.71,3773.15,22684.36,1492.93,12542.71,7478.86,3378.1,0.0,282.37,7656.56,3807.64,1879.3600000000008,-725.3699999999999,459.9300000000003,-353.0799999999999,273.98,2065.7000000000003,20018.83,21351.595,0.0967468706670391,1492.93,897.25,1537.7999999999993,0.0420226217291963,0.0699212400759755,0.0720227224242497,0.1767151353329809,1794.74,0.0840564838364534,True,2,61,2013.0,2014-06-19,2014-06-30,2014-02-25,1777.66667,True,True,0.083256855986637,61,0.1115817019237878,0.0404619764774483,0.0662008287652673,0.1932022045667231,8000,student_t_residual_sd,0.0827367053965611,0.07834702993555,0.0274316484544146,0.0466802953227764,0.1339444198188062,8000,student_t_residual_sd
AXFO.ST,2013,2014,0.2148464644829631,0.2148464644829631,0.0462707076760007,0.0462707076760007,0.0462707076760007,15957.01,0.2148464644829631,0.2136095887608145,0.20259977262936724,0.03802446086946583,0.0,0.0,0.007336284109204394,0.0,0.9009740867557666,0.0,2.45372891893085e-05,0.0,0.9693832703660104,0.1744477760229303,0.05266748231303295,0.001491525249726689,0.04722449594382536,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Axfood AB,Food & Drug Retailing,Consumer Staples,4026.17,430.7,4008.26,60.31,0.0,1805.74,8415.18,1440.42,33864.31,29234.39,3840.22,0.0,19.86,3551.17,32.04,366.6399999999999,-15.29000000000002,97.91000000000032,-252.99,0.0,31.02999999999957,7550.19,7982.684999999999,0.0038871632790219,1440.42,1645.79,2662.229999999996,0.2061699791486198,0.1804430464185922,0.3335005702968357,0.2262070969855381,1863.8,0.233480339008742,True,2,63,2013.0,2014-04-25,2014-06-30,2014-02-04,1570.73249829196,True,True,0.1967674408162116,63,0.0419823061508735,0.0207642351361233,0.0215844119513647,0.0857724446100029,8000,student_t_residual_sd,0.0323351325335578,0.0293945975855152,0.0140361258699638,0.0154362906844881,0.0585396490229993,8000,student_t_residual_sd
AZN.ST,2013,2014,0.3350539526995915,0.3350539526995915,0.0494019473642017,0.0494019473642017,0.0494019473642017,451324.69,0.3350539526995915,0.3294725886892541,0.32115320709732487,0.04051097704050069,0.0,0.0,0.7507040120980089,0.0,0.9999851269651997,0.0,6.089358848028903e-12,0.0,0.9652481359943335,0.1744477760229303,0.05266748231303295,0.001700225257710944,0.04722449594382536,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,AstraZeneca PLC,Pharmaceuticals,Health Care,123358.21,49276.55,97370.18,10664.56,18659.94,35293.73,339100.1,43495.0,151679.99,30922.59,98939.37,28336.4,2891.83,140883.75,175.92,17394.190000000002,13690.04,20027.789999999997,5774.679999999999,2738.629999999999,-7810.329999999993,297809.64,318454.87,-0.0245257043800272,43495.0,40401.44,-10978.24000000002,0.1268670816684323,0.136581362376402,-0.0344734561603658,0.1108280429186088,44505.84,0.13975556410866,True,4,64,2013.0,2014-06-05,2014-06-30,2014-02-06,38411.630236606,True,True,0.1206187559216977,64,0.0444862007447788,0.0239082993433467,0.0224604705903334,0.0923086611191136,8000,student_t_residual_sd,0.0346866334140321,0.0312740587140476,0.0165730566528657,0.0155950779285141,0.0644509241645133,8000,student_t_residual_sd
BAKKA.OL,2013,2014,0.3139569860129343,0.3139569860129343,0.1617816657939637,0.1617816657939637,0.1617816657939637,4641.52,0.3139569860129343,0.2750958772803569,0.2025346398169754,0.11469376765960922,0.0,0.0,0.5219617872294746,0.0,0.9016224321965173,0.0,0.013547659629014533,0.0,0.7214441345101027,0.1744477760229303,0.05266748231303295,0.018233789299415545,0.04722449594382536,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,P/F Bakkafrost,Food & Tobacco,Consumer Staples,1994.5,203.56,420.34,111.8,63.99,1024.83,3479.36,542.03,2609.02,1029.27,964.95,0.0,30.3,1861.72,0.0,642.6800000000001,178.91,107.69,13.36,63.99,433.4300000000001,2530.79,3005.075,0.1442326730614045,542.03,286.84,745.3799999999999,0.0954518606024808,0.1803715381479663,0.2480403983261648,0.3410330856966964,983.6,0.3273129622388792,True,2,68,2013.0,2014-06-19,2014-06-30,2014-02-25,709.338796816821,True,True,0.236046952843713,68,0.1541385287507436,0.0523623421333656,0.0910909429648354,0.2575368882116639,8000,student_t_residual_sd,0.1134444608149909,0.1093452448652839,0.0355661702402329,0.0639945902867385,0.1789449707762735,8000,student_t_residual_sd
BAVA.CO,2013,2014,0.5039213530500432,0.5039213530500432,0.1382587815115264,0.1382587815115264,0.1382587815115264,2596.36,0.5039213530500432,0.4314490944089004,0.41593583470278106,0.10191996558949641,0.0,0.0,0.9729377666978412,0.0,0.9995442280446298,0.0,6.775874574981883e-06,0.0,0.7800362041318447,0.1744477760229303,0.05266748231303295,0.013316919561862242,0.04722449594382536,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Bavarian Nordic A/S,Pharmaceuticals,Health Care,1006.58,387.71,435.17,9.48,0.55,360.82,1623.52,154.05,1269.91,507.65,727.25,520.12,5.12,1091.46,0.0,125.63,39.68000000000001,-42.51999999999998,-42.1,-1.57,84.79999999999998,1515.16,1569.34,0.0540354543948411,154.05,20.19,248.84000000000003,0.0128652809461302,0.0981622847821377,0.1585634725425975,0.2299183096078606,379.82,0.2420253100029311,True,4,70,2013.0,2014-06-16,2014-06-30,2014-03-19,50.18404787315,True,True,0.0319778046013929,70,0.1297123392010726,0.0486278370946085,0.0767126045825142,0.2302518531704813,8000,student_t_residual_sd,0.0967984932971422,0.0912861959522985,0.0328234740053311,0.0549146190513277,0.1588691835345582,8000,student_t_residual_sd
BEIAb.ST,2013,2014,0.2260852420229372,0.2260852420229372,0.072872505852735,0.072872505852735,0.072872505852735,4470.81,0.2260852420229372,0.22233388857541214,0.19702608216776873,0.05857269365308753,0.0,0.0,0.0819057244190492,0.0,0.8478972067158241,0.0,0.002345217991100905,0.0,0.9273521003620788,0.1744477760229303,0.05266748231303295,0.003699523018752986,0.04722449594382536,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Beijer Alma AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1277.57,239.18,597.89,51.56,9.93,603.23,2401.42,363.04,2767.57,1869.58,543.0699999999999,0.0,10.92,1518.16,3.39,179.23000000000002,34.150000000000006,127.82,18.370000000000005,9.93,45.56000000000003,2049.96,2225.69,0.0204700564768678,363.04,288.92,378.6200000000004,0.1298114292646325,0.1631134614434175,0.1701135378242254,0.2710305568160885,369.8,0.1661507217986332,True,5,72,2013.0,2014-05-22,2014-06-30,2014-02-14,388.674883092433,True,True,0.1746311854267364,72,0.0692091620071332,0.0262547461312208,0.0379595598476582,0.1215910968621965,8000,student_t_residual_sd,0.0511802117226342,0.0485702579334268,0.0182670476805918,0.0261085769398407,0.0850117022604703,8000,student_t_residual_sd
BEIJb.ST,2013,2014,0.1311043601945667,0.1311043601945667,0.1057094672499898,0.1057094672499898,0.1057094672499898,5168.49,0.1311043601945667,0.13723821279688822,0.07449735324697337,0.08175018914333952,0.0,0.0,0.015407592923870839,0.0,0.33516797814909993,0.0,0.19377813256701076,0.0,0.8584824826310167,0.1744477760229303,0.05266748231303295,0.007784775531458618,0.04722449594382536,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3064.32,170.92,1605.47,460.59,19.67,477.82,4814.51,269.25,5952.42,4726.06,896.74,0.0,30.98,2231.67,46.21,344.1700000000001,9.359999999999983,206.5,34.11999999999995,-15.35,147.08,4291.42,4552.965,0.032304223731129,269.25,122.35,144.1900000000005,0.0268725984056543,0.0591372874599299,0.0316694725305379,0.1049469960783796,221.29,0.0486034924494258,True,5,73,2013.0,2014-06-26,2014-06-30,2014-02-06,261.694896519983,True,True,0.0574779064895036,73,0.1013724747495872,0.0331849843755143,0.0604907880704965,0.1658071546132918,8000,student_t_residual_sd,0.0743618119000585,0.071359890958113,0.0235018025656609,0.0413584036476426,0.1173492896239779,8000,student_t_residual_sd
BETSb.ST,2013,2014,0.3263665175145019,0.3263665175145019,0.1050079970164387,0.1050079970164387,0.1050079970164387,4516.74,0.3263665175145019,0.3051119500321459,0.2704035276327428,0.08128382355480508,0.0,0.0,0.5911039137094818,0.0,0.9758146530020714,0.0,0.0005353819061079943,0.0,0.8600925252956022,0.1744477760229303,0.05266748231303295,0.007681801407840313,0.04722449594382536,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Betsson AB,Hotels & Entertainment Services,Consumer Discretionary,1306.24,530.11,1394.41,297.54,357.43,50.67,3313.59,616.86,2235.36,553.06,1141.06,83.84,0.0,1915.27,0.0,261.99,132.98000000000002,516.97,297.54,48.10000000000002,-42.31999999999999,2530.97,2922.28,-0.0144818429445501,616.86,572.43,341.45000000000005,0.1958847201500198,0.2110886020504537,0.1168436973869718,0.017339200897929,797.58,0.2729307253240621,True,1,80,2013.0,2014-04-28,2014-06-30,2014-02-07,848.096215152271,True,True,0.290217301268965,80,0.0995258390019698,0.0360544418535991,0.0568618370436441,0.172133476952013,8000,student_t_residual_sd,0.0737597692074377,0.0705537403829282,0.0251181428177123,0.0394616385020824,0.1205775124927184,8000,student_t_residual_sd
