Method,Portfolio,FactorModel,alpha,t_stat,p_value,r_squared,n_obs
Method1_ObservedQuality,Q1,CAPM,-0.0007530391085847654,-0.3058812042101921,0.7600353521142431,0.5759490634856508,189.0
Method1_ObservedQuality,Q1,FF3,-0.0012650878530630191,-0.5958678460904279,0.5519918245697697,0.599343043017906,189.0
Method1_ObservedQuality,Q1,Carhart,0.0007811671453844904,0.2664436005416301,0.790195939211539,0.6036803100145466,189.0
Method1_ObservedQuality,Q1,FF5,0.00237965577972364,1.0488521067549477,0.2956293997501822,0.7775519660502944,189.0
Method1_ObservedQuality,Q1,FF5_MOM,0.00290906816115965,1.1370488114513488,0.2570126922061813,0.7778553019478803,189.0
Method1_ObservedQuality,Q2,CAPM,3.746874242447615e-05,0.016116239962979114,0.9871588392828967,0.5658710488288656,189.0
Method1_ObservedQuality,Q2,FF3,-0.0008986763910174515,-0.48762351378632285,0.6263938907584481,0.6596986904635194,189.0
Method1_ObservedQuality,Q2,Carhart,0.0015058576137550546,0.7286166768150437,0.46716249416890676,0.6665097537296322,189.0
Method1_ObservedQuality,Q2,FF5,0.0010635314271616532,0.5151946222570102,0.6070387917709279,0.7078087509517066,189.0
Method1_ObservedQuality,Q2,FF5_MOM,0.002723115658151986,1.3763344368156851,0.1704091106497434,0.7111986802232536,189.0
Method1_ObservedQuality,Q3,CAPM,0.0008981551069997724,0.6106504855667813,0.5421724616614791,0.7401039001091054,189.0
Method1_ObservedQuality,Q3,FF3,0.0004662519160116122,0.3585344697471828,0.7203521837934388,0.7784310598799307,189.0
Method1_ObservedQuality,Q3,Carhart,0.0008669879095763881,0.4934511936841084,0.6222822698610586,0.7787339116397429,189.0
Method1_ObservedQuality,Q3,FF5,0.0006351303911185558,0.49455047984853306,0.6215106436529418,0.7788273703150853,189.0
Method1_ObservedQuality,Q3,FF5_MOM,0.0009865231332545367,0.5822722379943616,0.5611039407472469,0.7790706679806321,189.0
Method1_ObservedQuality,Q4,CAPM,0.0002224969890151782,0.10573286388063664,0.9159076374095543,0.7624555548505996,189.0
Method1_ObservedQuality,Q4,FF3,-4.293069206509365e-05,-0.021965557236488787,0.9824991035959914,0.7753397711293304,189.0
Method1_ObservedQuality,Q4,Carhart,0.00016544157164555555,0.08883540325441855,0.9293093373524635,0.7754095458298251,189.0
Method1_ObservedQuality,Q4,FF5,0.00014695303593597597,0.07673603890724448,0.93891736416986,0.7757348479517543,189.0
Method1_ObservedQuality,Q4,FF5_MOM,0.0003197453376463193,0.1785517292754615,0.8584882965158029,0.7757849788989912,189.0
Method1_ObservedQuality,Q5,CAPM,0.0005743797365890711,0.4135314010264487,0.6796911667325372,0.8628839840324047,189.0
Method1_ObservedQuality,Q5,FF3,0.0010502989439769698,0.9707343944737251,0.3329480114932184,0.9044279569363498,189.0
Method1_ObservedQuality,Q5,Carhart,0.0006343072933419878,0.585744974777008,0.5587646625711635,0.904761269006942,189.0
Method1_ObservedQuality,Q5,FF5,-9.968130836108372e-05,-0.09139046429814729,0.9272822988355705,0.9255329757592032,189.0
Method1_ObservedQuality,Q5,FF5_MOM,-0.00016791064728001733,-0.16018449683527597,0.8729133870838517,0.9255423441092602,189.0
Method2_LatentQuality,Q1,CAPM,-0.0008149483866529539,-0.33846197486416235,0.7353947903232254,0.5778373220925958,189.0
Method2_LatentQuality,Q1,FF3,-0.0012894087728924184,-0.6211883588462661,0.5352403310616956,0.5978852985403171,189.0
Method2_LatentQuality,Q1,Carhart,0.00010979058854402209,0.03887881749787135,0.969029155763971,0.5999187172158684,189.0
Method2_LatentQuality,Q1,FF5,0.00250928714875949,1.15105532905708,0.25121121205898067,0.7967221680317753,189.0
Method2_LatentQuality,Q1,FF5_MOM,0.0023175994747428926,0.9665937430704301,0.3350298255775428,0.7967620425047969,189.0
Method2_LatentQuality,Q2,CAPM,0.0003098711848511153,0.13431972139994436,0.8932942133284483,0.572439052859033,189.0
Method2_LatentQuality,Q2,FF3,-0.0005939569958893519,-0.3193635343894046,0.7498111935335694,0.662908359406409,189.0
Method2_LatentQuality,Q2,Carhart,0.002752544651228008,1.298313560712547,0.19580454759570198,0.6765909164334063,189.0
Method2_LatentQuality,Q2,FF5,0.0009423958515667116,0.4766577933483155,0.6341744842125694,0.697716217073062,189.0
Method2_LatentQuality,Q2,FF5_MOM,0.003637059806277997,1.794492634874663,0.07439421637829868,0.7069852276285284,189.0
Method2_LatentQuality,Q3,CAPM,0.00042455046852718774,0.26889898780722016,0.7883038560062938,0.7092750144535821,189.0
Method2_LatentQuality,Q3,FF3,-4.916088992796982e-05,-0.03300042493353929,0.97370982570036,0.7531911104817124,189.0
Method2_LatentQuality,Q3,Carhart,0.0010470604942025017,0.6037751284913631,0.54673679183121,0.755335721167055,189.0
Method2_LatentQuality,Q3,FF5,0.00023660296334690722,0.17103901182193507,0.8643820590606108,0.7541792858519434,189.0
Method2_LatentQuality,Q3,FF5_MOM,0.0012609930225239425,0.775081332027716,0.439297461741992,0.7561359739658244,189.0
Method2_LatentQuality,Q4,CAPM,0.0005894186612085674,0.29040735012306684,0.7718264206291838,0.7606493469082067,189.0
Method2_LatentQuality,Q4,FF3,0.0003095750166579417,0.1713871479038079,0.864106677782849,0.7753733107810903,189.0
Method2_LatentQuality,Q4,Carhart,3.9902638344959064e-05,0.023568511555872026,0.9812223291219941,0.775490837890486,189.0
Method2_LatentQuality,Q4,FF5,0.00042512542712578075,0.23202115244460514,0.8167808403867891,0.7755215760892388,189.0
Method2_LatentQuality,Q4,FF5_MOM,0.000140822383006661,0.08538242645196287,0.932051216512886,0.7756580554921054,189.0
Method2_LatentQuality,Q5,CAPM,0.000518744249234633,0.3715155037779436,0.7106742102909389,0.8738963195145737,189.0
Method2_LatentQuality,Q5,FF3,0.0009772630173861705,0.8981382309234057,0.37027926151709356,0.9126590879161093,189.0
Method2_LatentQuality,Q5,Carhart,0.0006829905387827344,0.6091782421953409,0.5431577229408973,0.9128259131333265,189.0
Method2_LatentQuality,Q5,FF5,-0.00011173048235083644,-0.1016803532522684,0.9191217207260782,0.9308772553249572,189.0
Method2_LatentQuality,Q5,FF5_MOM,-9.105161447953688e-05,-0.0860918083606817,0.9314880735648385,0.9308781160310775,189.0
Method3_ConservativeQuality,Q1,CAPM,-0.0008691840982395893,-0.3350996603711986,0.7379255113901984,0.5635246080687966,189.0
Method3_ConservativeQuality,Q1,FF3,-0.0013597482274542493,-0.6081672106240945,0.5438224933322728,0.5862094334071029,189.0
Method3_ConservativeQuality,Q1,Carhart,0.0007081326107848915,0.23466688277010067,0.8147282258135442,0.5906128153906501,189.0
Method3_ConservativeQuality,Q1,FF5,0.002452201688639327,1.0194507614291706,0.30933485837429586,0.7678775606761066,189.0
Method3_ConservativeQuality,Q1,FF5_MOM,0.002991435924343669,1.1581746940248967,0.2483102844955949,0.7681904056833596,189.0
Method3_ConservativeQuality,Q2,CAPM,-0.0003283278408631401,-0.18035814682641763,0.8570667146719189,0.5797592161483882,189.0
Method3_ConservativeQuality,Q2,FF3,-0.0011816028666888022,-0.7651045988655568,0.4451841867406907,0.6579961314748355,189.0
Method3_ConservativeQuality,Q2,Carhart,0.0011933439075566118,0.6758144011424992,0.5000069927696038,0.6648188101187043,189.0
Method3_ConservativeQuality,Q2,FF5,0.0006596235851443116,0.3789753347178242,0.7051455195800755,0.7112503450018867,189.0
Method3_ConservativeQuality,Q2,FF5_MOM,0.0022469583888976422,1.337920520556904,0.18259164766448333,0.714434712637752,189.0
Method3_ConservativeQuality,Q3,CAPM,0.0011071631072032651,0.726392920844649,0.4685061723867423,0.7302217274520886,189.0
Method3_ConservativeQuality,Q3,FF3,0.0006192437016007425,0.47883081050440557,0.6326244476064109,0.7775238663563717,189.0
Method3_ConservativeQuality,Q3,Carhart,0.001057209245180384,0.6741099540778714,0.501087411592724,0.7778654974042691,189.0
Method3_ConservativeQuality,Q3,FF5,0.0006917698880524244,0.5611144469342714,0.5754059511629546,0.7775966431672197,189.0
Method3_ConservativeQuality,Q3,FF5_MOM,0.00111582184501262,0.7586060475014759,0.4490695310005437,0.7779312652192162,189.0
Method3_ConservativeQuality,Q4,CAPM,0.0006280991089536693,0.314874954400786,0.7532076633148559,0.7690184954822569,189.0
Method3_ConservativeQuality,Q4,FF3,0.00035356676007183087,0.20078677833656816,0.8410858735565514,0.7846110328079576,189.0
Method3_ConservativeQuality,Q4,Carhart,0.00039723704042458197,0.24188905697650817,0.8091355051663331,0.7846142322818256,189.0
Method3_ConservativeQuality,Q4,FF5,0.0005015167737546615,0.2856532724712426,0.7754667678137834,0.7850437128562351,189.0
Method3_ConservativeQuality,Q4,FF5_MOM,0.000545783882348728,0.3415946576474083,0.7330500376897247,0.7850471477071304,189.0
Method3_ConservativeQuality,Q5,CAPM,0.0004890114796664937,0.35780393018424794,0.7208935815271826,0.876661239299351,189.0
Method3_ConservativeQuality,Q5,FF3,0.0009421326248365197,0.887180510978389,0.37613362205420287,0.9154002290036274,189.0
Method3_ConservativeQuality,Q5,Carhart,0.0006066884452236833,0.5506659460235458,0.5825306393600254,0.9156189591451727,189.0
Method3_ConservativeQuality,Q5,FF5,-0.0001293193207665151,-0.1218182076865754,0.9031766576910067,0.9329946793076052,189.0
