Ticker,snapshot_date,cfo_forecast
AAK.ST,2020-03-11,2309.8
AAK.ST,2020-04-29,1888.0
AAK.ST,2020-05-24,1888.0
AAK.ST,2020-07-21,2194.75
AAK.ST,2020-10-23,2291.75
AAK.ST,2020-11-18,2251.8
AAK.ST,2021-01-29,1838.8
AAK.ST,2021-04-28,1573.0
AAK.ST,2021-06-23,1578.8
AAK.ST,2021-07-20,1340.2
AAK.ST,2021-09-29,1343.6
AAK.ST,2021-10-25,1339.0
AAK.ST,2021-11-02,991.8
AAK.ST,2022-01-19,957.25
AAK.ST,2022-02-08,1705.6
AAK.ST,2022-03-30,1575.6
AAK.ST,2022-04-28,284.4
AAK.ST,2022-06-21,141.6
AAK.ST,2022-07-20,-485.2
AAK.ST,2022-08-07,-1023.25
AAK.ST,2022-09-26,-1077.75
AAK.ST,2022-10-27,-1481.6
AAK.ST,2023-01-31,-1093.32
AAK.ST,2023-02-03,5005.4
AAK.ST,2023-03-31,4959.2
AAK.ST,2023-04-18,5025.0
AAK.ST,2023-05-09,4581.2
AAK.ST,2023-06-19,4467.4
AAK.ST,2023-07-20,5071.6
AAK.ST,2023-09-29,5098.6
AAK.ST,2023-10-30,5315.6
AAK.ST,2024-01-16,5265.0
AAK.ST,2024-02-12,4206.5
AAK.ST,2024-03-27,4158.25
AAK.ST,2024-04-26,4017.5
AAK.ST,2024-06-25,4045.5
AAK.ST,2024-07-26,4065.5
AAK.ST,2024-09-20,4082.0
AAK.ST,2024-10-28,3841.75
AAK.ST,2024-12-11,3851.0
AAK.ST,2025-01-22,3718.4
AAK.ST,2025-02-12,4833.5
AAK.ST,2025-03-27,4691.0
AAK.ST,2025-04-25,4165.5
AAK.ST,2025-05-02,4055.66667
AAK.ST,2025-06-24,4077.66667
AAK.ST,2025-07-25,3618.83333
AAK.ST,2025-08-29,3750.6
AAK.ST,2025-09-30,3758.2
AAK.ST,2025-10-28,3268.0
ABB.ST,2013-07-26,3828.25
ABB.ST,2013-10-25,4313.375
ABB.ST,2013-11-05,4322.66667
ABB.ST,2013-12-16,4236.0
ABB.ST,2014-01-23,4187.6
ABB.ST,2014-02-18,5310.8125
ABB.ST,2014-03-07,5346.0
ABB.ST,2014-04-30,5137.93333
ABB.ST,2014-05-29,4954.06667
ABB.ST,2014-06-12,5018.71429
ABB.ST,2014-07-25,4703.14286
ABB.ST,2014-08-18,4629.07143
ABB.ST,2014-09-17,4593.14286
ABB.ST,2014-10-23,4298.13333
ABB.ST,2014-11-26,4439.33333
ABB.ST,2014-12-30,4297.26667
ABB.ST,2015-01-28,4092.3125
ABB.ST,2015-02-24,4225.75
ABB.ST,2015-03-30,4168.17647
ABB.ST,2015-04-30,4128.51583
ABB.ST,2015-05-06,4083.36971
ABB.ST,2015-06-23,4057.76781
ABB.ST,2015-07-28,4082.50974
ABB.ST,2015-08-25,4100.40447
ABB.ST,2015-09-24,4053.10735
ABB.ST,2015-10-26,3984.36685
ABB.ST,2015-12-18,3899.91685
ABB.ST,2016-01-27,3754.36685
ABB.ST,2016-02-08,3789.1339
ABB.ST,2016-03-29,3789.87253
ABB.ST,2016-04-26,3333.5875
ABB.ST,2016-05-26,3333.5875
ABB.ST,2016-06-29,3336.2125
ABB.ST,2016-07-27,3594.43125
ABB.ST,2016-08-24,3656.05625
ABB.ST,2016-09-21,3667.5125
ABB.ST,2016-10-28,3832.93125
ABB.ST,2016-11-28,3853.26667
ABB.ST,2016-12-21,3913.5
ABB.ST,2017-01-26,4046.0625
ABB.ST,2017-02-22,4041.07059
ABB.ST,2017-03-31,4018.36471
ABB.ST,2017-04-25,4010.79375
ABB.ST,2017-05-23,4015.21875
ABB.ST,2017-06-27,4082.96875
ABB.ST,2017-07-27,3968.3875
ABB.ST,2017-08-09,3997.41333
ABB.ST,2017-09-12,3967.70769
ABB.ST,2017-10-27,3782.75385
ABB.ST,2017-11-27,3785.29231
ABB.ST,2017-12-22,3673.25455
ABB.ST,2018-01-25,3563.06667
ABB.ST,2018-02-26,4102.87692
ABB.ST,2018-03-29,4043.37778
ABB.ST,2018-04-23,4043.02
ABB.ST,2018-05-25,3921.02
ABB.ST,2018-06-25,3885.01667
ABB.ST,2018-07-30,3839.1
ABB.ST,2018-09-13,3839.17692
ABB.ST,2018-10-26,3693.43333
ABB.ST,2018-11-19,3655.2
ABB.ST,2018-12-31,3545.33636
ABB.ST,2019-01-30,3530.85556
ABB.ST,2019-02-28,3821.38182
ABB.ST,2019-03-19,3326.0
ABB.ST,2019-04-30,2823.58182
ABB.ST,2019-05-31,2789.95
ABB.ST,2019-06-14,2691.85833
ABB.ST,2019-07-31,2471.85455
ABB.ST,2019-08-06,2414.12727
ABB.ST,2019-10-29,2463.42
ABB.ST,2020-01-31,2420.9
ABB.ST,2020-02-28,2865.42857
ABB.ST,2020-03-30,2474.125
ABB.ST,2020-04-30,2210.0
ABB.ST,2020-05-26,2212.85714
ABB.ST,2020-06-11,2032.42857
ABB.ST,2020-07-29,2629.0
ABB.ST,2020-08-20,2661.0
ABB.ST,2020-10-26,2549.77778
ABB.ST,2020-11-20,2424.66667
ABB.ST,2020-12-23,2424.11111
ABB.ST,2021-01-25,2365.55556
ABB.ST,2021-02-25,3077.13
ABB.ST,2021-03-24,3063.23
ABB.ST,2021-04-28,3232.01111
ABB.ST,2021-05-10,3193.45556
ABB.ST,2021-06-29,3195.45556
ABB.ST,2021-07-23,3331.9
ABB.ST,2021-08-13,3416.103
ABB.ST,2021-09-22,3418.14811
ABB.ST,2021-10-28,3421.1233
ABB.ST,2021-11-25,3760.58127
ABB.ST,2021-12-07,3787.8394
ABB.ST,2022-01-19,3605.8394
ABB.ST,2022-02-11,3876.4938
ABB.ST,2022-03-28,3799.5869
ABB.ST,2022-04-28,3489.58133
ABB.ST,2022-05-22,3351.279
ABB.ST,2022-06-30,3275.02578
ABB.ST,2022-07-22,3075.3932
ABB.ST,2022-09-21,3207.44836
ABB.ST,2022-10-21,2905.9625
ABB.ST,2022-11-14,2866.5875
ABB.ST,2022-12-16,2824.4625
ABB.ST,2023-01-25,2760.2125
ABB.ST,2023-02-17,4123.05
ABB.ST,2023-03-30,3922.48571
ABB.ST,2023-04-26,3974.45
ABB.ST,2023-06-27,4017.62222
ABB.ST,2023-07-25,4247.4625
ABB.ST,2023-08-02,4247.4625
ABB.ST,2023-09-27,4295.7125
ABB.ST,2023-10-23,4189.3
ABB.ST,2023-11-28,4190.48889
ABB.ST,2023-12-14,4190.26667
ABB.ST,2024-01-15,4194.93333
ABB.ST,2024-02-07,4537.52
ABB.ST,2024-03-29,4506.94444
ABB.ST,2024-04-19,4651.775
ABB.ST,2024-05-02,4628.8
ABB.ST,2024-06-27,4651.8
ABB.ST,2024-07-22,4685.5625
ABB.ST,2024-08-02,4679.64286
ABB.ST,2024-09-27,4707.9875
ABB.ST,2024-10-18,4735.77143
ABB.ST,2024-11-15,4735.77143
ABB.ST,2025-01-31,5097.05
ABB.ST,2025-02-27,5030.88333
ABB.ST,2025-03-25,4947.66
ABB.ST,2025-04-22,4939.08333
ABB.ST,2025-06-09,4903.25
ABB.ST,2025-07-31,4863.0
ABB.ST,2025-08-29,4893.5
ABB.ST,2025-09-29,4732.41667
ABB.ST,2025-10-22,4986.42857
ABB.ST,2025-11-24,5035.25
ABB.ST,2025-12-18,5018.22222
ABL.OL,2014-10-22,1.8
ABL.OL,2014-10-22,4.4
ABL.OL,2015-08-27,-0.5
ABL.OL,2016-04-11,-1.0
ABL.OL,2016-08-25,-0.3
ABL.OL,2017-02-20,0.27
ABL.OL,2017-04-27,1.5
ABL.OL,2017-07-21,0.0
ABL.OL,2017-07-21,3.0
ABL.OL,2021-03-19,6.0
ABL.OL,2021-05-21,8.0
ABL.OL,2021-08-23,6.0
ABL.OL,2021-10-29,7.0
ABL.OL,2021-10-29,14.0
ABL.OL,2022-05-02,13.0
ABL.OL,2022-08-29,12.0
ABL.OL,2022-08-29,13.0
ABL.OL,2022-10-26,11.0
ABL.OL,2022-11-04,10.0
ABL.OL,2023-04-28,15.0
ABL.OL,2023-06-01,12.6
ABL.OL,2023-08-25,11.6
ABL.OL,2023-10-27,9.25
ABL.OL,2024-02-23,22.4
ABL.OL,2024-03-19,18.1
ABL.OL,2024-04-26,15.1
ABL.OL,2024-08-27,11.15
ABL.OL,2024-11-01,11.65
ABL.OL,2025-02-28,13.0
ABL.OL,2025-03-26,13.0
ABL.OL,2025-05-08,9.0
ABL.OL,2025-08-22,-0.32
ABL.OL,2025-10-31,2.58
ACADE.ST,2016-07-26,562.0
ACADE.ST,2016-08-31,718.33333
ACADE.ST,2016-09-06,720.66667
ACADE.ST,2016-10-28,719.33333
ACADE.ST,2016-11-09,751.0
ACADE.ST,2017-02-08,813.66667
ACADE.ST,2017-05-19,789.33333
ACADE.ST,2017-06-27,762.33333
ACADE.ST,2017-08-31,779.66667
ACADE.ST,2017-09-12,797.33333
ACADE.ST,2017-10-27,782.33333
ACADE.ST,2017-12-19,786.6
ACADE.ST,2018-01-25,776.62
ACADE.ST,2018-02-02,790.14
ACADE.ST,2018-03-18,796.675
ACADE.ST,2018-04-30,796.25
ACADE.ST,2018-05-07,815.15
ACADE.ST,2018-06-29,766.9
ACADE.ST,2018-07-02,731.0
ACADE.ST,2018-08-30,844.26667
ACADE.ST,2018-10-26,667.13333
ACADE.ST,2018-12-12,724.85
ACADE.ST,2019-01-31,725.775
ACADE.ST,2019-02-01,651.25
ACADE.ST,2019-05-08,596.375
ACADE.ST,2019-08-30,900.0
ACADE.ST,2019-10-24,1325.66667
ACADE.ST,2020-01-31,1308.0
ACADE.ST,2020-02-03,1289.66667
ACADE.ST,2020-04-09,1280.33333
ACADE.ST,2020-05-21,1289.0
ACADE.ST,2020-08-31,1744.0
ACADE.ST,2020-10-26,1769.66667
ACADE.ST,2021-01-26,2399.0
ACADE.ST,2021-02-04,2457.0
ACADE.ST,2021-04-15,2587.0
ACADE.ST,2021-05-07,2532.5
ACADE.ST,2021-07-12,2518.0
ACADE.ST,2021-08-03,2891.0
ACADE.ST,2021-09-02,2889.0
ACADE.ST,2021-11-02,3004.0
ACADE.ST,2022-01-26,3043.0
ACADE.ST,2022-02-02,2941.0
ACADE.ST,2022-04-26,3076.0
ACADE.ST,2022-05-05,3093.0
ACADE.ST,2022-07-12,3067.0
ACADE.ST,2022-08-31,3298.0
ACADE.ST,2022-10-27,3397.0
ACADE.ST,2023-01-30,3447.0
ACADE.ST,2023-02-03,3550.0
ACADE.ST,2023-04-25,3527.0
ACADE.ST,2023-05-05,3212.0
ACADE.ST,2023-08-30,3554.0
ACADE.ST,2023-10-26,3523.0
ACADE.ST,2024-01-23,3756.0
ACADE.ST,2024-02-01,3763.0
ACADE.ST,2024-04-22,3596.0
ACADE.ST,2024-05-06,3566.0
ACADE.ST,2024-07-02,3609.0
ACADE.ST,2024-08-28,4215.0
ACADE.ST,2024-10-25,4216.0
ACADE.ST,2025-01-27,4140.0
ACADE.ST,2025-02-07,3705.5
ACADE.ST,2025-04-29,3573.5
ACADE.ST,2025-05-12,3448.5
ACADE.ST,2025-07-09,3451.0
ACADE.ST,2025-08-29,3225.0
ACADE.ST,2025-09-01,4074.0
ACAST.ST,2021-07-27,-118.5
ACAST.ST,2021-08-19,-141.5
ACAST.ST,2021-11-10,-152.0
ACAST.ST,2022-01-21,-146.0
ACAST.ST,2022-02-14,-170.0
ACAST.ST,2022-05-18,-204.5
ACAST.ST,2022-06-01,-243.0
ACAST.ST,2022-07-28,-243.5
ACAST.ST,2022-08-03,-266.0
ACAST.ST,2022-10-07,-282.5
ACAST.ST,2022-11-09,-307.5
ACAST.ST,2023-01-30,-308.5
ACAST.ST,2023-02-16,-161.5
ACAST.ST,2023-04-06,-169.5
ACAST.ST,2023-05-10,-170.0
ACAST.ST,2023-07-14,-175.0
ACAST.ST,2023-08-25,-132.0
ACAST.ST,2023-10-09,-135.0
ACAST.ST,2023-11-07,-112.0
ACAST.ST,2024-02-14,-64.5
ACAST.ST,2024-04-29,-62.5
ACAST.ST,2024-05-08,-14.5
ACAST.ST,2024-07-29,-18.0
ACAST.ST,2024-10-31,-18.6
ACAST.ST,2024-11-06,-16.25
ACAST.ST,2025-01-16,1.0
ACAST.ST,2025-02-14,114.66667
ACAST.ST,2025-04-14,72.33333
ACAST.ST,2025-05-06,57.0
ACAST.ST,2025-07-28,22.33333
ACAST.ST,2025-08-29,39.0
ACAST.ST,2025-10-31,48.2
ACELP.ST,2023-06-20,-181.0
ACELP.ST,2023-08-09,-141.0
ACELP.ST,2024-05-08,-31.0
ACELP.ST,2025-04-28,22.5
ACELP.ST,2025-05-19,18.0
ACELP.ST,2025-06-16,5.0
ACELP.ST,2025-08-25,15.66667
ACELP.ST,2025-11-05,-7.66667
ACG1V.HE,2015-04-29,2.0
ACG1V.HE,2015-08-14,1.4
ACG1V.HE,2015-10-30,1.0
ACG1V.HE,2016-01-07,0.12
ACG1V.HE,2016-02-26,1.6
ACG1V.HE,2016-08-05,1.2
ACG1V.HE,2016-10-29,1.1
ACG1V.HE,2017-02-15,2.1
ACG1V.HE,2017-04-27,2.0
ACG1V.HE,2017-10-27,1.9
ACG1V.HE,2018-02-15,2.4
ACG1V.HE,2018-04-05,2.7
ACG1V.HE,2018-07-31,2.7
ACG1V.HE,2018-10-17,2.8
ACG1V.HE,2018-12-21,3.0
ACG1V.HE,2018-12-21,4.1
ACG1V.HE,2019-03-01,4.6
ACG1V.HE,2019-05-02,5.1
ACG1V.HE,2019-08-08,5.4
ACG1V.HE,2019-10-30,5.0
ACG1V.HE,2020-02-05,4.6
ACG1V.HE,2020-03-11,6.7
ACG1V.HE,2020-05-06,6.1
ACG1V.HE,2020-06-04,6.0
ACG1V.HE,2020-07-17,4.6
ACG1V.HE,2020-08-31,4.2
ACG1V.HE,2020-11-05,3.9
ACG1V.HE,2021-01-18,3.5
ACG1V.HE,2021-03-11,3.7
ACG1V.HE,2021-04-28,3.4
ACG1V.HE,2021-08-13,2.8
ACG1V.HE,2021-11-07,2.3
ACG1V.HE,2022-03-11,6.0
ACG1V.HE,2022-04-27,5.9
ACG1V.HE,2022-07-21,6.6
ACG1V.HE,2022-11-11,6.8
ACG1V.HE,2023-03-17,7.8
ACG1V.HE,2023-04-21,7.5
ACG1V.HE,2023-07-21,5.7
ACG1V.HE,2023-10-30,3.9
ACG1V.HE,2023-11-10,4.0
ACG1V.HE,2024-03-15,1.6
ACG1V.HE,2024-04-19,1.0
ACG1V.HE,2024-08-30,-1.2
ACG1V.HE,2024-12-05,-1.7
ACG1V.HE,2024-12-05,4.4
ACG1V.HE,2025-04-30,3.8
ACG1V.HE,2025-07-18,3.0
ACG1V.HE,2025-10-31,1.8
ACG1V.HE,2025-11-05,2.2
ACTI.ST,2013-10-23,-170.5
ACTI.ST,2014-01-27,-179.75
ACTI.ST,2014-02-13,-137.75
ACTI.ST,2014-04-22,-190.0
ACTI.ST,2014-06-13,-186.33333
ACTI.ST,2014-07-28,-174.5
ACTI.ST,2014-08-12,-160.48
ACTI.ST,2014-11-13,-222.38
ACTI.ST,2014-12-10,-235.725
ACTI.ST,2015-01-13,-241.98
ACTI.ST,2015-02-17,-98.12
ACTI.ST,2015-04-20,-185.4
ACTI.ST,2015-05-12,-190.0
ACTI.ST,2015-06-24,-162.5
ACTI.ST,2015-07-06,-169.0
ACTI.ST,2015-08-04,-169.0
ACTI.ST,2020-12-14,-30.0
ACTI.ST,2020-12-14,-45.0
ACTI.ST,2022-02-18,-55.0
ACTI.ST,2022-11-03,-56.0
ACTI.ST,2022-11-03,-50.0
ACTI.ST,2023-05-04,-45.0
ACTI.ST,2023-11-10,-40.0
ACTI.ST,2024-02-09,-43.0
ACTI.ST,2024-05-13,-42.8
ACTI.ST,2024-08-23,-47.0
ACTI.ST,2024-10-23,-40.8
ACTI.ST,2024-10-23,-26.8
ACTI.ST,2025-05-11,-19.2
ACTI.ST,2025-08-25,0.84
ACTI.ST,2025-11-10,-35.6
ADDTb.ST,2013-10-28,437.75
ADDTb.ST,2014-02-12,429.3
ADDTb.ST,2014-04-16,427.56667
ADDTb.ST,2014-05-15,515.56667
ADDTb.ST,2014-06-26,514.4
ADDTb.ST,2014-07-23,476.63333
ADDTb.ST,2014-10-23,484.33333
ADDTb.ST,2014-11-06,497.7
ADDTb.ST,2015-01-22,495.1
ADDTb.ST,2015-02-13,480.1
ADDTb.ST,2015-03-13,486.4
ADDTb.ST,2015-04-17,478.93333
ADDTb.ST,2015-05-15,527.8
ADDTb.ST,2015-06-11,515.43333
ADDTb.ST,2015-07-16,507.6
ADDTb.ST,2015-08-31,492.26667
ADDTb.ST,2015-09-03,492.3
ADDTb.ST,2015-10-26,528.63333
ADDTb.ST,2015-12-17,527.225
ADDTb.ST,2016-01-28,527.575
ADDTb.ST,2016-02-11,523.64
ADDTb.ST,2016-03-31,557.1
ADDTb.ST,2016-04-26,442.025
ADDTb.ST,2016-05-13,443.275
ADDTb.ST,2016-06-27,418.525
ADDTb.ST,2016-07-19,518.075
ADDTb.ST,2016-09-27,517.575
ADDTb.ST,2016-10-28,518.625
ADDTb.ST,2016-12-21,511.875
ADDTb.ST,2017-01-30,495.875
ADDTb.ST,2017-02-13,517.1
ADDTb.ST,2017-04-11,519.06
ADDTb.ST,2017-05-22,613.5
ADDTb.ST,2017-07-20,594.46
ADDTb.ST,2017-10-27,603.575
ADDTb.ST,2017-11-06,597.26
ADDTb.ST,2018-01-31,590.26
ADDTb.ST,2018-02-13,595.22
ADDTb.ST,2018-04-20,594.42
ADDTb.ST,2018-05-25,630.58
ADDTb.ST,2018-07-20,581.6
ADDTb.ST,2018-08-28,559.75
ADDTb.ST,2018-10-26,533.06667
ADDTb.ST,2019-01-30,608.4
ADDTb.ST,2019-02-11,546.25
ADDTb.ST,2019-03-05,495.6
ADDTb.ST,2019-04-10,494.0
ADDTb.ST,2019-05-20,863.0
ADDTb.ST,2019-06-28,849.25
ADDTb.ST,2019-07-16,826.72
ADDTb.ST,2019-08-19,837.52
ADDTb.ST,2019-09-16,815.52
ADDTb.ST,2019-10-30,876.6
ADDTb.ST,2020-01-30,838.8
ADDTb.ST,2020-02-07,810.04
ADDTb.ST,2020-03-19,816.84
ADDTb.ST,2020-04-22,781.05
ADDTb.ST,2020-05-22,1165.5
ADDTb.ST,2020-06-30,1170.5
ADDTb.ST,2020-07-15,1116.575
ADDTb.ST,2020-09-23,1064.76667
ADDTb.ST,2020-10-26,1080.075
ADDTb.ST,2020-11-09,1081.0
ADDTb.ST,2021-01-27,1109.0
ADDTb.ST,2021-02-05,1171.0
ADDTb.ST,2021-03-11,1175.6
ADDTb.ST,2021-05-20,1264.0
ADDTb.ST,2021-07-20,1287.0
ADDTb.ST,2021-09-30,1318.75
ADDTb.ST,2021-10-29,1408.25
ADDTb.ST,2021-11-05,1436.0
ADDTb.ST,2022-01-28,1437.25
ADDTb.ST,2022-02-15,1307.25
ADDTb.ST,2022-03-11,1328.0
ADDTb.ST,2022-05-18,1654.0
ADDTb.ST,2022-06-22,1833.0
ADDTb.ST,2022-07-19,1831.66667
ADDTb.ST,2022-08-18,1833.33333
ADDTb.ST,2022-09-20,1828.33333
ADDTb.ST,2022-10-28,1908.33333
ADDTb.ST,2023-01-25,1859.0
ADDTb.ST,2023-02-06,1516.66667
ADDTb.ST,2023-04-18,1514.66667
ADDTb.ST,2023-05-22,2468.0
ADDTb.ST,2023-06-30,2350.33333
ADDTb.ST,2023-07-18,2458.33333
ADDTb.ST,2023-10-27,2527.0
ADDTb.ST,2024-01-30,2542.0
ADDTb.ST,2024-02-08,2602.0
ADDTb.ST,2024-04-19,2455.0
ADDTb.ST,2024-05-17,2737.66667
ADDTb.ST,2024-06-20,2708.0
ADDTb.ST,2024-07-15,2717.0
ADDTb.ST,2024-10-25,2659.0
ADDTb.ST,2025-01-24,2663.0
ADDTb.ST,2025-02-05,2737.5
ADDTb.ST,2025-03-26,2707.4
ADDTb.ST,2025-04-15,2767.8
ADDTb.ST,2025-05-16,2894.2
ADDTb.ST,2025-06-24,2892.8
ADDTb.ST,2025-07-16,3121.25
ADDTb.ST,2025-08-29,3053.33333
ADDTb.ST,2025-10-24,3096.33333
AFAGR.HE,2014-11-10,8.7
AFAGR.HE,2015-02-18,4.6
AFAGR.HE,2017-07-13,4.9
AFAGR.HE,2017-08-13,8.9
AFAGR.HE,2017-11-20,9.8
AFAGR.HE,2018-02-26,10.0
AFAGR.HE,2018-05-14,2.7
AFAGR.HE,2018-11-19,-17.3
AFAGR.HE,2019-02-25,11.6
AFAGR.HE,2019-05-20,-3.2
AFAGR.HE,2019-06-28,13.4
AFAGR.HE,2019-08-26,9.2
AFAGR.HE,2019-12-02,29.8
AFAGR.HE,2019-12-02,1.8
AFGA.OL,2013-08-30,359.5
AFGA.OL,2013-09-23,453.96667
AFGA.OL,2013-11-15,459.63333
AFGA.OL,2013-12-19,467.975
AFGA.OL,2014-01-23,463.96667
AFGA.OL,2014-02-18,569.66667
AFGA.OL,2014-04-15,566.0
AFGA.OL,2014-05-19,610.33333
AFGA.OL,2014-08-25,688.0
AFGA.OL,2014-10-16,682.0
AFGA.OL,2014-11-17,675.33333
AFGA.OL,2014-12-02,685.66667
AFGA.OL,2015-02-16,608.0
AFGA.OL,2015-04-13,606.63333
AFGA.OL,2015-05-15,635.1
AFGA.OL,2015-07-07,886.5
AFGA.OL,2015-08-25,940.25
AFGA.OL,2015-10-27,945.75
AFGA.OL,2015-11-16,1091.5
AFGA.OL,2016-01-26,1092.0
AFGA.OL,2016-02-18,980.66667
AFGA.OL,2016-03-20,980.66667
AFGA.OL,2016-04-15,899.0
AFGA.OL,2016-05-13,800.5
AFGA.OL,2016-07-16,790.0
AFGA.OL,2016-08-31,773.0
AFGA.OL,2016-09-12,773.0
AFGA.OL,2016-11-24,799.5
AFGA.OL,2017-01-31,821.0
AFGA.OL,2017-02-23,1104.75
AFGA.OL,2017-04-24,1104.0
AFGA.OL,2017-05-19,991.0
AFGA.OL,2017-08-30,884.85
AFGA.OL,2017-09-29,806.6
AFGA.OL,2017-11-14,821.7
AFGA.OL,2018-01-08,847.6
AFGA.OL,2018-02-20,1134.0
AFGA.OL,2018-04-03,1119.5
AFGA.OL,2018-05-09,853.5
AFGA.OL,2018-06-12,853.5
AFGA.OL,2018-08-27,867.0
AFGA.OL,2018-09-17,867.0
AFGA.OL,2018-10-02,807.64999
AFGA.OL,2018-11-12,823.15
AFGA.OL,2019-02-24,881.3
AFGA.OL,2019-03-15,1004.15
AFGA.OL,2019-04-23,1107.6
AFGA.OL,2019-05-29,1514.1
AFGA.OL,2019-08-27,1748.6
AFGA.OL,2019-11-13,1791.0
AFGA.OL,2019-12-13,1791.0
AFGA.OL,2020-01-29,1759.0
AFGA.OL,2020-02-21,2129.0
AFGA.OL,2020-04-08,1966.45
AFGA.OL,2020-08-19,1803.9
AFGA.OL,2020-09-16,1784.95
AFGA.OL,2020-10-06,1766.0
AFGA.OL,2020-11-16,2008.6
AFGA.OL,2021-02-15,1776.25
AFGA.OL,2021-05-23,1958.0
AFGA.OL,2021-06-22,1958.0
AFGA.OL,2021-08-19,1613.0
AFGA.OL,2021-09-03,1629.5
AFGA.OL,2021-10-22,1726.0
