Ticker,FiscalYear,PeriodEndDate,AnnouncementDate
SALM.OL,2013,2013-12-31,2014-02-27
SALM.OL,2014,2014-12-31,2015-02-26
SALM.OL,2015,2015-12-31,2016-02-19
SALM.OL,2016,2016-12-31,2017-02-15
SALM.OL,2017,2017-12-31,2018-02-15
SALM.OL,2018,2018-12-31,2019-02-14
SALM.OL,2019,2019-12-31,2020-02-26
SALM.OL,2020,2020-12-31,2021-02-25
SALM.OL,2021,2021-12-31,2022-02-18
SALM.OL,2022,2022-12-31,2023-02-22
SALM.OL,2023,2023-12-31,2024-02-15
SALM.OL,2024,2024-12-31,2025-02-18
SALM.OL,2025,2025-12-31,2026-02-10
SALME.OL,2020,2020-12-31,2021-03-02
SALME.OL,2021,2021-12-31,2022-02-10
SALME.OL,2022,2022-12-31,2023-02-08
SALME.OL,2023,2023-12-31,2024-02-13
SALME.OL,2024,2024-12-31,2025-02-11
SALME.OL,2025,2025-12-31,2026-02-24
SAND.ST,2011,2011-12-31,2012-02-01
SAND.ST,2012,2012-12-31,2013-01-29
SAND.ST,2013,2013-12-31,2014-02-03
SAND.ST,2014,2014-12-31,2015-01-29
SAND.ST,2015,2015-12-31,2016-02-03
SAND.ST,2016,2016-12-31,2017-02-01
SAND.ST,2017,2017-12-31,2018-02-05
SAND.ST,2018,2018-12-31,2019-01-21
SAND.ST,2019,2019-12-31,2020-01-21
SAND.ST,2020,2020-12-31,2021-01-21
SAND.ST,2021,2021-12-31,2022-01-20
SAND.ST,2022,2022-12-31,2023-01-20
SAND.ST,2023,2023-12-31,2024-01-25
SAND.ST,2024,2024-12-31,2025-01-23
SAND.ST,2025,2025-12-31,2026-01-27
SANION.ST,2014,2014-12-31,2015-02-27
SANION.ST,2015,2015-12-31,2016-02-19
SANION.ST,2016,2016-12-31,2017-02-21
SANION.ST,2017,2017-12-31,2018-02-21
SANION.ST,2018,2018-12-31,2019-02-21
SANION.ST,2019,2019-12-31,2020-02-07
SANION.ST,2022,2022-12-31,2023-02-23
SANION.ST,2023,2023-12-31,2024-02-29
SANION.ST,2024,2024-12-31,2025-02-27
SANION.ST,2025,2025-12-31,2026-02-26
SANOMA.HE,2011,2011-12-31,2012-02-07
SANOMA.HE,2012,2012-12-31,2013-02-07
SANOMA.HE,2013,2013-12-31,2014-02-07
SANOMA.HE,2014,2014-12-31,2015-02-05
SANOMA.HE,2015,2015-12-31,2016-02-09
SANOMA.HE,2016,2016-12-31,2017-02-07
SANOMA.HE,2017,2017-12-31,2018-02-08
SANOMA.HE,2018,2018-12-31,2019-02-06
SANOMA.HE,2019,2019-12-31,2020-02-07
SANOMA.HE,2020,2020-12-31,2021-02-10
SANOMA.HE,2021,2021-12-31,2022-02-11
SANOMA.HE,2022,2022-12-31,2023-02-10
SANOMA.HE,2023,2023-12-31,2024-02-07
SANOMA.HE,2024,2024-12-31,2025-02-11
SANOMA.HE,2025,2025-12-31,2026-02-11
SATSS.OL,2019,2019-12-31,2020-02-13
SATSS.OL,2020,2020-12-31,2021-02-09
SATSS.OL,2021,2021-12-31,2022-02-11
SATSS.OL,2022,2022-12-31,2023-02-14
SATSS.OL,2023,2023-12-31,2024-02-13
SATSS.OL,2024,2024-12-31,2025-02-12
SATSS.OL,2025,2025-12-31,2026-02-10
SBBb.ST,2017,2017-12-31,2018-02-27
SBBb.ST,2018,2018-12-31,2019-02-20
SBBb.ST,2019,2019-12-31,2020-02-19
SBBb.ST,2020,2020-12-31,2021-02-23
SBBb.ST,2021,2021-12-31,2022-02-23
SBBb.ST,2022,2022-12-31,2023-02-23
SBBb.ST,2023,2023-12-31,2024-02-27
SBBb.ST,2024,2024-12-31,2025-02-19
SBBb.ST,2025,2025-12-31,2026-02-25
SCANA.OL,2011,2011-12-31,2012-02-14
SCANA.OL,2012,2012-12-31,2013-02-20
SCANA.OL,2013,2013-12-31,2014-02-19
SCANA.OL,2014,2014-12-31,2015-02-25
SCANA.OL,2023,2023-12-31,2024-02-23
SCANA.OL,2024,2024-12-31,2025-02-27
SCANA.OL,2025,2025-12-31,2026-02-19
SCANFL.HE,2015,2015-12-31,2016-02-25
SCANFL.HE,2016,2016-12-31,2017-02-24
SCANFL.HE,2017,2017-12-31,2018-02-16
SCANFL.HE,2018,2018-12-31,2019-02-15
SCANFL.HE,2019,2019-12-31,2020-02-19
SCANFL.HE,2020,2020-12-31,2021-02-18
SCANFL.HE,2021,2021-12-31,2022-02-22
SCANFL.HE,2022,2022-12-31,2023-02-21
SCANFL.HE,2023,2023-12-31,2024-02-23
SCANFL.HE,2024,2024-12-31,2025-02-21
SCANFL.HE,2025,2025-12-31,2026-02-20
SCATC.OL,2014,2014-12-31,2015-02-11
SCATC.OL,2015,2015-12-31,2016-01-29
SCATC.OL,2016,2016-12-31,2017-01-27
SCATC.OL,2017,2017-12-31,2018-01-26
SCATC.OL,2018,2018-12-31,2019-01-25
SCATC.OL,2019,2019-12-31,2020-01-24
SCATC.OL,2020,2020-12-31,2021-02-02
SCATC.OL,2021,2021-12-31,2022-02-03
SCATC.OL,2022,2022-12-31,2023-02-03
SCATC.OL,2023,2023-12-31,2024-01-26
SCATC.OL,2024,2024-12-31,2025-01-31
SCATC.OL,2025,2025-12-31,2026-01-30
SCAb.ST,2011,2011-12-31,2012-01-26
SCAb.ST,2012,2012-12-31,2013-01-24
SCAb.ST,2013,2013-12-31,2014-01-29
SCAb.ST,2014,2014-12-31,2015-01-30
SCAb.ST,2015,2015-12-31,2016-01-28
SCAb.ST,2016,2016-12-31,2017-01-26
SCAb.ST,2017,2017-12-31,2018-01-30
SCAb.ST,2018,2018-12-31,2019-01-30
SCAb.ST,2019,2019-12-31,2020-01-30
SCAb.ST,2020,2020-12-31,2021-01-29
SCAb.ST,2021,2021-12-31,2022-01-28
SCAb.ST,2022,2022-12-31,2023-01-27
SCAb.ST,2023,2023-12-31,2024-01-26
SCAb.ST,2024,2024-12-31,2025-01-31
SCAb.ST,2025,2025-12-31,2026-01-30
SCHO.CO,2011,2011-12-31,2012-03-08
SCHO.CO,2012,2012-12-31,2013-03-06
SCHO.CO,2013,2013-12-31,2014-03-05
SCHO.CO,2014,2014-12-31,2015-03-06
SCHO.CO,2015,2015-12-31,2016-03-04
SCHO.CO,2016,2016-12-31,2017-03-10
SCHO.CO,2017,2017-12-31,2018-03-09
SCHO.CO,2018,2018-12-31,2019-03-08
SCHO.CO,2019,2019-12-31,2020-03-06
SCHO.CO,2020,2020-12-31,2021-03-05
SCHO.CO,2021,2021-12-31,2022-03-04
SCHO.CO,2022,2022-12-31,2023-03-03
SCHO.CO,2023,2023-12-31,2024-03-01
SCHO.CO,2024,2024-12-31,2025-03-06
SCHO.CO,2025,2025-12-31,2026-03-05
SCST.ST,2014,2014-12-31,2015-02-25
SCST.ST,2015,2015-12-31,2016-02-26
SCST.ST,2016,2016-12-31,2017-02-28
SCST.ST,2017,2017-12-31,2018-02-20
SCST.ST,2018,2018-12-31,2019-02-20
SCST.ST,2019,2019-12-31,2020-02-07
SCST.ST,2020,2020-12-31,2021-02-11
SCST.ST,2021,2021-12-31,2022-02-11
SCST.ST,2022,2022-12-31,2023-02-09
SCST.ST,2023,2023-12-31,2024-02-09
SCST.ST,2024,2024-12-31,2025-02-06
SCST.ST,2025,2025-12-31,2026-02-05
SDIPb.ST,2017,2017-12-31,2018-02-15
SDIPb.ST,2018,2018-12-31,2019-02-12
SDIPb.ST,2019,2019-12-31,2020-02-11
SDIPb.ST,2020,2020-12-31,2021-02-11
SDIPb.ST,2021,2021-12-31,2022-02-10
SDIPb.ST,2022,2022-12-31,2023-02-10
SDIPb.ST,2023,2023-12-31,2024-02-09
SDIPb.ST,2024,2024-12-31,2025-02-11
SDIPb.ST,2025,2025-12-31,2026-02-10
SECTb.ST,2011,2011-04-30,2011-05-24
SECTb.ST,2012,2012-04-30,2012-05-22
SECTb.ST,2013,2013-04-30,2013-05-28
SECTb.ST,2014,2014-04-30,2014-05-27
SECTb.ST,2015,2015-04-30,2015-06-03
SECTb.ST,2016,2016-04-30,2016-05-31
SECTb.ST,2017,2017-04-30,2017-05-30
SECTb.ST,2018,2018-04-30,2018-05-29
SECTb.ST,2019,2019-04-30,2019-05-28
SECTb.ST,2020,2020-04-30,2020-06-03
SECTb.ST,2021,2021-04-30,2021-06-02
SECTb.ST,2022,2022-04-30,2022-06-03
SECTb.ST,2023,2023-04-30,2023-06-02
SECTb.ST,2024,2024-04-30,2024-06-05
SECTb.ST,2025,2025-04-30,2025-06-05
SECUb.ST,2011,2011-12-31,2012-02-09
SECUb.ST,2012,2012-12-31,2013-02-08
SECUb.ST,2013,2013-12-31,2014-02-10
SECUb.ST,2014,2014-12-31,2015-02-05
SECUb.ST,2015,2015-12-31,2016-02-09
SECUb.ST,2016,2016-12-31,2017-02-07
SECUb.ST,2017,2017-12-31,2018-01-31
SECUb.ST,2018,2018-12-31,2019-02-07
SECUb.ST,2019,2019-12-31,2020-02-06
SECUb.ST,2020,2020-12-31,2021-02-04
SECUb.ST,2021,2021-12-31,2022-02-08
SECUb.ST,2022,2022-12-31,2023-02-07
SECUb.ST,2023,2023-12-31,2024-02-07
SECUb.ST,2024,2024-12-31,2025-02-06
SECUb.ST,2025,2025-12-31,2026-02-04
SEDANA.ST,2017,2017-12-31,2018-03-27
SEDANA.ST,2018,2018-12-31,2019-03-12
SEDANA.ST,2019,2019-12-31,2020-03-05
SEDANA.ST,2020,2020-12-31,2021-02-25
SEDANA.ST,2021,2021-12-31,2022-02-17
SEDANA.ST,2022,2022-12-31,2023-02-16
SEDANA.ST,2023,2023-12-31,2024-02-15
SEDANA.ST,2024,2024-12-31,2025-02-13
SEDANA.ST,2025,2025-12-31,2026-02-12
SEZI.ST,2014,2014-12-31,2015-05-18
SEZI.ST,2015,2015-12-31,2016-02-18
SEZI.ST,2016,2016-12-31,2017-02-17
SEZI.ST,2017,2017-12-31,2018-02-16
SEZI.ST,2018,2018-12-31,2019-02-15
SEZI.ST,2019,2019-12-31,2020-02-14
SEZI.ST,2020,2020-12-31,2021-02-26
SEZI.ST,2021,2021-12-31,2022-02-17
SEZI.ST,2022,2022-12-31,2023-02-01
SEZI.ST,2023,2023-12-31,2024-02-15
SEZI.ST,2024,2024-12-31,2025-02-17
SEZI.ST,2025,2025-12-31,2026-02-18
SFAST.ST,2022,2022-12-31,2023-02-21
SFAST.ST,2023,2023-12-31,2024-02-21
SFAST.ST,2024,2024-12-31,2025-02-20
SFAST.ST,2025,2025-12-31,2026-02-19
SFRG.ST,2015,2015-12-31,2016-02-25
SFRG.ST,2016,2016-12-31,2017-02-23
SFRG.ST,2017,2017-12-31,2018-02-22
SFRG.ST,2018,2018-12-31,2019-02-22
SFRG.ST,2019,2019-12-31,2020-02-19
SFRG.ST,2020,2020-12-31,2021-02-17
SFRG.ST,2021,2021-12-31,2022-02-16
SFRG.ST,2022,2022-12-31,2023-02-15
SFRG.ST,2023,2023-12-31,2024-02-07
SFRG.ST,2024,2024-12-31,2025-02-05
SFRG.ST,2025,2025-12-31,2026-02-04
SGG.ST,2011,2011-12-31,2012-01-26
SGG.ST,2012,2012-12-31,2013-01-24
SGG.ST,2013,2013-12-31,2014-01-23
SGG.ST,2014,2014-12-31,2015-02-01
SGG.ST,2015,2015-12-31,2016-02-25
SGG.ST,2016,2016-12-31,2017-02-23
SGG.ST,2017,2017-12-31,2018-02-22
SGG.ST,2018,2018-12-31,2019-02-21
SGG.ST,2019,2019-12-31,2020-02-20
SGG.ST,2020,2020-12-31,2021-02-25
SGG.ST,2021,2021-12-31,2022-02-23
SGG.ST,2022,2022-12-31,2023-03-10
SGG.ST,2023,2023-12-31,2024-02-22
SGG.ST,2024,2024-12-31,2025-02-28
SGG.ST,2025,2025-12-31,2026-02-26
SHOTE.ST,2015,2015-12-31,2016-02-23
SHOTE.ST,2016,2016-12-31,2017-02-23
SHOTE.ST,2017,2017-12-31,2018-02-20
SHOTE.ST,2018,2018-12-31,2019-02-19
SHOTE.ST,2019,2019-12-31,2020-02-18
SHOTE.ST,2020,2020-12-31,2021-02-17
SHOTE.ST,2021,2021-12-31,2022-02-10
SHOTE.ST,2022,2022-12-31,2023-02-16
SHOTE.ST,2023,2023-12-31,2024-02-14
SHOTE.ST,2024,2024-12-31,2025-02-19
SHOTE.ST,2025,2025-12-31,2026-02-18
SIILI.HE,2013,2013-12-31,2014-03-06
SIILI.HE,2014,2014-12-31,2015-02-28
SIILI.HE,2015,2015-12-31,2016-02-25
SIILI.HE,2016,2016-12-31,2017-02-28
SIILI.HE,2017,2017-12-31,2018-02-27
SIILI.HE,2018,2018-12-31,2019-02-27
SIILI.HE,2019,2019-12-31,2020-02-27
SIILI.HE,2020,2020-12-31,2021-02-19
SIILI.HE,2021,2021-12-31,2022-02-18
SIILI.HE,2022,2022-12-31,2023-02-17
SIILI.HE,2023,2023-12-31,2024-02-27
SIILI.HE,2024,2024-12-31,2025-02-13
SIILI.HE,2025,2025-12-31,2026-02-11
SIMINN.IC,2016,2016-12-31,2017-02-16
SIMINN.IC,2017,2017-12-31,2018-02-19
SIMINN.IC,2018,2018-12-31,2019-02-26
SIMINN.IC,2019,2019-12-31,2020-02-21
SIMINN.IC,2020,2020-12-31,2021-02-18
SIMINN.IC,2021,2021-12-31,2022-02-16
SINCH.ST,2017,2017-12-31,2018-02-16
SINCH.ST,2018,2018-12-31,2019-02-22
SINCH.ST,2019,2019-12-31,2020-02-20
SINCH.ST,2020,2020-12-31,2021-02-18
SINCH.ST,2021,2021-12-31,2022-02-17
SINCH.ST,2022,2022-12-31,2023-02-16
SINCH.ST,2023,2023-12-31,2024-02-15
SINCH.ST,2024,2024-12-31,2025-02-13
SINCH.ST,2025,2025-12-31,2026-02-17
SINT.ST,2011,2011-12-31,2012-02-22
SINT.ST,2012,2012-12-31,2013-02-21
SINT.ST,2013,2013-12-31,2014-02-26
SINT.ST,2014,2014-12-31,2015-02-11
SINT.ST,2017,2017-12-31,2018-02-21
SINT.ST,2018,2018-12-31,2019-02-20
SINT.ST,2019,2019-12-31,2020-02-19
SINT.ST,2020,2020-12-31,2021-02-10
SINT.ST,2021,2021-12-31,2022-02-08
SINT.ST,2022,2022-12-31,2023-02-08
SINT.ST,2023,2023-12-31,2024-02-28
SINT.ST,2024,2024-12-31,2025-02-19
SINT.ST,2025,2025-12-31,2026-02-17
SITOWS.HE,2020,2020-12-31,2021-02-25
SITOWS.HE,2021,2021-12-31,2022-03-02
SITOWS.HE,2022,2022-12-31,2023-02-28
SITOWS.HE,2023,2023-12-31,2024-02-27
SITOWS.HE,2024,2024-12-31,2025-02-12
SITOWS.HE,2025,2025-12-31,2026-02-11
SIVEH.ST,2018,2018-12-31,2019-02-15
SIVEH.ST,2019,2019-12-31,2020-02-14
SIVEH.ST,2020,2020-12-31,2021-02-12
SIVEH.ST,2021,2021-12-31,2022-02-15
SIVEH.ST,2022,2022-12-31,2023-02-02
SIVEH.ST,2023,2023-12-31,2024-02-08
SIVEH.ST,2024,2024-12-31,2025-02-20
SIVEH.ST,2025,2025-12-31,2026-02-26
SKAb.ST,2011,2011-12-31,2012-02-08
SKAb.ST,2012,2012-12-31,2013-02-07
SKAb.ST,2013,2013-12-31,2014-02-07
SKAb.ST,2014,2014-12-31,2015-02-12
SKAb.ST,2015,2015-12-31,2016-02-04
SKAb.ST,2016,2016-12-31,2017-02-03
SKAb.ST,2017,2017-12-31,2018-02-01
SKAb.ST,2018,2018-12-31,2019-02-08
SKAb.ST,2019,2019-12-31,2020-02-07
SKAb.ST,2020,2020-12-31,2021-02-05
SKAb.ST,2021,2021-12-31,2022-02-03
SKAb.ST,2022,2022-12-31,2023-02-03
SKAb.ST,2023,2023-12-31,2024-02-09
SKAb.ST,2024,2024-12-31,2025-02-07
SKAb.ST,2025,2025-12-31,2026-02-06
SKFb.ST,2011,2011-12-31,2012-01-26
SKFb.ST,2012,2012-12-31,2013-01-30
SKFb.ST,2013,2013-12-31,2014-01-28
SKFb.ST,2014,2014-12-31,2015-01-28
SKFb.ST,2015,2015-12-31,2016-02-02
SKFb.ST,2016,2016-12-31,2017-02-02
SKFb.ST,2017,2017-12-31,2018-02-01
SKFb.ST,2018,2018-12-31,2019-01-29
SKFb.ST,2019,2019-12-31,2020-02-04
SKFb.ST,2020,2020-12-31,2021-02-02
SKFb.ST,2021,2021-12-31,2022-02-03
SKFb.ST,2022,2022-12-31,2023-02-02
SKFb.ST,2023,2023-12-31,2024-01-31
SKFb.ST,2024,2024-12-31,2025-01-31
SKFb.ST,2025,2025-12-31,2026-01-30
SKISb.ST,2011,2011-08-31,2011-10-06
SKISb.ST,2012,2012-08-31,2012-10-04
SKISb.ST,2013,2013-08-31,2013-10-03
SKISb.ST,2014,2014-08-31,2014-10-03
SKISb.ST,2015,2015-08-31,2015-10-06
SKISb.ST,2016,2016-08-31,2016-10-04
SKISb.ST,2017,2017-08-31,2017-10-04
SKISb.ST,2018,2018-08-31,2018-10-03
SKISb.ST,2019,2019-08-31,2019-10-03
SKISb.ST,2020,2020-08-31,2020-10-01
SKISb.ST,2021,2021-08-31,2021-10-01
SKISb.ST,2022,2022-08-31,2022-10-04
SKISb.ST,2023,2023-08-31,2023-10-03
SKISb.ST,2024,2024-08-31,2024-10-01
SKISb.ST,2025,2025-08-31,2025-10-01
SLEEP.ST,2021,2021-12-31,2022-02-15
SLEEP.ST,2022,2022-12-31,2023-01-16
SLEEP.ST,2023,2023-12-31,2024-02-08
SLEEP.ST,2024,2024-12-31,2025-02-04
SLEEP.ST,2025,2025-12-31,2026-02-04
SLPb.ST,2022,2022-12-31,2023-02-16
SLPb.ST,2023,2023-12-31,2024-02-15
SLPb.ST,2024,2024-12-31,2025-02-04
SLPb.ST,2025,2025-12-31,2026-02-05
SMCRT.OL,2021,2021-12-31,2022-02-23
SMCRT.OL,2022,2022-12-31,2023-02-15
SMCRT.OL,2023,2023-12-31,2024-02-14
SMCRT.OL,2024,2024-12-31,2025-02-13
SMCRT.OL,2025,2025-12-31,2026-02-13
SMOP.OL,2021,2021-12-31,2022-02-11
SMOP.OL,2022,2022-12-31,2023-02-17
SMOP.OL,2023,2023-12-31,2024-02-15
SMOP.OL,2024,2024-12-31,2025-02-13
SMOP.OL,2025,2025-12-31,2026-02-19
SNI.OL,2011,2011-11-30,2012-01-26
SNI.OL,2012,2012-11-30,2013-01-31
SNI.OL,2013,2013-11-30,2014-01-30
SNI.OL,2014,2014-11-30,2015-01-29
SNI.OL,2015,2015-11-30,2016-01-28
SNI.OL,2016,2016-11-30,2017-01-30
SNI.OL,2017,2017-11-30,2018-02-01
SNI.OL,2018,2018-11-30,2019-01-31
SNI.OL,2019,2019-11-30,2020-01-30
SNI.OL,2020,2020-11-30,2021-01-28
SNI.OL,2021,2021-11-30,2022-01-27
SNI.OL,2022,2022-11-30,2023-02-02
SNI.OL,2023,2023-11-30,2024-02-01
SNI.OL,2024,2024-11-30,2025-01-30
SNI.OL,2025,2025-11-30,2026-01-28
SOBIV.ST,2011,2011-12-31,2012-02-23
SOBIV.ST,2012,2012-12-31,2013-02-21
SOBIV.ST,2013,2013-12-31,2014-02-20
SOBIV.ST,2014,2014-12-31,2015-02-19
SOBIV.ST,2015,2015-12-31,2016-02-26
SOBIV.ST,2016,2016-12-31,2017-02-16
SOBIV.ST,2017,2017-12-31,2018-02-22
SOBIV.ST,2018,2018-12-31,2019-02-20
SOBIV.ST,2019,2019-12-31,2020-02-13
SOBIV.ST,2020,2020-12-31,2021-02-18
SOBIV.ST,2021,2021-12-31,2022-02-10
SOBIV.ST,2022,2022-12-31,2023-02-08
SOBIV.ST,2023,2023-12-31,2024-02-08
SOBIV.ST,2024,2024-12-31,2025-02-05
SOBIV.ST,2025,2025-12-31,2026-02-05
SOFF.OL,2011,2011-12-31,2012-02-27
SOFF.OL,2012,2012-12-31,2013-02-26
SOFF.OL,2013,2013-12-31,2014-02-27
SOFF.OL,2014,2014-12-31,2015-02-25
SOFF.OL,2015,2015-12-31,2016-02-24
SOFF.OL,2016,2016-12-31,2017-03-01
SOFF.OL,2017,2017-12-31,2018-02-22
SOFF.OL,2018,2018-12-31,2019-02-28
SOFF.OL,2019,2019-12-31,2020-02-27
SOFF.OL,2020,2020-12-31,2021-02-25
SOFF.OL,2021,2021-12-31,2022-02-24
SOFF.OL,2022,2022-12-31,2023-02-23
SOFF.OL,2023,2023-12-31,2024-03-01
SOFF.OL,2024,2024-12-31,2025-02-12
SOFF.OL,2025,2025-12-31,2026-02-12
SOLARb.CO,2011,2011-12-31,2012-03-15
SOLARb.CO,2012,2012-12-31,2013-02-18
SOLARb.CO,2013,2013-12-31,2014-03-05
SOLARb.CO,2014,2014-12-31,2015-02-25
SOLARb.CO,2015,2015-12-31,2016-02-24
SOLARb.CO,2016,2016-12-31,2017-02-10
SOLARb.CO,2017,2017-12-31,2018-02-09
SOLARb.CO,2018,2018-12-31,2019-02-07
SOLARb.CO,2019,2019-12-31,2020-02-06
SOLARb.CO,2020,2020-12-31,2021-02-11
SOLARb.CO,2021,2021-12-31,2022-02-10
SOLARb.CO,2022,2022-12-31,2023-02-09
SOLARb.CO,2023,2023-12-31,2024-02-08
SOLARb.CO,2024,2024-12-31,2025-02-06
SOLARb.CO,2025,2025-12-31,2026-02-05
SOLTEQ.HE,2011,2011-12-31,2012-02-16
SOLTEQ.HE,2014,2014-12-31,2015-02-13
SOLTEQ.HE,2015,2015-12-31,2016-02-19
SOLTEQ.HE,2016,2016-12-31,2017-02-17
SOLTEQ.HE,2017,2017-12-31,2018-02-16
SOLTEQ.HE,2018,2018-12-31,2019-02-28
SOLTEQ.HE,2019,2019-12-31,2020-02-27
SOLTEQ.HE,2020,2020-12-31,2021-02-25
SOLTEQ.HE,2021,2021-12-31,2022-02-17
SOLTEQ.HE,2022,2022-12-31,2023-02-16
SOLTEQ.HE,2023,2023-12-31,2024-02-15
SOLTEQ.HE,2024,2024-12-31,2025-02-13
SOLTEQ.HE,2025,2025-12-31,2026-02-12
SOSI1.HE,2016,2016-12-31,2017-02-15
SOSI1.HE,2017,2017-12-31,2018-02-21
SOSI1.HE,2018,2018-12-31,2019-02-22
SOSI1.HE,2019,2019-12-31,2020-02-14
SOSI1.HE,2020,2020-12-31,2021-02-17
SOSI1.HE,2021,2021-12-31,2022-02-17
SOSI1.HE,2022,2022-12-31,2023-02-14
SOSI1.HE,2023,2023-12-31,2024-02-14
SOSI1.HE,2024,2024-12-31,2025-02-14
SOSI1.HE,2025,2025-12-31,2026-02-20
SPGP.CO,2018,2018-12-31,2019-03-27
SPGP.CO,2019,2019-12-31,2020-03-27
SPGP.CO,2020,2020-12-31,2021-03-26
SPGP.CO,2021,2021-12-31,2022-02-24
SPGP.CO,2022,2022-12-31,2023-03-24
SPGP.CO,2023,2023-12-31,2024-03-21
SPGP.CO,2024,2024-12-31,2025-03-31
SPGP.CO,2025,2025-12-31,2026-03-25
SRV1V.HE,2011,2011-12-31,2012-02-16
SRV1V.HE,2012,2012-12-31,2013-02-13
SRV1V.HE,2013,2013-12-31,2014-02-14
SRV1V.HE,2014,2014-12-31,2015-02-11
SRV1V.HE,2015,2015-12-31,2016-02-18
SRV1V.HE,2016,2016-12-31,2017-02-02
SRV1V.HE,2017,2017-12-31,2018-02-16
SRV1V.HE,2018,2018-12-31,2019-02-06
SRV1V.HE,2019,2019-12-31,2020-02-06
SRV1V.HE,2020,2020-12-31,2021-02-04
SRV1V.HE,2021,2021-12-31,2022-02-03
SRV1V.HE,2022,2022-12-31,2023-02-02
SRV1V.HE,2023,2023-12-31,2024-02-01
SRV1V.HE,2024,2024-12-31,2025-02-06
SRV1V.HE,2025,2025-12-31,2026-02-11
SSABAH.HE,2011,2011-12-31,2012-02-10
SSABAH.HE,2012,2012-12-31,2013-02-08
SSABAH.HE,2013,2013-12-31,2014-02-07
SSABAH.HE,2014,2014-12-31,2015-02-10
SSABAH.HE,2015,2015-12-31,2016-02-12
SSABAH.HE,2016,2016-12-31,2017-02-15
SSABAH.HE,2017,2017-12-31,2018-01-26
SSABAH.HE,2018,2018-12-31,2019-01-29
SSABAH.HE,2019,2019-12-31,2020-01-28
SSABAH.HE,2020,2020-12-31,2021-01-29
SSABAH.HE,2021,2021-12-31,2022-01-28
SSABAH.HE,2022,2022-12-31,2023-01-27
SSABAH.HE,2023,2023-12-31,2024-01-31
SSABAH.HE,2024,2024-12-31,2025-01-29
SSABAH.HE,2025,2025-12-31,2026-01-28
SSABa.ST,2011,2011-12-31,2012-02-10
SSABa.ST,2012,2012-12-31,2013-02-08
SSABa.ST,2013,2013-12-31,2014-02-07
SSABa.ST,2014,2014-12-31,2015-02-10
SSABa.ST,2015,2015-12-31,2016-02-12
SSABa.ST,2016,2016-12-31,2017-02-15
SSABa.ST,2017,2017-12-31,2018-01-26
SSABa.ST,2018,2018-12-31,2019-01-29
SSABa.ST,2019,2019-12-31,2020-01-28
SSABa.ST,2020,2020-12-31,2021-01-29
SSABa.ST,2021,2021-12-31,2022-01-28
SSABa.ST,2022,2022-12-31,2023-01-27
SSABa.ST,2023,2023-12-31,2024-01-31
SSABa.ST,2024,2024-12-31,2025-01-29
SSABa.ST,2025,2025-12-31,2026-01-28
SSH1V.HE,2015,2015-12-31,2016-02-09
SSH1V.HE,2018,2018-12-31,2019-02-12
SSH1V.HE,2019,2019-12-31,2020-02-14
SSH1V.HE,2020,2020-12-31,2021-02-18
SSH1V.HE,2021,2021-12-31,2022-02-24
SSH1V.HE,2022,2022-12-31,2023-02-23
SSH1V.HE,2023,2023-12-31,2024-02-22
SSH1V.HE,2024,2024-12-31,2025-02-14
SSH1V.HE,2025,2025-12-31,2026-02-17
STEAV.HE,2020,2020-12-31,2021-01-29
STEAV.HE,2021,2021-12-31,2022-01-28
STEAV.HE,2022,2022-12-31,2023-01-31
STEAV.HE,2023,2023-12-31,2024-02-01
STEAV.HE,2024,2024-12-31,2025-02-11
STEAV.HE,2025,2025-12-31,2026-02-04
STEFb.ST,2017,2017-12-31,2018-02-23
STEFb.ST,2018,2018-12-31,2019-02-22
STEFb.ST,2019,2019-12-31,2020-02-21
STEFb.ST,2020,2020-12-31,2021-02-23
STEFb.ST,2021,2021-12-31,2022-02-23
STEFb.ST,2022,2022-12-31,2023-02-22
STEFb.ST,2023,2023-12-31,2024-02-23
STEFb.ST,2024,2024-12-31,2025-02-18
STEFb.ST,2025,2025-12-31,2026-02-12
STEa.ST,2011,2011-12-31,2012-02-08
STEa.ST,2012,2012-12-31,2013-02-05
STEa.ST,2013,2013-12-31,2014-02-05
STEa.ST,2014,2014-12-31,2015-02-04
STEa.ST,2015,2015-12-31,2016-02-04
STEa.ST,2016,2016-12-31,2017-02-03
STEa.ST,2017,2017-12-31,2018-02-09
STEa.ST,2018,2018-12-31,2019-02-01
STEa.ST,2019,2019-12-31,2020-01-30
STEa.ST,2020,2020-12-31,2021-01-29
STEa.ST,2021,2021-12-31,2022-01-28
STEa.ST,2022,2022-12-31,2023-01-31
STEa.ST,2023,2023-12-31,2024-02-01
STEa.ST,2024,2024-12-31,2025-02-11
STEa.ST,2025,2025-12-31,2026-02-04
STOGR.CO,2015,2015-12-31,2016-03-10
STOGR.CO,2016,2016-12-31,2017-03-16
STOGR.CO,2017,2017-12-31,2018-03-08
STOGR.CO,2018,2018-12-31,2019-03-14
STOGR.CO,2019,2019-12-31,2020-02-27
STOGR.CO,2020,2020-12-31,2021-03-10
STOGR.CO,2021,2021-12-31,2022-03-08
STOGR.CO,2022,2022-12-31,2023-03-08
STOGR.CO,2023,2023-12-31,2024-03-05
STOGR.CO,2024,2024-12-31,2025-03-06
STOGR.CO,2025,2025-12-31,2026-03-04
STORb.ST,2021,2021-12-31,2022-02-23
STORb.ST,2022,2022-12-31,2023-02-16
