Ticker,ExDate,DPS_UNADJUSTED,DPS_ADJUSTED_GROSS,AdjustmentFactor,DPS_LOCAL,Currency,AdjustmentBasis,SplitFallbackSource,SplitFallbackEventCount,SplitFallbackEvents,InstrumentCurrency
JM.ST,2008-04-25,5.5,,1.0,5.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
JM.ST,2010-04-29,2.5,,1.0,2.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
JM.ST,2011-04-29,4.5,,1.0,4.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
JM.ST,2012-04-27,6.5,,1.0,6.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
JM.ST,2013-04-26,6.75,,1.0,6.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
JM.ST,2014-04-25,7.25,,1.0,7.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
JM.ST,2015-04-22,8.0,,1.0,8.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
JM.ST,2016-04-22,8.25,,1.0,8.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
JM.ST,2017-04-28,9.5,,1.0,9.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
JM.ST,2018-04-13,11.0,,1.0,11.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
JM.ST,2019-03-29,12.0,,1.0,12.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
JM.ST,2020-03-27,6.25,,1.0,6.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
JM.ST,2020-11-24,6.25,,1.0,6.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
JM.ST,2021-03-25,12.75,,1.0,12.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
JM.ST,2022-04-01,13.5,,1.0,13.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
JM.ST,2023-03-31,14.0,,1.0,14.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
JM.ST,2024-04-19,3.0,,1.0,3.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
JM.ST,2025-04-10,3.25,,1.0,3.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
JM.ST,2026-04-17,2.0,,1.0,2.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
JOMA.ST,2026-04-24,0.25,,1.0,0.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2015-06-09,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2015-09-09,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2015-12-09,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2016-03-09,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2016-06-09,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2016-09-08,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2016-12-08,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2017-03-09,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2017-06-08,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2017-09-07,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2017-12-07,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2018-03-08,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2018-06-07,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2018-09-07,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2018-12-07,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2019-03-07,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2019-06-07,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2019-09-09,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2019-12-09,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2020-03-09,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2020-06-09,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2020-09-09,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2020-12-09,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2021-03-09,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2021-06-09,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2021-09-09,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2021-12-09,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2022-03-09,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2022-06-09,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2022-09-08,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2022-12-08,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2023-03-09,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2023-06-08,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2023-09-07,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2023-12-07,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
K2Apref.ST,2024-03-07,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2004-04-29,4.0,,0.5,2.0,SEK,yahoo_split_events,yahoo,1,2005-06-07:2,SEK
KABEb.ST,2005-05-03,4.0,,0.5,2.0,SEK,yahoo_split_events,yahoo,1,2005-06-07:2,SEK
KABEb.ST,2006-05-03,3.0,,1.0,3.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2007-04-26,3.25,,1.0,3.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2008-04-30,3.5,,1.0,3.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2009-05-14,2.5,,1.0,2.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2010-05-20,3.0,,1.0,3.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2011-05-19,4.5,,1.0,4.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2012-05-16,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2013-05-17,4.0,,1.0,4.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2014-05-21,3.5,,1.0,3.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2015-05-20,3.5,,1.0,3.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2016-05-18,4.0,,1.0,4.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2017-05-17,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2018-05-16,5.5,,1.0,5.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2019-05-15,5.5,,1.0,5.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2021-05-12,3.0,,1.0,3.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2021-12-15,4.5,,1.0,4.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2022-05-13,7.0,,1.0,7.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2023-05-16,4.0,,1.0,4.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2023-11-16,4.0,,1.0,4.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2024-05-16,4.0,,1.0,4.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2024-11-14,4.0,,1.0,4.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2025-05-14,2.0,,1.0,2.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2025-11-12,2.0,,1.0,2.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2026-05-13,2.0,,1.0,2.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KABEb.ST,2026-11-12,2.0,,1.0,2.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KALDA.IC,2026-03-27,0.94,,1.0,0.94,ISK,yahoo_no_later_split_verified_1,yahoo,0,,ISK
KALMAR.HE,2025-03-28,1.0,,1.0,1.0,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KALMAR.HE,2026-04-01,1.1,,1.0,1.1,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KAMUX.HE,2018-04-27,0.12,,1.0,0.12,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KAMUX.HE,2019-04-15,0.16,,1.0,0.16,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KAMUX.HE,2020-04-22,0.12,,1.0,0.12,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KAMUX.HE,2020-10-22,0.11,,1.0,0.11,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KAMUX.HE,2021-04-22,0.11,,1.0,0.11,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KAMUX.HE,2021-10-21,0.13,,1.0,0.13,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KAMUX.HE,2022-04-21,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KAMUX.HE,2022-10-20,0.12,,1.0,0.12,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KAMUX.HE,2023-04-21,0.05,,1.0,0.05,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KAMUX.HE,2023-10-23,0.1,,1.0,0.1,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KAMUX.HE,2024-04-19,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KAMUX.HE,2024-10-23,0.1,,1.0,0.1,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KAMUX.HE,2025-10-23,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KAMUX.HE,2026-10-22,0.05,,1.0,0.05,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KARNO.ST,2020-05-06,0.45,,1.0,0.45,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KARNO.ST,2021-05-06,1.0,,1.0,1.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
KBHL.CO,2004-04-23,18.21,,1.0,18.21,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2005-04-25,35.58,,1.0,35.58,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2006-04-07,85.42,,1.0,85.42,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2007-03-29,105.3,,1.0,105.3,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2007-08-10,25.48,,1.0,25.48,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2008-03-28,116.3,,1.0,116.3,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2008-08-07,53.95,,1.0,53.95,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2009-03-26,33.1,,1.0,33.1,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2009-08-14,33.13,,1.0,33.13,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2010-03-23,45.1,,1.0,45.1,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2010-08-11,44.67,,1.0,44.67,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2011-03-31,115.9,,1.0,115.9,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2011-08-10,41.21,,1.0,41.21,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2012-03-28,55.1,,1.0,55.1,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2012-08-15,50.34,,1.0,50.34,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2013-04-10,155.42,,1.0,155.42,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2013-08-14,57.96,,1.0,57.96,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2014-04-09,66.41,,1.0,66.41,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2014-08-13,55.56,,1.0,55.56,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2015-04-15,66.57,,1.0,66.57,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2015-08-12,60.0,,1.0,60.0,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2016-04-13,78.38,,1.0,78.38,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2016-08-11,72.0,,1.0,72.0,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2017-04-05,88.42,,1.0,88.42,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2017-08-09,63.7,,1.0,63.7,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2018-04-12,100.1,,1.0,100.1,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2018-08-10,54.43,,1.0,54.43,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2019-04-11,86.4,,1.0,86.4,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2019-08-09,30.28,,1.0,30.28,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KBHL.CO,2025-04-09,25.48,,1.0,25.48,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
KCCK.OL,2019-06-03,0.03,,1.0,0.03,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2019-08-29,0.01,,1.0,0.01,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2019-11-13,0.01,,1.0,0.01,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2020-02-27,0.01,,1.0,0.01,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2020-05-29,0.03,,1.0,0.03,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2020-08-21,0.03,,1.0,0.03,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2020-11-20,0.03,,1.0,0.03,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2021-02-23,0.03,,1.0,0.03,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2021-04-29,0.03,,1.0,0.03,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2021-08-30,0.045,,1.0,0.045,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2021-10-28,0.045,,1.0,0.045,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2022-02-23,0.1,,1.0,0.1,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2022-05-16,0.18,,1.0,0.18,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2022-08-31,0.23,,1.0,0.23,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2022-11-08,0.3,,1.0,0.3,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2023-02-21,0.3,,1.0,0.3,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2023-05-10,0.4,,1.0,0.4,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2023-08-29,0.25,,1.0,0.25,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2023-11-03,0.25,,1.0,0.25,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2024-02-21,0.35,,1.0,0.35,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2024-05-13,0.35,,1.0,0.35,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2024-08-28,0.3,,1.0,0.3,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2024-11-05,0.3,,1.0,0.3,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2025-02-19,0.1,,1.0,0.1,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2025-05-13,0.035,,1.0,0.035,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2025-08-26,0.05,,1.0,0.05,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2025-10-31,0.12,,1.0,0.12,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCCK.OL,2026-02-18,0.08,,1.0,0.08,USD,yahoo_no_later_split_verified_1,yahoo,0,,NOK
KCRA.HE,2004-03-05,1.0,,0.0833333333333333,0.0833333333333333,EUR,yahoo_split_events,yahoo,2,2006-03-20:4;2026-03-27:3,EUR
KCRA.HE,2004-12-13,1.0,,0.0833333333333333,0.0833333333333333,EUR,yahoo_split_events,yahoo,2,2006-03-20:4;2026-03-27:3,EUR
KCRA.HE,2005-03-11,1.05,,0.0833333333333333,0.08749999999999997,EUR,yahoo_split_events,yahoo,2,2006-03-20:4;2026-03-27:3,EUR
KCRA.HE,2006-03-09,1.1,,0.0833333333333333,0.09166666666666663,EUR,yahoo_split_events,yahoo,2,2006-03-20:4;2026-03-27:3,EUR
KCRA.HE,2007-03-09,0.45,,0.3333333333333333,0.15,EUR,yahoo_split_events,yahoo,1,2026-03-27:3,EUR
KCRA.HE,2008-03-14,0.8,,0.3333333333333333,0.26666666666666666,EUR,yahoo_split_events,yahoo,1,2026-03-27:3,EUR
KCRA.HE,2009-03-13,0.9,,0.3333333333333333,0.3,EUR,yahoo_split_events,yahoo,1,2026-03-27:3,EUR
KCRA.HE,2010-03-26,0.9,,0.3333333333333333,0.3,EUR,yahoo_split_events,yahoo,1,2026-03-27:3,EUR
KCRA.HE,2011-04-01,1.0,,0.3333333333333333,0.3333333333333333,EUR,yahoo_split_events,yahoo,1,2026-03-27:3,EUR
KCRA.HE,2012-03-23,1.0,,0.3333333333333333,0.3333333333333333,EUR,yahoo_split_events,yahoo,1,2026-03-27:3,EUR
KCRA.HE,2013-03-22,1.05,,0.3333333333333333,0.35,EUR,yahoo_split_events,yahoo,1,2026-03-27:3,EUR
KCRA.HE,2014-03-28,1.05,,0.3333333333333333,0.35,EUR,yahoo_split_events,yahoo,1,2026-03-27:3,EUR
KCRA.HE,2015-03-27,1.05,,0.3333333333333333,0.35,EUR,yahoo_split_events,yahoo,1,2026-03-27:3,EUR
KCRA.HE,2016-03-24,1.05,,0.3333333333333333,0.35,EUR,yahoo_split_events,yahoo,1,2026-03-27:3,EUR
KCRA.HE,2017-03-24,1.05,,0.3333333333333333,0.35,EUR,yahoo_split_events,yahoo,1,2026-03-27:3,EUR
KCRA.HE,2018-03-28,1.2,,0.3333333333333333,0.39999999999999997,EUR,yahoo_split_events,yahoo,1,2026-03-27:3,EUR
KCRA.HE,2019-03-29,1.2,,0.3333333333333333,0.39999999999999997,EUR,yahoo_split_events,yahoo,1,2026-03-27:3,EUR
KCRA.HE,2020-06-12,0.65,,0.3333333333333333,0.21666666666666667,EUR,yahoo_split_events,yahoo,1,2026-03-27:3,EUR
KCRA.HE,2020-08-17,0.55,,0.976415,0.5370282500000001,EUR,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,,0,,EUR
KCRA.HE,2021-03-31,0.88,,0.3333333333333333,0.29333333333333333,EUR,yahoo_split_events,yahoo,1,2026-03-27:3,EUR
KCRA.HE,2022-06-16,1.25,,0.3333333333333333,0.41666666666666663,EUR,yahoo_split_events,yahoo,1,2026-03-27:3,EUR
KCRA.HE,2023-03-30,1.25,,0.3333333333333333,0.41666666666666663,EUR,yahoo_split_events,yahoo,1,2026-03-27:3,EUR
KCRA.HE,2024-03-28,1.35,,0.3333333333333333,0.45,EUR,yahoo_split_events,yahoo,1,2026-03-27:3,EUR
KCRA.HE,2025-03-28,1.65,,0.3333333333333333,0.5499999999999999,EUR,yahoo_split_events,yahoo,1,2026-03-27:3,EUR
KCRA.HE,2026-03-27,2.25,,1.0,2.25,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KELAS.HE,2004-03-01,0.75,,0.3333333333333333,0.25,EUR,yahoo_split_events,yahoo,1,2006-03-23:3,EUR
KELAS.HE,2005-03-07,0.65,,0.3333333333333333,0.21666666666666667,EUR,yahoo_split_events,yahoo,1,2006-03-23:3,EUR
KELAS.HE,2006-03-06,1.2,,0.3333333333333333,0.39999999999999997,EUR,yahoo_split_events,yahoo,1,2006-03-23:3,EUR
KELAS.HE,2007-03-05,0.5,,1.0,0.5,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KELAS.HE,2008-03-03,0.5,,1.0,0.5,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KELAS.HE,2009-03-23,0.18,,1.0,0.18,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KELAS.HE,2011-03-07,0.3,,1.0,0.3,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KELAS.HE,2012-03-02,0.25,,1.0,0.25,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KELAS.HE,2013-03-01,0.03,,1.0,0.03,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KELAS.HE,2014-02-28,0.1,,1.0,0.1,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KELAS.HE,2015-02-27,0.05,,1.0,0.05,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KELAS.HE,2017-03-10,0.1,,1.0,0.1,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KELAS.HE,2018-03-09,0.1,,1.0,0.1,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KELAS.HE,2019-03-08,0.15,,1.0,0.15,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KELAS.HE,2020-03-06,0.15,,1.0,0.15,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KELAS.HE,2021-03-10,0.1,,1.0,0.1,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KELAS.HE,2022-03-09,0.2,,1.0,0.2,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KELAS.HE,2024-04-03,0.1,,1.0,0.1,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2004-04-07,0.33,,1.0,0.33,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2005-04-06,0.34,,1.0,0.34,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2006-04-12,0.36,,1.0,0.36,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2007-04-17,0.48,,1.0,0.48,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2008-03-20,0.5,,1.0,0.5,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2009-04-09,0.25,,1.0,0.25,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2010-05-10,0.27,,1.0,0.27,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2011-03-23,0.48,,1.0,0.48,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2012-03-22,0.53,,1.0,0.53,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2013-03-27,0.53,,1.0,0.53,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2014-03-25,0.53,,1.0,0.53,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2015-03-24,0.53,,1.0,0.53,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2016-03-22,0.53,,1.0,0.53,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2017-03-27,0.53,,1.0,0.53,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2018-03-22,0.53,,1.0,0.53,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2019-03-22,0.53,,1.0,0.53,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2020-05-06,0.28,,1.0,0.28,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2020-10-28,0.28,,1.0,0.28,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2021-03-25,0.29,,1.0,0.29,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2021-10-27,0.29,,1.0,0.29,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2022-03-25,0.29,,1.0,0.29,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2022-10-26,0.29,,1.0,0.29,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
KEMIRA.HE,2023-03-23,0.31,,1.0,0.31,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
