quantity,source,mean,std,q05,q25,q50,q75,q95,q99
sigma_firm_scale,prior,0.025449521333081492,0.04324850484605508,0.00021362978014778287,0.0025222986950458846,0.009732392982079029,0.029413339693525695,0.10401588071357376,0.20874674548511254
sigma_firm_scale,posterior_mean,0.05648225146707587,0.03924222665233947,0.013254260780257415,0.029692266145458026,0.0467390695644154,0.07221481089952181,0.13249920632620132,0.1954451498247098
sigma_firm_residual_sd,prior,0.03458198806820163,0.0878247934231124,0.00026285505663237245,0.003123091540664916,0.012124918703027492,0.037263769984381065,0.1377800817262326,0.3036888894408685
sigma_firm_residual_sd,posterior_mean,0.10042225537123353,0.0689293201713066,0.024061858562468563,0.05362519685076405,0.0836882058304142,0.12922848609756576,0.2332093466022451,0.3601016107620988
sigma_firm_residual_sd,posterior_draws,0.1003591794784544,0.08107639076794537,0.017653768221727463,0.04513261665298953,0.07835496334246506,0.1306839237633955,0.2585231257731986,0.40009954347238685
