ResultFolder,SourceFile,SplitType,SplitValue,PortfolioStrategy,Method,MethodLabel,StartDate,EndDate,NMonths,TotalCumulativeReturn,TotalCumulativeReturnPct
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_15_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_15_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,1.4422525552925927,144.22525552925927
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_15_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_15_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,2.331102508403341,233.11025084033412
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_15_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_15_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,2.325405031637661,232.5405031637661
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_15_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_15_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,6.576609402593531,657.6609402593531
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_15_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_15_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,6.49448428364341,649.448428364341
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_15_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_15_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,6.280239241465726,628.0239241465727
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_15_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_15_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,6.667222175106866,666.7222175106866
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_20_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_20_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,1.937750276251038,193.7750276251038
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_20_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_20_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,1.4422525552925927,144.22525552925927
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_20_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_20_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,2.3250864186317757,232.50864186317756
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_20_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_20_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,2.325405031637661,232.5405031637661
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_20_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_20_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,6.576609402593531,657.6609402593531
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_20_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_20_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,6.49448428364341,649.448428364341
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_20_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_20_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,6.2925213214397235,629.2521321439724
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_20_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_20_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,6.667222175106866,666.7222175106866
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_30_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_30_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,1.937750276251038,193.7750276251038
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_30_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_30_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,1.4422525552925927,144.22525552925927
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_30_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_30_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,2.505283085688028,250.52830856880283
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_30_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_30_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,2.325405031637661,232.5405031637661
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_30_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_30_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,6.576609402593531,657.6609402593531
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_30_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_30_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,6.49448428364341,649.448428364341
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_30_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_30_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,6.227907072584322,622.7907072584321
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_30_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_30_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,6.667222175106866,666.7222175106866
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_40_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_40_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,1.937750276251038,193.7750276251038
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_40_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_40_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,1.4422525552925927,144.22525552925927
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_40_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_40_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,2.887448554349603,288.7448554349603
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_40_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_40_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,2.325405031637661,232.5405031637661
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_40_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_40_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,6.576609402593531,657.6609402593531
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_40_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_40_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,6.49448428364341,649.448428364341
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_40_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_40_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,6.471160266425271,647.1160266425271
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_40_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_40_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,6.667222175106866,666.7222175106866
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_50_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_50_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,1.937750276251038,193.7750276251038
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_50_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_50_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,1.4422525552925927,144.22525552925927
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_50_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_50_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,2.588251590279602,258.82515902796024
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_50_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_50_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,2.325405031637661,232.5405031637661
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_50_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_50_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,6.576609402593531,657.6609402593531
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_50_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_50_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,6.49448428364341,649.448428364341
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_50_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_50_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,6.564563833712811,656.4563833712812
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_50_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_conservative_gamma_0_50_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,6.667222175106866,666.7222175106866
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_equal_weighted,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_equal_weighted/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,3.634091416742688,363.4091416742688
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_equal_weighted,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_equal_weighted/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,4.415917041060383,441.5917041060383
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_equal_weighted,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_equal_weighted/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,4.057191720239149,405.7191720239149
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_equal_weighted,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_equal_weighted/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,3.6837331472312753,368.3733147231275
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_equal_weighted,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_equal_weighted/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,11.566880045788299,1156.6880045788298
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_equal_weighted,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_equal_weighted/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,12.221243364192377,1222.1243364192378
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_equal_weighted,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_equal_weighted/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,11.568837092275416,1156.8837092275417
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_equal_weighted,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_equal_weighted/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,11.51997777051716,1151.997777051716
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Copenhagen,LongShort,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,8.02298455991008,802.298455991008
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Copenhagen,LongShort,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,8.700194437354925,870.0194437354926
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Copenhagen,LongShort,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,6.797322944335764,679.7322944335764
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Copenhagen,LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,9.786779777183668,978.6779777183667
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Copenhagen,Q5,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,12.404357723024786,1240.4357723024787
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Copenhagen,Q5,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,13.223756783871627,1322.3756783871627
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Copenhagen,Q5,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,11.77663640636036,1177.663640636036
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Copenhagen,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,12.847270109144846,1284.7270109144847
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Helsinki,LongShort,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,2.3907781341457723,239.07781341457724
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Helsinki,LongShort,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,2.01504970348297,201.504970348297
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Helsinki,LongShort,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,2.8690769641415415,286.90769641415415
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Helsinki,LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,1.9194775425713622,191.9477542571362
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Helsinki,Q5,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,9.493484826341481,949.3484826341481
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Helsinki,Q5,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,8.74121645324041,874.121645324041
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Helsinki,Q5,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,9.480008313478528,948.0008313478528
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Helsinki,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,9.678749841922128,967.8749841922129
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Oslo,LongShort,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,14.361179342098591,1436.1179342098592
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Oslo,LongShort,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,13.88095114201465,1388.095114201465
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Oslo,LongShort,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,12.75241395218928,1275.241395218928
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Oslo,LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,13.344831660048433,1334.4831660048433
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Oslo,Q5,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,9.37083975969319,937.083975969319
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Oslo,Q5,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,12.186989108350893,1218.6989108350892
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Oslo,Q5,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,9.018535126232585,901.8535126232586
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Oslo,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,9.41999147062712,941.999147062712
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Stockholm,LongShort,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,3.110358505962913,311.0358505962913
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Stockholm,LongShort,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,3.2689615404476386,326.8961540447639
