SizeGroup,Date,Method,PortfolioStrategy,Return
SmallCap,2010-01-31,Method1_Raw,Q5,0.057930526553097744
SmallCap,2010-02-28,Method1_Raw,Q5,0.03152487842442641
SmallCap,2010-03-31,Method1_Raw,Q5,0.11754237356705285
SmallCap,2010-04-30,Method1_Raw,Q5,-0.03040860852915194
SmallCap,2010-05-31,Method1_Raw,Q5,-0.06875887348121074
SmallCap,2010-06-30,Method1_Raw,Q5,-0.04676582181501258
SmallCap,2010-07-31,Method1_Raw,Q5,0.02944955365511616
SmallCap,2010-08-31,Method1_Raw,Q5,-0.010426465761257596
SmallCap,2010-09-30,Method1_Raw,Q5,0.03782104823864394
SmallCap,2010-10-31,Method1_Raw,Q5,0.0326930978744968
SmallCap,2010-11-30,Method1_Raw,Q5,-0.04246747017991131
SmallCap,2010-12-31,Method1_Raw,Q5,0.041905552572510926
SmallCap,2011-01-31,Method1_Raw,Q5,0.04464975522892389
SmallCap,2011-02-28,Method1_Raw,Q5,-0.02540387205819919
SmallCap,2011-03-31,Method1_Raw,Q5,0.025732582258600627
SmallCap,2011-04-30,Method1_Raw,Q5,0.003767787757190901
SmallCap,2011-05-31,Method1_Raw,Q5,-0.03377387381624615
SmallCap,2011-06-30,Method1_Raw,Q5,-0.05687016615270735
SmallCap,2011-07-31,Method1_Raw,Q5,-0.04290086725158179
SmallCap,2011-08-31,Method1_Raw,Q5,-0.12233717067946055
SmallCap,2011-09-30,Method1_Raw,Q5,-0.059986307453330674
SmallCap,2011-10-31,Method1_Raw,Q5,0.03801152013502449
SmallCap,2011-11-30,Method1_Raw,Q5,-0.019598664324124507
SmallCap,2011-12-31,Method1_Raw,Q5,-0.028592311921682517
SmallCap,2012-01-31,Method1_Raw,Q5,0.14439181726862582
SmallCap,2012-02-29,Method1_Raw,Q5,-0.03243013989616986
SmallCap,2012-03-31,Method1_Raw,Q5,0.06313098529678575
SmallCap,2012-04-30,Method1_Raw,Q5,-0.025470830872812763
SmallCap,2012-05-31,Method1_Raw,Q5,-0.0906954071013549
SmallCap,2012-06-30,Method1_Raw,Q5,-0.07293859660495443
SmallCap,2012-07-31,Method1_Raw,Q5,-0.0021852296028985127
SmallCap,2012-08-31,Method1_Raw,Q5,-0.026827603967740202
SmallCap,2012-09-30,Method1_Raw,Q5,0.01692351392027939
SmallCap,2012-10-31,Method1_Raw,Q5,-0.019284223681432424
SmallCap,2012-11-30,Method1_Raw,Q5,-0.02202021059906239
SmallCap,2012-12-31,Method1_Raw,Q5,0.012957366707168644
SmallCap,2013-01-31,Method1_Raw,Q5,0.06298859221409261
SmallCap,2013-02-28,Method1_Raw,Q5,0.056167581632052856
SmallCap,2013-03-31,Method1_Raw,Q5,-0.0036545075524766395
