SizeGroup,PortfolioStrategy,FactorModel,Method,alpha_annualized,alpha_monthly,t_stat,p_value,r_squared,n_obs
SmallCap,Q5,CAPM,Method1_Raw,0.03540148759307338,0.002950123966089448,0.7790086579526252,0.43694377702537635,0.4756543581610302,192
SmallCap,Q5,FF3,Method1_Raw,0.034268100641794336,0.002855675053482861,1.0950504690095129,0.2748954381032678,0.6843436982185245,192
SmallCap,Q5,FF3+MOM,Method1_Raw,0.010894475678891855,0.0009078729732409879,0.4199147418233537,0.6750297982596005,0.6915691604965479,192
SmallCap,Q5,FF5,Method1_Raw,0.02912445880937023,0.002427038234114186,1.0332732663574122,0.3028176409837977,0.7008242475326321,192
SmallCap,Q5,FF5+MOM,Method1_Raw,0.012361247094368324,0.0010301039245306936,0.545471558362996,0.586086304662951,0.7045164146967102,192
SmallCap,Q5,CAPM,Method2_PostMean,0.02715236026708448,0.0022626966889237065,0.7254914394630847,0.4690432220120573,0.4772984226025704,192
SmallCap,Q5,FF3,Method2_PostMean,0.025705736638875126,0.0021421447199062604,1.0412226894650987,0.29910936189223736,0.6669378146655227,192
SmallCap,Q5,FF3+MOM,Method2_PostMean,0.0046002168955507385,0.00038335140796256156,0.19215897325593415,0.8478261922271981,0.673166225401031,192
SmallCap,Q5,FF5,Method2_PostMean,0.02214019462158901,0.0018450162184657508,0.9661671581074253,0.3352150867123289,0.680646898136803,192
SmallCap,Q5,FF5+MOM,Method2_PostMean,0.007075034807558382,0.0005895862339631985,0.3336441023194383,0.7390259985600856,0.683799622681918,192
SmallCap,Q5,CAPM,Method3_ProbQ5,0.03430025567176098,0.002858354639313415,0.765206238293719,0.44509818762891795,0.4780388562972713,192
SmallCap,Q5,FF3,Method3_ProbQ5,0.03282914171752968,0.00273576180979414,1.057818770714323,0.2914953816802277,0.6873789299352377,192
SmallCap,Q5,FF3+MOM,Method3_ProbQ5,0.009090665132527426,0.0007575554277106188,0.34937488597813243,0.7272010002566756,0.6948668668039235,192
SmallCap,Q5,FF5,Method3_ProbQ5,0.028154921023674923,0.002346243418639577,1.020794665532618,0.30867760336568906,0.7037295820260767,192
SmallCap,Q5,FF5+MOM,Method3_ProbQ5,0.011076317328403435,0.0009230264440336195,0.4975584824536805,0.6193861448852003,0.707580059675808,192
LargeCap,Q5,CAPM,Method1_Raw,0.0462406214401142,0.0038533851200095166,2.6526357772381965,0.00866206819710702,0.6796703109668087,192
LargeCap,Q5,FF3,Method1_Raw,0.04197553183214,0.0034979609860116665,2.7776488125111563,0.0060303698695454155,0.7065282358479525,192
LargeCap,Q5,FF3+MOM,Method1_Raw,0.025634114246078296,0.0021361761871731915,1.4457298923347093,0.14992681362160942,0.7141686574301214,192
LargeCap,Q5,FF5,Method1_Raw,0.03658373579480838,0.003048644649567365,2.2979896504970907,0.022674956157834103,0.7201180440397795,192
LargeCap,Q5,FF5+MOM,Method1_Raw,0.02172190340508804,0.00181015861709067,1.252748196854497,0.21187855432575042,0.7263962561588055,192
LargeCap,Q5,CAPM,Method2_PostMean,0.03765132226188965,0.003137610188490804,2.430462698791444,0.016008571230560875,0.6825418632225235,192
LargeCap,Q5,FF3,Method2_PostMean,0.03361184436288895,0.0028009870302407457,2.4196520987890797,0.01648745675866725,0.7085066925820245,192
LargeCap,Q5,FF3+MOM,Method2_PostMean,0.0205610162314688,0.0017134180192890666,1.2733008703235222,0.20449184522455943,0.7131425368154729,192
LargeCap,Q5,FF5,Method2_PostMean,0.027960805504029265,0.002330067125335772,1.9085393022431225,0.05786143903774188,0.7227325687384771,192
LargeCap,Q5,FF5+MOM,Method2_PostMean,0.015978681636064463,0.0013315568030053718,1.026785713513484,0.3058620296661121,0.7266147311847682,192
LargeCap,Q5,CAPM,Method3_ProbQ5,0.043462398309549434,0.0036218665257957863,2.6026238526981036,0.009981124817247888,0.6767684877237188,192
LargeCap,Q5,FF3,Method3_ProbQ5,0.039329626642289936,0.0032774688868574945,2.649308031702084,0.008752048813981617,0.7024276277434458,192
LargeCap,Q5,FF3+MOM,Method3_ProbQ5,0.024958159782983706,0.0020798466485819757,1.4390100682392297,0.1518193767300311,0.7083103235156818,192
LargeCap,Q5,FF5,Method3_ProbQ5,0.03378979267534349,0.0028158160562786238,2.1360439699561273,0.03398330988631226,0.7167329295902765,192
LargeCap,Q5,FF5+MOM,Method3_ProbQ5,0.020428996339214765,0.0017024163616012303,1.2052359697942565,0.22965160375257088,0.7217841030384586,192
