portfolio_year,n_window_rows,n_unique_firms,actual_wca_mean,actual_wca_sd,posterior_mean_wca_mean,posterior_mean_wca_sd,posterior_predictive_draw_mean,posterior_predictive_draw_sd,corr_actual_posterior_mean,corr_actual_posterior_predictive_draw,rmse_actual_posterior_mean,share_actual_inside_predictive_90_approx
2015,2377,405,0.003190086504375264,0.1137703432508529,0.004834079567541499,0.03443650332762735,0.0055379192339174805,0.10526358389278624,0.22121072402905273,0.16386887783001314,0.11132703758356335,0.9528817837610434
