Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2012,ELON.ST,Elon AB (publ),Software & IT Services,Information Technology,1089.83,912.37,161.4,0.0,0.94,140.92,0.0,0.10729491910303661
2013,ELON.ST,Elon AB (publ),Software & IT Services,Information Technology,1408.83,1193.17,177.63,0.0,1.76,167.47,0.0,0.21657610318265874
2014,ELON.ST,Elon AB (publ),Software & IT Services,Information Technology,1565.59,1339.26,182.68,0.0,1.42,183.48,0.0,0.23016132548506607
2015,ELON.ST,Elon AB (publ),Software & IT Services,Information Technology,1625.65,1412.76,174.83999999999995,0.0,1.46,203.13,0.0,0.18013095062275467
2016,ELON.ST,Elon AB (publ),Software & IT Services,Information Technology,1696.09,1478.58,183.37,0.0,4.72,188.88,0.0,0.15576027107157978
2017,ELON.ST,Elon AB (publ),Software & IT Services,Information Technology,1691.75,1496.86,162.57999999999998,0.0,2.36,203.27,0.0,0.14734097505780547
2018,ELON.ST,Elon AB (publ),Software & IT Services,Information Technology,1750.71,1567.78,158.55,0.0,2.86,195.97,0.0,0.10981272643772033
2019,ELON.ST,Elon AB (publ),Software & IT Services,Information Technology,1695.19,1483.11,169.47,0.0,3.37,189.44,0.0,0.20713682432432517
2020,ELON.ST,Elon AB (publ),Software & IT Services,Information Technology,2003.69,1747.85,202.42,0.0,5.109999999999999,221.24,0.0,0.21836015187127172
2021,ELON.ST,Elon AB (publ),Software & IT Services,Information Technology,3664.53,3131.35,452.44,0.0,3.81,312.94,0.0,0.24582987154087138
2022,ELON.ST,Elon AB (publ),Software & IT Services,Information Technology,4483.99,3840.82,545.87,0.0,8.83,588.19,0.0,0.15041058161478368
2023,ELON.ST,Elon AB (publ),Software & IT Services,Information Technology,4864.65,4207.67,599.27,0.0,14.22,559.44,0.0,0.07773845273845198
2024,ELON.ST,Elon AB (publ),Software & IT Services,Information Technology,4808.47,4114.29,612.8,0.0,16.27,578.06,0.0,0.11263536657094479
