Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2007,EAST9.ST,Eastnine AB (publ),Real Estate Operations,Real Estate,0.0,0.0,6.87,0.0,0.0,3382.16,0.0,-0.002031246304137001
2008,EAST9.ST,Eastnine AB (publ),Real Estate Operations,Real Estate,0.0,0.0,24.44,0.0,0.0,2674.11,0.0,-0.00913948940021166
2009,EAST9.ST,Eastnine AB (publ),Real Estate Operations,Real Estate,0.0,0.0,46.99,0.0,0.0,3164.43,0.0,-0.014849435759362668
2010,EAST9.ST,Eastnine AB (publ),Real Estate Operations,Real Estate,0.0,0.0,194.07,0.0,0.0,4092.0,0.0,-0.047426686217008795
2011,EAST9.ST,Eastnine AB (publ),Real Estate Operations,Real Estate,0.0,0.0,47.67,0.0,0.0,2624.13,0.0,-0.018166020738301838
2012,EAST9.ST,Eastnine AB (publ),Real Estate Operations,Real Estate,0.0,0.0,48.54,0.0,0.0,2205.77,0.0,-0.02200592083490119
2013,EAST9.ST,Eastnine AB (publ),Real Estate Operations,Real Estate,0.0,0.0,8.04,0.0,0.0,2579.7,0.0,-0.003116641469938365
2014,EAST9.ST,Eastnine AB (publ),Real Estate Operations,Real Estate,0.0,0.0,9.59,0.0,0.0,2361.98,0.0,-0.004060152922548032
2015,EAST9.ST,Eastnine AB (publ),Real Estate Operations,Real Estate,0.0,0.0,8.22,0.0,0.0,2434.19,0.0,-0.0033768933402897887
2016,EAST9.ST,Eastnine AB (publ),Real Estate Operations,Real Estate,0.0,0.0,8.94,0.0,0.0,2247.85,0.0,-0.0039771337055408505
2017,EAST9.ST,Eastnine AB (publ),Real Estate Operations,Real Estate,0.0,0.0,11.75,0.0,0.0,2387.02,0.0,-0.004922455614112995
2018,EAST9.ST,Eastnine AB (publ),Real Estate Operations,Real Estate,46.62,0.0,23.83,0.0,5.91,2385.96,0.0,0.007074720447953863
2019,EAST9.ST,Eastnine AB (publ),Real Estate Operations,Real Estate,131.41,0.0,41.97,0.0,21.9,2639.17,0.0,0.025591379107825562
2020,EAST9.ST,Eastnine AB (publ),Real Estate Operations,Real Estate,205.74,0.0,47.94,0.0,39.71,3247.01,0.0,0.03636884395182029
2021,EAST9.ST,Eastnine AB (publ),Real Estate Operations,Real Estate,218.78,0.0,50.26,0.0,56.91,3764.26,0.0,0.029649917912152723
2022,EAST9.ST,Eastnine AB (publ),Real Estate Operations,Real Estate,305.83,0.0,55.48,0.0,94.62,5016.81,0.0,0.031041638013000288
2023,EAST9.ST,Eastnine AB (publ),Real Estate Operations,Real Estate,412.56,0.0,55.31,0.0,154.98,4475.98,0.0,0.045190103619765956
2024,EAST9.ST,Eastnine AB (publ),Real Estate Operations,Real Estate,482.48,0.0,65.68,0.0,171.91,5145.18,0.0,0.047596002472216715
