Method,Portfolio,mean_excess_ann,volatility_ann,sharpe_ratio,max_drawdown
Method1_Raw,Q1,0.06494022671148666,0.17022365442900306,0.38149942749920196,-0.36922853880227186
Method1_Raw,Q2,0.04414470470595782,0.16842219525113744,0.2621074059753991,-0.42574393425728024
Method1_Raw,Q3,0.06337755382581979,0.12996785720499013,0.48764021496375337,-0.3512452427920938
Method1_Raw,Q4,0.08262604723205322,0.1373488755515663,0.601577893522922,-0.3151427360704918
Method1_Raw,Q5,0.08866479750018795,0.12688393978777437,0.6987866048964776,-0.25202728470065144
Method2_PostMean,Q1,0.06622954108771366,0.16940950920130274,0.3909434682855711,-0.3631812604772657
Method2_PostMean,Q2,0.03935095064896024,0.16417401087102076,0.23969049936823034,-0.4375944112118063
Method2_PostMean,Q3,0.07355617502544037,0.13413864549883406,0.5483593095181487,-0.2905350473351496
Method2_PostMean,Q4,0.05603971111826674,0.13740221507795067,0.4078515843902112,-0.32153343611765506
Method2_PostMean,Q5,0.09743973776290069,0.12874774379760856,0.7568267597455994,-0.23763534037434295
Method3_ProbQ5,Q1,0.09501493524988006,0.1416272569144885,0.6708802904178822,-0.31263890365444513
Method3_ProbQ5,Q2,0.03138794687728874,0.1373280071869399,0.22856187547061252,-0.2946610168271192
Method3_ProbQ5,Q3,0.0506597542684287,0.1439420986290685,0.3519453638019848,-0.33249834647475746
Method3_ProbQ5,Q4,0.08850133460135712,0.16139828440619008,0.5483412350197375,-0.4564861370201206
Method3_ProbQ5,Q5,0.08020674982953563,0.12858116915739615,0.623783018579918,-0.26519871893585506
Method4_ProbMedian,Q1,0.09054565460996677,0.15584600788134825,0.5809943792650933,-0.3233237107654108
Method4_ProbMedian,Q2,0.04532953137546726,0.14159967865197762,0.3201245356416222,-0.29748730375209265
Method4_ProbMedian,Q3,0.06918789707715468,0.1465568823073194,0.47208903456388057,-0.35751840876304863
Method4_ProbMedian,Q4,0.07809014019137213,0.12760102362023504,0.6119867848692442,-0.2555403874385345
Method4_ProbMedian,Q5,0.07396405905766,0.13779165155522452,0.5367818603147846,-0.2859839044854844
