Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2015,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,0.0,0.0,42.46,24.95,0.01,50.27,0.0,-0.3485180027849612,0.0,0.0,1411.26
2016,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,0.0,0.0,38.67,19.16,0.0,369.43,0.0,-0.0528110873507836,0.0,0.0,807.65
2017,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,13.15,0.0,98.76,71.85,0.0,303.91,0.0,-0.0452765621401073,0.0,0.0,891.17
2018,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,26.42,0.0,113.06,78.53,0.0,214.07,0.0,-0.0378848040360629,0.0,0.0,724.25
2019,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,76.83,0.0,138.69,104.45,0.01,229.61,0.0,0.1854448848046688,0.0,0.0,1003.92
2020,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,41.62,1.94,221.54,187.58,0.91,658.6,0.0,0.0073033707865168,0.0,0.4,1287.56
2021,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,38.33,7.87,139.14,88.87,0.19,513.48,0.0,-0.038949910415206,0.0,2.46,1079.12
2022,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,21.47,5.99,206.29,129.5,0.67,476.47,0.0,-0.1300816420761013,0.0,2.57,1434.1
2023,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,57.33,10.95,373.32,192.59,4.18,549.29,0.0,-0.2521982923410221,0.0,3.58,1643.59
2024,EGTX.ST,Egetis Therapeutics AB (publ),Biotechnology & Medical Research,Health Care,46.88,11.8,375.37,148.69,26.34,506.75,0.0,-0.4300740009866798,0.0,0.0,2585.32
