Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,618.67,272.02,202.93,0.0,4.67,206.27,0.0,0.6741164493140058,0.0,25.12,169.6
2005,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,875.7,468.56,217.58,0.0,0.32,208.77,0.0,0.9064520764477656,0.0,23.04,304.0
2006,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,855.91,502.09,316.64,0.0,0.0,241.06,0.0,0.1542354600514395,0.0,21.4,301.62
2007,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,891.29,440.54,269.3,0.0,0.14,263.18,0.0,0.6889201307090203,0.0,7.95,324.7
2008,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,811.7,419.24,311.82000000000005,0.0,0.35,333.19,0.0,0.240973618656022,0.0,9.24,177.32
2009,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,321.08,136.97,222.73,0.0,2.64,191.2,0.0,-0.2157949790794979,0.0,9.29,176.81
2010,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,539.78,261.53,253.06,0.0,3.98,188.68,0.0,0.1124125503497985,0.0,11.83,215.59
2011,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,580.45,307.04,144.44,0.0,3.0,170.74,0.0,0.7377884502752725,0.0,0.0,136.89
2012,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,756.89,416.47,317.25,0.0,3.72,177.77,0.0,0.1094110367328568,0.0,14.71,188.52
2013,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,650.25,317.9,312.94000000000005,0.0,2.61,196.89,0.0,0.0853268322413528,0.0,16.98,165.38
2014,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,785.7,432.66,345.82,0.0,1.62,219.95,0.0,0.0254603318936123,0.0,16.86,257.25
2015,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1138.46,608.17,446.13,35.74,1.02,285.12,0.0,0.4169472502805839,0.0,19.01,550.2
2016,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1050.77,509.45,473.47,28.7,1.61,310.69,0.0,0.3055779072387263,0.0,21.73,629.86
2017,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1381.47,753.15,544.1700000000001,31.14,1.78,387.61,0.0,0.2928459018085187,0.0,24.57,1198.13
2018,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1737.8,996.45,633.82,34.42,0.86,460.8,0.0,0.3061848958333329,0.0,23.88,888.54
2019,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1489.5,749.01,640.6600000000001,41.9,0.64,487.13,0.0,0.2896352103134685,0.0,37.94,1035.83
2020,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1233.11,687.38,611.1299999999999,45.68,0.76,414.72,0.0,-0.0493827160493827,0.0,43.31,1001.28
2021,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1445.11,755.26,694.41,49.99,1.5,341.03,0.0,0.1288156467172974,0.0,43.85,834.62
2022,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1598.09,919.38,783.15,63.54,0.27,240.06,0.0,-0.1714987919686749,0.0,49.99,364.62
2023,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1658.82,719.0,912.85,59.49,0.0899999999999999,429.52,0.0,0.2010849320171352,0.0,56.09,782.95
2024,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2377.17,1175.1,1026.92,62.06,0.5,584.72,0.0,0.4048262416199207,0.0,62.79,1096.58
