Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,562.54,333.05,199.54,0.0,0.0,188.28,1.91,0.1574741048425255,0.0,12.11,443.62
2005,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,856.07,489.74,311.56,0.0,0.0,232.34,1.43,0.2342901142148267,0.0,15.11,1907.47
2006,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1094.68,615.18,395.6,0.0,0.0,307.71,2.59,0.2703834998388659,0.0,19.19,925.08
2007,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1397.26,0.0,1291.68,0.0,0.0,355.97,2.85,0.2942422384482467,0.0,0.0,773.07
2008,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1487.3,832.4,559.2399999999999,0.0,0.0,475.38,3.6,0.1997160633011818,0.0,28.93,406.55
2009,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1445.23,775.7800000000001,603.4799999999999,0.0,0.0,470.83,3.71,0.1390188392970034,0.0,30.66,672.99
2010,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1596.21,0.0,1521.42,0.0,0.0,540.88,1.14,0.1379838382347514,0.0,0.0,833.65
2011,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1856.55,971.02,779.39,0.0,0.0,599.5,0.07,0.1770268692563003,0.0,38.64,567.23
2012,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1858.09,992.24,768.3499999999999,0.0,0.0,670.62,0.12,0.1453618391627158,0.0,39.3,680.83
2013,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2281.0,1213.37,941.97,0.0,2.48,834.06,0.39,0.1476181916232251,0.0,44.63,1410.69
2014,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2403.1,1243.63,1009.38,0.0,2.37,1009.91,1.53,0.1460491971842124,0.0,51.68,1534.1
2015,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2803.18,1485.8,1196.87,0.0,1.77,1221.79,2.41,0.0969939552360723,0.0,58.3,2585.71
2016,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3229.86,1589.31,1408.7,0.0,7.46,1384.98,2.6,0.1617131985182837,0.0,78.5,3330.93
2017,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3892.5,2065.63,1680.25,0.0,1.04,1640.51,3.74,0.0885388474988596,0.0,94.41,4027.29
2018,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4370.7,2331.1,1953.41,0.0,6.44,1734.42,5.26,0.0458417640025752,0.0,105.1,2677.86
2019,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4757.7,2462.21,2049.43,0.0,9.75,1882.58,6.96,0.1250621844470082,0.0,204.91,3928.19
2020,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4932.16,2497.54,2162.11,0.0,14.86,2277.54,9.92,0.1126358493700437,0.0,239.49,4087.97
2021,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5483.08,2993.6,2369.22,0.0,23.05,2548.71,11.69,0.037966723949383,0.0,234.52,6443.2
2022,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,6701.37,3649.5,2835.23,0.0,23.75,2978.16,15.06,0.064442306278857,0.0,247.99,5329.45
2023,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8925.64,4604.15,3637.74,0.0,44.79,3767.31,19.13,0.1687495378244472,0.0,286.64,9337.83
2024,AQ.ST,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8699.4,4258.17,3656.1,0.0,34.58,4511.28,21.59,0.1655794231910466,0.0,311.2,13165.63
