Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,1425.32,599.17,795.9200000000001,0.0,0.0,560.56,0.0,0.0539282146425001,0.0,48.58,717.43
2005,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,1514.7,0.0,1455.09,0.0,0.0,584.4,0.0,0.1020020533880905,0.0,44.09,940.9
2006,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,1632.61,755.96,862.9100000000001,0.0,0.0,587.29,0.0,0.0233955967239349,0.0,44.47,905.61
2007,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,1833.71,923.11,911.61,0.0,0.0,589.33,0.0,-0.0017138105984762,0.0,50.64,573.95
2008,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,1747.91,794.93,913.55,0.0,0.0,579.34,0.0,0.0680602064418132,0.0,64.67,811.52
2009,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,1709.42,806.83,853.28,0.0,0.0,617.06,0.0,0.079911191780378,0.0,75.64,693.91
2010,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,1621.84,756.03,842.5500000000001,0.0,0.0,594.22,0.0,0.0391437514725183,0.0,76.87,705.67
2011,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,1709.11,829.89,837.3499999999999,0.0,0.0,570.61,0.0,0.0733776134312402,0.0,76.06,493.97
2012,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,1871.91,909.71,895.47,0.0,0.0,586.3,0.0,0.1138154528398431,0.0,78.2,470.45
2013,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,1638.19,741.07,861.4499999999999,0.0,0.0,625.64,0.0,0.0570136180551116,0.0,65.64,558.66
2014,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,1677.28,769.11,879.72,0.0,0.0,593.33,0.0,0.0479497075826267,0.0,69.87,482.21
2015,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,1812.55,826.65,901.38,0.0,0.0,653.69,0.0,0.1292967614618549,0.0,65.08,578.65
2016,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,1814.6,821.89,907.43,0.0,0.0,704.55,0.0,0.1210417997303241,0.0,64.95,599.82
2017,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,1848.2,843.12,914.42,0.0,0.0,757.39,0.0,0.1197005505750011,0.0,66.05,917.37
2018,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,1965.15,857.68,1031.52,0.0,0.0,798.05,0.0,0.0951694755967674,0.0,73.06,856.22
2019,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,2024.9,893.24,1065.42,0.0,23.89,823.21,0.0,0.0514449532925984,0.0,210.23,1058.51
2020,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,2343.85,1099.45,1135.45,0.0,17.02,897.87,0.0,0.1023867597759139,0.0,221.34,1171.42
2021,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,2521.09,1095.76,1386.61,0.0,16.689999999999998,957.96,0.0,0.0229967848344398,0.0,253.64,1446.63
2022,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,2677.91,1086.28,1533.45,0.0,20.15,926.22,0.0,0.0410593595474075,0.0,269.57,1387.82
2023,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,2686.34,1115.04,1579.2399999999998,0.0,23.21,880.84,16.3,-0.0347214481574777,0.0,274.39,1187.88
2024,GYL.OL,Gyldendal ASA,Media & Publishing,Communication Services,2731.31,1124.87,1546.08,0.0,26.66,922.74,7.43,0.0362299364632272,0.0,275.07,926.78
