Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,42700.47,39227.29,2364.7,0.0,339.52,6133.36,0.0,0.1253733679418786,0.0,0.0,5673.52
2005,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,42760.05,39004.53,2312.22,0.0,0.0,5761.53,0.0,0.2505063759105662,0.0,0.0,8565.41
2006,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,48621.37,44142.62,2432.11,0.0,0.0,6187.91,0.0,0.3307481847667468,0.0,0.0,12069.12
2007,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,50615.46,45566.65,2651.38,0.0,0.0,6061.08,0.0,0.3955450183795623,0.0,0.0,8234.94
2008,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,49150.65,44480.63,2734.44,0.0,0.0,5551.44,0.0,0.3486626893202492,0.0,0.0,3140.46
2009,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,46092.15,41366.48,2497.81,0.0,0.0,6043.25,0.0,0.3686526289662016,0.0,0.0,6765.32
2010,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,41503.47,37360.68,2252.37,0.0,0.0,7037.56,0.0,0.2686186689704956,0.0,0.0,9062.21
2011,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,45374.26,41216.43,2395.89,0.0,194.33,7189.83,0.0,0.2180315807188768,0.0,0.0,7436.96
2012,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,49181.99,44458.62,2567.94,0.0,271.58,6534.94,0.0,0.2882734960076137,0.0,0.0,8245.15
2013,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,52186.34,46955.34,2824.88,0.0,258.12,8159.78,0.0,0.2632423913389822,0.0,0.0,13987.68
2014,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,52236.98,47009.33,2863.22,0.0,284.76,8479.86,0.0,0.2452481526817661,0.0,0.0,16708.11
2015,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,50784.48,46546.07,2643.63,0.0,48.76,10142.25,0.0,0.1524336315906237,0.0,0.0,19470.76
2016,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,51978.86,47609.16,2859.46,0.0,118.82,5266.01,0.0,0.2642266155970074,0.0,0.0,23145.28
2017,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,52717.72,48862.74,2840.16,0.0,106.52,5171.34,0.0,0.1756411297652065,0.0,0.0,17063.96
2018,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,53702.71,51697.73,2692.35,0.0,98.33,2860.24,0.0,-0.2746972282046276,0.0,0.0,14584.34
2019,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,54191.61,50376.22,2615.87,0.0,120.05,2854.25,0.0,0.3781974248927037,0.0,0.0,15592.9
2020,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,55188.2,50753.45,3036.67,0.0,93.14,4147.57,0.0,0.3146276012219203,0.0,0.0,16977.53
2021,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,53531.89,49001.91,2814.2,0.0,42.09,5693.68,0.0,0.293955754450548,0.0,0.0,17708.15
2022,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,51495.94,47699.16,2832.38,0.0,62.71,6761.11,0.0,0.1333641961157263,0.0,0.0,10062.75
2023,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,56663.08,51998.22,3141.09,0.0,117.45,7373.54,0.0,0.1907252147543785,0.0,0.0,12619.39
2024,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,62656.2,57287.47,3277.78,0.0,293.91,8906.39,0.0,0.2017697406019718,0.0,0.0,16653.57
