Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2010,NAPA.OL,Napatech A/S,Communications & Networking,Communication Services,153.84,53.2,82.15,15.67,0.0,65.12,0.0,0.5245700245700244,0.0,10.54,
2011,NAPA.OL,Napatech A/S,Communications & Networking,Communication Services,140.69,45.96,93.35,17.7,0.0,74.09,0.0,0.257524632204076,0.0,16.68,
2012,NAPA.OL,Napatech A/S,Communications & Networking,Communication Services,181.97,52.83,110.78,21.74,0.42,88.47,0.0,0.448513620436306,0.0,21.31,
2013,NAPA.OL,Napatech A/S,Communications & Networking,Communication Services,190.67,53.99,128.31,16.6,0.46,212.82,0.0,0.1151677473921622,0.0,22.37,299.32
2014,NAPA.OL,Napatech A/S,Communications & Networking,Communication Services,204.44,54.61,156.44,17.96,0.48,230.2,0.0,0.0472198088618592,0.0,26.8,162.43
2015,NAPA.OL,Napatech A/S,Communications & Networking,Communication Services,259.88,74.33,178.99,18.1,0.66,253.42,0.0,0.0947044432167942,0.0,34.5,349.3
2016,NAPA.OL,Napatech A/S,Communications & Networking,Communication Services,292.9,88.75,194.45,18.92,0.42,249.93,0.0,0.1128315928459966,0.0,44.53,544.31
2017,NAPA.OL,Napatech A/S,Communications & Networking,Communication Services,258.5,83.57,203.16,22.47,7.47,242.3,0.0,-0.0546017333883614,0.0,45.65,417.86
2018,NAPA.OL,Napatech A/S,Communications & Networking,Communication Services,136.77,73.52,213.41,23.78,12.33,46.07,0.0,-3.010853049706967,0.0,52.79,83.32
2019,NAPA.OL,Napatech A/S,Communications & Networking,Communication Services,225.0,57.26,199.27,0.0,6.700000000000001,103.37,0.0,-0.3698365096256165,0.0,33.38,387.93
2020,NAPA.OL,Napatech A/S,Communications & Networking,Communication Services,279.48,79.52,204.85,0.0,9.84,126.39,0.0,-0.1165440303821503,0.0,36.37,996.82
2021,NAPA.OL,Napatech A/S,Communications & Networking,Communication Services,267.15,75.32,183.03,0.0,0.87,179.72,0.0,0.0441241931894056,0.0,30.41,1038.57
2022,NAPA.OL,Napatech A/S,Communications & Networking,Communication Services,215.29,93.55,216.02,0.0,2.09,124.46,0.0,-0.7743049975895869,0.0,35.39,1145.05
2023,NAPA.OL,Napatech A/S,Communications & Networking,Communication Services,279.76,75.23,254.9,0.0,4.93,167.63,0.0,-0.3298932172045579,0.0,49.71,1181.3
2024,NAPA.OL,Napatech A/S,Communications & Networking,Communication Services,181.39,57.73,303.55,0.0,5.95,242.11,0.0,-0.7675849820329602,0.0,45.49,2549.91
