Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
1993,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,0.0,0.0,0.0,0.0,0.0,26575.72,2327.64,0.0,0.0,0.0,
1998,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,173160.86,129840.46,32429.93,0.0,4973.54,0.0,0.0,,0.0,0.0,
1999,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,155896.99,112110.43,36314.61,0.0,4921.5,34232.49,2540.79,0.0693560650559318,0.0,0.0,265218.43
2000,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,162695.18,118978.94,35207.07,0.0,3986.2,45340.88,2814.62,0.0939242661793562,0.0,0.0,254200.63
2001,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,164661.0,121712.98,35287.07,0.0,5128.26,17668.15,1923.37,0.1292748086927407,0.0,0.0,93222.77
2002,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,155256.25,120381.0,32291.9,0.0,2607.27,7018.57,1787.55,-0.0027162927600352,0.0,0.0,21306.11
2003,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,143825.73,224326.26,27941.75,0.0,3848.18,19454.35,1900.75,-5.258250254037677,0.0,0.0,61953.96
2004,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,127889.3,95773.85,24733.21,0.0,2391.15,17158.62,1786.34,0.2634521265814231,0.0,0.0,63216.44
2005,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,135024.34,199792.74,24346.12,0.0,2621.39,23487.61,2299.53,-3.557428625276009,0.0,0.0,123054.6
2006,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,149151.37,105945.46,27714.82,4856.18,1966.82,37633.65,2810.99,0.4544594784376864,0.0,0.0,219657.37
2007,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,170850.99,118348.11,29125.980000000003,5099.24,2242.26,59548.01,3217.34,0.4179675569402541,0.0,0.0,325892.21
2008,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,197123.11,270705.5,32872.67,0.0,1970.55,77495.66,4250.52,-1.3263691343130652,0.0,0.0,215927.95
2009,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,199708.07,282273.34,34722.01,6513.52,797.7,79890.99,3956.89,-1.3306413948688984,0.0,0.0,244254.6
2010,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,190818.08,266513.46,34413.58,6535.98,1045.03,86657.49,3335.89,-1.1625078422435076,0.0,0.0,292039.63
