Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
1994,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,13822.77,10939.42,2526.96,0.0,1041.42,1166.24,1060.62,-0.3076214939421426,0.0,0.0,2465.47
1995,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,16315.82,13244.09,2800.2,0.0,909.64,1749.93,589.39,-0.2727758493921311,0.0,0.0,2033.61
1996,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,18319.52,15051.75,2981.63,0.0,1008.72,1721.49,603.34,-0.3108098226536993,0.0,0.0,2111.42
1997,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,19306.24,16062.64,3215.74,0.0,1596.62,1307.78,358.43,-0.9415139748291016,0.0,0.0,1027.72
1998,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,12562.26,10486.79,2598.86,0.0,1540.82,1380.76,429.99,-1.1399751484191638,0.0,0.0,809.35
1999,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,10179.21,8382.81,1686.85,0.0,912.18,1340.4,455.48,-0.4469285252912222,0.0,0.0,1285.89
2000,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,8455.69,6495.25,1682.87,0.0,492.02,2223.82,315.79,-0.0844420993774632,0.0,0.0,3106.59
2000,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,8455.69,6495.25,1682.87,0.0,492.02,2223.82,315.79,-0.0844420993774632,0.0,0.0,3106.59
2001,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,8249.44,6214.34,1696.1,0.0,200.82,2645.71,239.06,0.0478998325689744,0.0,0.0,3267.71
2002,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,6270.47,4505.77,1532.24,0.0,157.68,2570.47,143.08,0.0275579959831216,0.0,0.0,2550.04
2003,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,4434.72,2863.82,1304.77,0.0,168.08,2943.98,202.8,0.0311588353809291,0.0,0.0,4479.41
2004,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,2884.46,2156.6,560.24,0.0,132.74,2584.54,223.88,0.012419794760043,0.0,0.0,4910.19
2005,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,3016.08,2221.47,606.44,0.0,94.62,11204.36,160.63,0.0082314194733123,0.0,0.0,9100.2
2006,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,3868.68,2866.45,692.61,0.0,94.94,1983.2,114.78,0.1023270002573904,0.0,0.0,4432.7
2007,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,4734.73,3317.11,799.16,0.0,133.38,1628.92,117.04,0.2778299617402457,0.0,0.0,4838.0
2008,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,5867.15,4105.9,1073.99,0.0,165.74,2294.96,103.07,0.2174785136132575,0.0,0.0,2482.44
2009,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,6167.2,4244.34,1394.07,0.0,286.08,2625.41,118.17,0.0884647066970891,0.0,0.0,2117.96
2010,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,4147.63,2945.7,1006.27,0.0,191.36,2468.69,99.29,0.0016744678696875,0.0,0.0,1963.81
2011,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,6564.04,4568.88,1655.13,0.0,510.56,2789.01,172.75,-0.0575772513640538,0.0,0.0,1158.98
2012,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,2553.1,1695.37,804.5,0.0,30.14,2951.21,136.83,0.0074772347508452,0.0,0.0,878.89
2013,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,2466.49,1608.72,832.64,0.0,37.7,1273.36,310.79,-0.0079348546539154,0.0,0.0,835.29
2014,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,2825.43,1856.88,923.42,0.0,33.42,876.77,21.69,0.0130334127284461,0.0,0.0,713.46
2015,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,3341.69,2231.67,1096.6,0.0,35.78,929.28,16.32,-0.0236463620981386,0.0,0.0,952.25
2016,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,3144.95,2120.47,1008.69,0.0,31.58,788.15,19.98,-0.0195389355672973,0.0,0.0,773.84
2017,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,2319.46,1522.67,768.8,0.0,24.26,822.07,0.0,0.0045373265050421,0.0,0.0,665.28
2018,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,0.0,4.8,0.0,0.0,1.92,200.14,0.0,-0.0335764964524832,0.0,0.0,208.44
2019,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,0.0,0.0,6.59,0.0,0.26,71.81,0.0,-0.095390614120596,0.0,0.0,24.87
2020,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,0.0,0.0,3.74,0.0,0.28,74.2,0.0,-0.0541778975741239,0.0,0.0,82.94
2021,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,0.0,0.0,1.23,0.0,0.28,71.36,0.0,-0.0211603139013452,0.0,0.0,147.46
2022,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,0.0,0.0,1.49,0.0,0.28,58.81,0.0,-0.0300969222921271,0.0,0.0,168.74
2023,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,0.0,0.0,1.84,0.0,0.0,57.32,0.0,-0.0321004884856943,0.0,0.0,175.02
2024,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,0.0,0.0,1.87,0.0,0.0,57.44,0.0,-0.0325557103064066,0.0,0.0,161.85
