Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,69.97,12.11,71.0,0.0,0.0,51.25,0.0,-0.256390243902439,0.0,6.43,
2005,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,70.04,14.58,76.52,0.0,0.0,127.76,0.0,-0.1648403256105196,0.0,4.99,462.01
2006,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,72.97,15.21,106.26,0.0,0.0,105.71,0.0,-0.4588023838804275,0.0,3.74,924.03
2007,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,45.43,3.44,87.25000000000001,0.0,0.0,204.04,0.0,-0.22181925112723,0.0,3.42,720.96
2008,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,51.7,4.86,141.73,0.0,0.0,159.27,0.0,-0.595780749670371,0.0,3.39,254.29
2009,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,24.08,1.7,61.11,0.0,0.0,61.15,0.0,-0.6333605887162715,0.0,2.98,120.55
2010,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,25.91,1.69,57.23,0.0,0.0,34.54,0.0,-0.9557035321366534,0.0,2.94,189.76
2011,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,23.03,1.88,39.62,0.0,0.0,44.16,0.0,-0.4182518115942028,0.0,2.08,148.47
2012,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,21.48,1.78,43.83,0.0,0.0,20.73,0.0,-1.1640135069946935,0.0,2.17,170.46
2013,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,22.11,2.51,43.66,0.0,0.0,41.68,0.0,-0.5772552783109406,0.0,2.31,401.81
2014,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,33.03,11.04,45.63,0.0,0.0,98.43,0.0,-0.240170679670832,0.0,2.46,771.87
2015,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,53.28,16.2,55.00000000000001,0.0,0.0,86.26,0.0,-0.2077440296777186,0.0,2.93,566.89
2016,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,71.9,26.74,64.23,0.0,0.0,67.51,0.0,-0.2824766701229446,0.0,1.91,496.57
2017,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,66.69,21.93,67.09,0.0,0.0,44.1,0.0,-0.5063492063492064,0.0,1.98,294.43
2018,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,66.77,19.37,66.96,0.0,0.86,51.6,0.0,-0.3957364341085271,0.0,4.71,170.14
2019,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,45.19,1.25,48.39,0.0,1.09,45.14,0.0,-0.1227292866637129,0.0,2.55,229.59
2020,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,93.45,2.03,53.900000000000006,0.0,0.71,194.37,0.0,0.1893810773267479,0.0,2.64,3074.09
2021,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,127.97,6.88,68.73,0.0,0.94,244.84,0.0,0.2100147034798235,0.0,3.19,4734.91
2022,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,136.97,5.38,96.01,0.0,0.6799999999999999,284.74,0.0,0.1225679567324577,0.0,5.02,3623.44
2023,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,118.94,11.72,97.97,0.0,0.49,309.3,0.0,0.0283220174587778,0.0,6.38,2136.6
2024,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,104.35,8.95,103.56,0.0,0.35,324.25,0.0,-0.0262451811873554,0.0,6.58,681.29
