Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2011,SIMINN.IC,Siminn hf,Telecommunications Services,Communication Services,1333.38,783.09,0.0,0.0,185.17,566.88,0.0,0.6440869319785495,0.0,0.0,
2012,SIMINN.IC,Siminn hf,Telecommunications Services,Communication Services,1328.12,731.4,440.62,0.0,216.02,344.5,0.0,-0.1739332365747463,0.0,43.86,
2013,SIMINN.IC,Siminn hf,Telecommunications Services,Communication Services,1424.16,758.6,449.74,0.0,154.75,1394.91,0.0,0.043780602332767,0.0,30.18,
2014,SIMINN.IC,Siminn hf,Telecommunications Services,Communication Services,1616.31,886.4,487.4,0.0,96.56,1759.71,0.0,0.082939802581107,0.0,20.21,
2015,SIMINN.IC,Siminn hf,Telecommunications Services,Communication Services,1830.36,1006.98,563.55,0.0,97.32,2237.29,0.0,0.0726369849237246,0.0,35.18,942.9
2016,SIMINN.IC,Siminn hf,Telecommunications Services,Communication Services,2024.75,1072.93,658.6099999999999,0.0,106.13,2632.34,0.0,0.0710698466003631,0.0,54.04,915.39
2017,SIMINN.IC,Siminn hf,Telecommunications Services,Communication Services,2175.44,1120.52,709.16,0.0,90.07,2879.12,0.0,0.0888083858956903,0.0,56.42,1226.77
2018,SIMINN.IC,Siminn hf,Telecommunications Services,Communication Services,2108.77,1093.39,691.2699999999999,0.0,71.14,2621.1,0.0,0.0965129144252413,0.0,56.41,1022.17
2019,SIMINN.IC,Siminn hf,Telecommunications Services,Communication Services,2034.44,1071.23,664.8299999999999,0.0,81.93,2658.49,0.0,0.0814183991664441,0.0,102.41,1426.5
2020,SIMINN.IC,Siminn hf,Telecommunications Services,Communication Services,1630.58,972.46,488.57,0.0,42.55,2506.57,0.0,0.050666847524705,0.0,60.17,1871.42
2021,SIMINN.IC,Siminn hf,Telecommunications Services,Communication Services,1628.63,1052.75,457.48,0.0,22.84,2111.26,0.0,0.0452620709907827,0.0,51.37,2439.06
2022,SIMINN.IC,Siminn hf,Telecommunications Services,Communication Services,1701.36,1059.95,477.1,0.0,33.83,2443.48,0.0,0.0533992502496439,0.0,55.08,2147.91
2023,SIMINN.IC,Siminn hf,Telecommunications Services,Communication Services,1921.52,1264.58,549.23,0.0,72.44,1313.05,0.0,0.0268611248619626,0.0,71.67,2059.94
2024,SIMINN.IC,Siminn hf,Telecommunications Services,Communication Services,2119.39,1350.73,594.69,0.0,124.8,1483.01,0.0,0.0331555417697789,0.0,88.47,2928.61
