Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,19773.72,18765.45,2359.6,418.37,318.8,9570.75,0.0,-0.1307901679596687,0.0,942.16,13182.0
2005,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,28694.37,28017.58,2605.44,582.28,0.0,7679.35,0.0,-0.1753234323217463,0.0,1001.97,19386.03
2006,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,31003.68,27293.82,2873.28,751.3,296.02,10377.17,0.0,0.1244905884745071,0.0,1028.01,48799.26
2007,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,38940.86,32331.89,3628.93,993.35,104.14,12019.85,0.0,0.3219050154536039,0.0,1105.5,108771.31
2008,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,49701.4,39991.71,4875.42,782.37,74.12,15406.82,0.0,0.3597445806467527,0.0,1120.03,73336.36
2009,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,44325.48,37029.54,5227.59,436.36,122.18,21082.89,0.0,0.1130077517835553,0.0,1902.53,71988.8
2010,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,55380.71,45977.19,6658.49,640.24,320.12,21447.71,0.0,0.1429126932432412,0.0,2993.12,37492.61
2011,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,45475.0,39825.69,7862.290000000001,779.22,412.98,19929.74,0.0,-0.0926625234448619,0.0,2844.14,13143.37
2012,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,53930.54,46501.64,7630.68,388.63,440.95,11905.2,0.0,-0.0213436145549842,0.0,3452.87,6388.72
2013,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,47507.52,39425.62,6629.51,218.64,663.73,12707.26,0.0,0.0792696458559905,0.0,3084.4,36482.99
2014,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,57744.08,46713.38,6543.21,175.49,518.11,21503.52,0.0,0.1927530934470265,0.0,3058.51,61615.59
2015,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,75340.88,60689.52,6932.12,259.4,295.18,27830.48,0.0,0.2760807575004099,0.0,3121.69,139453.77
2016,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,95082.96,73701.6,8024.969999999999,687.32,380.81,28965.55,0.0,0.4716948236784732,0.0,3501.64,124336.5
2017,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,92863.74,72673.13,8789.07,933.02,270.57,30638.05,0.0,0.3937584147816196,0.0,3713.43,122236.68
2018,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,97301.14,79672.87,8391.67,700.91,364.85,30634.53,118.89,0.3112713968072495,0.0,4090.22,134307.4
2019,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,119586.02,99797.77,9903.96,817.12,620.23,32405.07,511.71,0.306262641728626,0.0,5375.32,176438.73
2020,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,158907.38,139380.39,11366.62,664.84,654.12,48756.16,513.33,0.165844826077964,0.0,6755.63,409353.52
2021,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,158390.12,138950.82,15933.52,1209.24,711.3199999999999,46893.78,130.15,0.0851417565482082,0.0,9287.78,271954.68
2022,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,146218.29,140111.56,16886.879999999997,1927.91,928.63,31914.11,167.75,-0.3048722860831631,0.0,9074.3,287821.35
2023,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,175468.73,156977.32,18080.74,1300.45,3137.04,33857.12,167.78,-0.0419081319856926,0.0,9011.85,324743.59
2024,VWS.CO,Vestas Wind Systems A/S,Renewable Energy,Energy,200961.09,172748.69,19625.5,1301.39,2660.89,41525.58,152.97,0.1734081439973318,0.0,9946.38,156306.04
