Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2015,EPIRa.ST,Epiroc AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,27404.84,17652.57,4987.040000000001,823.21,296.39,15525.77,98.38,0.3387096258036436,0.0,0.0,
2016,EPIRa.ST,Epiroc AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,26612.97,17678.15,4639.74,650.05,252.36,14995.76,0.0,0.3129397909809173,0.0,0.0,
2017,EPIRa.ST,Epiroc AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,30371.2,19464.72,5240.6900000000005,769.84,256.61,12048.78,6.0,0.5125784128785427,0.0,0.0,
2018,EPIRa.ST,Epiroc AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,35852.69,22772.1,6196.62,914.93,159.2,18343.23,48.79,0.4153812359925665,0.0,0.0,95915.32
2019,EPIRa.ST,Epiroc AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,38013.41,23773.62,6778.36,963.15,133.07,21342.15,48.76,0.3876183855665797,0.0,0.0,126945.09
2020,EPIRa.ST,Epiroc AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,36970.22,22944.42,6639.329999999999,1056.23,151.48000000000002,24740.25,48.03,0.3344814565593096,0.0,0.0,182474.03
2021,EPIRa.ST,Epiroc AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,39732.5,24245.39,6805.000000000001,1174.59,136.3,25067.22,54.56,0.3869311808319315,0.0,0.0,256785.7
2022,EPIRa.ST,Epiroc AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,47216.49,29145.69,7775.030000000001,1366.31,209.98,31080.58,459.34,0.3630985747585916,0.0,0.0,208745.23
2023,EPIRa.ST,Epiroc AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,60057.97,37021.3,10452.39,1920.88,577.26,37071.09,390.62,0.3717902893381001,0.0,0.0,236948.78
2024,EPIRa.ST,Epiroc AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,64685.11,41349.08,11358.85,2320.79,947.84,43958.28,434.88,0.300724931498456,0.0,0.0,232192.76
