Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,1971.97,1041.72,735.21,0.0,11.85,758.77,21.12,0.2348921001679723,0.0,41.31,2489.31
2005,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,2015.45,1076.29,782.52,0.0,11.65,773.22,19.31,0.1829457559966185,0.0,43.47,2384.76
2006,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,2131.73,1109.46,822.99,0.0,6.7,849.62,18.39,0.221863803412403,0.0,44.2,3000.4
2007,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,2210.21,1121.57,872.82,0.0,7.8,822.5,15.14,0.2483405759037295,0.0,32.07,3790.25
2008,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,2301.65,1126.45,963.08,0.0,6.84,740.73,16.01,0.2712688638105559,0.0,31.65,1921.45
2009,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,2638.54,1259.19,1116.81,0.0,4.12,709.59,14.56,0.3568597666229371,0.0,40.33,3871.33
2010,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,2894.83,1349.58,1133.74,0.0,2.52,828.61,16.49,0.4839545615903443,0.0,36.95,5972.72
2011,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,3659.48,1611.66,1584.88,0.0,18.14,1335.4,14.75,0.3294448764952041,0.0,71.69,6406.54
2012,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,4548.05,2127.06,2082.36,0.0,43.83,1971.44,11.13,0.1486958846345905,0.0,126.33,6346.31
2013,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,5180.46,2375.43,2493.65,0.0,46.93,2099.79,11.31,0.125266448770783,0.0,216.6,6699.43
2014,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,4833.58,2146.73,2208.27,0.0,37.66,1980.26,13.42,0.2211588620039324,0.0,160.75,7019.97
2015,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,5377.14,2417.99,2501.17,0.0,31.55,2242.79,12.56,0.1890748664287141,0.0,159.67,6500.16
2016,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,5681.6,2637.53,2720.01,0.0,27.49,2190.62,13.28,0.1345659966423158,0.0,171.84,5838.89
2017,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,5664.82,2569.99,2723.96,0.0,28.08,2364.53,16.01,0.1439967402354087,0.0,172.37,5361.76
2018,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,7284.79,3653.16,3411.56,0.0,49.63,3735.59,24.4,0.045329907792308,0.0,215.39,5037.51
2019,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,11019.97,6081.36,4444.46,0.0,140.52,4034.76,30.01,0.0869987723782648,0.0,767.73,4922.32
2020,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,11781.3,6466.36,4799.11,0.0,136.12,4727.1,71.01,0.0791374103553273,0.0,836.18,5366.73
2021,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,12336.17,6723.81,4956.92,0.0,115.25,5040.92,53.59,0.1060337500564332,0.0,804.77,8635.08
2022,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,13365.68,7358.87,5579.25,0.0,144.42,5460.28,117.66,0.0507606750879357,0.0,814.27,5979.4
2023,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,16682.82,9455.13,6822.619999999999,0.0,284.65,6078.85,137.93,0.0193701562545242,0.0,932.57,6213.73
2024,MEKO.ST,Meko AB,Specialty Retailers,Consumer Discretionary,18352.74,10434.39,7398.65,0.0,294.93,6633.27,171.69,0.0330303190613908,0.0,987.5,7760.63
