Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2006,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,16.66,7.64,5.67,0.0,6.79,353.56,0.0,-0.009729607421654,0.0,0.0,
2007,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,63.79,28.17,8.15,0.0,0.0,406.12,0.0,0.0676401063725007,0.0,0.0,
2008,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,49.27,29.68,9.49,0.0,20.19,289.98,0.0,-0.0347955031381474,0.0,0.0,
2017,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,97.42,38.44,13.65,0.0,9.88,321.41,0.0,0.110295261503998,0.0,0.0,
2018,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,91.59,37.45,11.61,0.0,10.49,379.9,0.0,0.0843379836799157,0.0,0.0,
2019,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,102.09,41.5,14.52,0.0,19.54,895.94,0.0,0.029611357903431,0.0,0.47,
2020,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,182.59,55.46,62.85,0.0,44.93,2148.86,0.0,0.0090047746246847,0.0,0.72,1917.36
2021,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,227.4,56.42,46.0,0.0,40.09,2217.36,0.0,0.038284265973951,0.0,0.7,2108.32
2022,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,249.51,63.66,48.370000000000005,0.0,59.48,2354.2,0.0,0.0331322742332851,0.0,0.38,1081.24
2023,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,290.72,68.58,49.67,0.0,128.99,2317.87,0.0,0.0187586016472019,0.0,0.4,990.6
2024,ANNEb.ST,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,330.52,81.36,52.79,0.0,132.21,2687.34,0.0,0.0238749097620695,0.0,0.51,1441.95
