Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,785.24,502.35,245.86,0.0,7.44,260.91,0.0,0.11341075466636,0.0,6.07,87.98
2005,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1148.46,771.52,317.72,0.0,9.63,394.93,0.0,0.1255665560985491,0.0,7.56,179.83
2006,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1593.72,1111.37,402.97,0.0,15.39,598.06,0.0,0.1069959535832527,0.0,8.92,454.04
2007,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2452.23,1705.92,618.8000000000001,0.0,0.0,933.6,0.0,0.1365788346186802,0.0,17.19,719.94
2008,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4176.5,3333.04,766.5300000000001,0.0,0.0,989.06,0.0,0.0777809233009119,0.0,30.84,123.27
2009,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3784.09,2900.89,988.7,0.0,97.34,935.88,0.0,-0.2167371885284436,0.0,47.31,111.62
2010,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3225.82,2396.43,902.74,0.0,146.43,802.73,0.0,-0.273790689272856,0.0,51.98,163.56
2011,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2572.03,1781.26,702.1700000000001,0.0,70.12,840.38,0.0,0.0219900521192795,0.0,26.49,206.7
2012,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2346.48,1542.17,767.31,0.0,42.59,794.58,0.0,-0.0070351632308892,0.0,47.19,344.88
2013,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2693.17,1911.7,957.09,0.0,27.63,566.67,0.0,-0.3586743607390543,0.0,45.55,227.47
2014,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2453.66,1419.8,986.74,7.46,0.0,610.36,0.0,0.0894226358214822,0.0,43.77,174.27
2015,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3051.24,1939.68,1118.0,10.96,47.81,634.51,220.06,-0.0506570555952119,0.0,58.13,102.36
2016,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,202.34,126.28,146.81,6.66,14.29,471.94,144.49,-0.1271515013870187,0.0,57.48,138.68
2017,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,211.04,137.2,102.8,3.76,5.19,456.08,151.38,-0.0500279853817535,0.0,39.8,154.09
2018,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,220.31,142.11,62.56,0.0,13.87,357.7,156.53,0.003442039554285,0.0,1.89,236.86
2019,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,266.61,160.13,86.36,0.25,7.279999999999999,217.5,16.05,0.0560479554699208,0.0,15.98,216.52
2020,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,359.47,198.37,79.43,0.33,1.08,185.6,17.88,0.3976803617063103,0.0,2.75,640.09
2021,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,478.89,236.71,105.1,0.33,4.359999999999999,296.95,19.28,0.4207380703918033,0.0,5.67,1061.74
2022,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,387.5,209.13,121.55,0.0,31.110000000000003,330.88,20.09,0.0732541242841268,0.0,10.48,651.36
2023,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,575.09,304.49,162.86,0.33,8.83,404.4,22.55,0.2324393957137839,0.0,7.63,993.7
2024,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,623.51,333.72,208.54,2.5,14.5,418.57,70.03,0.1417314776913629,0.0,11.68,1079.64
