Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,805.34,51.52,54.46,0.0,93.08,665.07,0.0,0.9116032898792608,0.0,3.87,821.58
2005,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,519.8,38.47,420.18,0.0,76.52,963.42,0.0,-0.0159535820306824,0.0,2.98,3064.78
2006,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,991.92,0.0,735.61,0.0,92.93,1305.0,0.0,0.1251954022988505,0.0,3.43,2910.01
2007,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,812.12,0.0,639.51,0.0,143.46,1474.41,0.0,0.0197706201124517,0.0,4.75,2728.89
2008,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,610.88,393.64,79.48,0.0,289.21,1360.38,0.0,-0.1113291874329231,0.0,4.09,277.5
2009,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,352.39,116.36,94.23,0.0,254.26,553.96,0.0,-0.2030110477290779,0.0,4.75,209.22
2010,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,461.44,263.71,65.39999999999999,0.0,143.23999999999998,202.78,0.0,-0.0538021501134231,0.0,1.67,138.28
2011,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,241.43,71.48,54.22,0.0,120.11,88.05,0.0,-0.0497444633730835,0.0,1.03,54.45
2012,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,224.26,58.49,44.39,0.0,103.91,39.63,0.0,0.4408276558163003,0.0,0.58,55.65
2013,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,205.77,57.68,39.28,0.0,95.35,-174.99,0.0,-0.0769186810674896,0.0,-4.11,31.33
2014,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,430.73,267.32,29.21,0.0,92.25,-165.33,0.0,-0.2537349543337568,0.0,-8.14,31.25
2015,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,212.55,44.98,41.04,0.0,98.51,-108.24,0.0,-0.2588691796008872,0.0,1.93,29.4
2016,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,218.48,54.13,39.85,0.0,93.83,-40.43,0.0,-0.7585951026465496,0.0,2.68,19.12
2017,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,210.34,44.6,39.150000000000006,0.0,93.95,734.1,0.0,0.0444626072742133,0.0,3.13,92.28
2018,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,226.05,37.74,37.02,0.0,0.0,1075.61,0.0,0.1406550701462426,0.0,4.66,106.93
2019,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,267.94,69.99,49.8,0.0,38.38,1226.94,0.0,0.0894664775783656,0.0,8.01,591.6
2020,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,248.45,68.62,42.31999999999999,0.0,37.07,1509.26,0.0,0.0665491697918185,0.0,4.16,950.57
2021,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,216.3,55.82,47.39,0.0,35.37,1638.73,0.0,0.0474269708859909,0.0,5.92,1281.78
2022,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,208.03,65.97,43.22,0.0,40.63,1532.96,0.0,0.0379722889051247,0.0,4.99,1120.77
2023,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,254.44,67.73,43.06,0.0,80.15,1590.53,0.0,0.0399237989852439,0.0,3.91,635.61
2024,PARKSTa.CO,Park Street A/S,Real Estate Operations,Real Estate,235.47,68.29,49.31,0.0,114.32,1518.88,0.0,0.0023372484988939,0.0,2.18,928.52
