Ticker,FormationYear,theta_obs,theta_post_mean,p_q5,sigma_acc,MarketCap,Method,SignalUsed,PortfolioNum,Portfolio
ORIOLA.HE,2011,0.0145698402123222,0.0405845598863548,0.244172130737222,0.0980671161678755,3503.98,Method1_Raw,theta_obs,2,Q2
ORK.OL,2011,0.0434467622680104,0.050940356312201,0.1430369159356683,0.0563695699574623,58340.39,Method1_Raw,theta_obs,2,Q2
PAALb.CO,2011,0.046536111462782,0.0483702840308745,0.0165526076650418,0.0273928815328439,944.6,Method1_Raw,theta_obs,2,Q2
PIONb.ST,2011,0.0171334431630969,0.0255405269339401,0.1035722234924827,0.0511866499748086,402.36,Method1_Raw,theta_obs,2,Q2
PREVb.ST,2011,0.0843382407338905,0.0964343754460012,0.3110556895978882,0.1203505307089052,161.08,Method1_Raw,theta_obs,2,Q2
RAUTE.HE,2011,0.1124125503497985,0.1137011785471582,0.2439360665168548,0.0708086067772971,215.59,Method1_Raw,theta_obs,2,Q2
RIASb.CO,2011,0.032211568590587,0.0523157438916849,0.2439888743200126,0.0932448441088606,85.64,Method1_Raw,theta_obs,2,Q2
ROCKb.CO,2011,0.0934245302768619,0.0940585613894871,0.0295678292764592,0.0263283446693996,16249.35,Method1_Raw,theta_obs,2,Q2
RROS.ST,2011,0.0961538461538462,0.0999517777920829,0.2369779655003769,0.0727622081663792,581.62,Method1_Raw,theta_obs,2,Q2
SCAb.ST,2011,0.0276297295400432,0.0302447245649732,0.0172358794821316,0.0292751204786848,11425.62,Method1_Raw,theta_obs,2,Q2
SCHO.CO,2011,0.082632528388047,0.0892148419869236,0.2412594240967309,0.078183224840831,3558.02,Method1_Raw,theta_obs,2,Q2
SECTb.ST,2011,0.0588259241165935,0.0732868396718715,0.2618057368411194,0.0947693576893497,623.57,Method1_Raw,theta_obs,2,Q2
SOBIV.ST,2011,0.0934498326560837,0.0956535383825296,0.1572873167444951,0.0505834004704322,7456.07,Method1_Raw,theta_obs,2,Q2
SOFF.OL,2011,-0.0061930797845049,-0.0023174477523795,0.0129421491713421,0.0305911557981792,3736.02,Method1_Raw,theta_obs,2,Q2
SOLTEQ.HE,2011,0.0722656249999994,0.0815588936835019,0.2468556471157106,0.0834913663104528,93.07,Method1_Raw,theta_obs,2,Q2
SSABAH.HE,2011,0.069352602061501,0.0769927795339904,0.2148301009220402,0.07170267626915,24865.61,Method1_Raw,theta_obs,2,Q2
SSABa.ST,2011,0.0219886789439414,0.0369536490998117,0.1863475255343295,0.0727622117303254,24865.61,Method1_Raw,theta_obs,2,Q2
STRO.OL,2011,0.003394666929056,0.0080772345752045,0.0291864898796253,0.0351339641487605,165.3,Method1_Raw,theta_obs,2,Q2
SVIK.ST,2011,0.0891165796229087,0.0965998096334801,0.2794647813232703,0.094976084748992,520.56,Method1_Raw,theta_obs,2,Q2
TEM1V.HE,2011,0.0718190722108449,0.0909827412139839,0.3218955775746683,0.1372272041451455,344.06,Method1_Raw,theta_obs,2,Q2
TIV.CO,2011,0.0152037464632995,0.0169440753426098,0.0020483010850953,0.0223098412488756,1942.43,Method1_Raw,theta_obs,2,Q2
VIK1V.HE,2011,0.0862102367391223,0.0893786848997635,0.1675891240099631,0.0543821801049326,2704.09,Method1_Raw,theta_obs,2,Q2
WIHL.ST,2011,0.1128553781032627,0.1128823338250971,1.3521291409857028e-06,0.0097350578839878,6501.81,Method1_Raw,theta_obs,2,Q2
WWI.OL,2011,1.1168292770528223e-06,0.013286235267215,0.1307557765241918,0.0605881925940414,8009.56,Method1_Raw,theta_obs,2,Q2
ACG1V.HE,2011,0.1390398550724633,0.1349744712335512,0.3084352060854801,0.0944999288046521,69.96,Method1_Raw,theta_obs,3,Q3
AFK.OL,2011,0.1221290726282407,0.1218788963480574,0.3297811836960946,0.1220850200544937,2648.92,Method1_Raw,theta_obs,3,Q3
AFRY.ST,2011,0.1371498874660079,0.1362492030920683,0.158982610972943,0.0425312024357454,3920.66,Method1_Raw,theta_obs,3,Q3
AQ.ST,2011,0.1379838382347514,0.1355414129961741,0.2662283873826994,0.0717663342950899,833.65,Method1_Raw,theta_obs,3,Q3
AUSS.OL,2011,0.1657746908634311,0.1582051693681608,0.3013522976621043,0.0783516613046675,10054.78,Method1_Raw,theta_obs,3,Q3
BEIJb.ST,2011,0.1506982516833288,0.1445125673357566,0.3084897386109322,0.0893634325470559,4758.29,Method1_Raw,theta_obs,3,Q3
BERGb.ST,2011,0.1436247130178526,0.1404805860628416,0.2667595860366524,0.070113194218699,1637.19,Method1_Raw,theta_obs,3,Q3
BILL.ST,2011,0.1596840420349363,0.1568445283930361,0.2133615758107466,0.0489002081170556,5298.45,Method1_Raw,theta_obs,3,Q3
BO.CO,2011,0.1937493731822284,0.1893809330366099,0.2303389970744332,0.0438024807579537,2166.36,Method1_Raw,theta_obs,3,Q3
BONHR.OL,2011,0.1940050542467478,0.1914355215505811,0.1705973650291008,0.0330977952635749,7260.5,Method1_Raw,theta_obs,3,Q3
BOREO.HE,2011,0.1454744754149703,0.1390954249288,0.3235305729039315,0.103698657333534,66.6,Method1_Raw,theta_obs,3,Q3
CAST.ST,2011,0.1459465418387436,0.1459163869747705,3.6641245593216354e-11,0.006058325028022,13663.18,Method1_Raw,theta_obs,3,Q3
CBRAIN.CO,2011,0.1301348385073691,0.1273942671003526,0.3286322841707636,0.1166385491102757,96.16,Method1_Raw,theta_obs,3,Q3
CEMAT.CO,2011,0.1888066484872094,0.1601769781392811,0.3719954951360342,0.1484555113236338,799.06,Method1_Raw,theta_obs,3,Q3
CONTX.OL,2011,0.1551507537688443,0.1395374782800499,0.3647608409916412,0.1602473554439437,117.25,Method1_Raw,theta_obs,3,Q3
CTH1V.HE,2011,0.1910280681537575,0.1842989070763776,0.2739925422379892,0.0565174030735435,817.11,Method1_Raw,theta_obs,3,Q3
DFDS.CO,2011,0.1796737338714261,0.1733850733250352,0.2727704930634231,0.0600961678376616,6490.33,Method1_Raw,theta_obs,3,Q3
DIGIGR.HE,2011,0.1925367746593266,0.1809555878684436,0.3185209630391981,0.0761963582308227,297.57,Method1_Raw,theta_obs,3,Q3
EIOF.OL,2011,0.1133750883382695,0.1136736914935406,0.0866508175259764,0.0340246192721681,1055.68,Method1_Raw,theta_obs,3,Q3
ETTE.HE,2011,0.1534883720930232,0.1477392522890448,0.2964417411513241,0.0807076707312254,430.6,Method1_Raw,theta_obs,3,Q3
FLUGb.CO,2011,0.1397842812260347,0.1376512249753033,0.2430318399343567,0.0625690100298362,1207.46,Method1_Raw,theta_obs,3,Q3
FSKRS.HE,2011,0.1154812472596431,0.1158847061530565,0.1595263527934575,0.0468382920049159,8223.37,Method1_Raw,theta_obs,3,Q3
GABR.CO,2011,0.1458071201243431,0.1419753568271452,0.2786172766807653,0.0745400613443404,138.0,Method1_Raw,theta_obs,3,Q3
GJ.CO,2011,0.1647670130740867,0.1562087744457112,0.3124937172036141,0.0856660317414954,73.7,Method1_Raw,theta_obs,3,Q3
GN.CO,2011,0.1576764767321096,0.1383704737821504,0.3729361701754059,0.1842099428807673,11073.69,Method1_Raw,theta_obs,3,Q3
HIAB.HE,2011,0.1916648951055666,0.190544253686856,0.0770097620223069,0.0219981199906694,9985.87,Method1_Raw,theta_obs,3,Q3
HUH1V.HE,2011,0.1538059398053257,0.151502804905048,0.2022401138248173,0.0477853932910855,8549.14,Method1_Raw,theta_obs,3,Q3
KESKOB.HE,2011,0.1352513022020559,0.1344546598497832,0.1576916293953898,0.0426556745981794,26776.47,Method1_Raw,theta_obs,3,Q3
KNOW.ST,2011,0.195003860507013,0.1907060445437451,0.2283591611870465,0.0430297470822123,1092.06,Method1_Raw,theta_obs,3,Q3
LAGRb.ST,2011,0.1210641274204232,0.1210699309524354,0.0304437453998757,0.0237371204720603,573.66,Method1_Raw,theta_obs,3,Q3
LUOTEA.HE,2011,0.2038651353719847,0.196298241856379,0.2830662275907013,0.0549235611620922,4008.35,Method1_Raw,theta_obs,3,Q3
MEABb.ST,2011,0.1211414957530558,0.1211518007080926,0.1111796248039622,0.0369227345852431,252.38,Method1_Raw,theta_obs,3,Q3
NETIB.ST,2011,0.1430402595024459,0.1381551299576346,0.3091705787744451,0.0932554721428257,1157.04,Method1_Raw,theta_obs,3,Q3
NEWAb.ST,2011,0.159684708856533,0.1526934901618382,0.3025654958711099,0.081657213071751,1599.69,Method1_Raw,theta_obs,3,Q3
NMAN.ST,2011,0.183627192373548,0.1811430519838452,0.1705842762347563,0.0352341307717716,1006.32,Method1_Raw,theta_obs,3,Q3
ORX.ST,2011,0.1995470992197307,0.1725500070864524,0.3671717053753316,0.1255281560645742,828.5,Method1_Raw,theta_obs,3,Q3
PARKEN.CO,2011,0.1207784773898111,0.1209137487905775,0.2956052979765358,0.0933317992159442,1063.09,Method1_Raw,theta_obs,3,Q3
PEABb.ST,2011,0.1414083000752529,0.1395030835246266,0.2229106102558313,0.0560309128493188,12060.83,Method1_Raw,theta_obs,3,Q3
PHO.OL,2011,0.1967963386727688,0.1601717012883775,0.380041397493934,0.1679207452238948,1011.87,Method1_Raw,theta_obs,3,Q3
PRICb.ST,2011,0.133932148354313,0.1315805653069431,0.2866972315507047,0.0829692143136231,676.26,Method1_Raw,theta_obs,3,Q3
PROFb.ST,2011,0.1926839349683108,0.1720289880042094,0.3550977474154477,0.1103613344822165,235.39,Method1_Raw,theta_obs,3,Q3
RAP1V.HE,2011,0.1845277730846062,0.1775956802375058,0.2791122351492852,0.0606868744238391,2108.59,Method1_Raw,theta_obs,3,Q3
REBL.HE,2011,0.1886491023801141,0.1770896723143131,0.3194367111090479,0.0787216419166448,1090.84,Method1_Raw,theta_obs,3,Q3
REJLb.ST,2011,0.1731249232783668,0.1640651053278624,0.3090552690499224,0.079617749666339,567.88,Method1_Raw,theta_obs,3,Q3
RTX.CO,2011,0.2091781605542489,0.18214107348247,0.3666589476513497,0.1152814031349931,131.69,Method1_Raw,theta_obs,3,Q3
SAABb.ST,2011,0.2100919888896275,0.1956993064959077,0.3324912309629507,0.076052528175305,11445.18,Method1_Raw,theta_obs,3,Q3
SAGCV.HE,2011,0.1191823006530237,0.1194412672252856,0.2273253374251808,0.063202787293724,203.59,Method1_Raw,theta_obs,3,Q3
SINT.ST,2011,0.1368018145732917,0.1319089796646069,0.3328567975014248,0.1177979384564894,310.19,Method1_Raw,theta_obs,3,Q3
SKISb.ST,2011,0.1934000689287839,0.1924687212620353,0.0588449109378368,0.0197810276624917,3942.73,Method1_Raw,theta_obs,3,Q3
SOLARb.CO,2011,0.1615902576213745,0.1528125476998519,0.3182874590083602,0.0913239594102723,3031.96,Method1_Raw,theta_obs,3,Q3
SUBC.OL,2011,0.2156986413530179,0.2123627085190297,0.2027722753671619,0.0330920848271904,23195.9,Method1_Raw,theta_obs,3,Q3
SYSR.ST,2011,0.2072917104323349,0.2040421928869346,0.1975155209742551,0.034264966244284,2967.72,Method1_Raw,theta_obs,3,Q3
TALLINK.HE,2011,0.211644938607127,0.2107581202824808,0.055284054717909,0.0172145838073467,2970.17,Method1_Raw,theta_obs,3,Q3
TEL.OL,2011,0.1249870086678168,0.1249749142999528,7.352103932101173e-06,0.0100207711036515,152956.23,Method1_Raw,theta_obs,3,Q3
TELIA.ST,2011,0.1893937169407203,0.1888486402518606,0.0211229084678243,0.0155335497619613,202840.39,Method1_Raw,theta_obs,3,Q3
TIETO.HE,2011,0.1352966105598701,0.1350218654641669,0.0438149158899425,0.0245239313338486,7942.41,Method1_Raw,theta_obs,3,Q3
TRELb.ST,2011,0.1903119843809358,0.1891812592493722,0.078259271762756,0.0223178609893807,14964.34,Method1_Raw,theta_obs,3,Q3
UIE.CO,2011,0.1221046497239862,0.1220921152926352,0.0265539741312907,0.0228895552865122,3225.38,Method1_Raw,theta_obs,3,Q3
VBGb.ST,2011,0.1379176775193165,0.1371264040292284,0.1385740260645593,0.0387382310522567,1103.96,Method1_Raw,theta_obs,3,Q3
VEI.OL,2011,0.1976801336872116,0.1922271536992353,0.2525464481009449,0.0479456277311601,5952.71,Method1_Raw,theta_obs,3,Q3
VEND.OL,2011,0.2055381101912646,0.1980514447230877,0.2822085861308404,0.0540034141791283,13186.14,Method1_Raw,theta_obs,3,Q3
VITR.ST,2011,0.2071413435049798,0.2045651501639256,0.1707673435674042,0.0304131000514165,505.29,Method1_Raw,theta_obs,3,Q3
VWS.CO,2011,0.1429126932432412,0.1400503154455087,0.2600098441659078,0.067664375029636,37492.61,Method1_Raw,theta_obs,3,Q3
