Ticker,ExDate,DPS_UNADJUSTED,AdjustmentFactor,DPS_LOCAL,Currency,InstrumentCurrency,AdjustmentBasis,FXRate,FXDate,FXSource,DPS_NOK
VBGb.ST,2019-04-25,3.5,1.0,3.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9091,2019-04-25,ex_date_or_prior_business_day,3.18185
VBGb.ST,2021-04-30,4.5,1.0,4.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9793000000000001,2021-04-30,ex_date_or_prior_business_day,4.40685
VBGb.ST,2022-05-05,5.0,1.0,5.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9490999999999999,2022-05-05,ex_date_or_prior_business_day,4.7455
VBGb.ST,2023-04-28,5.5,1.0,5.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0387,2023-04-28,ex_date_or_prior_business_day,5.7128499999999995
VBGb.ST,2024-05-03,7.0,1.0,7.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0059,2024-05-03,ex_date_or_prior_business_day,7.0413
VBGb.ST,2025-05-14,7.25,1.0,7.25,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0661,2025-05-14,ex_date_or_prior_business_day,7.7292250000000005
VBGb.ST,2026-05-13,7.25,1.0,7.25,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0051999999999999,2026-04-30,ex_date_or_prior_business_day,7.287699999999999
VEI.OL,2005-04-28,6.0,1.0,6.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2005-04-28,identity,6.0
VEI.OL,2005-11-18,12.0,1.0,12.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2005-11-18,identity,12.0
VEI.OL,2006-05-09,10.0,1.0,10.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2006-05-09,identity,10.0
VEI.OL,2007-05-09,13.0,1.0,13.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2007-05-09,identity,13.0
VEI.OL,2008-05-08,4.0,1.0,4.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2008-05-08,identity,4.0
VEI.OL,2009-05-08,2.5,1.0,2.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2009-05-08,identity,2.5
VEI.OL,2010-05-06,2.5,1.0,2.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2010-05-06,identity,2.5
VEI.OL,2011-05-05,2.5,1.0,2.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2011-05-05,identity,2.5
VEI.OL,2012-05-11,2.75,1.0,2.75,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2012-05-11,identity,2.75
VEI.OL,2013-05-07,2.5,1.0,2.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2013-05-07,identity,2.5
VEI.OL,2014-05-08,3.0,1.0,3.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2014-05-08,identity,3.0
VEI.OL,2015-05-06,3.5,1.0,3.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2015-05-06,identity,3.5
VEI.OL,2016-05-11,4.0,1.0,4.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2016-05-11,identity,4.0
VEI.OL,2017-05-11,4.5,1.0,4.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2017-05-11,identity,4.5
VEI.OL,2018-05-03,5.0,1.0,5.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2018-05-03,identity,5.0
VEI.OL,2019-05-09,5.0,1.0,5.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2019-05-09,identity,5.0
VEI.OL,2020-12-04,2.5,1.0,2.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2020-12-04,identity,2.5
VEI.OL,2020-12-04,20.0,0.848024,16.96048,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2020-12-04,identity,16.96048
VEI.OL,2021-05-06,5.75,1.0,5.75,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2021-05-06,identity,5.75
VEI.OL,2022-05-12,7.0,1.0,7.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2022-05-12,identity,7.0
VEI.OL,2023-05-11,7.75,1.0,7.75,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2023-05-11,identity,7.75
VEI.OL,2024-05-08,7.9,1.0,7.9,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2024-05-08,identity,7.9
VEI.OL,2025-05-08,9.0,1.0,9.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2025-05-08,identity,9.0
VEI.OL,2026-05-07,11.25,1.0,11.25,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2026-05-07,identity,11.25
VEND.OL,2016-05-12,1.75,1.0,1.75,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2016-05-12,identity,1.75
VEND.OL,2017-05-15,1.75,1.0,1.75,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2017-05-15,identity,1.75
VEND.OL,2018-05-04,1.75,1.0,1.75,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2018-05-04,identity,1.75
VEND.OL,2019-05-06,2.0,1.0,2.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2019-05-06,identity,2.0
VEND.OL,2021-05-07,2.0,1.0,2.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2021-05-07,identity,2.0
VEND.OL,2022-05-05,2.0,1.0,2.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2022-05-05,identity,2.0
VEND.OL,2023-05-02,2.0,1.0,2.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2023-05-02,identity,2.0
VEND.OL,2024-04-29,2.0,1.0,2.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2024-04-29,identity,2.0
VEND.OL,2024-05-30,34.18,0.904311,30.90934998,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2024-05-30,identity,30.90934998
VEND.OL,2024-05-30,42.92,1.0,42.92,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2024-05-30,identity,42.92
VEND.OL,2024-09-03,8.56,0.972117,8.32132152,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2024-09-03,identity,8.32132152
VEND.OL,2025-05-08,2.25,1.0,2.25,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2025-05-08,identity,2.25
VEND.OL,2025-06-16,2.22,0.993565,2.2057143000000003,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2025-06-16,identity,2.2057143000000003
VEND.OL,2026-05-04,2.5,1.0,2.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2026-05-04,identity,2.5
VERK.HE,2014-03-14,0.04,1.0,0.04,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,8.3075,2014-03-14,ex_date_or_prior_business_day,0.3323
VERK.HE,2015-03-19,0.85,1.0,0.85,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,8.6355,2015-03-19,ex_date_or_prior_business_day,7.340175
VERK.HE,2016-03-16,0.15,1.0,0.15,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.502,2016-03-16,ex_date_or_prior_business_day,1.4253
VERK.HE,2017-03-16,0.04,1.0,0.04,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.1588,2017-03-16,ex_date_or_prior_business_day,0.36635199999999996
VERK.HE,2017-05-02,0.041,1.0,0.041,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.378,2017-05-02,ex_date_or_prior_business_day,0.384498
VERK.HE,2017-05-02,0.02,1.0,0.02,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.378,2017-05-02,ex_date_or_prior_business_day,0.18756
VERK.HE,2017-07-17,0.042,1.0,0.042,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.3558,2017-07-17,ex_date_or_prior_business_day,0.39294360000000006
VERK.HE,2017-10-23,0.043,1.0,0.043,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.3883,2017-10-23,ex_date_or_prior_business_day,0.4036968999999999
VERK.HE,2018-03-22,0.044,1.0,0.044,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.5308,2018-03-22,ex_date_or_prior_business_day,0.41935519999999993
VERK.HE,2018-05-07,0.045,1.0,0.045,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.619,2018-05-07,ex_date_or_prior_business_day,0.432855
VERK.HE,2018-08-13,0.046,1.0,0.046,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.5295,2018-08-13,ex_date_or_prior_business_day,0.438357
VERK.HE,2018-10-29,0.047,1.0,0.047,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.513,2018-10-29,ex_date_or_prior_business_day,0.447111
VERK.HE,2019-03-29,0.048,1.0,0.048,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.659,2019-03-29,ex_date_or_prior_business_day,0.46363200000000004
VERK.HE,2019-05-13,0.049,1.0,0.049,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.8148,2019-05-13,ex_date_or_prior_business_day,0.4809252
VERK.HE,2019-08-12,0.05,1.0,0.05,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,10.0003,2019-08-12,ex_date_or_prior_business_day,0.500015
VERK.HE,2019-10-28,0.051,1.0,0.051,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,10.2105,2019-10-28,ex_date_or_prior_business_day,0.5207354999999999
VERK.HE,2020-04-01,0.052,1.0,0.052,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,11.2685,2020-04-01,ex_date_or_prior_business_day,0.585962
VERK.HE,2020-04-27,0.053,1.0,0.053,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,11.4513,2020-04-27,ex_date_or_prior_business_day,0.6069188999999999
VERK.HE,2020-07-27,0.054,1.0,0.054,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,10.6683,2020-07-27,ex_date_or_prior_business_day,0.5760882
VERK.HE,2020-10-26,0.055,1.0,0.055,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,10.9465,2020-10-26,ex_date_or_prior_business_day,0.6020575
VERK.HE,2021-03-26,0.056,1.0,0.056,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,10.1258,2021-03-26,ex_date_or_prior_business_day,0.5670448
VERK.HE,2021-03-26,0.22,1.0,0.22,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,10.1258,2021-03-26,ex_date_or_prior_business_day,2.227676
VERK.HE,2021-04-26,0.057,1.0,0.057,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,10.0358,2021-04-26,ex_date_or_prior_business_day,0.5720406
VERK.HE,2021-07-19,0.058,1.0,0.058,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,10.538,2021-07-19,ex_date_or_prior_business_day,0.6112040000000001
VERK.HE,2021-10-25,0.059,1.0,0.059,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.7098,2021-10-25,ex_date_or_prior_business_day,0.5728781999999999
VERK.HE,2022-03-25,0.06,1.0,0.06,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.5205,2022-03-25,ex_date_or_prior_business_day,0.57123
VERK.HE,2022-04-29,0.061,1.0,0.061,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.7525,2022-04-29,ex_date_or_prior_business_day,0.5949025
VERK.HE,2022-07-15,0.062,1.0,0.062,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,10.2763,2022-07-15,ex_date_or_prior_business_day,0.6371306000000001
VERK.HE,2022-10-28,0.063,1.0,0.063,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,10.2695,2022-10-28,ex_date_or_prior_business_day,0.6469785
VERK.HE,2026-04-15,0.047,1.0,0.047,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,11.12,2026-04-15,ex_date_or_prior_business_day,0.52264
VIK1V.HE,2007-02-08,0.55,1.0,0.55,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,8.0955,2007-02-08,ex_date_or_prior_business_day,4.4525250000000005
VIK1V.HE,2008-02-07,1.0,1.0,1.0,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,8.07,2008-02-07,ex_date_or_prior_business_day,8.07
VIK1V.HE,2009-02-12,1.0,1.0,1.0,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,8.8155,2009-02-12,ex_date_or_prior_business_day,8.8155
VIK1V.HE,2010-02-12,0.7,1.0,0.7,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,8.063,2010-02-12,ex_date_or_prior_business_day,5.6441
VIK1V.HE,2011-04-18,0.65,1.0,0.65,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,7.788,2011-04-18,ex_date_or_prior_business_day,5.062200000000001
VIK1V.HE,2012-04-19,0.5,1.0,0.5,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,7.5485,2012-04-19,ex_date_or_prior_business_day,3.77425
VIK1V.HE,2014-04-17,0.5,1.0,0.5,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,8.23,2014-04-16,ex_date_or_prior_business_day,4.115
VIK1V.HE,2015-04-23,0.7,1.0,0.7,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,8.516,2015-04-23,ex_date_or_prior_business_day,5.9612
VIK1V.HE,2016-04-21,0.95,1.0,0.95,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.2015,2016-04-21,ex_date_or_prior_business_day,8.741425
VIK1V.HE,2017-04-21,0.4,1.0,0.4,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.2478,2017-04-21,ex_date_or_prior_business_day,3.69912
VIK1V.HE,2018-04-19,0.2,1.0,0.2,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.5825,2018-04-19,ex_date_or_prior_business_day,1.9165
VIK1V.HE,2019-04-26,0.2,1.0,0.2,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.6653,2019-04-26,ex_date_or_prior_business_day,1.9330600000000002
VIK1V.HE,2023-04-28,0.4,1.0,0.4,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,11.791,2023-04-28,ex_date_or_prior_business_day,4.7164
VIK1V.HE,2024-04-24,1.0,1.0,1.0,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,11.733,2024-04-24,ex_date_or_prior_business_day,11.733
VIK1V.HE,2025-04-25,0.5,1.0,0.5,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,11.8415,2025-04-25,ex_date_or_prior_business_day,5.92075
VIK1V.HE,2025-08-15,0.5,1.0,0.5,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,11.896,2025-08-15,ex_date_or_prior_business_day,5.948
VIK1V.HE,2026-04-22,0.5,1.0,0.5,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,10.912,2026-04-22,ex_date_or_prior_business_day,5.456
VISTN.OL,2016-05-25,0.6,1.0,0.6,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2016-05-25,identity,0.6
VISTN.OL,2017-05-26,1.0,1.0,1.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2017-05-26,identity,1.0
VISTN.OL,2017-11-03,7.0,0.705882,4.941174,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2017-11-03,identity,4.941174
VISTN.OL,2020-05-20,1.0,0.92126,0.92126,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2020-05-20,identity,0.92126
VISTN.OL,2021-05-21,0.5,1.0,0.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2021-05-21,identity,0.5
VISTN.OL,2024-01-23,0.75,1.0,0.75,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2024-01-23,identity,0.75
VISTN.OL,2024-06-05,0.5,1.0,0.5,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2024-06-05,identity,0.5
VISTN.OL,2024-11-06,0.5,1.0,0.5,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2024-11-06,identity,0.5
VISTN.OL,2025-06-04,1.25,1.0,1.25,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2025-06-04,identity,1.25
VISTN.OL,2026-05-22,1.0,1.0,1.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2026-05-22,identity,1.0
VITR.ST,2009-04-28,0.4,1.0,0.4,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8154,2009-04-28,ex_date_or_prior_business_day,0.32616
VITR.ST,2010-04-27,0.5,1.0,0.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8190000000000001,2010-04-27,ex_date_or_prior_business_day,0.40950000000000003
VITR.ST,2011-04-28,0.6,1.0,0.6,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8747,2011-04-28,ex_date_or_prior_business_day,0.52482
VITR.ST,2012-04-20,0.6,1.0,0.6,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8538,2012-04-20,ex_date_or_prior_business_day,0.51228
VITR.ST,2013-04-30,0.6,1.0,0.6,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8906000000000001,2013-04-30,ex_date_or_prior_business_day,0.5343600000000001
VITR.ST,2014-05-06,1.0,1.0,1.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9091,2014-05-06,ex_date_or_prior_business_day,0.9091
VITR.ST,2015-05-06,1.5,1.0,1.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.904,2015-05-06,ex_date_or_prior_business_day,1.356
VITR.ST,2016-04-29,2.4,1.0,2.4,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.005,2016-04-29,ex_date_or_prior_business_day,2.4119999999999995
VITR.ST,2017-04-28,2.6,1.0,2.6,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9681000000000001,2017-04-28,ex_date_or_prior_business_day,2.5170600000000003
VITR.ST,2018-04-27,3.7,1.0,3.7,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9183,2018-04-27,ex_date_or_prior_business_day,3.39771
VITR.ST,2019-05-03,0.85,1.0,0.85,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9135,2019-05-03,ex_date_or_prior_business_day,0.7764749999999999
VITR.ST,2021-04-29,0.8,1.0,0.8,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9804,2021-04-29,ex_date_or_prior_business_day,0.7843200000000001
VITR.ST,2022-04-28,0.8,1.0,0.8,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9556,2022-04-28,ex_date_or_prior_business_day,0.76448
VITR.ST,2023-04-28,0.85,1.0,0.85,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0387,2023-04-28,ex_date_or_prior_business_day,0.882895
VITR.ST,2024-04-26,1.0,1.0,1.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0081,2024-04-26,ex_date_or_prior_business_day,1.0081
VITR.ST,2025-04-30,1.1,1.0,1.1,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0763,2025-04-30,ex_date_or_prior_business_day,1.1839300000000001
VITR.ST,2026-05-06,1.1,1.0,1.1,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0051999999999999,2026-04-30,ex_date_or_prior_business_day,1.10572
VITb.ST,2009-05-06,0.75,1.0,0.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8228,2009-05-06,ex_date_or_prior_business_day,0.6171
VITb.ST,2010-05-06,1.0,1.0,1.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8016,2010-05-06,ex_date_or_prior_business_day,0.8016
VITb.ST,2011-05-06,1.25,1.0,1.25,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8806999999999999,2011-05-06,ex_date_or_prior_business_day,1.1008749999999998
VITb.ST,2012-05-03,2.0,1.0,2.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.85,2012-05-03,ex_date_or_prior_business_day,1.7
VITb.ST,2013-05-03,2.5,1.0,2.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8918,2013-05-03,ex_date_or_prior_business_day,2.2295000000000003
VITb.ST,2014-05-07,2.75,1.0,2.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9087000000000001,2014-05-07,ex_date_or_prior_business_day,2.4989250000000003
VITb.ST,2015-05-07,3.35,1.0,3.35,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8959,2015-05-07,ex_date_or_prior_business_day,3.001265
VITb.ST,2016-05-12,0.9,1.0,0.9,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9933,2016-05-12,ex_date_or_prior_business_day,0.8939699999999999
VITb.ST,2017-04-26,1.0,1.0,1.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9778,2017-04-26,ex_date_or_prior_business_day,0.9778
VITb.ST,2018-04-24,1.1,1.0,1.1,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9279000000000001,2018-04-24,ex_date_or_prior_business_day,1.02069
VITb.ST,2019-04-11,1.2,1.0,1.2,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9187000000000001,2019-04-11,ex_date_or_prior_business_day,1.10244
VITb.ST,2020-06-24,0.3375,1.0,0.3375,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0268000000000002,2020-06-24,ex_date_or_prior_business_day,0.3465450000000001
VITb.ST,2020-09-24,0.3375,1.0,0.3375,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0493999999999999,2020-09-24,ex_date_or_prior_business_day,0.3541725
VITb.ST,2020-12-22,0.3375,1.0,0.3375,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0473999999999999,2020-12-22,ex_date_or_prior_business_day,0.35349749999999996
VITb.ST,2021-03-24,0.3375,1.0,0.3375,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9993000000000001,2021-03-24,ex_date_or_prior_business_day,0.33726375000000003
VITb.ST,2021-06-23,0.41,1.0,0.41,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0043,2021-06-23,ex_date_or_prior_business_day,0.411763
VITb.ST,2021-09-24,0.41,1.0,0.41,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9952,2021-09-24,ex_date_or_prior_business_day,0.40803199999999995
VITb.ST,2021-12-23,0.41,1.0,0.41,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9716,2021-12-23,ex_date_or_prior_business_day,0.398356
VITb.ST,2022-03-24,0.41,1.0,0.41,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9166,2022-03-24,ex_date_or_prior_business_day,0.375806
VITb.ST,2022-06-23,0.5,1.0,0.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9784999999999999,2022-06-23,ex_date_or_prior_business_day,0.48924999999999996
VITb.ST,2022-09-26,0.5,1.0,0.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9479000000000001,2022-09-26,ex_date_or_prior_business_day,0.47395000000000004
VITb.ST,2022-12-23,0.5,1.0,0.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9406,2022-12-23,ex_date_or_prior_business_day,0.4703
VITb.ST,2023-03-24,0.5,1.0,0.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0088,2023-03-24,ex_date_or_prior_business_day,0.5044
VITb.ST,2023-06-26,0.57,1.0,0.57,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0022,2023-06-26,ex_date_or_prior_business_day,0.5712539999999999
VITb.ST,2023-09-25,0.57,1.0,0.57,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9745999999999999,2023-09-25,ex_date_or_prior_business_day,0.5555219999999998
VITb.ST,2023-12-21,0.57,1.0,0.57,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0195,2023-12-21,ex_date_or_prior_business_day,0.5811149999999999
VITb.ST,2024-03-22,0.57,1.0,0.57,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0188,2024-03-22,ex_date_or_prior_business_day,0.5807159999999999
VITb.ST,2024-06-24,0.75,1.0,0.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0083,2024-06-24,ex_date_or_prior_business_day,0.7562249999999999
VITb.ST,2024-09-24,0.75,1.0,0.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0282,2024-09-24,ex_date_or_prior_business_day,0.77115
VITb.ST,2024-12-19,0.75,1.0,0.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0307,2024-12-19,ex_date_or_prior_business_day,0.773025
VITb.ST,2025-03-25,0.75,1.0,0.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0473999999999999,2025-03-25,ex_date_or_prior_business_day,0.78555
VITb.ST,2025-06-24,0.9,1.0,0.9,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0588,2025-06-24,ex_date_or_prior_business_day,0.95292
VITb.ST,2025-09-23,0.9,1.0,0.9,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0622,2025-09-23,ex_date_or_prior_business_day,0.95598
VITb.ST,2025-12-19,0.9,1.0,0.9,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0927,2025-12-19,ex_date_or_prior_business_day,0.98343
VITb.ST,2026-03-24,0.9,1.0,0.9,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0376,2026-03-24,ex_date_or_prior_business_day,0.9338400000000001
VITb.ST,2026-06-24,0.92,1.0,0.92,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0051999999999999,2026-04-30,ex_date_or_prior_business_day,0.9247839999999999
VITb.ST,2026-09-24,0.92,1.0,0.92,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0051999999999999,2026-04-30,ex_date_or_prior_business_day,0.9247839999999999
VITb.ST,2026-12-22,0.92,1.0,0.92,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0051999999999999,2026-04-30,ex_date_or_prior_business_day,0.9247839999999999
VITb.ST,2027-03-23,0.92,1.0,0.92,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0051999999999999,2026-04-30,ex_date_or_prior_business_day,0.9247839999999999
