Year,Ticker,CompanyName,Industry,Sector,PROF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,dd_resid,sigma_acc,sigma_acc_abs,FormationYear,PROF_w,sigma_raw,theta_obs,mu_t,var_obs_t,obs_var_i,tau2_t,lambda_i,theta_post_mean,theta_post_sd,q5_cutoff_obs,p_q5,sort_signal_m1,sort_signal_m2,sort_signal_m3,rank_m1,rank_m2,rank_m3,q_m1,q_m2,q_m3
2009,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,-0.5286506469500928,125.69,0.0,168.59000000000003,0.0,0.0,81.15,0.0,-0.0770714008174677,0.0858123185112479,0.0675133635714823,2010,-0.5286506469500928,0.0858123185112479,-0.5286506469500928,0.12397448396385134,0.2653297948583271,0.061483642495879905,0.09599174662638682,0.6095666577579123,-0.27384403585618156,0.19359333269251774,0.36074737845571747,0.0005227990139132777,-0.5286506469500928,-0.27384403585618156,0.0005227990139132777,0.04234527687296417,0.03908794788273615,0.1237785016286645,1,1,1
2009,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,0.4521912601055292,13153.2,9482.61,2456.66,0.0,134.97,2368.27,17.8,-0.0515454389319265,0.0690412239551875,0.054485777852101,2010,0.4521912601055292,0.0690412239551875,0.4521912601055292,0.12397448396385134,0.2653297948583271,0.03979946922874906,0.09599174662638682,0.7069068939539673,0.3559931857297494,0.16773347660354357,0.36074737845571747,0.4886940007104298,0.4521912601055292,0.3559931857297494,0.4886940007104298,0.8631921824104235,0.8762214983713354,0.8762214983713354,5,5,5
2009,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,-1.3306413948688984,199708.07,282273.34,34722.01,6513.52,797.7,79890.99,3956.89,0.0647933525142611,0.06565094368617,0.0565814026669849,2010,-1.3306413948688984,0.06565094368617,-1.3306413948688984,0.12397448396385134,0.2653297948583271,0.035986719833895515,0.09599174662638682,0.7273288529631053,-0.9340096146894921,0.16178436160115062,0.36074737845571747,5.551115123125783e-16,-1.3306413948688984,-0.9340096146894921,5.551115123125783e-16,0.019543973941368076,0.013029315960912053,0.019543973941368076,1,1,1
2009,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,-1.2423343224530168,116.71,36.2,93.78,0.0,11.85,20.22,0.0,-0.0091055581049325,0.0700516058233102,0.0657455030236395,2010,-1.2423343224530168,0.0700516058233102,-1.2423343224530168,0.12397448396385134,0.2653297948583271,0.0409728814393202,0.09599174662638682,0.7008506355402653,-0.833603911357672,0.1694575758019201,0.36074737845571747,9.069411888162904e-13,-1.2423343224530168,-0.833603911357672,9.069411888162904e-13,0.02280130293159609,0.019543973941368076,0.03257328990228013,1,1,1
2009,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,-0.1178012186332962,8.87,0.0,189.57,174.51,11.79,152.63,0.0,-0.0115709329574274,0.1113943029031328,0.0847668835369295,2010,-0.1178012186332962,0.1113943029031328,-0.1178012186332962,0.12397448396385134,0.2653297948583271,0.10360632676871191,0.09599174662638682,0.4809252163289867,0.007698451889225397,0.22321938785485115,0.36074737845571747,0.056867825658999505,-0.1178012186332962,0.007698451889225397,0.056867825658999505,0.1563517915309446,0.1758957654723127,0.3583061889250814,1,1,2
2009,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,0.4013059207623751,3771.48,2555.61,921.44,0.0,21.55,671.0,8.98,0.0508339205899382,0.0519220413846957,0.0378430914562036,2010,0.4013059207623751,0.0519220413846957,0.4013059207623751,0.12397448396385134,0.2653297948583271,0.022509395630327413,0.09599174662638682,0.8100491252517691,0.3486265717473118,0.1350322785125568,0.36074737845571747,0.46423805721241895,0.4013059207623751,0.3486265717473118,0.46423805721241895,0.8403908794788274,0.8664495114006515,0.8664495114006515,5,5,5
2009,AFAGR.HE,Afarak Group SE,Metals & Mining,Materials,-0.1006441223832528,620.05,563.28,238.16,0.0,57.36,2223.94,148.28,-0.3027531779096114,0.5282358323083388,0.3081218889930622,2010,-0.1006441223832528,0.5282358323083388,-0.1006441223832528,0.12397448396385134,0.2653297948583271,2.3297860044749266,0.09599174662638682,0.03957153394733139,0.11508598115758464,0.30363334132815045,0.36074737845571747,0.20923671245240594,-0.1006441223832528,0.11508598115758464,0.20923671245240594,0.16612377850162866,0.4169381107491857,0.7003257328990228,1,3,4
2009,AFGA.OL,AF Gruppen ASA,Construction & Engineering,Industrials,0.3347653090225401,5400.97,2984.4300000000003,2091.24,0.0,19.05,914.56,0.26,-0.1107738361422587,0.0772182012445873,0.0531584160676576,2010,0.3347653090225401,0.0772182012445873,0.3347653090225401,0.12397448396385134,0.2653297948583271,0.049785133726401226,0.09599174662638682,0.6584840229402737,0.26277687444739617,0.18105997663420864,0.36074737845571747,0.2942213263574942,0.3347653090225401,0.26277687444739617,0.2942213263574942,0.7687296416938111,0.7882736156351792,0.7980456026058632,4,4,4
2009,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,0.056797323631971,1031.33,288.01,622.9499999999999,0.0,0.0,1982.19,137.1,0.0385562934238687,0.1445274624022626,0.1314783203300762,2010,0.056797323631971,0.1445274624022626,0.056797323631971,0.12397448396385134,0.2653297948583271,0.17440585933944505,0.09599174662638682,0.3550022060421518,0.10012644385038649,0.24882617388888217,0.36074737845571747,0.14745719523764866,0.056797323631971,0.10012644385038649,0.14745719523764866,0.3289902280130293,0.3713355048859935,0.5570032573289903,2,2,3
2009,AFRY.ST,Afry AB,Professional & Commercial Services,Industrials,0.2271955287605978,3849.92,1287.35,2249.74,34.29,11.35,1466.92,10.97,-0.0182713263597121,0.0368533619944849,0.033605527955843,2010,0.2271955287605978,0.0368533619944849,0.2271955287605978,0.12397448396385134,0.2653297948583271,0.011340038855625753,0.09599174662638682,0.8943459404434655,0.21628980634615463,0.1007070887028319,0.36074737845571747,0.07572436699155116,0.2271955287605978,0.21628980634615463,0.07572436699155116,0.6384364820846905,0.7068403908794788,0.3941368078175896,4,4,2
2009,AGATE.CO,Agat Ejendomme A/S,Real Estate Operations,Real Estate,0.0901279155578415,1178.17,829.6700000000001,187.29,0.0,0.0,1788.68,0.0,0.2582205858542233,0.1976206443695777,0.1448218578794262,2010,0.0901279155578415,0.1976206443695777,0.0901279155578415,0.12397448396385134,0.2653297948583271,0.326080582830921,0.09599174662638682,0.22742961318931068,0.11627677200348699,0.2723240364378094,0.36074737845571747,0.18466754693653242,0.0901279155578415,0.11627677200348699,0.18466754693653242,0.3973941368078176,0.42671009771986973,0.6351791530944625,2,3,4
2009,AGFEb.CO,AGF A/S,Hotels & Entertainment Services,Consumer Discretionary,-0.8359167404783001,138.17,24.74,133.98000000000002,0.0,17.2,42.51,2.65,-0.3658965699622709,0.5708076212262794,0.3966860931557746,2010,-0.8359167404783001,0.5682533138912028,-0.8359167404783001,0.12397448396385134,0.2653297948583271,2.696151367107101,0.09599174662638682,0.034379235847274446,0.09097415717102557,0.30445299100144585,0.36074737845571747,0.18778409928767548,-0.8359167404783001,0.09097415717102557,0.18778409928767548,0.03257328990228013,0.3322475570032573,0.6482084690553745,1,2,4
