PortfolioStrategy,FactorModel,Method,alpha_annualized,alpha_monthly,t_stat,p_value,r_squared,n_obs
Q5,CAPM,Method1_Raw,0.009445367063667796,0.0007871139219723164,0.673651201781408,0.5013517509436296,0.8610185469980651,192
Q5,FF3,Method1_Raw,0.006626273341533581,0.0005521894451277985,0.5749210176744076,0.5660320936089014,0.8868646403636717,192
Q5,FF3+MOM,Method1_Raw,-0.005464525652025756,-0.00045537713766881296,-0.38046240423454125,0.7040340171402826,0.890548644969236,192
Q5,FF5,Method1_Raw,0.00041489707895395075,3.4574756579495896e-05,0.03333062098424947,0.9734466755368765,0.9068718281255599,192
Q5,FF5+MOM,Method1_Raw,-0.00754917890772535,-0.0006290982423104458,-0.5271151522234382,0.5987451424149017,0.9084597690896499,192
Q5,CAPM,Method2_PostMean,0.0034013675113386188,0.00028344729261155156,0.2532708857025126,0.8003327234179103,0.8688455909752548,192
Q5,FF3,Method2_PostMean,0.0010355766111852741,8.629805093210617e-05,0.09760079748675825,0.9223532669385819,0.8939722387375616,192
Q5,FF3+MOM,Method2_PostMean,-0.009307891826127623,-0.000775657652177302,-0.7253219435183522,0.46916123300752477,0.8965807597820956,192
Q5,FF5,Method2_PostMean,-0.005361487099810176,-0.00044679059165084797,-0.47985404548709637,0.6318949685071642,0.9123362530658621,192
Q5,FF5+MOM,Method2_PostMean,-0.012178589452172905,-0.001014882454347742,-0.9712711442182597,0.3326814455800049,0.9134619331616307,192
Q5,CAPM,Method3_ProbQ5,0.008735430304608788,0.0007279525253840657,0.6276900881414575,0.5309606393872697,0.8681644776961827,192
Q5,FF3,Method3_ProbQ5,0.006107015634549995,0.000508917969545833,0.5232178381098155,0.6014388087039744,0.8923771057071739,192
Q5,FF3+MOM,Method3_ProbQ5,-0.004440729840262935,-0.00037006082002191123,-0.32172479869181364,0.7480205289243096,0.8952026371571583,192
Q5,FF5,Method3_ProbQ5,-7.370998617779928e-06,-6.14249884814994e-07,-0.0005832633718716273,0.9995352482705107,0.9111173709669373,192
Q5,FF5+MOM,Method3_ProbQ5,-0.006716559591739274,-0.0005597132993116062,-0.48857214596637166,0.6257232780244051,0.9122530987837415,192
