PortfolioStrategy,FactorModel,Method1_Raw_alpha_annualized,Method2_PostMean_alpha_annualized,Method3_ProbQ5_alpha_annualized,Method1_Raw_p_value,Method2_PostMean_p_value,Method3_ProbQ5_p_value,Method1_Raw_t_stat,Method2_PostMean_t_stat,Method3_ProbQ5_t_stat,Method2_PostMean_minus_Method1_Raw_alpha_difference_annualized,Method3_ProbQ5_minus_Method1_Raw_alpha_difference_annualized,Method2_PostMean_minus_Method1_Raw_p_value,Method3_ProbQ5_minus_Method1_Raw_p_value,Method2_PostMean_minus_Method1_Raw_t_stat,Method3_ProbQ5_minus_Method1_Raw_t_stat
LongShort,CAPM,0.04299439807037678,0.023013904589853085,0.002657136606263372,0.19965640925761097,0.4453946547390102,0.9218764898913014,1.287010328055137,0.7647071860841614,0.09820064580835544,-0.01998049348052366,-0.0403372614641134,0.6565507114792797,0.34907815887449734,-0.44503103965319846,-0.9375364544404156
LongShort,FF3,0.0382620958762739,0.018603663683638763,-0.003134606646685156,0.1988646280330415,0.48753164587597664,0.8792510853347029,1.2893380508210788,0.6956106749909923,-0.15212549870743325,-0.019658432192630637,-0.041396702522956255,0.6224026146036947,0.2529466880726625,-0.4928551716878916,-1.1449776791759152
LongShort,FF3+MOM,-0.015173818930300906,-0.027791847021818118,-0.04073356498029883,0.6923774162682534,0.40303577821775205,0.11496926612183422,-0.3962431619738165,-0.8381155582916042,-1.5836229777200448,-0.01261802809153251,-0.025559746050010053,0.8032861987422746,0.580291472077453,-0.24927333407905586,-0.5534420063892611
LongShort,FF5,0.009760207055673653,-0.008619494687001267,-0.02324606711892559,0.7557265706490321,0.7356873057470543,0.3358032936195907,0.3115564480953465,-0.33807585129945045,-0.9649889850361224,-0.01837970174267089,-0.03300627417460007,0.6475002977677677,0.4023901084265862,-0.45760932035289587,-0.838318611435087
LongShort,FF5+MOM,-0.02083011458065652,-0.03293386426478652,-0.04643311805759497,0.569701402043024,0.2532105908665545,0.07287573745325271,-0.5695093267389303,-1.146156900216992,-1.8038875824997893,-0.012103749684127727,-0.025603003476928073,0.7946450096900382,0.5674470163128102,-0.2604714790761058,-0.572328512268046
Q5,CAPM,0.009445367063667796,0.0034013675113386188,0.008735430304608788,0.5013517509436296,0.8003327234179103,0.5309606393872697,0.673651201781408,0.2532708857025126,0.6276900881414575,-0.0060439995523291976,-0.0007099367590590461,0.7564644310473265,0.9714207578898173,-0.3103506905616374,-0.03585003881770268
Q5,FF3,0.006626273341533581,0.0010355766111852741,0.006107015634549995,0.5660320936089014,0.9223532669385819,0.6014388087039744,0.5749210176744076,0.09760079748675825,0.5232178381098155,-0.005590696730367821,-0.0005192577070027779,0.7225246879952305,0.9748327527660099,-0.35535263245800736,-0.03156870271483319
Q5,FF3+MOM,-0.005464525652025756,-0.009307891826127623,-0.004440729840262935,0.7040340171402826,0.46916123300752477,0.7480205289243096,-0.38046240423454125,-0.7253219435183522,-0.32172479869181364,-0.0038433661740865446,0.0010237958117774795,0.8423376743605233,0.9591019956742142,-0.19904248369544647,0.05131489360382062
Q5,FF5,0.00041489707895395075,-0.005361487099810176,-7.370998617779928e-06,0.9734466755368765,0.6318949685071642,0.9995352482705107,0.03333062098424947,-0.47985404548709637,-0.0005832633718716273,-0.005776384178790242,-0.00042226807759715435,0.7295858188035891,0.9809702696679086,-0.34593673568939326,-0.023868536044670607
Q5,FF5+MOM,-0.00754917890772535,-0.012178589452172905,-0.006716559591739274,0.5987451424149017,0.3326814455800049,0.6257232780244051,-0.5271151522234382,-0.9712711442182597,-0.48857214596637166,-0.004629410544445239,0.0008326193159872153,0.80801164789236,0.9665417227098199,-0.24316588256749186,0.04197443056207503
