PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
LongShort,CAPM,Method2_PostMean minus Method1_Raw,-0.01998049348052366,-0.0016650411233769718,-0.44503103965319846,0.6565507114792797
LongShort,CAPM,Method3_ProbQ5 minus Method1_Raw,-0.0403372614641134,-0.003361438455342783,-0.9375364544404156,0.34907815887449734
LongShort,FF3,Method2_PostMean minus Method1_Raw,-0.019658432192630637,-0.0016382026827192198,-0.4928551716878916,0.6224026146036947
LongShort,FF3,Method3_ProbQ5 minus Method1_Raw,-0.041396702522956255,-0.0034497252102463545,-1.1449776791759152,0.2529466880726625
LongShort,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.01261802809153251,-0.0010515023409610426,-0.24927333407905586,0.8032861987422746
LongShort,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,-0.025559746050010053,-0.0021299788375008376,-0.5534420063892611,0.580291472077453
LongShort,FF5,Method2_PostMean minus Method1_Raw,-0.01837970174267089,-0.0015316418118892408,-0.45760932035289587,0.6475002977677677
LongShort,FF5,Method3_ProbQ5 minus Method1_Raw,-0.03300627417460007,-0.002750522847883339,-0.838318611435087,0.4023901084265862
LongShort,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.012103749684127727,-0.001008645807010644,-0.2604714790761058,0.7946450096900382
LongShort,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,-0.025603003476928073,-0.0021335836230773394,-0.572328512268046,0.5674470163128102
