FormationYear,Method,PortfolioNum,Portfolio,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_p_q5,avg_p_median,avg_sigma_acc
2010,Method1_Raw,1,Q1,63,501070.10000000003,-0.5379163118699314,-0.286566268496884,0.0636349395411963,0.15847008603916574,0.12733541184882907
2010,Method1_Raw,2,Q2,62,477072.39,0.03459740512129471,0.060690501999373765,0.1088661605515348,0.31700767892633175,0.12069412132659141
2010,Method1_Raw,3,Q3,62,988980.02,0.14222386428949813,0.13614543550346594,0.13125929836923783,0.4823386220275457,0.09444297901280403
2010,Method1_Raw,4,Q4,62,689406.95,0.26763504026353463,0.23216677662831503,0.23989249308411062,0.7267409746816303,0.08335647603683714
2010,Method1_Raw,5,Q5,63,2103071.69,0.6704510193622414,0.49497542022354574,0.655324961988741,0.8545192462184745,0.11038262009678475
2010,Method2_PostMean,1,Q1,63,683107.52,-0.5113939556160486,-0.2953064952287539,0.036898760439236275,0.12173130683658825,0.09279609074938273
2010,Method2_PostMean,2,Q2,62,302553.1,0.010062884240164589,0.06901383907929752,0.11635236036530719,0.3435353175437902,0.12233189289568086
2010,Method2_PostMean,3,Q3,62,819682.8200000001,0.1554047861531497,0.13306193887388182,0.1816432734048644,0.47926949861993495,0.16699080753642476
2010,Method2_PostMean,4,Q4,62,620234.85,0.27794789741051434,0.21831002619010043,0.21502856095450676,0.6787145037881758,0.08706581563011878
2010,Method2_PostMean,5,Q5,63,2334022.86,0.6449528852666273,0.5121957805942766,0.6495788069855057,0.9154360135541255,0.06826342912430267
2010,Method3_ProbQ5,1,Q1,63,872821.64,-0.3464487032309952,-0.2312401436014688,0.0028819568908388564,0.16507735747003596,0.04557355335732836
2010,Method3_ProbQ5,2,Q2,62,810739.64,0.005370765243407212,0.07696344436673923,0.060804247476665595,0.4355733867292955,0.06777283412064578
2010,Method3_ProbQ5,3,Q3,62,326535.93,0.0463346135061545,0.10758550444820655,0.18410908330452597,0.48112046710367207,0.1251934484719564
2010,Method3_ProbQ5,4,Q4,62,469766.77999999997,0.21033444548103916,0.17410384144131383,0.2898021311777082,0.5679060948735151,0.21889800399110187
2010,Method3_ProbQ5,5,Q5,63,2279737.16,0.6585043963980838,0.5088825537446939,0.6622486491287966,0.8887407727177559,0.08057330346347229
2010,Method4_ProbMedian,1,Q1,63,791351.47,-0.45453904556079255,-0.2780311053077541,0.00966568069224361,0.09898860993434824,0.06434667463919863
2010,Method4_ProbMedian,2,Q2,62,277187.24,-0.03872454136512879,0.05370622209044049,0.11920618593546771,0.3600769449231352,0.12798279982769115
2010,Method4_ProbMedian,3,Q3,62,373472.88,0.15418546939812028,0.1311161456572729,0.21842701022751607,0.48395753993959173,0.19917983839186607
2010,Method4_ProbMedian,4,Q4,62,1227518.92,0.30653756602524984,0.2307570732102948,0.26150621376695693,0.6547522108585535,0.09194408152090496
2010,Method4_ProbMedian,5,Q5,63,2090070.64,0.6091750954054413,0.4996504623794171,0.5920635797050975,0.9408679596991983,0.05467270828130039
2011,Method1_Raw,1,Q1,65,535274.47,-0.6651320626156536,-0.26380380911308665,0.12102398224512631,0.2079025160064954,0.1330432096558416
2011,Method1_Raw,2,Q2,64,380291.48,0.05819580131910903,0.07633387766832793,0.18238624018751032,0.36423947198269174,0.10833475441283681
2011,Method1_Raw,3,Q3,65,646445.24,0.16369084887467747,0.15522275279150644,0.2167256040462338,0.5051498373847373,0.07858145709836957
2011,Method1_Raw,4,Q4,64,1497818.03,0.2784963967247076,0.24606360000589622,0.33623681182037823,0.6613933691247474,0.08101885322235174
2011,Method1_Raw,5,Q5,65,2678959.44,0.7730820381510342,0.5966006009937647,0.6404982483764953,0.7967584089116491,0.11811930141632689
2011,Method2_PostMean,1,Q1,65,548747.36,-0.634426491131444,-0.2713619556207939,0.08644788364087856,0.18198707302377057,0.09101543984814195
2011,Method2_PostMean,2,Q2,64,366983.15,0.02783676518715641,0.08394187042476349,0.2138067814366173,0.3896292705724769,0.14138140464869525
2011,Method2_PostMean,3,Q3,65,653019.04,0.19775634062792008,0.14874114414488826,0.26983974519227555,0.4834775878771931,0.14893309174508823
2011,Method2_PostMean,4,Q4,64,1245536.28,0.26612063498875055,0.23422514695641647,0.2858980478526028,0.636316203687378,0.06504168054002644
2011,Method2_PostMean,5,Q5,65,2924502.83,0.7503883143527545,0.6148057324366258,0.6405873789730825,0.8440382779903087,0.07298856637075217
2011,Method3_ProbQ5,1,Q1,65,752843.0700000001,-0.5162792925691688,-0.20745881616562192,0.02581817661457688,0.20558089132256033,0.05051987452521378
2011,Method3_ProbQ5,2,Q2,64,616907.52,0.03474015101066086,0.07835118848662519,0.1695541885498017,0.44436362373804766,0.07055891360431202
2011,Method3_ProbQ5,3,Q3,65,314806.63,0.11889598387043993,0.13966509660714752,0.2901525548200571,0.5047489541927973,0.1059955609761014
2011,Method3_ProbQ5,4,Q4,64,1164060.27,0.21221351480759668,0.18793661613553306,0.36642881303542096,0.5596600810586471,0.2112387693858245
2011,Method3_ProbQ5,5,Q5,65,2890171.17,0.7573820725308759,0.6110597115434623,0.6451842298032309,0.820757604847334,0.08220667385819717
2011,Method4_ProbMedian,1,Q1,65,630690.38,-0.5957804719801054,-0.2595676669846922,0.051191986528593955,0.15446526552777004,0.06977974785329179
2011,Method4_ProbMedian,2,Q2,64,474588.99,0.004887234917094464,0.07534853821643821,0.20806210901931077,0.4104200469705695,0.1192375679973054
2011,Method4_ProbMedian,3,Q3,65,264610.52999999997,0.18454728398094622,0.14569360838895254,0.31732490536858987,0.48961070375427734,0.19545558314324943
2011,Method4_ProbMedian,4,Q4,64,1546253.76,0.3098891990569702,0.24657532443553432,0.322285538711838,0.6116857006477441,0.08011448607500422
2011,Method4_ProbMedian,5,Q5,65,2822645.0,0.7044526108778961,0.6023599319052181,0.5981867254431538,0.8692076235332041,0.05466401298975455
2012,Method1_Raw,1,Q1,68,555169.86,-0.5854224991858419,-0.3256521150016752,0.04813859418394616,0.1145790484512093,0.11682458900584494
2012,Method1_Raw,2,Q2,67,678040.76,0.05342148372392234,0.06386757377313114,0.08194936360384622,0.2539618208755846,0.09378140517600216
2012,Method1_Raw,3,Q3,67,390199.69,0.16338115279749116,0.14957767993905996,0.13155660398221253,0.47565606485496975,0.07978367266899518
2012,Method1_Raw,4,Q4,67,509730.08,0.2772685364469602,0.23848844101441316,0.26624875834444195,0.7027166694290803,0.08475914147139285
2012,Method1_Raw,5,Q5,68,2684795.22,0.5866131410508617,0.4426654716913166,0.6675201871527665,0.8592997843147365,0.10084848981260869
2012,Method2_PostMean,1,Q1,68,557045.39,-0.5741898109593817,-0.3287269090861686,0.03308614724540844,0.0938004955117721,0.09662276968971871
2012,Method2_PostMean,2,Q2,67,673848.67,0.04395095252826242,0.06687226863577767,0.10188781410142138,0.2766839194811,0.1259345116971409
2012,Method2_PostMean,3,Q3,67,238830.55,0.18318715053104004,0.1412539788667204,0.1523109395224677,0.45532341851831815,0.11542857917951564
2012,Method2_PostMean,4,Q4,67,901601.6,0.2743171411139797,0.23371251324100176,0.2430796837894754,0.6757693268568039,0.07011621381275272
2012,Method2_PostMean,5,Q5,68,2446609.4,0.5681049709019181,0.45568674484739824,0.6653066242478944,0.9042750821119476,0.06867691618767205
2012,Method3_ProbQ5,1,Q1,68,825743.01,-0.3814528767429146,-0.2648375448439871,0.001881251001996584,0.1044820613707119,0.043905801364622785
2012,Method3_ProbQ5,2,Q2,67,459689.05,0.02757547647942951,0.0654278965593477,0.052882174123933444,0.3544844054865294,0.06486417512345537
2012,Method3_ProbQ5,3,Q3,67,434418.32,0.01557399026337864,0.12043684998263801,0.17396119226297088,0.4844900980991742,0.12100751856399183
2012,Method3_ProbQ5,4,Q4,67,375167.16,0.25678294852404554,0.19216617270132996,0.2935985882731372,0.5738177640841224,0.17388568629609033
2012,Method3_ProbQ5,5,Q5,68,2722918.07,0.5739272945785496,0.454666871495104,0.6736886432041392,0.88865167230431,0.07382578091414158
2012,Method4_ProbMedian,1,Q1,68,631348.95,-0.4505588713799494,-0.30811341692789396,0.00601825871869225,0.05224840703186237,0.056745568812629606
2012,Method4_ProbMedian,2,Q2,67,611058.52,-0.07366312365628178,0.0502574640761583,0.09440415675891567,0.30751820959695847,0.11434601727528833
2012,Method4_ProbMedian,3,Q3,67,230940.18,0.1819768236321225,0.13743660235887606,0.20159151253871005,0.4647471848084472,0.1738511489022716
2012,Method4_ProbMedian,4,Q4,67,1107076.5,0.3096587549675441,0.2429355987632895,0.27967032334212844,0.6513650547299039,0.07954071619458061
2012,Method4_ProbMedian,5,Q5,68,2237511.46,0.5267291324754728,0.4461175085939293,0.6151397157133148,0.930206530199227,0.05312287140677589
2013,Method1_Raw,1,Q1,71,352310.49,-0.6098100105073614,-0.34471876351232783,0.06147249969951909,0.144975273143872,0.11664959665454763
2013,Method1_Raw,2,Q2,70,622446.8200000001,0.02938019936175508,0.040290751493631864,0.09300443688393849,0.31178755304928296,0.08079012067367827
2013,Method1_Raw,3,Q3,70,413042.69,0.1236315916905404,0.11255064519722342,0.132536550264687,0.48569078881967553,0.08438226667650599
2013,Method1_Raw,4,Q4,70,607721.02,0.23682295295883143,0.20373992448736242,0.27206870911521375,0.7063841865829041,0.07874566918892986
2013,Method1_Raw,5,Q5,70,3099639.09,0.5837856338416234,0.43244988869307627,0.670639759625021,0.8645761104563554,0.09031890599764511
2013,Method2_PostMean,1,Q1,71,349441.06,-0.5981059466074287,-0.34661041747871485,0.04633080598063118,0.12672871526614907,0.10155358556602637
2013,Method2_PostMean,2,Q2,70,622049.64,0.01768656562586688,0.04209721393264633,0.1198946537278877,0.33551615721161954,0.11023305845659878
2013,Method2_PostMean,3,Q3,70,387840.55,0.1310823088423242,0.10809134351196999,0.14690721208917804,0.4643846170915158,0.0983965599845346
2013,Method2_PostMean,4,Q4,70,554121.36,0.24162630520252992,0.19778456139880277,0.2443540597964006,0.6811305265684421,0.07316736535482164
2013,Method2_PostMean,5,Q5,70,3181707.5,0.5713539333692403,0.44297676862235313,0.6724515339045516,0.9059145610269025,0.06775164713059005
2013,Method3_ProbQ5,1,Q1,71,522243.31,-0.3610542378498237,-0.27204493473624947,0.003464634058745381,0.1638763471193829,0.042900112694902716
2013,Method3_ProbQ5,2,Q2,70,715171.5800000001,-0.07993312759781367,0.03463338587258094,0.06713659189228546,0.3902191313813885,0.06961170163618514
2013,Method3_ProbQ5,3,Q3,70,229160.59,0.0215506627235308,0.07719990700806734,0.17964614313305918,0.47576411888489084,0.1116158355287161
2013,Method3_ProbQ5,4,Q4,70,474701.72000000003,0.2039408742089706,0.16115092497174735,0.3037904199695343,0.5887781220922288,0.15628409384310546
2013,Method3_ProbQ5,5,Q5,70,3153882.91,0.5757525419654173,0.44233496568887604,0.676512850329623,0.8945061772316917,0.0715283795449638
2013,Method4_ProbMedian,1,Q1,71,450930.95999999996,-0.5428132884524033,-0.3334303663252778,0.018290212353525282,0.10050797564768778,0.0720843164056173
2013,Method4_ProbMedian,2,Q2,70,530340.0700000001,-0.029609257534988595,0.033077683221678485,0.10629134295194043,0.3494591587281884,0.10109458304815618
2013,Method4_ProbMedian,3,Q3,70,372096.7,0.13495968562183921,0.10440558155398977,0.20624539878845835,0.47502095198637306,0.14875472722831917
2013,Method4_ProbMedian,4,Q4,70,1017491.71,0.28881098696796575,0.21495214823563707,0.2914141633169918,0.656241081077883,0.08095349464111819
2013,Method4_ProbMedian,5,Q5,70,2724300.67,0.5115051447136194,0.42514613685598074,0.6080977279966918,0.9328199917190461,0.04863608472879501
2014,Method1_Raw,1,Q1,73,508802.48,-0.6037054897863346,-0.35369780933159656,0.1230242979108937,0.21570116719767748,0.10900586726899414
2014,Method1_Raw,2,Q2,73,800534.79,0.030599499551798096,0.037353573122832925,0.16968849764893218,0.368803384993329,0.08215554487839993
2014,Method1_Raw,3,Q3,72,723633.01,0.10987678213967485,0.09524819589517938,0.21683116820084783,0.48147440551028237,0.07996982276942496
