Ticker,Year,FormationYear,PROF,PROF_w,sigma_acc,sigma_mean,sigma_raw,MarketCap,theta_obs,theta_post_mean,theta_conservative,theta_post_sd,theta_post_sd_between,theta_conservative_sd_between,p_q5,p_q5_sd_mc,p_median,p_median_sd_mc,p_q1,p_q1_sd_mc,lambda_i,mu_t,var_obs_t,obs_var_i,tau2_t,q5_cutoff_obs,median_cutoff_obs,q1_cutoff_obs,n_sigma_draws_used,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,d_ACT,d_CHE,d_LCT,d_STD,d_TXP,WCA,AT_lag,AvgAT,WCA_scaled,CFO,CFO_lag1,dREV,CFO_lag1_scaled,CFO_scaled,dREV_scaled,PPE_scaled,CFO_lead1,CFO_lead1_scaled,usable,sector_idx,firm_idx_x,firm_idx_y,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws,sigma_measure,sigma_scale_mean,sigma_scale_median,sigma_scale_std,sigma_scale_q05,sigma_scale_q95,sigma_scale_n_draws,sigma_acc_measure
NKT.CO,2015,2016,0.0291539668512274,0.0291539668512274,0.0343393209601537,0.0343393209601537,0.0343393209601537,5276.02,0.0291539668512274,0.037055213729943456,0.02346657270821401,0.09129252056498759,0.0,0.0,0.0010051476086658795,0.0,0.05505945447852578,0.0,0.6522068842601534,0.0,0.9431260585698661,0.16807957460820416,0.19313066936309126,0.008836914466923598,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8607.38,559.68,5881.94,111.36,63.36,3525.13,16162.6,1549.22,11199.61,8058.24,3069.81,249.56,94.81,7762.58,0.0,875.329999999999,105.74999999999994,819.0599999999995,-214.61,-0.980000000000004,-265.0700000000006,14978.73,15570.665,-0.0170236788216817,1549.22,1775.05,-6587.149999999998,0.1139996268624365,0.0994960716192917,-0.4230487265637015,0.2263955971051975,1429.45,0.0918040430514689,True,5,368,368,0.0316761706571774,0.0136271433258526,0.0178870374681023,0.0602379252056995,8000,student_t_residual_sd,0.0244095085279565,0.0225085545663465,0.0094157670428287,0.0129022447599777,0.0423296133778621,8000,student_t_residual_sd
NMAN.ST,2015,2016,0.2637772806136423,0.2637772806136423,0.0368226698583043,0.0368226698583043,0.0368226698583043,3132.64,0.2637772806136423,0.2575717918650508,0.25729281091461015,0.09748005541725902,0.0,0.0,0.313566372234648,0.0,0.8187568278574733,0.0,0.0206534281283987,0.0,0.9351553030096785,0.16807957460820416,0.19313066936309126,0.010161265378669989,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Nederman Holding AB,Professional & Commercial Services,Industrials,1497.21,273.57,830.55,0.31,43.12,275.04,2685.27,77.16,3057.62,1979.52,832.1000000000001,6.12,21.03,876.08,0.0,249.6200000000001,-37.94,103.24,-28.92,26.25,181.6500000000001,2274.62,2479.945,0.0732475921845041,77.16,132.28,460.8800000000001,0.0533398926185863,0.0311135932450114,0.1858428311918208,0.1109056854083457,235.37,0.094909362909258,True,5,371,371,0.0339455372587762,0.0145281457056977,0.0192682955780568,0.0642552235405155,8000,student_t_residual_sd,0.0261723362948236,0.0242521820031037,0.0100250468891336,0.0138110778964392,0.0450585402350264,8000,student_t_residual_sd
NOBI.ST,2015,2016,0.1887941778576397,0.1887941778576397,0.0350399930250238,0.0350399930250238,0.0350399930250238,13896.71,0.1887941778576397,0.1875703580073691,0.1828861725942324,0.0930462707677889,0.0,0.0,0.09429143765967396,0.0,0.5588924587206954,0.0,0.0914634005413385,0.0,0.940919947365927,0.16807957460820416,0.19313066936309126,0.009201216881446041,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Nobia AB,Homebuilding & Construction Supplies,Consumer Discretionary,3529.01,800.62,2563.03,3.14,122.45,1802.18,8444.72,1094.74,11727.59,7178.43,3730.72,0.0,64.06,3995.78,0.0,261.48,350.12,-2.8799999999996544,2.18,40.98,-42.60000000000033,7529.03,7986.875,-0.0053337506847171,1094.74,948.89,1245.66,0.1188061663666953,0.1370673761640191,0.1559633774160732,0.2256426950465607,1257.89,0.1574946396431645,True,1,373,373,0.0316819127566601,0.0152861707756188,0.0175984051530788,0.0643023780459081,8000,student_t_residual_sd,0.024928974389057,0.0227384695668169,0.0106803626920475,0.0125035955366859,0.0447794743520241,8000,student_t_residual_sd
NOD.OL,2015,2016,0.5487399863129505,0.5487399863129505,0.175832742538513,0.175832742538513,0.175832742538513,7068.81,0.5487399863129505,0.3155594206563499,0.48748313939989046,0.2996096891885382,0.0,0.0,0.7861302220713315,0.0,0.8938737010547401,0.0,0.05315717836164494,0.0,0.3874315308693995,0.16807957460820416,0.19313066936309126,0.23169504468109994,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,1082.95,258.94,400.75,88.4,87.79,103.85,1400.64,35.2,1556.69,785.43,489.27,264.43,1.17,993.64,0.0,327.26,4.289999999999992,172.41,88.4,37.8,276.76000000000005,949.97,1175.305,0.2354793011175822,35.2,132.29,503.4500000000001,0.1125580168551992,0.0299496726381662,0.4283568945933183,0.0883600427123172,2.58,0.0021951748695019,True,6,374,374,0.1684724847098886,0.0494349866118526,0.1081330865524193,0.265803277497864,8000,student_t_residual_sd,0.1252286221909622,0.120571825432302,0.0345758488969525,0.0770741017808654,0.1885571551871012,8000,student_t_residual_sd
NOHOP.HE,2015,2016,0.1009312730867278,0.1009312730867278,0.1152423470877022,0.1152423470877022,0.1152423470877022,787.8,0.1009312730867278,0.1280908097090054,0.0604841791068584,0.24345696118069243,0.0,0.0,0.19396126133616365,0.0,0.38046054752892744,0.0,0.4411320986393568,0.0,0.5955290602013061,0.16807957460820416,0.19313066936309126,0.09952711951168557,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,NoHo Partners Oyj,Hotels & Entertainment Services,Consumer Discretionary,135.16,20.5,256.7,88.23,0.0,278.43,869.57,110.53,1016.28,253.68,705.02,0.0,18.78,380.3,4.12,-18.66,-26.89,27.769999999999985,23.56,0.0,4.020000000000024,760.93,815.25,0.0049310027598896,110.53,68.46,292.15,0.0839742410303587,0.1355780435449248,0.3583563324133701,0.3415271389144434,125.59,0.1540509046304814,True,1,375,375,0.110023897832623,0.0371019633331581,0.0643860602265251,0.1841533811358174,8000,student_t_residual_sd,0.0821554244968498,0.0788147214392651,0.0262950817640756,0.0459097198063866,0.1306790125103961,8000,student_t_residual_sd
NOKIA.HE,2015,2016,0.3263367450695912,0.3263367450695912,0.0772807997062332,0.0772807997062332,0.0772807997062332,247815.76,0.3263367450695912,0.289310033697436,0.3029401992674601,0.18516308455118546,0.0,0.0,0.5327272087539846,0.0,0.7931132899011231,0.0,0.07896618302988634,0.0,0.7660345419786886,0.16807957460820416,0.19313066936309126,0.044756947633130734,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Nokia Oyj,Communications & Networking,Communication Services,151910.81,67152.18,61353.77,480.0,4281.61,6672.02,200890.15,4534.94,112344.94,62281.67,34454.83,18604.89,1243.31,100829.07,201.6,27861.06,20421.109999999997,-4521.6700000000055,-559.47,-66.10000000000036,11336.05000000001,190386.18,195638.165,0.0579439599630267,4534.94,10654.66,14054.650000000009,0.0544610505828451,0.0231802419533019,0.0718400216031468,0.0341038774310728,-13504.99,-0.0690304471011574,True,0,376,376,0.0726780464779363,0.0277692483241579,0.0419023025652414,0.1279722930311894,8000,student_t_residual_sd,0.0550489863430127,0.0518975575295835,0.0195490768885867,0.0298888885367634,0.0908458596726344,8000,student_t_residual_sd
NOLAb.ST,2015,2016,0.4580777984800995,0.4580777984800995,0.0612903985341709,0.0612903985341709,0.0612903985341709,6420.32,0.4580777984800995,0.41134466905748845,0.4419628275679828,0.15367148842954106,0.0,0.0,0.830526393304476,0.0,0.9672655857767535,0.0,0.005252907907119385,0.0,0.8388502908788328,0.16807957460820416,0.19313066936309126,0.028151538615323216,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Nolato AB,Chemicals,Materials,1769.74,421.77,1304.02,161.17,10.47,996.33,3383.54,508.65,4518.55,3732.63,266.76,331.77,7.65,1840.91,0.0,405.79,176.39,221.8699999999999,85.44999999999999,-28.83,64.15000000000009,2793.07,3088.3050000000003,0.0207719121006507,508.65,303.13,629.2800000000002,0.098154165472646,0.1647019967263595,0.2037622579376066,0.3226138610014231,457.59,0.1481686556217731,True,7,378,378,0.0580927825077548,0.021273587324538,0.0329918782089232,0.1015486928944589,8000,student_t_residual_sd,0.0437211708822187,0.0415108462818227,0.0151686508896843,0.0230789142107039,0.071659079253933,8000,student_t_residual_sd
NOVOb.CO,2015,2016,1.1795777416052704,1.1795777416052704,0.0593268514501242,0.0593268514501242,0.0593268514501242,1199273.24,1.1795777416052704,1.0252843401166434,1.16432379389455,0.14950980032482808,0.0,0.0,0.9999999968507958,0.0,0.9999999999908568,0.0,4.4691164983935544e-14,0.0,0.8474605228927968,0.16807957460820416,0.19313066936309126,0.0263766627345279,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Novo Nordisk A/S,Pharmaceuticals,Health Care,70931.43,21769.54,52578.53,1380.29,4858.69,32860.78,118089.12,45921.27,129447.19,19415.82,54904.74,16321.38,177.51,60420.35,0.0,14730.26999999999,4292.34,11679.019999999997,506.19,1494.6099999999997,759.7099999999919,93555.7,105822.41,0.0071791031786177,45921.27,35534.72,29873.270000000004,0.3357957922145224,0.4339465525307919,0.2822962546402033,0.3105276094165687,60284.36,0.5696747976161193,True,4,386,386,0.0540544641176094,0.025397827914002,0.029173192776472,0.1071932330355384,8000,student_t_residual_sd,0.042262122229739,0.0384430344253026,0.0178972520764065,0.0206513798070704,0.0762126195521301,8000,student_t_residual_sd
NSISb.CO,2015,2016,0.4499013953513322,0.4499013953513322,0.0432711468812972,0.0432711468812972,0.0432711468812972,133112.58,0.4499013953513322,0.4252739970532501,0.4411627539526134,0.11316196854313874,0.0,0.0,0.8899588437995051,0.0,0.9924339210005028,0.0,0.0003339439174327926,0.0,0.9126135860128117,0.16807957460820416,0.19313066936309126,0.01403182170507217,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Novozymes A/S,Chemicals,Materials,7908.71,1079.28,4245.08,1231.07,474.68,10499.5,22886.13,4004.78,16793.94,7044.05,5208.97,2274.05,105.55,14896.37,16.72,-967.0700000000006,-1998.29,-539.4200000000001,509.94,2.420000000000016,2083.0,22369.75,22627.94,0.0920543363646889,4004.78,5073.67,2824.2599999999984,0.2242214713314601,0.1769838527059909,0.1248129524826386,0.4640060031978164,4791.4,0.2117470702149643,True,7,389,389,0.0402519998158498,0.0170019904801662,0.021509475349559,0.0752530233674975,8000,student_t_residual_sd,0.0308394288354054,0.0287793810873365,0.0120239958678936,0.0152819384499434,0.053865146609013,8000,student_t_residual_sd
OLVAS.HE,2015,2016,0.1260115736965533,0.1260115736965533,0.0619803834868237,0.0619803834868237,0.0619803834868237,4422.14,0.1260115736965533,0.13291911163410688,0.10959163980889261,0.1551187287484171,0.0,0.0,0.11635693371458378,0.0,0.3760521848999413,0.0,0.34674437651603396,0.0,0.8358006611233931,0.16807957460820416,0.19313066936309126,0.028788945890738694,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Olvi Oyj,Beverages,Consumer Staples,918.61,122.75,961.02,210.04,0.35,1903.28,3036.41,551.6,2777.26,1299.7,1154.67,4.45,103.27,1764.31,13.86,-126.80000000000008,83.14,15.769999999999982,-68.85,0.1199999999999999,-294.44000000000005,3007.74,3022.075,-0.0974297461181473,551.6,387.32,96.59000000000016,0.1281635962045945,0.1825235971972899,0.0319614834178503,0.6297924439333902,568.75,0.1881985059933985,True,2,402,402,0.0568836215603454,0.0243497506433463,0.0326511838858654,0.1084680891683929,8000,student_t_residual_sd,0.0441064392804054,0.040574684483165,0.0170789732953043,0.0233880995338506,0.0770161005956767,8000,student_t_residual_sd
ORIOLA.HE,2015,2016,0.2087497390494444,0.2087497390494444,0.0945555565273176,0.0945555565273176,0.0945555565273176,7484.0,0.2087497390494444,0.1959888113978799,0.17737310748946794,0.2144280982296153,0.0,0.0,0.31651855235014104,0.0,0.5625177011526991,0.0,0.25112054319337607,0.0,0.6862336844002354,0.16807957460820416,0.19313066936309126,0.06700255373001009,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Oriola Oyj,Pharmaceuticals,Health Care,5284.81,1170.24,6312.02,229.44,112.32,697.92,9090.26,765.66,14546.7,11613.75,2507.19,0.0,35.78,1868.17,0.0,917.2200000000004,343.18000000000006,598.5400000000009,-431.3,61.7,-394.1000000000006,7899.99,8495.125,-0.0463913126646165,765.66,-90.25,1073.3600000000006,-0.0106237400862259,0.0901293388855372,0.1263501125645591,0.0821553538058592,372.46,0.043843969335354,True,4,406,406,0.0878158407974571,0.0355492095157107,0.0504308588044391,0.1611177381830387,8000,student_t_residual_sd,0.0672365701093628,0.0628986641148263,0.0247337566307633,0.0360032870201052,0.1129983923534314,8000,student_t_residual_sd
ORK.OL,2015,2016,0.0540804836128726,0.0540804836128726,0.1426892325041445,0.1426892325041445,0.1426892325041445,71427.06,0.0540804836128726,0.11223107198926269,0.0030707888261207947,0.2734040208544271,0.0,0.0,0.17356229318245275,0.0,0.3291344864082907,0.0,0.5157475067047135,0.0,0.489903052132482,0.16807957460820416,0.19313066936309126,0.15258071631518197,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Orkla ASA,Food & Tobacco,Consumer Staples,13010.0,721.0,7579.0,399.0,185.0,10523.0,54238.0,3844.0,32610.0,16345.0,14157.0,0.0,283.0,33329.0,417.0,6.0,-1894.0,980.0,-199.0,-199.0,522.0,50112.0,52175.0,0.0100047915668423,3844.0,3022.0,3408.0,0.0579204599904168,0.0736751317680881,0.0653186391950167,0.2016866315285098,4118.0,0.0789266890273119,True,2,407,407,0.1366137167913734,0.0436881447644217,0.0832552783085429,0.2219226007031316,8000,student_t_residual_sd,0.1017605037916412,0.0976975058453804,0.0309957556036236,0.0585855987402365,0.1584232350151294,8000,student_t_residual_sd
OUT1V.HE,2015,2016,-0.1352190624935706,-0.1352190624935706,0.0633686317555863,0.0633686317555863,0.0633686317555863,10920.37,-0.1352190624935706,-0.08354605784421783,-0.1522560677182309,0.1580065763918192,0.0,0.0,0.002364950470665761,0.0,0.02480087618358584,0.0,0.8973093131287541,0.0,0.8296299477533973,0.16807957460820416,0.19313066936309126,0.030093029127830878,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Outokumpu Oyj,Metals & Mining,Materials,20899.26,1785.6,16713.65,4982.41,307.2,28848.08,56390.55,-304.12,57102.72,56109.86,3050.13,196.78,1162.8,22358.46,0.0,-1761.2400000000016,59.169999999999845,-1508.7599999999984,119.48999999999978,17.95999999999998,-174.20000000000323,57948.34,57169.445,-0.0030470822307266,-304.12,-1052.93,-89.83000000000175,-0.0184177054718652,-0.0053196248450549,-0.0015712938965911,0.5046066128506232,3613.1,0.0631998439026301,True,7,416,416,0.0602729804470271,0.0216099328338518,0.0346553314958263,0.1033875146151503,8000,student_t_residual_sd,0.0451943950736788,0.0429571261066257,0.0153482209947955,0.0243280080852673,0.0738195141363233,8000,student_t_residual_sd
PEABb.ST,2015,2016,0.0780544364976543,0.0780544364976543,0.0250806288406979,0.0250806288406979,0.0250806288406979,18639.8,0.0780544364976543,0.0808601932720469,0.0749377994857264,0.06758053829996351,0.0,0.0,0.0002814858503452644,0.0,0.07569465365106731,0.0,0.42269168328356554,0.0,0.9688336298807211,0.16807957460820416,0.19313066936309126,0.004714048951289109,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Peab AB,Construction & Engineering,Industrials,19589.58,905.28,16179.87,3060.16,47.1,3824.14,29346.69,2701.0,42428.12,39376.23,2195.22,0.0,196.95,8452.05,0.0,1281.2400000000016,146.14999999999998,1161.1100000000006,-11.840000000000146,-24.79,-62.64999999999918,27207.07,28276.88,-0.0022155909704323,2701.0,3444.68,2350.4100000000035,0.12181966327261,0.0955197320213545,0.0831212637320667,0.135239107001904,3392.66,0.1199799977932501,True,5,427,427,0.0228202884917623,0.0107495638858682,0.0126833943674288,0.0448846853401574,8000,student_t_residual_sd,0.0178231276836382,0.0163139464728203,0.0073929732597514,0.0090028209958092,0.0315613104625563,8000,student_t_residual_sd
PHO.OL,2015,2016,0.0445110920689326,0.0445110920689326,0.1348536472836851,0.1348536472836851,0.1348536472836851,899.86,0.0445110920689326,0.10405464033049683,-0.0036755871214026598,0.2657308848421441,0.0,0.0,0.157848143937784,0.0,0.3116821913053486,0.0,0.5305430815152911,0.0,0.5181332080966474,0.16807957460820416,0.19313066936309126,0.1362832994595811,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Photocure ASA,Pharmaceuticals,Health Care,204.47,134.03,34.04,0.0,0.0,2.29,248.06,-21.03,134.72,8.22,148.49,31.34,0.0,210.06,0.0,10.400000000000006,-31.22,6.57,0.0,0.0,35.050000000000004,270.58,259.32,0.1351611908067253,-21.03,-6.09,5.77000000000001,-0.0234844979176307,-0.0810967144840351,0.0222505013111214,0.0088307882153324,19.19,0.0740012339966065,True,4,431,431,0.1269321967650291,0.0480706661542069,0.0721981577172173,0.2255787521738426,8000,student_t_residual_sd,0.0961222205850279,0.0909944852495952,0.0341283618463668,0.0516437000051741,0.1608152948667077,8000,student_t_residual_sd
PLAZb.ST,2015,2016,0.0685668581400421,0.0685668581400421,0.0091509813594755,0.0091509813594755,0.0091509813594755,3754.71,0.0685668581400421,0.06899120228260984,0.06814043611316124,0.024997602041833048,0.0,0.0,0.0,0.0,1.0310194535234629e-05,0.0,0.44130069173105396,0.0,0.9957357797311914,0.16807957460820416,0.19313066936309126,0.0006275561454772152,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Platzer Fastigheter Holding AB (publ),Real Estate Operations,Real Estate,303.19,237.05,243.95,0.0,28.47,10244.71,10610.69,280.62,563.24,144.95,33.46,0.0,130.22,3713.31,0.0,185.58,145.51,99.22,0.0,17.54,-41.610000000000014,8154.64,9382.665,-0.0044347741286723,280.62,176.18,81.07999999999998,0.0187771811100577,0.0299083469355454,0.00864146806904,1.0918763485640806,360.77,0.0384506960442475,True,8,435,435,0.0073099853958354,0.0067308080412238,0.0032266602162024,0.0210852040522131,8000,student_t_residual_sd,0.0065071520340352,0.0052192248220894,0.0047481292725251,0.0023071270697068,0.0148953148459672,8000,student_t_residual_sd
PNDORA.CO,2015,2016,0.8647913862377852,0.8647913862377852,0.0654148296472875,0.0654148296472875,0.0654148296472875,137184.43,0.8647913862377852,0.73970166867781,0.8468370878504224,0.1622044460391985,0.0,0.0,0.9996791600166363,0.0,0.9999894326724369,0.0,4.0794158796962146e-07,0.0,0.8204570161263731,0.16807957460820416,0.19313066936309126,0.03206783755607588,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Pandora A/S,Textiles & Apparel,Consumer Discretionary,7187.05,1143.6,5251.04,330.6,393.63,1591.26,17123.11,4058.76,20074.29,5450.05,7650.950000000001,0.0,143.92000000000002,7897.13,0.0,1748.1900000000005,-229.47000000000003,1568.88,318.46000000000004,-386.99,340.25000000000045,12815.32,14969.215,0.0227299828347712,4058.76,4846.05,6684.300000000001,0.3237344109226837,0.2711404706258812,0.4465364416236924,0.1063021674817283,8149.13,0.5443926084300346,True,1,437,437,0.0601734215891277,0.0266011341463863,0.0323224384033905,0.1157440148219539,8000,student_t_residual_sd,0.046685724599408,0.0429981614347102,0.0190802434423274,0.0230997166860083,0.0829476106636978,8000,student_t_residual_sd
PON1V.HE,2015,2016,0.8324410756563837,0.8324410756563837,0.0517477458253959,0.0517477458253959,0.0517477458253959,4935.18,0.8324410756563837,0.7524192551733395,0.8203961542759618,0.13285580022728538,0.0,0.0,0.9999564343339252,0.0,0.9999996260023734,0.0,3.792413812779726e-09,0.0,0.8795507861957808,0.16807957460820416,0.19313066936309126,0.02006781635700053,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Ponsse Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1734.44,254.35,1051.08,184.22,18.3,569.22,2569.52,393.4,4131.79,2587.64,594.28,8.54,16.12,1131.96,0.0,505.4100000000001,139.38,280.9699999999999,50.34,10.96,146.36000000000018,1860.17,2214.8450000000003,0.0660813736401419,393.4,313.14,865.77,0.1413823540699236,0.1776196528425239,0.3908941709239246,0.2570021829970043,499.15,0.2253656576419568,True,5,440,440,0.0485914107077764,0.0180875085777917,0.0283525925796093,0.0859657424860854,8000,student_t_residual_sd,0.0367770603046977,0.0346460399879428,0.0124338718526627,0.0204863908450057,0.0600695257757493,8000,student_t_residual_sd
RAIVV.HE,2015,2016,0.1067496822926123,0.1067496822926123,0.1311095541408019,0.1311095541408019,0.1311095541408019,6722.24,0.1067496822926123,0.13544133562902386,0.05996718805836544,0.2618304916228153,0.0,0.0,0.21752422165609264,0.0,0.3971628403200982,0.0,0.43646851823065785,0.0,0.5321750576575315,0.16807957460820416,0.19313066936309126,0.1288207806002855,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Raisio Oyj,Food & Tobacco,Consumer Staples,1944.01,105.6,1066.56,178.56,24.96,948.48,5410.57,581.4,4661.96,3606.49,732.57,49.2,13.42,3360.01,0.0,230.24,-125.8,42.450000000000045,-15.78,15.02,312.83,4919.87,5165.219999999999,0.0605647000514983,581.4,218.94,534.6400000000003,0.04238735232962,0.1125605492118438,0.1035076918311321,0.1836281900867727,442.12,0.0855955796655321,True,2,456,456,0.1247117658560943,0.0411510017137816,0.077641242666102,0.2069862220024587,8000,student_t_residual_sd,0.0933305751924296,0.0891396709491127,0.0285918646252271,0.0551640401778268,0.1456759815705725,8000,student_t_residual_sd
RAUTE.HE,2015,2016,0.4169472502805839,0.4169472502805839,0.0736487773108405,0.0736487773108405,0.0736487773108405,550.2,0.4169472502805839,0.362904662253844,0.39523185960932455,0.1783866534978809,0.0,0.0,0.7234734621388345,0.0,0.9124920316932215,0.0,0.02421108735972429,0.0,0.7828460932874067,0.16807957460820416,0.19313066936309126,0.04064885603828425,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,489.22,62.76,301.1,14.74,0.11,81.88,592.9,66.88,1138.46,608.17,446.13,35.74,1.02,285.12,0.0,122.79000000000002,22.71,61.50000000000003,1.0700000000000005,-0.5,39.149999999999984,475.86,534.38,0.073262472397919,66.88,-15.53,352.76,-0.0290617163816011,0.1251543845203787,0.6601294958643662,0.1532242973165163,197.25,0.3691193532692092,True,5,459,459,0.0699880004559832,0.0227527646274431,0.0428729281608107,0.1155943190527652,8000,student_t_residual_sd,0.0523931750073507,0.0503112718621564,0.0156700171593865,0.0306641462743763,0.0814753738964624,8000,student_t_residual_sd
RAYb.ST,2015,2016,0.5176889261042497,0.5176889261042497,0.1002390404309394,0.1002390404309394,0.1002390404309394,4531.29,0.5176889261042497,0.3990205548028335,0.4837457919193054,0.2230254915892641,0.0,0.0,0.8228206937540438,0.0,0.9377931905318566,0.0,0.021161918910627565,0.0,0.6605686581505574,0.16807957460820416,0.19313066936309126,0.07529931867778086,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,259.09,62.49,78.97,0.0,6.13,43.7,507.05,106.53,380.15,22.65,279.42,97.06,2.03,334.39,0.0,55.19999999999999,8.730000000000004,24.92,0.0,0.7000000000000002,22.249999999999982,373.58,440.315,0.0505320054960652,106.53,46.18,118.14999999999998,0.1048794612947549,0.2419404290110489,0.2683306269375333,0.0992471298956429,118.67,0.2695115996502504,True,4,460,460,0.0928483746568447,0.0392665992478496,0.051368179299458,0.1731049204138714,8000,student_t_residual_sd,0.0714750393101897,0.0665148936659672,0.0280839070480767,0.0362754728315985,0.1231136799920323,8000,student_t_residual_sd
RBREW.CO,2015,2016,0.1868593224379519,0.1868593224379519,0.0561145179880681,0.0561145179880681,0.0561145179880681,19994.9,0.1868593224379519,0.18425463011980486,0.17298963503980103,0.14256465624257492,0.0,0.0,0.19169198118752562,0.0,0.533124930106988,0.0,0.1960986714745659,0.0,0.8613031260184915,0.16807957460820416,0.19313066936309126,0.023597593687506486,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Royal Unibrew A/S,Beverages,Consumer Staples,1597.75,428.61,2522.81,70.92999999999999,9.06,2882.43,8679.94,1391.03,7234.89,3433.58,3039.2300000000005,0.0,56.63,3775.3,0.0,-53.11999999999989,-168.02999999999997,243.9699999999998,-138.04000000000002,-17.839999999999996,-284.9399999999997,8527.16,8603.55,-0.0331188869710758,1391.03,1004.02,444.7000000000007,0.11669833963887,0.1616809340330445,0.0516879660140291,0.335027982635075,1228.71,0.1428143033980159,True,2,462,462,0.0502844809392766,0.0271685205951171,0.0237736282760861,0.1075034712669457,8000,student_t_residual_sd,0.0401375245587391,0.0358718386299496,0.0196186175575432,0.0167977719484356,0.0782039636853612,8000,student_t_residual_sd
REG1V.HE,2015,2016,0.3435155412647374,0.3435155412647374,0.0573980591089159,0.0573980591089159,0.0573980591089159,2182.54,0.3435155412647374,0.3182195884871851,0.3290966320412505,0.14535994120696388,0.0,0.0,0.588153137879136,0.0,0.8768211054972801,0.0,0.02762546473524918,0.0,0.8558109077651311,0.16807957460820416,0.19313066936309126,0.02468946389438961,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,121.31,79.86,27.79,4.16,0.0,6.63,176.88,43.86,181.13,47.43,82.88,0.86,0.4,149.28,0.0,51.64,42.76,5.300000000000001,-1.5499999999999998,0.0,2.030000000000002,174.78,175.82999999999998,0.01154524256384,43.86,29.84,47.16999999999999,0.1697093783768412,0.2494454871182392,0.2682704885400671,0.0377068759597338,56.16,0.319399419894216,True,4,466,466,0.0519146981661456,0.0275804096916518,0.0246597351240862,0.1106385668589898,8000,student_t_residual_sd,0.0408725595858496,0.0371146620631064,0.0193295623129396,0.0173101243210946,0.0769913259771518,8000,student_t_residual_sd
ROCKb.CO,2015,2016,0.099308554899552,0.099308554899552,0.0158074049751111,0.0158074049751111,0.0158074049751111,27095.77,0.099308554899552,0.10017626031445188,0.09804682369565837,0.04299935654086515,0.0,0.0,4.193286978759758e-07,0.0,0.03916280762598412,0.0,0.21162866315932571,0.0,0.9873826879610638,0.16807957460820416,0.19313066936309126,0.0018725714816273476,0.14654029774509053,0.311129823765845,0.17500827540966857,0.06487540443982158,1,Rockwool A/S,Construction Materials,Industrials,5361.61,840.0,4980.49,1687.68,261.12,11448.99,19246.13,2659.25,19748.92,9859.7,8796.17,286.23,76.03,13098.28,24.96,304.34999999999945,131.35000000000002,-138.23000000000047,-546.7299999999998,73.11000000000001,-162.38999999999987,17993.72,18619.925000000003,-0.0087213025831199,2659.25,1717.28,1528.199999999997,0.092228083625471,0.1428174388457525,0.0820733703277535,0.6148784165349752,3027.94,0.1626182704817554,True,5,474,474,0.0141115193716406,0.0073809048479068,0.0075346097078315,0.0295680472167401,8000,student_t_residual_sd,0.0112410435358019,0.0100859385720321,0.0051818148428821,0.0054139210594929,0.0206609118201273,8000,student_t_residual_sd
