Ticker,Year,FormationYear,PROF,PROF_w,sigma_acc,sigma_mean,sigma_raw,MarketCap,theta_obs,theta_post_mean,theta_conservative,theta_post_sd,theta_post_sd_between,theta_conservative_sd_between,p_q5,p_q5_sd_mc,p_median,p_median_sd_mc,p_q1,p_q1_sd_mc,lambda_i,mu_t,var_obs_t,obs_var_i,tau2_t,q5_cutoff_obs,median_cutoff_obs,q1_cutoff_obs,n_sigma_draws_used,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,d_ACT,d_CHE,d_LCT,d_STD,d_TXP,WCA,AT_lag,AvgAT,WCA_scaled,CFO,CFO_lag1,dREV,CFO_lag1_scaled,CFO_scaled,dREV_scaled,PPE_scaled,CFO_lead1,CFO_lead1_scaled,usable,sector_idx,firm_idx_x,firm_idx_y,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws,sigma_measure,sigma_scale_mean,sigma_scale_median,sigma_scale_std,sigma_scale_q05,sigma_scale_q95,sigma_scale_n_draws,sigma_acc_measure
ATRAV.HE,2013,2014,0.0183108356102931,0.0183108356102931,0.0389933450447141,0.0389933450447141,0.0389933450447141,1193.62,0.0183108356102931,0.02526674156100654,0.013855832244446142,0.04324252426844931,0.0,0.0,1.1094236640474264e-11,0.0,0.000321074936355803,0.0,0.8351923008933094,0.0,0.9554499663415305,0.1744477760229303,0.05266748231303295,0.0019571049986713968,0.04197338927828019,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Atria Oyj,Food & Tobacco,Consumer Staples,2210.67,240.5,2444.27,991.35,0.09,3614.78,8155.12,694.26,11018.05,9660.3,1251.67,92.31,135.53,3406.1,26.84,220.6000000000001,192.38,368.7399999999998,212.29000000000008,-8.25,-136.47999999999956,7645.37,7900.245,-0.0172754136105905,694.26,744.44,976.4799999999996,0.0942299890699592,0.0878782873189375,0.1236012300884339,0.4575528986759272,770.4,0.0975159631125363,True,2,58,58,0.0354743100381563,0.016812960237875,0.0195704720561418,0.0704117338320818,8000,student_t_residual_sd,0.0263412434096395,0.0239928015924519,0.0110892466113317,0.0134008818148691,0.0469062813334207,8000,student_t_residual_sd
ATRLJb.ST,2013,2014,0.0717921611782976,0.0717921611782976,0.0313194483958129,0.0313194483958129,0.0313194483958129,10717.06,0.0717921611782976,0.07478993447960926,0.06887193776348612,0.03501023766977756,0.0,0.0,8.110290217189231e-12,0.0,0.0035926341734238143,0.0,0.37317064283849555,0.0,0.9707977658518852,0.1744477760229303,0.05266748231303295,0.0012625871059959973,0.04197338927828019,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Atrium Ljungberg AB,Real Estate Operations,Real Estate,1422.73,175.86,2458.49,1652.69,101.03,23585.31,25286.35,770.93,2131.3,950.53,55.5,0.0,379.6,10386.51,0.0,943.87,14.5,-667.48,-746.25,101.03,951.63,21800.44,23543.395,0.0404202537484504,770.93,714.95,345.6800000000003,0.0303673280765157,0.0327450650171736,0.0146826742702146,1.0017803294724488,674.61,0.0286538963475743,True,8,59,59,0.0278966553995696,0.0157182142219667,0.0136289133782598,0.0609372456755612,8000,student_t_residual_sd,0.021212144677984,0.0190985795305735,0.0105604127985407,0.0091525359706403,0.0402991968737614,8000,student_t_residual_sd
AUSS.OL,2013,2014,0.122414123968528,0.122414123968528,0.1250488059362234,0.1250488059362234,0.1250488059362234,7196.47,0.122414123968528,0.13927879791350875,0.09000303368536207,0.11663632836251353,0.0,0.0,0.05613610903882704,0.0,0.3546224761631329,0.0,0.2976715349863238,0.0,0.6758890971683408,0.1744477760229303,0.05266748231303295,0.020127611394950173,0.04197338927828019,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Austevoll Seafood ASA,Food & Tobacco,Consumer Staples,10312.59,1443.31,3514.67,1188.03,379.71,3773.15,22684.36,1492.93,12542.71,7478.86,3378.1,0.0,282.37,7656.56,3807.64,1879.3600000000008,-725.3699999999999,459.9300000000003,-353.0799999999999,273.98,2065.7000000000003,20018.83,21351.595,0.0967468706670391,1492.93,897.25,1537.7999999999993,0.0420226217291963,0.0699212400759755,0.0720227224242497,0.1767151353329809,1794.74,0.0840564838364534,True,2,61,61,0.1176245917921565,0.0435092653636827,0.0680411205225595,0.2058892069637229,8000,student_t_residual_sd,0.0846248538582031,0.080191222877828,0.029003552225614,0.0459333806708391,0.1390071293578486,8000,student_t_residual_sd
AXFO.ST,2013,2014,0.2148464644829631,0.2148464644829631,0.0532428040870672,0.0532428040870672,0.0532428040870672,15957.01,0.2148464644829631,0.21161539921407674,0.2068485185296361,0.0579397013217742,0.0,0.0,0.054627378296958407,0.0,0.8008629797733133,0.0,0.0038554123699792164,0.0,0.92002054046673,0.1744477760229303,0.05266748231303295,0.0036488413482087907,0.04197338927828019,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Axfood AB,Food & Drug Retailing,Consumer Staples,4026.17,430.7,4008.26,60.31,0.0,1805.74,8415.18,1440.42,33864.31,29234.39,3840.22,0.0,19.86,3551.17,32.04,366.6399999999999,-15.29000000000002,97.91000000000032,-252.99,0.0,31.02999999999957,7550.19,7982.684999999999,0.0038871632790219,1440.42,1645.79,2662.229999999996,0.2061699791486198,0.1804430464185922,0.3335005702968357,0.2262070969855381,1863.8,0.233480339008742,True,2,63,63,0.0481429334088991,0.024365163054691,0.0257745025834706,0.0975655227194803,8000,student_t_residual_sd,0.0358963575512491,0.0325787180064012,0.0158243334477572,0.0175431968915452,0.0643123729977551,8000,student_t_residual_sd
AZN.ST,2013,2014,0.3350539526995915,0.3350539526995915,0.0480303434573808,0.0480303434573808,0.0480303434573808,451324.69,0.3350539526995915,0.32444269107511076,0.32844694551963494,0.052661037240896456,0.0,0.0,0.6986688025004559,0.0,0.9993410305078617,0.0,9.229398258469066e-08,0.0,0.9339299282004345,0.1744477760229303,0.05266748231303295,0.0029693714266451035,0.04197338927828019,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,AstraZeneca PLC,Pharmaceuticals,Health Care,123358.21,49276.55,97370.18,10664.56,18659.94,35293.73,339100.1,43495.0,151679.99,30922.59,98939.37,28336.4,2891.83,140883.75,175.92,17394.190000000002,13690.04,20027.789999999997,5774.679999999999,2738.629999999999,-7810.329999999993,297809.64,318454.87,-0.0245257043800272,43495.0,40401.44,-10978.24000000002,0.1268670816684323,0.136581362376402,-0.0344734561603658,0.1108280429186088,44505.84,0.13975556410866,True,4,64,64,0.0429990127631605,0.0226632860794076,0.0217046547784223,0.0912635368884184,8000,student_t_residual_sd,0.0325518599590446,0.0293199042937628,0.0153084591245857,0.0145696031819685,0.061794266408703,8000,student_t_residual_sd
BAKKA.OL,2013,2014,0.3139569860129343,0.3139569860129343,0.1729546785564761,0.1729546785564761,0.1729546785564761,4641.52,0.3139569860129343,0.24721015746218142,0.2661129558191318,0.14171013033535268,0.0,0.0,0.5177779761137826,0.0,0.8519323284254412,0.0,0.036824416699175695,0.0,0.5215596980619748,0.1744477760229303,0.05266748231303295,0.0385032837358465,0.04197338927828019,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,P/F Bakkafrost,Food & Tobacco,Consumer Staples,1994.5,203.56,420.34,111.8,63.99,1024.83,3479.36,542.03,2609.02,1029.27,964.95,0.0,30.3,1861.72,0.0,642.6800000000001,178.91,107.69,13.36,63.99,433.4300000000001,2530.79,3005.075,0.1442326730614045,542.03,286.84,745.3799999999999,0.0954518606024808,0.1803715381479663,0.2480403983261648,0.3410330856966964,983.6,0.3273129622388792,True,2,68,68,0.165547827538706,0.0552531112123123,0.097106132238948,0.2768999274937276,8000,student_t_residual_sd,0.1171321167669048,0.1122420811833442,0.0367409966487698,0.0651387547786077,0.1853619232859281,8000,student_t_residual_sd
BAVA.CO,2013,2014,0.5039213530500432,0.5039213530500432,0.1358308125143867,0.1358308125143867,0.1358308125143867,2596.36,0.5039213530500432,0.3848677293836418,0.4677868548785542,0.1231538614143791,0.0,0.0,0.9445085181141111,0.0,0.9969714333473114,0.0,0.0001586126459583647,0.0,0.6386550182851104,0.1744477760229303,0.05266748231303295,0.02374814750848987,0.04197338927828019,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Bavarian Nordic A/S,Pharmaceuticals,Health Care,1006.58,387.71,435.17,9.48,0.55,360.82,1623.52,154.05,1269.91,507.65,727.25,520.12,5.12,1091.46,0.0,125.63,39.68000000000001,-42.51999999999998,-42.1,-1.57,84.79999999999998,1515.16,1569.34,0.0540354543948411,154.05,20.19,248.84000000000003,0.0128652809461302,0.0981622847821377,0.1585634725425975,0.2299183096078606,379.82,0.2420253100029311,True,4,70,70,0.128840876697988,0.0459957874288284,0.0751847661702761,0.2209356879343837,8000,student_t_residual_sd,0.0919094029666904,0.0873431667602673,0.0304951996483246,0.051100242688786,0.1480601087994117,8000,student_t_residual_sd
BEIAb.ST,2013,2014,0.2260852420229372,0.2260852420229372,0.0762857996161287,0.0762857996161287,0.0762857996161287,4470.81,0.2260852420229372,0.2182654404625751,0.21094158342365377,0.07972644965662894,0.0,0.0,0.15317023983848177,0.0,0.7748281751110029,0.0,0.018885783881724953,0.0,0.8485634140071657,0.1744477760229303,0.05266748231303295,0.007490667957076584,0.04197338927828019,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Beijer Alma AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1277.57,239.18,597.89,51.56,9.93,603.23,2401.42,363.04,2767.57,1869.58,543.0699999999999,0.0,10.92,1518.16,3.39,179.23000000000002,34.150000000000006,127.82,18.370000000000005,9.93,45.56000000000003,2049.96,2225.69,0.0204700564768678,363.04,288.92,378.6200000000004,0.1298114292646325,0.1631134614434175,0.1701135378242254,0.2710305568160885,369.8,0.1661507217986332,True,5,72,72,0.0712652551438694,0.028585510372765,0.0388735417871395,0.129208661598263,8000,student_t_residual_sd,0.0516879266413729,0.0485620360449536,0.0191540242436144,0.0259307899058501,0.0864889236438424,8000,student_t_residual_sd
BEIJb.ST,2013,2014,0.1311043601945667,0.1311043601945667,0.1134266961175607,0.1134266961175607,0.1134266961175607,5168.49,0.1311043601945667,0.14336695034983937,0.10281265793503201,0.10897241083341455,0.0,0.0,0.05261591008826627,0.0,0.3747317745465255,0.0,0.25842497260857167,0.0,0.7170829774046531,0.1744477760229303,0.05266748231303295,0.016560128600215506,0.04197338927828019,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3064.32,170.92,1605.47,460.59,19.67,477.82,4814.51,269.25,5952.42,4726.06,896.74,0.0,30.98,2231.67,46.21,344.1700000000001,9.359999999999983,206.5,34.11999999999995,-15.35,147.08,4291.42,4552.965,0.032304223731129,269.25,122.35,144.1900000000005,0.0268725984056543,0.0591372874599299,0.0316694725305379,0.1049469960783796,221.29,0.0486034924494258,True,5,73,73,0.1086711305018698,0.0363073200276276,0.0633253350030568,0.1792160531007243,8000,student_t_residual_sd,0.0768729327550558,0.0737755447469413,0.0243530552170439,0.0427744356050375,0.1213568657528022,8000,student_t_residual_sd
BETSb.ST,2013,2014,0.3263665175145019,0.3263665175145019,0.110630160080277,0.110630160080277,0.110630160080277,4516.74,0.3263665175145019,0.28490811562067014,0.29907666407918243,0.10702558766892507,0.0,0.0,0.5694496926049202,0.0,0.9331005178547644,0.0,0.006487704564012118,0.0,0.7271014656468052,0.1744477760229303,0.05266748231303295,0.0157536148076517,0.04197338927828019,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Betsson AB,Hotels & Entertainment Services,Consumer Discretionary,1306.24,530.11,1394.41,297.54,357.43,50.67,3313.59,616.86,2235.36,553.06,1141.06,83.84,0.0,1915.27,0.0,261.99,132.98000000000002,516.97,297.54,48.10000000000002,-42.31999999999999,2530.97,2922.28,-0.0144818429445501,616.86,572.43,341.45000000000005,0.1958847201500198,0.2110886020504537,0.1168436973869718,0.017339200897929,797.58,0.2729307253240621,True,1,80,80,0.1044914414812006,0.038437582927945,0.0590862166670014,0.1826459256120892,8000,student_t_residual_sd,0.0749528373509304,0.0711872743921306,0.0258996277355315,0.0403742434476652,0.1228946067696509,8000,student_t_residual_sd
BILL.ST,2013,2014,0.1013927391821173,0.1013927391821173,0.07356246559841,0.07356246559841,0.07356246559841,15944.33,0.1013927391821173,0.11179056864620474,0.08715986775568257,0.07729177530173936,0.0,0.0,0.003810411149492432,0.0,0.2019572868000401,0.0,0.2982326697058157,0.0,0.8576712857356527,0.1744477760229303,0.05266748231303295,0.006965394118529287,0.04197338927828019,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Billerud AB (publ),Containers & Packaging,Materials,6380.42,468.4,5994.96,2787.78,16.96,11693.04,23504.83,1605.58,17769.69,9238.18,7583.86,0.0,0.0,9288.84,57.49,321.4400000000005,-169.34000000000003,510.3699999999999,476.5,-6.149999999999999,450.7600000000007,21163.64,22334.235,0.0201824687525675,1605.58,861.14,8808.519999999999,0.0385569507977327,0.0718887394173115,0.3943954203042996,0.5235478179574989,2861.38,0.1281163200799132,True,7,86,86,0.0693816942270984,0.0250699464824361,0.0414134061500461,0.1193241664227067,8000,student_t_residual_sd,0.0496866406528451,0.0472186696856706,0.016228108187766,0.0280155426974281,0.0802818982625195,8000,student_t_residual_sd
BIOGb.ST,2013,2014,0.363873819570022,0.363873819570022,0.1096847581578676,0.1096847581578676,0.1096847581578676,3804.29,0.363873819570022,0.3128223745466144,0.3369232249910268,0.1063582529729252,0.0,0.0,0.7015007581712522,0.0,0.9686523080256169,0.0,0.002167595428344148,0.0,0.7304940542100476,0.1744477760229303,0.05266748231303295,0.015485516836527264,0.04197338927828019,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Biogaia AB,Pharmaceuticals,Health Care,304.52,220.79,62.65,0.0,27.65,56.82,361.36,70.79,285.08,91.8,121.22,36.6,0.0,299.08,-0.46,-95.94,-100.20000000000002,32.25,0.0,26.28,-1.709999999999983,442.59,401.975,-0.004253995895267,70.79,288.38,-269.46,0.7174077989924746,0.1761054791964674,-0.6703401952857764,0.1413520741339635,114.26,0.2842465327445737,True,4,90,90,0.1019039501693947,0.0431489622950068,0.0553412155206072,0.1928826208027634,8000,student_t_residual_sd,0.074146456845839,0.0690922273295658,0.0285086226597063,0.0377847519700125,0.1285407540840292,8000,student_t_residual_sd
BITTI.HE,2013,2014,0.2565374343321692,0.2565374343321692,0.1917848054070474,0.1917848054070474,0.1917848054070474,2885.55,0.2565374343321692,0.21302476054883424,0.2035311547598765,0.14915941829737714,0.0,0.0,0.36594857514364965,0.0,0.7282820968045637,0.0,0.09433912454519339,0.0,0.469937204277073,0.1744477760229303,0.05266748231303295,0.0473436277534951,0.04197338927828019,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Bittium Oyj,Communications & Networking,Communication Services,818.94,186.54,470.94,16.81,0.0,80.89,1203.64,270.86,1556.11,97.02,1423.02,144.16,5.409999999999999,681.46,0.0,249.37,152.78,80.45999999999998,-76.41,0.0,-60.27999999999997,970.32,1086.98,-0.0554564021417137,270.86,50.57,256.42999999999984,0.0465233950946659,0.2491858175863401,0.2359105043331062,0.07441719258864,87.74,0.0807190564683802,True,0,92,92,0.1841324826782912,0.057692581250762,0.1127424722189968,0.2978746835084713,8000,student_t_residual_sd,0.1301547726968764,0.1254191048913326,0.0393791376572013,0.0746100258971518,0.2017377147799316,8000,student_t_residual_sd
