FormationYear,Method,PortfolioNum,Portfolio,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_p_q5,avg_sigma_acc
2010,Method1_Raw,1,Q1,65,478495.0,-0.48591939605906603,-0.2018809393821605,0.038399032880429416,0.13576145146079766
2010,Method1_Raw,2,Q2,64,465314.33,0.025584241651524314,0.060125641688008685,0.06278942508102196,0.12026065821573431
2010,Method1_Raw,3,Q3,64,1029611.49,0.13924947924507766,0.13198242205513155,0.07690603411247961,0.09422447566725288
2010,Method1_Raw,4,Q4,64,692018.57,0.2652132212053949,0.22197409808085597,0.1686417245217745,0.0822780451303485
2010,Method1_Raw,5,Q5,64,2103158.47,0.6369523834375436,0.445192384103747,0.6125369195938609,0.11110841941053343
2010,Method2_PostMean,1,Q1,65,685727.28,-0.4412215070357848,-0.21398814016130974,0.014920961987822074,0.0872898412428802
2010,Method2_PostMean,2,Q2,64,288312.56,-0.017244280992368285,0.07157475081816758,0.06958110930906107,0.13392350030980357
2010,Method2_PostMean,3,Q3,64,466130.89,0.15927262964016403,0.1283892449845465,0.12425119768124429,0.17563560600939251
2010,Method2_PostMean,4,Q4,64,995854.98,0.2706125848190432,0.20607946445296804,0.1404614525753279,0.07975888423002254
2010,Method2_PostMean,5,Q5,64,2332572.15,0.6089620985334315,0.4655274614633845,0.610425259493808,0.06778258700222292
2010,Method3_ProbQ5,1,Q1,65,877855.1900000001,-0.2925637467882023,-0.16423789126910252,0.0003589032178467357,0.04640488634775173
2010,Method3_ProbQ5,2,Q2,64,812913.35,0.052169297258801386,0.08856889246454971,0.024845580904895612,0.06138881267957036
2010,Method3_ProbQ5,3,Q3,64,312464.32,-0.006231204767301408,0.10712777786672793,0.10926230638299596,0.13306404905008154
2010,Method3_ProbQ5,4,Q4,64,463967.8,0.20013596153302035,0.1646078400977562,0.20220523673916035,0.223867323897538
2010,Method3_ProbQ5,5,Q5,64,2301397.2,0.6245484402242992,0.4607388147588848,0.6231954859706456,0.08030417423961651
2011,Method1_Raw,1,Q1,68,538602.13,-0.396393672919879,-0.13303386471038542,0.03676877366251835,0.1382462665386354
2011,Method1_Raw,2,Q2,67,360395.68,0.0495181211528287,0.07955323445552226,0.04970099344154184,0.10385570756744833
2011,Method1_Raw,3,Q3,67,631304.4400000001,0.1563442086401896,0.15246544471799292,0.06827990459155464,0.07903364090793413
2011,Method1_Raw,4,Q4,67,1535712.73,0.27310675665227613,0.23774731522785947,0.1769792783582572,0.07505774124569357
2011,Method1_Raw,5,Q5,68,2679578.01,0.6182267971994707,0.4337386455815387,0.6331178471581768,0.12276173154755199
2011,Method2_PostMean,1,Q1,68,552149.16,-0.3501262943324755,-0.1468370594586247,0.01035403509162391,0.08338117820063463
2011,Method2_PostMean,2,Q2,67,362760.45,0.012728100671112278,0.09232334889796855,0.05933027571981426,0.12115058218497066
2011,Method2_PostMean,3,Q3,67,422774.77,0.18088214096167665,0.14867388756069114,0.12392101894463868,0.1770439136911803
2011,Method2_PostMean,4,Q4,67,1274820.63,0.26546643315016755,0.223174140320907,0.14328813328355533,0.06969159765601177
2011,Method2_PostMean,5,Q5,68,3133087.98,0.5915592948087827,0.45305418416303,0.6284177349306028,0.06930456613051145
2011,Method3_ProbQ5,1,Q1,68,752157.26,-0.20019383044301775,-0.09546723133051967,0.00017729485167428306,0.04311337818609074
2011,Method3_ProbQ5,2,Q2,67,616176.28,0.012804846643324501,0.08125324025895818,0.02024703785433568,0.07262794362077625
2011,Method3_ProbQ5,3,Q3,67,261632.84,0.08428093663681173,0.14590625514488517,0.10161630471352626,0.11125351979730803
2011,Method3_ProbQ5,4,Q4,67,1093086.64,0.1993811118692713,0.18928035114851904,0.1993451368136066,0.2136804332426747
2011,Method3_ProbQ5,5,Q5,68,3022539.97,0.6018452902641451,0.44871395199408204,0.6438470274346431,0.08033297188599726
2012,Method1_Raw,1,Q1,70,556187.38,-0.5143327944842373,-0.24150204041254927,0.03554034299820405,0.11579367785967506
2012,Method1_Raw,2,Q2,69,680430.59,0.054566940157149454,0.07127321034103903,0.05943150814827274,0.09360444113724507
