Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2015,Polight ASA,"Computers, Phones & Household Electronics",Information Technology,0.16,0.0,12.49,35.42,0.0,77.83,0.0,0.2966722343569318
2016,Polight ASA,"Computers, Phones & Household Electronics",Information Technology,0.22,0.0,16.74,20.12,0.0,195.04,0.0,0.018457752255947514
2017,Polight ASA,"Computers, Phones & Household Electronics",Information Technology,0.61,7.4,23.1,21.05,0.12,150.0,0.0,-0.059733333333333326
2018,Polight ASA,"Computers, Phones & Household Electronics",Information Technology,1.04,1.49,46.74,28.92,0.74,201.46,0.0,-0.09436116350640324
2019,Polight ASA,"Computers, Phones & Household Electronics",Information Technology,2.99,2.08,34.02,19.87,0.02,128.38,0.0,-0.10328711637326687
2020,Polight ASA,"Computers, Phones & Household Electronics",Information Technology,3.02,0.7,21.12,20.43,0.07,128.84,0.0,0.012108040981061774
2021,Polight ASA,"Computers, Phones & Household Electronics",Information Technology,10.03,3.85,23.23,25.36,0.2,213.41,0.0,0.03800196804273464
2022,Polight ASA,"Computers, Phones & Household Electronics",Information Technology,13.36,4.83,34.37,32.91,0.33,150.69,0.0,0.04472758643572897
2023,Polight ASA,"Computers, Phones & Household Electronics",Information Technology,22.51,10.35,56.36,34.62,0.26,199.54,0.0,-0.049313420867996394
2024,Polight ASA,"Computers, Phones & Household Electronics",Information Technology,9.62,2.21,66.8,32.32,0.0,231.88,0.0,-0.11674141797481455
