Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2015,Norske Skog ASA,Paper & Forest Products,Materials,11130.0,6577.0,1311.0,1.0,482.0,4729.0,0.0,0.5838443645591034
2016,Norske Skog ASA,Paper & Forest Products,Materials,11852.0,6791.0,1331.0,1.0,492.0,2090.0,0.0,1.5497607655502392
2017,Norske Skog ASA,Paper & Forest Products,Materials,11527.0,6904.0,1372.0,0.0,649.0,-1427.0,0.0,-1.823405746320953
2018,Norske Skog ASA,Paper & Forest Products,Materials,12641.0,7605.0,1303.0,0.0,735.0,2365.0,0.0,1.2676532769556026
2019,Norske Skog ASA,Paper & Forest Products,Materials,12200.0,6861.0,1368.0,0.0,165.0,5492.0,0.0,0.6930080116533139
2020,Norske Skog ASA,Paper & Forest Products,Materials,9173.0,5093.0,1213.0,0.0,118.0,3218.0,0.0,0.8542573026724674
2021,Norske Skog ASA,Paper & Forest Products,Materials,9848.0,6055.0,931.0,0.0,117.0,3133.0,0.0,0.8761570379827641
2022,Norske Skog ASA,Paper & Forest Products,Materials,14537.0,7937.0,1276.0,0.0,131.0,5909.0,0.0,0.8788289050600778
2023,Norske Skog ASA,Paper & Forest Products,Materials,9891.0,5863.0,1222.0,0.0,208.0,6160.0,0.0,0.42175324675324677
2024,Norske Skog ASA,Paper & Forest Products,Materials,9233.0,5927.0,1133.0,0.0,212.0,5384.0,0.0,0.3642273402674591
