Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2017,Otovo ASA,Renewable Energy,Energy,42.04,41.1,6.37,0.0,0.27,58.31,0.0,-0.0977533870691134
2018,Otovo ASA,Renewable Energy,Energy,95.31,90.58,20.96,0.0,0.45,114.58,0.0,-0.1455751440041892
2019,Otovo ASA,Renewable Energy,Energy,193.66,165.83,38.71,0.0,0.63,239.85,0.0,-0.0479883260371066
2020,Otovo ASA,Renewable Energy,Energy,150.92,121.31,58.23,0.0,0.94,167.35,0.0,-0.17663579324768458
2021,Otovo ASA,Renewable Energy,Energy,289.4,240.36,89.14,0.0,1.0,489.75,31.3,-0.07887918625851653
2022,Otovo ASA,Renewable Energy,Energy,652.26,523.15,163.2,0.0,3.79,531.5,0.0,-0.07126999059266223
2023,Otovo ASA,Renewable Energy,Energy,1054.65,809.65,259.9,0.0,28.85,874.2,0.0,-0.05004575611988088
2024,Otovo ASA,Renewable Energy,Energy,648.97,454.37,224.92,0.0,35.11,498.72,0.0,-0.13119586140519723
