PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
LongShort,CAPM,Method2_PostMean minus Method1_Raw,-0.003004706739386097,-0.00025039222828217474,-0.061748579425302264,0.9507955171517253
LongShort,CAPM,Method3_ProbQ5 minus Method1_Raw,-0.04726263092809584,-0.00393855257734132,-1.0455983942423512,0.2964111395000648
LongShort,FF3,Method2_PostMean minus Method1_Raw,-0.0028947768093395823,-0.00024123140077829852,-0.07857038262057128,0.9374161422380562
LongShort,FF3,Method3_ProbQ5 minus Method1_Raw,-0.04471489781381463,-0.0037262414844845522,-1.2827409695571463,0.2003730122139884
LongShort,FF3+MOM,Method2_PostMean minus Method1_Raw,0.0006341093408444437,5.284244507037031e-05,0.016488081013350694,0.9868538028561107
LongShort,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,-0.03189480919383644,-0.0026579007661530368,-0.8402599048864398,0.40129951348536785
LongShort,FF5,Method2_PostMean minus Method1_Raw,-0.0030502312654265666,-0.0002541859387855472,-0.07884459610484026,0.9371986257864613
LongShort,FF5,Method3_ProbQ5 minus Method1_Raw,-0.040688230785817674,-0.0033906858988181393,-1.1071462285028044,0.26894609814637227
LongShort,FF5+MOM,Method2_PostMean minus Method1_Raw,0.0006146500748136739,5.122083956780616e-05,0.015513384720597418,0.9876309679251123
LongShort,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,-0.0350378371068284,-0.002919819758902367,-0.8950308154107922,0.3713524860079316
