FormationYear,Sector,Method,PortfolioNum,Portfolio,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_p_q5,avg_sigma_acc
2010,Consumer Staples,Method2_PostMean,3,Q3,4,13869.34,0.12798932267940957,0.1267009023068783,0.12366506537130187,0.06840370202855932
2010,Consumer Staples,Method2_PostMean,4,Q4,5,45618.78,0.25281421103416424,0.21775594303588183,0.24018152398054352,0.08042336356563322
2010,Consumer Staples,Method2_PostMean,5,Q5,5,19391.68,0.34105968888293225,0.30450360957069056,0.36958294499272715,0.05895884555485632
2010,Consumer Staples,Method3_ProbQ5,1,Q1,5,74465.93000000001,-0.04604238409377351,-0.03277312205445274,0.01995701518341908,0.03844559230049436
2010,Consumer Staples,Method3_ProbQ5,2,Q2,5,83495.15,0.07063037515034795,0.07841972985356865,0.0426588322466543,0.044047580974008085
2010,Consumer Staples,Method3_ProbQ5,3,Q3,4,15497.19,0.1300763185046041,0.13720656044256857,0.15898956265684203,0.07492457406756865
2010,Consumer Staples,Method3_ProbQ5,4,Q4,5,23848.29,0.1621587212141411,0.16055997227697455,0.24221464986912014,0.09779368138932151
2010,Consumer Staples,Method3_ProbQ5,5,Q5,5,53318.479999999996,0.3559115280832158,0.29458604997470467,0.4336625911343727,0.0934766567353391
2010,Energy,Method1_Raw,1,Q1,5,5556.37,-0.8776199732072921,-0.5618866915796114,0.00251008192419712,0.06488369717437542
2010,Energy,Method1_Raw,2,Q2,4,11423.51,-0.08941441833670448,-0.04377543510818655,0.07051771808392712,0.08438439038319517
2010,Energy,Method1_Raw,3,Q3,5,85212.71,0.02499330503266992,0.03365188095640122,0.0580332170361192,0.051893125419624896
2010,Energy,Method1_Raw,4,Q4,4,54889.19,0.18096636419185574,0.17356219276826934,0.18194403643252777,0.06579328462672115
2010,Energy,Method1_Raw,5,Q5,5,490243.49999999994,0.4746852027362657,0.41603062249867157,0.5608627212725884,0.0629436126757692
2010,Energy,Method2_PostMean,1,Q1,5,5556.37,-0.8776199732072921,-0.5618866915796114,0.00251008192419712,0.06488369717437542
2010,Energy,Method2_PostMean,2,Q2,4,13119.84,-0.07795047036060637,-0.04411754012574465,0.046913044449313546,0.06781982187272782
2010,Energy,Method2_PostMean,3,Q3,5,83516.38,0.01582214665179144,0.0339255649704477,0.07691695594381007,0.06514478022799879
2010,Energy,Method2_PostMean,4,Q4,4,54889.19,0.18096636419185574,0.17356219276826934,0.18194403643252777,0.06579328462672115
2010,Energy,Method2_PostMean,5,Q5,5,490243.49999999994,0.4746852027362657,0.41603062249867157,0.5608627212725884,0.0629436126757692
2010,Energy,Method3_ProbQ5,1,Q1,5,9856.91,-0.7258541956786629,-0.4548891171930663,0.00232055410562838,0.05246031420926482
2010,Energy,Method3_ProbQ5,2,Q2,4,11795.08,-0.21522886433656702,-0.14526651209525507,0.018452263919031375,0.05750201868868445
2010,Energy,Method3_ProbQ5,3,Q3,5,80540.6,-0.026120915696069204,0.007847168159510958,0.09987510818660454,0.08582240574034408
2010,Energy,Method3_ProbQ5,4,Q4,4,35166.71,0.20744348646611693,0.20051067671631245,0.1777875473249248,0.0537822701885141
2010,Energy,Method3_ProbQ5,5,Q5,5,509965.98,0.45350350491685676,0.3944718353402371,0.5641879125586708,0.07255242422633483
2010,Health Care,Method1_Raw,1,Q1,7,9039.199999999999,-0.32295204456020465,-0.15088863730041815,0.09801327752162504,0.135885150420376
2010,Health Care,Method1_Raw,2,Q2,6,4362.67,0.055358377055272114,0.07619630538376378,0.19099305340389594,0.12184458411437753
2010,Health Care,Method1_Raw,3,Q3,7,16359.49,0.2766115993136278,0.21345593716217542,0.29448466032371234,0.12513694107676715
2010,Health Care,Method1_Raw,4,Q4,6,31783.160000000003,0.4880132579332342,0.4238789499810562,0.66296010507756,0.07146413429137743
2010,Health Care,Method1_Raw,5,Q5,7,649752.43,0.8739044038697789,0.6794376836742609,0.8063509000008874,0.10550599240973345
2010,Health Care,Method2_PostMean,1,Q1,7,8607.619999999999,-0.32293014861370345,-0.15208533101031338,0.09368515260947359,0.133193023602379
2010,Health Care,Method2_PostMean,2,Q2,6,7226.17,0.05586146812815363,0.07703370793982335,0.20213913274078565,0.12897984879100563
2010,Health Care,Method2_PostMean,3,Q3,7,12852.36,0.2858540141807878,0.2138846011962631,0.3054349998901483,0.13155385771023037
2010,Health Care,Method2_PostMean,4,Q4,6,27979.68,0.5427799043597656,0.37163813251618344,0.5199991387292272,0.11645268933280635
2010,Health Care,Method2_PostMean,5,Q5,7,654631.12,0.8172660323423352,0.7242657832719083,0.9127128742135542,0.05710364283593261
2010,Health Care,Method3_ProbQ5,1,Q1,7,7343.25,-0.27994444051821216,-0.14624413673614425,0.08119541280791046,0.11147551053544487
2010,Health Care,Method3_ProbQ5,2,Q2,6,6351.3099999999995,0.024099803264238162,0.0895091411907718,0.18946917309055408,0.12702360797702178
2010,Health Care,Method3_ProbQ5,3,Q3,7,16066.8,0.260397058521093,0.19740043447760894,0.3126087081631485,0.14510741765086035
2010,Health Care,Method3_ProbQ5,4,Q4,6,26904.47,0.5540913580485852,0.37157950045046756,0.5388711351627821,0.1279335421274784
2010,Health Care,Method3_ProbQ5,5,Q5,7,654631.12,0.8172660323423352,0.7242657832719083,0.9127128742135542,0.05710364283593261
2010,Industrials,Method1_Raw,1,Q1,19,353923.37,-0.24321485302925328,-0.16111371611535788,0.07541771549895133,0.09376638527840553
2010,Industrials,Method1_Raw,2,Q2,18,212950.07,0.07540216693591213,0.08112151644151465,0.08119266674777882,0.061718252579289104
2010,Industrials,Method1_Raw,3,Q3,18,83171.43,0.15654329162922745,0.14903937536796233,0.16224709498625045,0.07380237209109035
2010,Industrials,Method1_Raw,4,Q4,18,100039.43000000001,0.27786634002140903,0.25189066443023905,0.28158603756092054,0.06525726179163999
2010,Industrials,Method1_Raw,5,Q5,19,256541.37,0.5492529952401055,0.47192539508251785,0.6447113239781275,0.06745872508556634
2010,Industrials,Method2_PostMean,1,Q1,19,364601.72000000003,-0.24270805104804727,-0.1633228480452169,0.06398598599648078,0.08756064849274914
2010,Industrials,Method2_PostMean,2,Q2,18,202271.72,0.07486720928908358,0.08345337792303256,0.09325949233371994,0.06826875251970416
2010,Industrials,Method2_PostMean,3,Q3,18,83171.43,0.15654329162922745,0.14903937536796233,0.16224709498625045,0.07380237209109035
2010,Industrials,Method2_PostMean,4,Q4,18,97181.01000000001,0.27916042954848713,0.2516499571925512,0.28204985303283053,0.06654634761244713
2010,Industrials,Method2_PostMean,5,Q5,19,259399.79,0.5480270156881368,0.47215343351822214,0.6442719198468443,0.06623748588690695
2010,Industrials,Method3_ProbQ5,1,Q1,19,397718.87,-0.11646248633190559,-0.08249025146420377,0.02596882039807853,0.04709573751055514
2010,Industrials,Method3_ProbQ5,2,Q2,18,178503.14,0.01567675503255596,0.04920126597599603,0.08570276889264335,0.07052321929855102
2010,Industrials,Method3_ProbQ5,3,Q3,18,77790.85,0.11212060878793238,0.12715846411438536,0.17962390452910398,0.08626525829877857
2010,Industrials,Method3_ProbQ5,4,Q4,18,96071.44,0.24822026991885998,0.2227003912397831,0.3118951818130127,0.0932528703974208
2010,Industrials,Method3_ProbQ5,5,Q5,19,256541.37,0.5492529952401055,0.47192539508251785,0.6447113239781275,0.06745872508556634
2010,Information Technology,Method1_Raw,1,Q1,8,2798.2999999999997,-0.4699767316531243,-0.3366079398413799,0.05068143690913966,0.09441254976241634
2010,Information Technology,Method1_Raw,2,Q2,8,12702.07,0.024505066955935014,0.052223551579074816,0.1480682185546725,0.11295221462935427
2010,Information Technology,Method1_Raw,3,Q3,7,11506.87,0.14751645144883696,0.1388067600854608,0.18670300780974797,0.09336573677787159
2010,Information Technology,Method1_Raw,4,Q4,8,2363.92,0.28320815846473124,0.2362234002262209,0.2949622292014568,0.09146552075823369
2010,Information Technology,Method1_Raw,5,Q5,8,13051.75,0.7935282188398669,0.6030688151405035,0.6741960975201864,0.11705769839163871
2010,Information Technology,Method2_PostMean,1,Q1,8,2798.2999999999997,-0.4699767316531243,-0.3366079398413799,0.05068143690913966,0.09441254976241634
2010,Information Technology,Method2_PostMean,2,Q2,8,12702.07,0.024505066955935014,0.052223551579074816,0.1480682185546725,0.11295221462935427
2010,Information Technology,Method2_PostMean,3,Q3,7,11506.87,0.14751645144883696,0.1388067600854608,0.18670300780974797,0.09336573677787159
2010,Information Technology,Method2_PostMean,4,Q4,8,1962.59,0.30336239018932804,0.22848509940272135,0.2960445978678386,0.1133364551177476
2010,Information Technology,Method2_PostMean,5,Q5,8,13453.080000000002,0.7733739871152702,0.6108071159640031,0.6731137288538046,0.0951867640321248
2010,Information Technology,Method3_ProbQ5,1,Q1,8,15496.36,-0.3769288310624815,-0.281009009112412,0.023071601825156073,0.0617717468853094
2010,Information Technology,Method3_ProbQ5,2,Q2,8,2379.85,-0.004000937026159702,0.03715516641902615,0.11909714983492868,0.08823960209314442
2010,Information Technology,Method3_ProbQ5,3,Q3,7,9298.06,0.11739335171117829,0.13144410656516378,0.22027926925626953,0.11307737613818862
2010,Information Technology,Method3_ProbQ5,4,Q4,8,2196.89,0.24502397412663446,0.20213517648756157,0.3221639042394778,0.1315712517312731
2010,Information Technology,Method3_ProbQ5,5,Q5,8,13051.75,0.7935282188398669,0.6030688151405035,0.6741960975201864,0.11705769839163871
2010,Materials,Method1_Raw,1,Q1,6,54420.579999999994,-1.714232331701358,-1.116116279651164,0.02418498515091584,0.09604877401107137
2010,Materials,Method1_Raw,2,Q2,6,92141.34,-0.06990054759999804,-0.02610204594059203,0.08361418954907336,0.08839790604744452
2010,Materials,Method1_Raw,3,Q3,5,153607.02,0.01590639715121224,0.03862102046901058,0.1067736782772103,0.0886044056724553
2010,Materials,Method1_Raw,4,Q4,6,92157.42,0.15016177327627708,0.14581534001671945,0.10150329738511261,0.05149213688661119
2010,Materials,Method1_Raw,5,Q5,6,139501.96,0.47571954152740314,0.4235362160252147,0.5860748841846497,0.05164184393153733
2010,Materials,Method2_PostMean,1,Q1,6,54420.579999999994,-1.714232331701358,-1.116116279651164,0.02418498515091584,0.09604877401107137
2010,Materials,Method2_PostMean,2,Q2,6,166533.26,-0.059798543474389676,-0.030545953072118284,0.06022081104753063,0.07098100393707327
2010,Materials,Method2_PostMean,3,Q3,5,79341.37,0.008395393550999422,0.04138119796614206,0.10246603343095351,0.08858689484172702
2010,Materials,Method2_PostMean,4,Q4,6,92031.15,0.14631893881751273,0.14795909923396947,0.1284863799252027,0.06892363135592267
2010,Materials,Method2_PostMean,5,Q5,6,139501.96,0.47571954152740314,0.4235362160252147,0.5860748841846497,0.05164184393153733
2010,Materials,Method3_ProbQ5,1,Q1,6,72963.76999999999,-1.6196253257159394,-1.0548054012069865,0.010157234152761945,0.07250646087858605
2010,Materials,Method3_ProbQ5,2,Q2,6,117317.8,-0.006723745795186577,0.01318260766680517,0.033742654840257916,0.05058442800234995
2010,Materials,Method3_ProbQ5,3,Q3,5,110363.12999999999,-0.05016394515547682,-0.005761001502729961,0.07164466555220975,0.07663824889440704
2010,Materials,Method3_ProbQ5,4,Q4,6,74866.31,0.053700045397782066,0.0924740291510387,0.17312592958327547,0.11137400185308023
2010,Materials,Method3_ProbQ5,5,Q5,6,156317.31,0.4694560802045757,0.41326701314910447,0.6076257149642901,0.06308756745768838
2010,Real Estate,Method1_Raw,1,Q1,4,1002.56,-0.9503432841967331,-0.5283001192057458,0.07402854330374523,0.11969383830750449
2010,Real Estate,Method1_Raw,2,Q2,3,4335.5599999999995,0.03978722223666503,0.0561973292877657,0.09550478265393177,0.07130454685498137
2010,Real Estate,Method1_Raw,3,Q3,3,5552.05,0.08979238817831416,0.09711949152086796,0.19248809246804865,0.16024824205227392
2010,Real Estate,Method1_Raw,4,Q4,3,11894.470000000001,0.11717271812103093,0.11723646430160484,0.07353046765436867,0.04662108069525806
2010,Real Estate,Method1_Raw,5,Q5,4,16742.71,1.1206302756432784,0.7038692616492443,0.44789598982861334,0.07938734407808702
2010,Real Estate,Method2_PostMean,1,Q1,4,1002.56,-0.9503432841967331,-0.5283001192057458,0.07402854330374523,0.11969383830750449
2010,Real Estate,Method2_PostMean,2,Q2,3,4335.5599999999995,0.03978722223666503,0.0561973292877657,0.09550478265393177,0.07130454685498137
2010,Real Estate,Method2_PostMean,3,Q3,3,5552.05,0.08979238817831416,0.09711949152086796,0.19248809246804865,0.16024824205227392
2010,Real Estate,Method2_PostMean,4,Q4,3,11894.470000000001,0.11717271812103093,0.11723646430160484,0.07353046765436867,0.04662108069525806
2010,Real Estate,Method2_PostMean,5,Q5,4,16742.71,1.1206302756432784,0.7038692616492443,0.44789598982861334,0.07938734407808702
2010,Real Estate,Method3_ProbQ5,1,Q1,4,13941.380000000001,-0.7907078341560094,-0.4543930859231529,0.00092144524967815,0.045702598054297376
2010,Real Estate,Method3_ProbQ5,2,Q2,3,9585.93,0.10434076025601301,0.1051846355644432,0.03345327692877584,0.032990444886080904
2010,Real Estate,Method3_ProbQ5,3,Q3,3,8172.41,0.029164314894188133,0.054603954355926236,0.13596416383480972,0.09659309880137094
2010,Real Estate,Method3_ProbQ5,4,Q4,3,1045.58,-0.07553997206612593,0.0332022668884477,0.18549293658627664,0.14869388193002797
2010,Real Estate,Method3_ProbQ5,5,Q5,4,6782.05,1.1025852446915059,0.6881340495927176,0.5259628119525456,0.1533009173200693
2011,Communication Services,Method1_Raw,1,Q1,4,4261.68,-0.10587993873967394,-0.0727606010560495,0.10165768569221448,0.06208343032433325
2011,Communication Services,Method1_Raw,2,Q2,4,156898.42,0.13578078514089506,0.13161633937895853,0.16707442073919834,0.04912259867994595
2011,Communication Services,Method1_Raw,3,Q3,4,269723.11000000004,0.2130988289425924,0.20801218446228759,0.16287699620116255,0.031602803791531825
2011,Communication Services,Method1_Raw,4,Q4,4,226376.07,0.26397509202076963,0.24333163668902238,0.3310471936432403,0.06412374754263092
2011,Communication Services,Method1_Raw,5,Q5,4,434330.9,0.5111405808590037,0.48226935597967047,0.633018904256411,0.039050434281288404
2011,Communication Services,Method2_PostMean,1,Q1,4,4261.68,-0.10587993873967394,-0.0727606010560495,0.10165768569221448,0.06208343032433325
2011,Communication Services,Method2_PostMean,2,Q2,4,156898.42,0.13578078514089506,0.13161633937895853,0.16707442073919834,0.04912259867994595
2011,Communication Services,Method2_PostMean,3,Q3,4,218489.68000000002,0.21728721455209984,0.1988057309481019,0.259976851941753,0.06445646626167442
2011,Communication Services,Method2_PostMean,4,Q4,4,277609.5,0.2597867064112622,0.2525380902032081,0.23394733790264985,0.031270085072488324
2011,Communication Services,Method2_PostMean,5,Q5,4,434330.9,0.5111405808590037,0.48226935597967047,0.633018904256411,0.039050434281288404
2011,Communication Services,Method3_ProbQ5,1,Q1,4,358892.66000000003,0.033763856238269475,0.03490653204209872,0.019808503525824063,0.015464324173488274
2011,Communication Services,Method3_ProbQ5,2,Q2,4,225525.89,0.1012911446374999,0.11564388561158889,0.12163386426441918,0.03433187965100465
2011,Communication Services,Method3_ProbQ5,3,Q3,4,48214.21,0.1372341142329544,0.14859166989576245,0.27135255922614093,0.07714753975722526
2011,Communication Services,Method3_ProbQ5,4,Q4,4,24626.519999999997,0.23468565225585938,0.21105747192476898,0.34986136925943156,0.07998883675672377
2011,Communication Services,Method3_ProbQ5,5,Q5,4,434330.9,0.5111405808590037,0.48226935597967047,0.633018904256411,0.039050434281288404
2011,Consumer Discretionary,Method1_Raw,1,Q1,7,4678.889999999999,-0.17845335978605603,-0.08437507618980293,0.14470783716355667,0.08503413964451559
2011,Consumer Discretionary,Method1_Raw,2,Q2,6,9803.04,0.12302203071771878,0.12214073557553756,0.1861714649552991,0.06275438678305166
2011,Consumer Discretionary,Method1_Raw,3,Q3,7,38211.39,0.1967546390396445,0.1883635999232245,0.2304114025059423,0.05479962762777422
2011,Consumer Discretionary,Method1_Raw,4,Q4,6,90503.19,0.3376704429374385,0.3182441755709656,0.4519636376258669,0.04536765997199616
2011,Consumer Discretionary,Method1_Raw,5,Q5,7,322700.94,0.57421696860942,0.49095231694945113,0.6479731204776259,0.07153440119519615
2011,Consumer Discretionary,Method2_PostMean,1,Q1,7,4678.889999999999,-0.17845335978605603,-0.08437507618980293,0.14470783716355667,0.08503413964451559
2011,Consumer Discretionary,Method2_PostMean,2,Q2,6,9803.04,0.12302203071771878,0.12214073557553756,0.1861714649552991,0.06275438678305166
2011,Consumer Discretionary,Method2_PostMean,3,Q3,7,51822.06,0.19884194128262767,0.18752226369653094,0.24425766609490623,0.059946743784006
2011,Consumer Discretionary,Method2_PostMean,4,Q4,6,61713.31,0.3357928757666695,0.3120452475721534,0.4164405615620695,0.04807569592541828
2011,Consumer Discretionary,Method2_PostMean,5,Q5,7,337880.14999999997,0.5737390096556673,0.4971070200322694,0.6645752078004883,0.06406611136460254
2011,Consumer Discretionary,Method3_ProbQ5,1,Q1,7,17263.31,0.05451800869226022,0.061532423844049486,0.05870365898806089,0.028530358949650256
2011,Consumer Discretionary,Method3_ProbQ5,2,Q2,6,2758.24,-0.12420044657818219,-0.02300263580853169,0.20143176698125073,0.09831192984621517
2011,Consumer Discretionary,Method3_ProbQ5,3,Q3,7,32671.77,0.17568825110067193,0.16686470393286,0.303335321802051,0.08082551426849939
2011,Consumer Discretionary,Method3_ProbQ5,4,Q4,6,75323.98,0.3382280617168166,0.3110636886410109,0.4325945357491941,0.054080664774355365
2011,Consumer Discretionary,Method3_ProbQ5,5,Q5,7,337880.14999999997,0.5737390096556673,0.4971070200322694,0.6645752078004883,0.06406611136460254
2011,Consumer Staples,Method1_Raw,1,Q1,5,149301.18,-0.10390307398892946,-0.0795380526963509,0.10172865752553126,0.06037829360906168
2011,Consumer Staples,Method1_Raw,2,Q2,5,42416.61,0.10078698205183519,0.10338334292967717,0.14111432910525384,0.047110917486973006
2011,Consumer Staples,Method1_Raw,3,Q3,5,41269.58,0.2156756710691809,0.19229513860409422,0.30595792694815593,0.08377090079175878
2011,Consumer Staples,Method1_Raw,4,Q4,5,61056.97,0.27417824306847527,0.24422106306396194,0.34397568649249644,0.07319800005187854
2011,Consumer Staples,Method1_Raw,5,Q5,5,24998.85,0.346810084361687,0.3071659206878193,0.4318507153591546,0.06414379219934216
2011,Consumer Staples,Method2_PostMean,1,Q1,5,149073.55,-0.09934061160098749,-0.08068622724153393,0.06386192919607546,0.04533678801106056
2011,Consumer Staples,Method2_PostMean,2,Q2,5,42644.240000000005,0.09622451966389321,0.10453151747486018,0.17898105743470963,0.062152423084974116
2011,Consumer Staples,Method2_PostMean,3,Q3,5,41269.58,0.2156756710691809,0.19229513860409422,0.30595792694815593,0.08377090079175878
2011,Consumer Staples,Method2_PostMean,4,Q4,5,66572.18,0.295993702451769,0.2411436338368313,0.3926807640190333,0.09959452431004948
2011,Consumer Staples,Method2_PostMean,5,Q5,5,19483.64,0.32499462497839327,0.31024334991494995,0.3831456378326178,0.03774726794117124
2011,Consumer Staples,Method3_ProbQ5,1,Q1,5,93958.54,-0.08360903410979234,-0.0668729110131335,0.04529128278512104,0.03895558051650712
2011,Consumer Staples,Method3_ProbQ5,2,Q2,5,96731.57,0.16076956755200417,0.16119993666722804,0.17232376786795162,0.039081257462315264
2011,Consumer Staples,Method3_ProbQ5,3,Q3,5,18748.68,0.15749119592254784,0.15937287779310175,0.2909490737714024,0.07381888951068438
2011,Consumer Staples,Method3_ProbQ5,4,Q4,5,84088.39,0.27245745137086447,0.2455890806778415,0.37406616202513016,0.07457893247993304
2011,Consumer Staples,Method3_ProbQ5,5,Q5,5,25516.010000000002,0.32643872582662475,0.2682384284641639,0.4419970289809868,0.10216724416957437
2011,Energy,Method1_Raw,1,Q1,5,5606.46,-3.058844652192528,-1.9457111414204036,0.034769929589967545,0.07541294749144953
2011,Energy,Method1_Raw,2,Q2,5,10936.0,-0.19494727208181448,-0.13045631806419017,0.09083112600193122,0.07142903616336782
2011,Energy,Method1_Raw,3,Q3,5,27615.02,0.007919756835253982,0.013736443641907098,0.07596758943174972,0.03811557066863184
2011,Energy,Method1_Raw,4,Q4,5,97305.2,0.1748474265296416,0.170286171757472,0.23801238817787315,0.05485972402062962
2011,Energy,Method1_Raw,5,Q5,5,475990.99,0.4593685629005784,0.3969887408634791,0.5525118862517449,0.07059231184706338
2011,Energy,Method2_PostMean,1,Q1,5,5606.46,-3.058844652192528,-1.9457111414204036,0.034769929589967545,0.07541294749144953
2011,Energy,Method2_PostMean,2,Q2,5,10936.0,-0.19494727208181448,-0.13045631806419017,0.09083112600193122,0.07142903616336782
2011,Energy,Method2_PostMean,3,Q3,5,27615.02,0.007919756835253982,0.013736443641907098,0.07596758943174972,0.03811557066863184
2011,Energy,Method2_PostMean,4,Q4,5,97305.2,0.1748474265296416,0.170286171757472,0.23801238817787315,0.05485972402062962
2011,Energy,Method2_PostMean,5,Q5,5,475990.99,0.4593685629005784,0.3969887408634791,0.5525118862517449,0.07059231184706338
2011,Energy,Method3_ProbQ5,1,Q1,5,9885.220000000001,-2.9026033833351628,-1.8619313775317032,0.0026038921244054434,0.04407590158915526
2011,Energy,Method3_ProbQ5,2,Q2,5,18354.16,-0.08275892025075794,-0.05139405419744429,0.0669493147822487,0.05001662971728556
2011,Energy,Method3_ProbQ5,3,Q3,5,14563.4,-0.23575275798698625,-0.1269540481519202,0.12350648673912093,0.0832848600837764
2011,Energy,Method3_ProbQ5,4,Q4,5,98659.9,0.1500903206634602,0.14813463579585306,0.24652133955574657,0.0624398869538616
2011,Energy,Method3_ProbQ5,5,Q5,5,475990.99,0.4593685629005784,0.3969887408634791,0.5525118862517449,0.07059231184706338
2011,Health Care,Method1_Raw,1,Q1,7,14582.56,-0.5398269138270065,-0.32147730896974763,0.10252841813952994,0.10457226021825203
2011,Health Care,Method1_Raw,2,Q2,7,15299.95,0.0678866371005487,0.0891283165730801,0.2871938113677787,0.13297867266155008
2011,Health Care,Method1_Raw,3,Q3,6,7133.139999999999,0.24225727388240517,0.2157093299580932,0.33404829416940546,0.08769983546919768
2011,Health Care,Method1_Raw,4,Q4,7,25412.77,0.46781986837916706,0.3388345638628542,0.5192510404687712,0.12409790647592758
2011,Health Care,Method1_Raw,5,Q5,7,791583.92,0.8224075246037356,0.712166800461231,0.8571364874877005,0.062634719613463
2011,Health Care,Method2_PostMean,1,Q1,7,14582.56,-0.5398269138270065,-0.32147730896974763,0.10252841813952994,0.10457226021825203
