Ticker,FormationYear,theta_obs,theta_post_mean,theta_conservative,p_q5,p_q1,sigma_acc,MarketCap,Method1_ObservedQuality_PortfolioNum,Method1_ObservedQuality_Portfolio,Method2_LatentQuality_PortfolioNum,Method2_LatentQuality_Portfolio,Method3_ConservativeQuality_PortfolioNum,Method3_ConservativeQuality_Portfolio,Method4_ProbabilisticQuality_PortfolioNum,Method4_ProbabilisticQuality_Portfolio
AAB.CO,2010,-0.5286506469500928,-0.4632473168933557,-0.559130630591632,6.2862376367656125e-06,0.9920484069165046,0.153863723090073,46.67,1,Q1,1,Q1,1,Q1,1,Q1
AAK.ST,2010,0.452191260105529,0.4115762980967082,0.4160470906573296,0.6736590123563315,0.0123355908650697,0.1693402362974249,5195.33,5,Q5,5,Q5,5,Q5,5,Q5
ABB.ST,2010,-1.3306413948688984,-1.2636369224423762,-1.3445453852526907,0.0,1.0,0.1008644706241507,244254.6,1,Q1,1,Q1,1,Q1,1,Q1
ACG1V.HE,2010,-1.2423343224530168,-1.0846947459758234,-1.2771739130710416,7.294165271787278e-14,0.9999999865985236,0.1658465973293492,53.81,1,Q1,1,Q1,1,Q1,1,Q1
ACTI.ST,2010,-0.1178012186332962,-0.0953833927681389,-0.1466796897906838,0.0082751387543611,0.6505290878522285,0.149323953856049,5221.41,1,Q1,1,Q1,1,Q1,1,Q1
ADDTb.ST,2010,0.4013059207623751,0.396837255639228,0.3966221562303896,0.72818081620525,1.0854396679211598e-08,0.0576206627662323,1193.13,5,Q5,5,Q5,5,Q5,5,Q5
AFAGR.HE,2010,-0.1006441223832528,-0.0348879995702207,-0.1920874822151639,0.0971906570115009,0.5668204204221496,0.3029622104533748,4536.01,1,Q1,1,Q1,1,Q1,1,Q1
AFGA.OL,2010,0.3347653090225401,0.3284609928547181,0.326156071823834,0.4316819000690783,0.0002250360031389,0.0786445860689503,2107.01,4,Q4,4,Q4,4,Q4,,
AFK.OL,2010,0.056797323631971,0.0673090635109684,0.002692988226709,0.1352561292502369,0.3570157823811393,0.2146174259902784,2736.16,2,Q2,2,Q2,2,Q2,,
AFRY.ST,2010,0.2271955287605978,0.2231548777582015,0.2163831945111119,0.1473186411214486,0.012656917197769,0.088469634476213,2566.5,4,Q4,4,Q4,4,Q4,,
AGATE.CO,2010,0.0901279155578415,0.095502867452115,0.0255130817683282,0.1854147472688364,0.326827279313328,0.2397181706847722,726.11,2,Q2,2,Q2,2,Q2,,
AGFEb.CO,2010,-0.8359167404783003,-0.5664661029839644,-0.9209169413511336,0.0002105242575867,0.990740147568574,0.2876837514086129,248.02,1,Q1,1,Q1,1,Q1,1,Q1
AKAST.OL,2010,0.3014359311629946,0.2926201416867999,0.2872438251094409,0.3534843558258369,0.0063692848248278,0.1019555093019951,4308.16,4,Q4,4,Q4,4,Q4,,
AKVA.OL,2010,-0.1317019950124689,-0.1281599816817682,-0.1360077789628145,8.31226198982904e-11,0.8819423104634372,0.055211441592982,344.46,1,Q1,1,Q1,1,Q1,1,Q1
ALFA.ST,2010,0.442248977475661,0.4326553193405115,0.4334519143813666,0.7940548419819129,4.060027724768832e-06,0.0795234773647992,33806.22,5,Q5,5,Q5,5,Q5,5,Q5
ALKb.CO,2010,0.2651136606835459,0.2527913692737826,0.2404740712565817,0.3137049691770417,0.0454713898935429,0.1368643589282804,4193.19,4,Q4,4,Q4,4,Q4,,
AMBUb.CO,2010,0.296143174760671,0.2905668796739148,0.2869037550495719,0.3037921180249148,0.0011842350427302,0.0815603289737617,1268.2,4,Q4,4,Q4,4,Q4,,
ANODb.ST,2010,0.1014981890023048,0.1027846803568802,0.0730885217223015,0.0982975097779055,0.2311694647518002,0.1479790737337817,435.05,3,Q3,3,Q3,3,Q3,,
ANOT.ST,2010,-0.0553134162770425,-0.0069152079974636,-0.1405231904527339,0.1131221377615682,0.5159793875456384,0.2881786710308343,407.83,1,Q1,2,Q2,1,Q1,1,Q1
AOJb.CO,2010,0.8479012879513235,0.7472251424017013,0.806686630834567,0.9824293362932554,7.560700987485221e-05,0.1825914310464645,283.52,5,Q5,5,Q5,5,Q5,5,Q5
APETIT.HE,2010,-0.0459806452746017,-0.0229262500165461,-0.0889221005678436,0.0478899232741373,0.5069805039826936,0.1870022110149839,820.01,1,Q1,2,Q2,1,Q1,1,Q1
AQ.ST,2010,0.1390188392970034,0.1371623823876303,0.1157506695772502,0.1123364887293112,0.1527220809402483,0.1326709802843239,672.99,3,Q3,3,Q3,3,Q3,,
ARRA.OL,2010,-0.1187142145880011,-0.0874903346300277,-0.1587795057986752,0.0207453998696519,0.6301649566920104,0.1796289780537302,18.04,1,Q1,1,Q1,1,Q1,1,Q1
ASPO.HE,2010,0.0557998702328599,0.0641657347320074,0.0134649215877657,0.1056754775698085,0.3408761954967322,0.1854582445689735,1142.93,2,Q2,2,Q2,2,Q2,,
ASSAb.ST,2010,0.2857785758439517,0.2842749836922325,0.2831359863340616,0.1282839723864886,1.80040188224514e-08,0.0431320256350031,38660.27,4,Q4,4,Q4,4,Q4,,
ATCOa.ST,2010,0.4152508100352901,0.3946283043075319,0.3946398154069229,0.6456094008277805,0.0029573653170469,0.1242708313300114,70074.61,5,Q5,5,Q5,5,Q5,5,Q5
ATEA.OL,2010,0.0809811589050835,0.081970616681844,0.0722767886371937,0.0058173166767288,0.1276180484323594,0.0790908200038099,4322.57,2,Q2,2,Q2,3,Q3,,
ATLA.CO,2010,0.1290395189555933,0.1276050450715622,0.0982044483970299,0.1348224683572916,0.2001432652354742,0.1548594173733749,474.39,3,Q3,3,Q3,3,Q3,,
ATRAV.HE,2010,0.2776042299073878,0.2731617327986936,0.2694037549132996,0.2351194985079704,0.0011462495254388,0.0767011010607623,1698.75,4,Q4,4,Q4,4,Q4,,
ATRLJb.ST,2010,0.1145559804733623,0.1145982390775145,0.0905126972156374,0.0916160946092767,0.19166731411845,0.1350519272842378,7005.12,3,Q3,3,Q3,3,Q3,,
AUSS.OL,2010,0.146994988358786,0.1436027895201961,0.1151051544156383,0.1590094497501761,0.1803539614628972,0.1577952306102749,7318.1,3,Q3,3,Q3,3,Q3,,
AXFO.ST,2010,0.3508895361654028,0.3254783939149476,0.3185606988390799,0.4955032481921322,0.0294960398445312,0.1590078753655822,8893.74,4,Q4,4,Q4,4,Q4,,
AZN.ST,2010,0.781804557254512,0.7730328649615967,0.777857619145655,0.9999999981615694,4.4273029826071386e-30,0.0528286805663386,394961.01,5,Q5,5,Q5,5,Q5,5,Q5
AZT.OL,2010,-0.6333605887162715,-0.5657016101637764,-0.6604804502047518,1.1104611019607804e-07,0.9990514532502802,0.1442388178982989,120.55,1,Q1,1,Q1,1,Q1,1,Q1
BAVA.CO,2010,-0.2646515597335269,-0.2466026865610867,-0.2789106206375071,3.840942938038161e-06,0.9467011710356515,0.1022076993229459,1272.1,1,Q1,1,Q1,1,Q1,1,Q1
BEIAb.ST,2010,0.2386938755107905,0.23116865371945,0.2204303423487794,0.2318408602382119,0.0363708463746949,0.1164917718982953,1784.29,4,Q4,4,Q4,4,Q4,,
BEIJb.ST,2010,0.1497060076693651,0.1453887864057352,0.1122980448580581,0.1814552856953952,0.1959896379558284,0.1726893826756569,2717.8,3,Q3,3,Q3,3,Q3,,
BERGb.ST,2010,0.0721706269522535,0.0759726144449956,0.0455911301634117,0.0680379764922787,0.2728050396995392,0.1426534313347851,677.17,2,Q2,2,Q2,2,Q2,,
BETSb.ST,2010,0.7788891734329573,0.7472290285577732,0.7645807087142147,0.9989533970143024,1.497026600164668e-09,0.1023934594837676,1447.76,5,Q5,5,Q5,5,Q5,5,Q5
BIF.CO,2010,0.1673374856654599,0.1627804821233088,0.1411749868456352,0.1601867841220146,0.1318146322524974,0.1414221820001684,160.37,3,Q3,3,Q3,3,Q3,,
BILIa.ST,2010,0.1199240229665749,0.1197162191345895,0.1070456447168456,0.0377387003722431,0.10896496689012,0.0968996087412927,1350.41,3,Q3,3,Q3,3,Q3,,
BILL.ST,2010,0.0313203811409479,0.03363111308389,0.0230444052547904,0.0011085557095122,0.2435849285967745,0.0770633518853088,4596.59,2,Q2,2,Q2,2,Q2,,
BINV.ST,2010,0.8262608309264607,0.4631756729355538,0.6730985938562497,0.8519965122424601,0.0275724546669443,0.4672844780435261,1143.91,5,Q5,5,Q5,5,Q5,5,Q5
BIOBV.HE,2010,0.8539952718676123,0.7551064286912126,0.8138461708104843,0.9846444074229008,5.547308674937556e-05,0.1798457525589876,93.48,5,Q5,5,Q5,5,Q5,5,Q5
BIOGb.ST,2010,0.4629885057471263,0.4353935267489764,0.439193251578482,0.730780616505215,0.0023327686900796,0.1342931899942532,1026.75,5,Q5,5,Q5,5,Q5,5,Q5
BIOPOR.CO,2010,-0.5029103608847496,-0.3329153161658889,-0.5854330787895745,0.0049860046650569,0.9174127533249268,0.2818410171533477,331.14,1,Q1,1,Q1,1,Q1,1,Q1
BITTI.HE,2010,0.072443090390268,0.0801479287274361,0.0182347837851262,0.1485377588610434,0.3357112595556745,0.2148689709345519,778.37,2,Q2,2,Q2,2,Q2,,
BNOR.OL,2010,-0.077674076223329,-0.0531148155738506,-0.1158971512011464,0.0283481870859884,0.5630505014807471,0.1748322370447402,3409.22,1,Q1,1,Q1,1,Q1,1,Q1
BO.CO,2010,-1.0411098383606978,-1.0057336865820568,-1.0502889672877456,0.0,1.0,0.0812853600643427,1924.6,1,Q1,1,Q1,1,Q1,1,Q1
BOL.ST,2010,0.2228038912186057,0.2095418390287578,0.1858693162062928,0.2786734103703816,0.1169524590769375,0.1714387736704515,17939.47,4,Q4,4,Q4,4,Q4,,
BOLJ.ST,2010,0.0469253657327048,0.0501032367818867,0.0329378255397328,0.0125688486443933,0.2583198405691683,0.1011818420355907,223.07,2,Q2,2,Q2,2,Q2,,
BONHR.OL,2010,0.2640777094561875,0.261789543941935,0.2594704931041252,0.1280478607941587,4.887697745746599e-05,0.0571404619527105,6689.45,4,Q4,4,Q4,4,Q4,,
BOR.OL,2010,-0.0253126787179551,-0.0065981591935514,-0.0653021244600773,0.0508475208541664,0.471608274009018,0.1794326983668162,346.22,2,Q2,2,Q2,2,Q2,,
BOREO.HE,2010,-0.0453757680794075,-0.0211265319267542,-0.0907130160869064,0.052766355249502,0.5058138297980348,0.1930497518695032,59.42,1,Q1,2,Q2,1,Q1,1,Q1
BORG.ST,2010,0.4971183487468168,0.4844664095773467,0.4871831834088685,0.8940018197485728,1.4725821730544993e-06,0.0846767913860252,572.49,5,Q5,5,Q5,5,Q5,5,Q5
BOUV.OL,2010,0.4474950690335308,0.3916295503067237,0.397076716652781,0.6416830633331183,0.0297812385396733,0.2056422681493258,524.76,5,Q5,5,Q5,5,Q5,5,Q5
BRIMH.IC,2010,0.2342223978096489,0.2336021350594647,0.2326605363446485,0.0046114862844861,7.781989076055622e-10,0.0330992747643042,409.54,4,Q4,4,Q4,4,Q4,,
BTSb.ST,2010,0.3185756450537942,0.3093784643568267,0.305016640196251,0.3984576219224593,0.0037280827543606,0.0995452875820917,538.4,4,Q4,4,Q4,4,Q4,,
CARLb.CO,2010,-0.3373168662278126,-0.3230388920044399,-0.346785016210322,4.232042494223265e-10,0.9956798635038872,0.0825962012938858,65590.11,1,Q1,1,Q1,1,Q1,1,Q1
CAST.ST,2010,0.1753692659058826,0.1753233322103235,0.1751406870020689,0.0,1.0351954112680055e-35,0.012634188256135,10090.02,3,Q3,3,Q3,3,Q3,,
CATE.ST,2010,-0.0017503570728428,0.0140563869812499,-0.0423381883001858,0.0638217578721106,0.4317889333632866,0.1809785627821551,821.07,2,Q2,2,Q2,2,Q2,,
CBRAIN.CO,2010,0.3214398484370066,0.2804062036657719,0.261785375326946,0.4551941355405811,0.0992548229249162,0.227943844897114,131.55,4,Q4,4,Q4,4,Q4,,
CEMAT.CO,2010,0.2427117834870049,0.2116989190493389,0.1698138196980247,0.3616976858204637,0.1811342230581649,0.2592218281317773,568.5,4,Q4,4,Q4,3,Q3,,
