Method,FormationYear,HoldDate,Quintile,ew_ret,n_firms
M1,2017,2017-07-01,5,-0.003810843256921273,83
M1,2017,2017-07-01,Q5-Q1,-0.01884455892581485,169
M1,2017,2017-08-01,1,-0.009773991155582336,86
M1,2017,2017-08-01,2,-0.007976088431417535,83
M1,2017,2017-08-01,3,-0.01034426964616203,84
M1,2017,2017-08-01,4,-0.018477199660481527,84
M1,2017,2017-08-01,5,-0.006596232571680499,83
M1,2017,2017-08-01,Q5-Q1,0.0031777585839018367,169
M1,2017,2017-09-01,1,0.059052806280841044,86
M1,2017,2017-09-01,2,0.014829155384881486,83
M1,2017,2017-09-01,3,0.029296769605205414,84
M1,2017,2017-09-01,4,0.024425918321708213,84
M1,2017,2017-09-01,5,0.03149752453987672,83
M1,2017,2017-09-01,Q5-Q1,-0.027555281740964326,169
M1,2017,2017-10-01,1,-0.00023920876668876654,86
M1,2017,2017-10-01,2,-0.01419025010284024,83
M1,2017,2017-10-01,3,-0.002679541022153157,84
M1,2017,2017-10-01,4,0.0030900267414978085,84
M1,2017,2017-10-01,5,0.0063532868679198225,83
M1,2017,2017-10-01,Q5-Q1,0.006592495634608589,169
M1,2017,2017-11-01,1,-0.03873610862837578,86
M1,2017,2017-11-01,2,-0.032761357640607974,83
M1,2017,2017-11-01,3,-0.025926636405987476,84
M1,2017,2017-11-01,4,-0.03573711236757869,84
M1,2017,2017-11-01,5,-0.04725284985096593,83
M1,2017,2017-11-01,Q5-Q1,-0.008516741222590149,169
M1,2017,2017-12-01,1,-0.0057363085680467996,86
M1,2017,2017-12-01,2,0.018746431595841127,83
M1,2017,2017-12-01,3,0.007730250755100181,84
M1,2017,2017-12-01,4,0.000155190435037639,84
M1,2017,2017-12-01,5,0.015087411598073227,83
M1,2017,2017-12-01,Q5-Q1,0.020823720166120024,169
M1,2017,2018-01-01,1,0.0605442807001837,86
M1,2017,2018-01-01,2,0.01234931371495348,83
M1,2017,2018-01-01,3,0.016017432827046253,84
M1,2017,2018-01-01,4,0.018806229872666495,84
M1,2017,2018-01-01,5,0.02569673335502817,83
M1,2017,2018-01-01,Q5-Q1,-0.034847547345155536,169
M1,2017,2018-02-01,1,-0.007747378618680822,86
M1,2017,2018-02-01,2,-0.016416225921419128,83
M1,2017,2018-02-01,3,-0.018230163079550915,84
M1,2017,2018-02-01,4,0.007362439338819734,84
M1,2017,2018-02-01,5,-0.007824285710079074,83
M1,2017,2018-02-01,Q5-Q1,-7.6907091398252e-05,169
M1,2017,2018-03-01,1,-0.026136165519759537,86
M1,2017,2018-03-01,2,-0.02167213634057607,83
M1,2017,2018-03-01,3,-0.003394473120669876,84
M1,2017,2018-03-01,4,-0.017888374649662055,84
M1,2017,2018-03-01,5,-0.019861494198842637,83
M1,2017,2018-03-01,Q5-Q1,0.0062746713209169,169
M1,2017,2018-04-01,1,0.026017029159397333,86
M1,2017,2018-04-01,2,0.03131474102707967,83
M1,2017,2018-04-01,3,0.04734249897669397,84
M1,2017,2018-04-01,4,0.04177803115385372,84
M1,2017,2018-04-01,5,0.03914067370793452,83
M1,2017,2018-04-01,Q5-Q1,0.013123644548537185,169
M1,2017,2018-05-01,1,-0.00797255611008486,86
M1,2017,2018-05-01,2,0.019617496317210676,83
M1,2017,2018-05-01,3,0.012229932777517464,84
M1,2017,2018-05-01,4,0.03080304878385716,84
M1,2017,2018-05-01,5,0.013715157723567665,83
M1,2017,2018-05-01,Q5-Q1,0.021687713833652526,169
M1,2017,2018-06-01,1,-0.014384243828285494,86
M1,2017,2018-06-01,2,-0.012645975285288772,83
M1,2017,2018-06-01,3,-0.01679197443386288,84
M1,2017,2018-06-01,4,-0.005152218269020025,84
M1,2017,2018-06-01,5,0.004933391421226512,83
M1,2017,2018-06-01,Q5-Q1,0.019317635249512004,169
M1,2018,2018-07-01,1,0.02665616535124241,90
M1,2018,2018-07-01,2,0.02447713637789223,90
M1,2018,2018-07-01,3,0.027661594437771653,90
M1,2018,2018-07-01,4,0.031190280324604334,92
M1,2018,2018-07-01,5,0.03267164238222546,90
M1,2018,2018-07-01,Q5-Q1,0.006015477030983051,180
M1,2018,2018-08-01,1,-0.003250324000891727,90
M1,2018,2018-08-01,2,-0.0031360515885952,90
M1,2018,2018-08-01,3,0.0118425983953416,90
M1,2018,2018-08-01,4,0.015248597504282807,92
M1,2018,2018-08-01,5,0.015285616316259418,90
M1,2018,2018-08-01,Q5-Q1,0.018535940317151146,180
M1,2018,2018-09-01,1,0.03407931090881875,90
M1,2018,2018-09-01,2,-0.01301751833672466,90
M1,2018,2018-09-01,3,-0.00940063903824409,90
M1,2018,2018-09-01,4,0.008207636507306732,92
M1,2018,2018-09-01,5,-0.012631614150775903,90
M1,2018,2018-09-01,Q5-Q1,-0.046710925059594656,180
M1,2018,2018-10-01,1,-0.08313490472295929,90
M1,2018,2018-10-01,2,-0.05338135338987481,90
M1,2018,2018-10-01,3,-0.06822850852236724,90
M1,2018,2018-10-01,4,-0.06324649658979564,92
M1,2018,2018-10-01,5,-0.07081237755039999,90
M1,2018,2018-10-01,Q5-Q1,0.0123225271725593,180
M1,2018,2018-11-01,1,-0.07755975704684959,90
M1,2018,2018-11-01,2,-0.02174798115879084,90
M1,2018,2018-11-01,3,-0.003739545524258016,90
M1,2018,2018-11-01,4,-0.017571319666124238,92
M1,2018,2018-11-01,5,-0.0167433485523286,90
M1,2018,2018-11-01,Q5-Q1,0.06081640849452098,180
M1,2018,2018-12-01,1,-0.1046540810938064,90
M1,2018,2018-12-01,2,-0.04935617046632497,90
M1,2018,2018-12-01,3,-0.05295726199358035,90
M1,2018,2018-12-01,4,-0.05033726101005865,92
M1,2018,2018-12-01,5,-0.06043955334245066,90
M1,2018,2018-12-01,Q5-Q1,0.044214527751355745,180
M1,2018,2019-01-01,1,0.08897015208743794,90
M1,2018,2019-01-01,2,0.09355993491803791,90
M1,2018,2019-01-01,3,0.06323269177855921,90
M1,2018,2019-01-01,4,0.0578659888664677,92
M1,2018,2019-01-01,5,0.08432945651343825,90
M1,2018,2019-01-01,Q5-Q1,-0.004640695573999695,180
M1,2018,2019-02-01,1,-0.005829501109807558,90
M1,2018,2019-02-01,2,0.015044604265604831,90
M1,2018,2019-02-01,3,0.03557040231028589,90
M1,2018,2019-02-01,4,0.04481903883791414,92
M1,2018,2019-02-01,5,0.04458570550952058,90
M1,2018,2019-02-01,Q5-Q1,0.05041520661932814,180
M1,2018,2019-03-01,1,-0.021117042094448084,90
M1,2018,2019-03-01,2,0.0009657649683998922,90
M1,2018,2019-03-01,3,-0.010531993215987035,90
M1,2018,2019-03-01,4,0.0026285290080989795,92
M1,2018,2019-03-01,5,0.016462891206707783,90
M1,2018,2019-03-01,Q5-Q1,0.03757993330115587,180
M1,2018,2019-04-01,1,0.03842730216353386,90
M1,2018,2019-04-01,2,0.031782962532234046,90
M1,2018,2019-04-01,3,0.05979779974329665,90
M1,2018,2019-04-01,4,0.055269611782090736,92
M1,2018,2019-04-01,5,0.04374475622818142,90
M1,2018,2019-04-01,Q5-Q1,0.005317454064647564,180
M1,2018,2019-05-01,1,-0.0718799883564787,90
M1,2018,2019-05-01,2,-0.030668368037832447,90
M1,2018,2019-05-01,3,-0.031506852893781266,90
M1,2018,2019-05-01,4,-0.042913182770101824,92
M1,2018,2019-05-01,5,-0.04423241902916576,90
M1,2018,2019-05-01,Q5-Q1,0.027647569327312937,180
M1,2018,2019-06-01,1,0.013289926677049582,90
M1,2018,2019-06-01,2,0.0355639125690415,90
M1,2018,2019-06-01,3,0.03131981569724665,90
M1,2018,2019-06-01,4,0.04665218296751268,92
M1,2018,2019-06-01,5,0.035629731390263764,90
M1,2018,2019-06-01,Q5-Q1,0.02233980471321418,180
M1,2019,2019-07-01,1,0.024255904394249635,93
M1,2019,2019-07-01,2,0.024435432930364567,95
M1,2019,2019-07-01,3,0.004401077234139198,93
M1,2019,2019-07-01,4,-0.012910837898123079,98
M1,2019,2019-07-01,5,-0.006997466727809635,93
M1,2019,2019-07-01,Q5-Q1,-0.03125337112205927,186
M1,2019,2019-08-01,1,-0.04891191430090773,93
M1,2019,2019-08-01,2,-0.02432056440082119,95
M1,2019,2019-08-01,3,-0.015345119185370423,93
M1,2019,2019-08-01,4,-0.015825504945901073,98
M1,2019,2019-08-01,5,-0.03514729334414553,93
M1,2019,2019-08-01,Q5-Q1,0.013764620956762202,186
M1,2019,2019-09-01,1,0.06537597782343167,93
M1,2019,2019-09-01,2,0.0440427437502593,95
M1,2019,2019-09-01,3,0.01515728399300525,93
M1,2019,2019-09-01,4,0.026537640200219252,98
M1,2019,2019-09-01,5,0.01938277196930179,93
M1,2019,2019-09-01,Q5-Q1,-0.04599320585412988,186
M1,2019,2019-10-01,1,0.011865831513229785,93
M1,2019,2019-10-01,2,0.004862501648283526,95
M1,2019,2019-10-01,3,0.013209491319538113,93
M1,2019,2019-10-01,4,0.021789660841974666,98
M1,2019,2019-10-01,5,0.02269872628546199,93
M1,2019,2019-10-01,Q5-Q1,0.010832894772232204,186
M1,2019,2019-11-01,1,0.04453861097732944,93
M1,2019,2019-11-01,2,0.051653828667444626,95
M1,2019,2019-11-01,3,0.022880785329422285,93
M1,2019,2019-11-01,4,0.05297325873284265,98
M1,2019,2019-11-01,5,0.03489415859192187,93
M1,2019,2019-11-01,Q5-Q1,-0.009644452385407572,186
M1,2019,2019-12-01,1,0.014130459417962952,93
M1,2019,2019-12-01,2,0.049363180945936086,95
M1,2019,2019-12-01,3,0.04355586688627743,93
M1,2019,2019-12-01,4,0.04579000325764877,98
M1,2019,2019-12-01,5,0.04356033680795767,93
M1,2019,2019-12-01,Q5-Q1,0.029429877389994717,186
M1,2019,2020-01-01,1,0.04455673443482779,93
M1,2019,2020-01-01,2,0.038416089785874,95
M1,2019,2020-01-01,3,0.022704503591156132,93
M1,2019,2020-01-01,4,0.011743626022477702,98
M1,2019,2020-01-01,5,0.03299590292633285,93
M1,2019,2020-01-01,Q5-Q1,-0.011560831508494941,186
M1,2019,2020-02-01,1,-0.13771383184670927,93
M1,2019,2020-02-01,2,-0.0727801992516086,95
M1,2019,2020-02-01,3,-0.06825240128680587,93
M1,2019,2020-02-01,4,-0.0867843185597342,98
M1,2019,2020-02-01,5,-0.08905992315027776,93
M1,2019,2020-02-01,Q5-Q1,0.048653908696431505,186
M1,2019,2020-03-01,1,-0.19110224531302944,93
M1,2019,2020-03-01,2,-0.18045836088835546,95
M1,2019,2020-03-01,3,-0.20902554841587967,93
M1,2019,2020-03-01,4,-0.1794974879400658,98
M1,2019,2020-03-01,5,-0.16229788648242488,93
M1,2019,2020-03-01,Q5-Q1,0.02880435883060456,186
M1,2019,2020-04-01,1,0.21440353221785935,93
M1,2019,2020-04-01,2,0.11973020658816143,95
M1,2019,2020-04-01,3,0.1230561397444184,93
M1,2019,2020-04-01,4,0.1199403922685291,98
M1,2019,2020-04-01,5,0.12792780874702087,93
M1,2019,2020-04-01,Q5-Q1,-0.08647572347083848,186
M1,2019,2020-05-01,1,0.04547951084079285,93
M1,2019,2020-05-01,2,0.06711669736334944,95
M1,2019,2020-05-01,3,0.06481688439961507,93
M1,2019,2020-05-01,4,0.08110760644237536,98
M1,2019,2020-05-01,5,0.09010221562901773,93
M1,2019,2020-05-01,Q5-Q1,0.04462270478822487,186
M1,2019,2020-06-01,1,0.05919074509698731,93
M1,2019,2020-06-01,2,0.02369580815232518,95
M1,2019,2020-06-01,3,0.01715410477818234,93
M1,2019,2020-06-01,4,0.010487623107787494,98
M1,2019,2020-06-01,5,0.033764702964398235,93
M1,2019,2020-06-01,Q5-Q1,-0.025426042132589075,186
M1,2020,2020-07-01,1,0.07433155207464662,97
M1,2020,2020-07-01,2,0.03492728955644344,98
M1,2020,2020-07-01,3,0.06436963379999946,97
M1,2020,2020-07-01,4,0.06661093334038794,100
M1,2020,2020-07-01,5,0.03897725583074658,98
M1,2020,2020-07-01,Q5-Q1,-0.03535429624390004,195
M1,2020,2020-08-01,1,0.0674919955426935,97
M1,2020,2020-08-01,2,0.04411405762427605,98
M1,2020,2020-08-01,3,0.08036546632957099,97
M1,2020,2020-08-01,4,0.07233364210636131,100
M1,2020,2020-08-01,5,0.061498956082790567,98
M1,2020,2020-08-01,Q5-Q1,-0.005993039459902934,195
M1,2020,2020-09-01,1,0.03783774335103763,97
M1,2020,2020-09-01,2,0.02686843074456087,98
M1,2020,2020-09-01,3,0.02729181988624109,97
M1,2020,2020-09-01,4,0.018590505234644162,100
M1,2020,2020-09-01,5,0.01851518782701226,98
M1,2020,2020-09-01,Q5-Q1,-0.01932255552402537,195
M1,2020,2020-10-01,1,-0.053343624816655964,97
M1,2020,2020-10-01,2,-0.025943279664486393,98
M1,2020,2020-10-01,3,-0.04210939664815408,97
M1,2020,2020-10-01,4,-0.04019789517531601,100
M1,2020,2020-10-01,5,-0.035317709961101146,98
M1,2020,2020-10-01,Q5-Q1,0.01802591485555482,195
M1,2020,2020-11-01,1,0.13184064842028886,97
M1,2020,2020-11-01,2,0.12953085337742273,98
M1,2020,2020-11-01,3,0.13259863531537935,97
M1,2020,2020-11-01,4,0.11422900493859801,100
M1,2020,2020-11-01,5,0.14249408525876736,98
M1,2020,2020-11-01,Q5-Q1,0.010653436838478497,195
M1,2020,2020-12-01,1,0.16170195523935477,97
M1,2020,2020-12-01,2,0.06818758874910373,98
M1,2020,2020-12-01,3,0.06445682907828947,97
M1,2020,2020-12-01,4,0.07932067692618334,100
M1,2020,2020-12-01,5,0.0853051671391666,98
M1,2020,2020-12-01,Q5-Q1,-0.07639678810018817,195
M1,2020,2021-01-01,1,0.008301210964691946,97
M1,2020,2021-01-01,2,0.012676677671275666,98
M1,2020,2021-01-01,3,0.0008716956758407527,97
M1,2020,2021-01-01,4,0.014466417506462796,100
M1,2020,2021-01-01,5,0.005842709559616589,98
M1,2020,2021-01-01,Q5-Q1,-0.002458501405075357,195
M1,2020,2021-02-01,1,0.07705434716897697,97
M1,2020,2021-02-01,2,0.04795453007556728,98
M1,2020,2021-02-01,3,0.06560581709743836,97
M1,2020,2021-02-01,4,0.05049789293642876,100
M1,2020,2021-02-01,5,0.037106663014248385,98
M1,2020,2021-02-01,Q5-Q1,-0.03994768415472858,195
M1,2020,2021-03-01,1,0.005469078643707865,97
M1,2020,2021-03-01,2,0.06752328777114112,98
M1,2020,2021-03-01,3,0.05260089093976716,97
M1,2020,2021-03-01,4,0.06675081875614715,100
M1,2020,2021-03-01,5,0.03218665010043745,98
M1,2020,2021-03-01,Q5-Q1,0.02671757145672958,195
M1,2020,2021-04-01,1,0.03094807010022444,97
M1,2020,2021-04-01,2,0.05049741575680974,98
M1,2020,2021-04-01,3,0.0684041605585108,97
M1,2020,2021-04-01,4,0.05486150633756225,100
M1,2020,2021-04-01,5,0.05792848985503434,98
M1,2020,2021-04-01,Q5-Q1,0.0269804197548099,195
M1,2020,2021-05-01,1,-0.04012682779323907,97
M1,2020,2021-05-01,2,-0.00012831646961037685,98
M1,2020,2021-05-01,3,0.014624995284573852,97
M1,2020,2021-05-01,4,0.018071436454250085,100
M1,2020,2021-05-01,5,0.012066441376601794,98
M1,2020,2021-05-01,Q5-Q1,0.052193269169840864,195
M1,2020,2021-06-01,1,0.005997672602102675,97
M1,2020,2021-06-01,2,0.009000799315710007,98
M1,2020,2021-06-01,3,0.012292499341183089,97
M1,2020,2021-06-01,4,-0.0015542512698809908,100
M1,2020,2021-06-01,5,0.00471613322499542,98
M1,2020,2021-06-01,Q5-Q1,-0.001281539377107255,195
M1,2021,2021-07-01,1,-0.0018384034455436492,105
M1,2021,2021-07-01,2,0.046849845961125014,102
M1,2021,2021-07-01,3,0.04902035464562242,104
M1,2021,2021-07-01,4,0.060184645835488826,103
M1,2021,2021-07-01,5,0.05504442633635574,104
M1,2021,2021-07-01,Q5-Q1,0.05688282978189939,209
M1,2021,2021-08-01,1,0.017752504781464045,105
M1,2021,2021-08-01,2,0.027810874757976018,102
M1,2021,2021-08-01,3,0.015550076483745207,104
M1,2021,2021-08-01,4,0.022767588237837925,103
M1,2021,2021-08-01,5,0.044660420852805235,104
M1,2021,2021-08-01,Q5-Q1,0.02690791607134119,209
M1,2021,2021-09-01,1,-0.03599823589321821,105
M1,2021,2021-09-01,2,-0.04812943969197084,102
M1,2021,2021-09-01,3,-0.055635858149451725,104
M1,2021,2021-09-01,4,-0.06323283979717166,103
M1,2021,2021-09-01,5,-0.061875455452373225,104
M1,2021,2021-09-01,Q5-Q1,-0.025877219559155014,209
M1,2021,2021-10-01,1,-0.008273272056373689,105
M1,2021,2021-10-01,2,0.02196525809456961,102
M1,2021,2021-10-01,3,0.046663286858018835,104
M1,2021,2021-10-01,4,0.04864726669143601,103
M1,2021,2021-10-01,5,0.0467800196938227,104
M1,2021,2021-10-01,Q5-Q1,0.05505329175019639,209
M1,2021,2021-11-01,1,-0.019337634763591186,105
M1,2021,2021-11-01,2,-0.004082422068308081,102
M1,2021,2021-11-01,3,-0.008361229141268559,104
M1,2021,2021-11-01,4,0.003291658297623445,103
M1,2021,2021-11-01,5,-0.009137982573884849,104
M1,2021,2021-11-01,Q5-Q1,0.010199652189706337,209
M1,2021,2021-12-01,1,0.00714646771819324,105
M1,2021,2021-12-01,2,0.03570350484262027,102
M1,2021,2021-12-01,3,0.03440457050831311,104
M1,2021,2021-12-01,4,0.06435903607521191,103
M1,2021,2021-12-01,5,0.03306403063662211,104
M1,2021,2021-12-01,Q5-Q1,0.02591756291842887,209
M1,2021,2022-01-01,1,-0.0377174980721063,105
M1,2021,2022-01-01,2,-0.02473661771950833,102
M1,2021,2022-01-01,3,-0.058340480768377105,104
M1,2021,2022-01-01,4,-0.08646544569789325,103
M1,2021,2022-01-01,5,-0.09023095568831356,104
M1,2021,2022-01-01,Q5-Q1,-0.05251345761620726,209
M1,2021,2022-02-01,1,-0.032752441042752115,105
M1,2021,2022-02-01,2,-0.02717397748336855,102
M1,2021,2022-02-01,3,-0.05053718786535101,104
M1,2021,2022-02-01,4,-0.06569935297142612,103
M1,2021,2022-02-01,5,-0.04864759612095097,104
M1,2021,2022-02-01,Q5-Q1,-0.015895155078198858,209
M1,2021,2022-03-01,1,0.05236702219913355,105
M1,2021,2022-03-01,2,0.0636411015448568,102
M1,2021,2022-03-01,3,0.039785481967169925,104
M1,2021,2022-03-01,4,0.019151567249804383,103
M1,2021,2022-03-01,5,0.01765217724025462,104
M1,2021,2022-03-01,Q5-Q1,-0.03471484495887893,209
M1,2021,2022-04-01,1,-0.04700660545790533,105
M1,2021,2022-04-01,2,-0.050340075437884206,102
M1,2021,2022-04-01,3,-0.020849065046306937,104
M1,2021,2022-04-01,4,-0.036922249868563024,103
M1,2021,2022-04-01,5,-0.033910029420675496,104
M1,2021,2022-04-01,Q5-Q1,0.013096576037229836,209
M1,2021,2022-05-01,1,0.04841318664192097,105
M1,2021,2022-05-01,2,0.004106190678365855,102
M1,2021,2022-05-01,3,-0.033586563645029426,104
M1,2021,2022-05-01,4,-0.014909061998341243,103
M1,2021,2022-05-01,5,-0.01040473374245373,104
M1,2021,2022-05-01,Q5-Q1,-0.0588179203843747,209
M1,2021,2022-06-01,1,-0.07461583832458836,105
M1,2021,2022-06-01,2,-0.11355735909732911,102
M1,2021,2022-06-01,3,-0.10792675367326907,104
M1,2021,2022-06-01,4,-0.09908451690163175,103
M1,2021,2022-06-01,5,-0.09368212864424584,104
M1,2021,2022-06-01,Q5-Q1,-0.01906629031965748,209
M1,2022,2022-07-01,1,0.07793414230742787,110
M1,2022,2022-07-01,2,0.08924905220131499,111
M1,2022,2022-07-01,3,0.06751726639545486,109
M1,2022,2022-07-01,4,0.11003086377488128,111
M1,2022,2022-07-01,5,0.08745871499855148,111
M1,2022,2022-07-01,Q5-Q1,0.009524572691123612,221
M1,2022,2022-08-01,1,-0.027770024825745237,110
M1,2022,2022-08-01,2,-0.015003263677647321,111
M1,2022,2022-08-01,3,-0.06453275136264709,109
M1,2022,2022-08-01,4,-0.06572627526484098,111
M1,2022,2022-08-01,5,-0.06542719426866525,111
M1,2022,2022-08-01,Q5-Q1,-0.03765716944292001,221
M1,2022,2022-09-01,1,-0.12464384486966092,110
M1,2022,2022-09-01,2,-0.12216859708217058,111
M1,2022,2022-09-01,3,-0.11293375192696611,109
M1,2022,2022-09-01,4,-0.11260580514139833,111
M1,2022,2022-09-01,5,-0.13503573847063563,111
M1,2022,2022-09-01,Q5-Q1,-0.010391893600974714,221
M1,2022,2022-10-01,1,0.054276605924377753,110
M1,2022,2022-10-01,2,0.0589591445055275,111
M1,2022,2022-10-01,3,0.07879225818924249,109
M1,2022,2022-10-01,4,0.06680214967271762,111
M1,2022,2022-10-01,5,0.07166885673521449,111
M1,2022,2022-10-01,Q5-Q1,0.017392250810836736,221
M1,2022,2022-11-01,1,0.024825299225560624,110
M1,2022,2022-11-01,2,0.024134732521733492,111
M1,2022,2022-11-01,3,0.042909068079288404,109
M1,2022,2022-11-01,4,0.05216419610507953,111
M1,2022,2022-11-01,5,0.057755809888163596,111
M1,2022,2022-11-01,Q5-Q1,0.03293051066260297,221
M1,2022,2022-12-01,1,-0.01456099578497029,110
M1,2022,2022-12-01,2,-0.00627313497226845,111
M1,2022,2022-12-01,3,-0.005819664895084952,109
M1,2022,2022-12-01,4,-0.008202363253258255,111
M1,2022,2022-12-01,5,-0.020583116121736314,111
M1,2022,2022-12-01,Q5-Q1,-0.006022120336766024,221
M1,2022,2023-01-01,1,0.12823755782013976,110
M1,2022,2023-01-01,2,0.05167836302295458,111
M1,2022,2023-01-01,3,0.05702682841861302,109
M1,2022,2023-01-01,4,0.06151091083706663,111
M1,2022,2023-01-01,5,0.045114732572169185,111
M1,2022,2023-01-01,Q5-Q1,-0.08312282524797057,221
M1,2022,2023-02-01,1,-0.012506177604708934,110
M1,2022,2023-02-01,2,-0.009810245607249692,111
M1,2022,2023-02-01,3,0.013118211631523552,109
M1,2022,2023-02-01,4,0.028685472228790945,111
M1,2022,2023-02-01,5,0.013726179336381783,111
M1,2022,2023-02-01,Q5-Q1,0.026232356941090718,221
M1,2022,2023-03-01,1,-0.05148860777581188,110
M1,2022,2023-03-01,2,-0.04844197389196425,111
M1,2022,2023-03-01,3,-0.017388870563058958,109
M1,2022,2023-03-01,4,-0.01970147567644143,111
M1,2022,2023-03-01,5,0.001456475485169683,111
M1,2022,2023-03-01,Q5-Q1,0.05294508326098156,221
M1,2022,2023-04-01,1,0.0034216758006023226,110
M1,2022,2023-04-01,2,0.009409633955450577,111
M1,2022,2023-04-01,3,0.01736415007977125,109
M1,2022,2023-04-01,4,0.0006379614215675608,111
M1,2022,2023-04-01,5,0.01369284281335576,111
M1,2022,2023-04-01,Q5-Q1,0.010271167012753437,221
M1,2022,2023-05-01,1,-0.03040698935085087,110
M1,2022,2023-05-01,2,-0.06346623658715284,111
M1,2022,2023-05-01,3,-0.038274175121448574,109
M1,2022,2023-05-01,4,-0.036370879161650604,111
M1,2022,2023-05-01,5,-0.03061463657632916,111
M1,2022,2023-05-01,Q5-Q1,-0.00020764722547828712,221
M1,2022,2023-06-01,1,-0.012907519125122249,110
M1,2022,2023-06-01,2,-0.025384561380421822,111
M1,2022,2023-06-01,3,-0.004375071124328871,109
M1,2022,2023-06-01,4,0.00020219898461523698,111
M1,2022,2023-06-01,5,-0.0024228530237797906,111
M1,2022,2023-06-01,Q5-Q1,0.010484666101342459,221
M1,2023,2023-07-01,1,0.062079096079028555,115
M1,2023,2023-07-01,2,0.032232612295686476,113
M1,2023,2023-07-01,3,0.0069701658130057915,114
M1,2023,2023-07-01,4,-0.002055464425688507,114
M1,2023,2023-07-01,5,0.002739004291742223,116
M1,2023,2023-07-01,Q5-Q1,-0.05934009178728633,231
M1,2023,2023-08-01,1,-0.07989956250684875,115
M1,2023,2023-08-01,2,-0.01957302704882065,113
M1,2023,2023-08-01,3,-0.018788942432978892,114
M1,2023,2023-08-01,4,-0.041148775250918146,114
M1,2023,2023-08-01,5,-0.045968095726662966,116
M1,2023,2023-08-01,Q5-Q1,0.033931466780185784,231
M1,2023,2023-09-01,1,-0.027297076058854106,115
M1,2023,2023-09-01,2,-0.036780807216293364,113
M1,2023,2023-09-01,3,-0.02544741595550969,114
M1,2023,2023-09-01,4,-0.02327796457081758,114
M1,2023,2023-09-01,5,-0.027426644004897385,116
M1,2023,2023-09-01,Q5-Q1,-0.000129567946043279,231
M1,2023,2023-10-01,1,-0.07204483410593021,115
M1,2023,2023-10-01,2,-0.05563165037426388,113
M1,2023,2023-10-01,3,-0.04470941679758003,114
M1,2023,2023-10-01,4,-0.04136337274486848,114
M1,2023,2023-10-01,5,-0.03512116554501308,116
M1,2023,2023-10-01,Q5-Q1,0.03692366856091713,231
M1,2023,2023-11-01,1,0.04419240127639694,115
M1,2023,2023-11-01,2,0.06959359287532203,113
M1,2023,2023-11-01,3,0.08183907293232404,114
M1,2023,2023-11-01,4,0.05101659951861656,114
M1,2023,2023-11-01,5,0.04996706364082155,116
M1,2023,2023-11-01,Q5-Q1,0.005774662364424608,231
M1,2023,2023-12-01,1,0.08571996032488881,115
M1,2023,2023-12-01,2,0.08679290429556705,113
M1,2023,2023-12-01,3,0.06820422854138514,114
M1,2023,2023-12-01,4,0.06431693412769143,114
M1,2023,2023-12-01,5,0.0729477511969736,116
M1,2023,2023-12-01,Q5-Q1,-0.012772209127915213,231
M1,2023,2024-01-01,1,-0.00012598639256930475,115
M1,2023,2024-01-01,2,0.012878044033526161,113
M1,2023,2024-01-01,3,0.010496927706308742,114
M1,2023,2024-01-01,4,0.01532552654713304,114
M1,2023,2024-01-01,5,-0.0039476907002110855,116
M1,2023,2024-01-01,Q5-Q1,-0.003821704307641781,231
M1,2023,2024-02-01,1,-0.02511009787284458,115
M1,2023,2024-02-01,2,-0.03014051187589578,113
M1,2023,2024-02-01,3,-0.004373802407376675,114
M1,2023,2024-02-01,4,0.013378240335926933,114
M1,2023,2024-02-01,5,0.019027874536055065,116
M1,2023,2024-02-01,Q5-Q1,0.04413797240889965,231
M1,2023,2024-03-01,1,0.02589227720882712,115
M1,2023,2024-03-01,2,0.05557052989755469,113
M1,2023,2024-03-01,3,0.045457791684100655,114
M1,2023,2024-03-01,4,0.03429567866214149,114
M1,2023,2024-03-01,5,0.03973157172686581,116
M1,2023,2024-03-01,Q5-Q1,0.01383929451803869,231
M1,2023,2024-04-01,1,-0.007644091567040646,115
M1,2023,2024-04-01,2,-0.011339770539878188,113
M1,2023,2024-04-01,3,-0.0019503765344493515,114
M1,2023,2024-04-01,4,0.0031698093238923713,114
M1,2023,2024-04-01,5,0.00026822119907545585,116
M1,2023,2024-04-01,Q5-Q1,0.007912312766116102,231
M1,2023,2024-05-01,1,0.09099120836924447,115
M1,2023,2024-05-01,2,0.0862107659744057,113
M1,2023,2024-05-01,3,0.055773563865167346,114
M1,2023,2024-05-01,4,0.043110921379420325,114
M1,2023,2024-05-01,5,0.06899441349164197,116
M1,2023,2024-05-01,Q5-Q1,-0.021996794877602505,231
M1,2023,2024-06-01,1,-0.013535645332330593,115
M1,2023,2024-06-01,2,-0.01975049504102354,113
M1,2023,2024-06-01,3,-0.01991136959578007,114
M1,2023,2024-06-01,4,-0.029748586705261745,114
M1,2023,2024-06-01,5,-0.030974699366020826,116
M1,2023,2024-06-01,Q5-Q1,-0.017439054033690234,231
M1,2024,2024-07-01,1,0.05204562627049516,120
M1,2024,2024-07-01,2,0.05056140115430076,120
M1,2024,2024-07-01,3,0.02362133726781308,117
M1,2024,2024-07-01,4,0.01581239014137943,117
M1,2024,2024-07-01,5,0.022108670900297805,119
M1,2024,2024-07-01,Q5-Q1,-0.029936955370197353,239
M1,2024,2024-08-01,1,-0.054229269342241926,120
M1,2024,2024-08-01,2,-0.006098709464216423,120
