Ticker,FormationYear,theta_obs,theta_post_mean,theta_conservative,p_q5,p_q1,sigma_acc,MarketCap,Method1_ObservedQuality_PortfolioNum,Method1_ObservedQuality_Portfolio,Method2_LatentQuality_PortfolioNum,Method2_LatentQuality_Portfolio,Method3_ConservativeQuality_PortfolioNum,Method3_ConservativeQuality_Portfolio,Method4_ProbabilisticQuality_PortfolioNum,Method4_ProbabilisticQuality_Portfolio
AAK.ST,2014,0.1895951002584571,0.1892055658662819,0.1870234619537731,0.0026684816581577,0.0017734968539654,0.0164284099500058,15967.29,3,Q3,3,Q3,3,Q3,,
ABB.ST,2014,-1.2281880363871074,-0.941998790025846,-1.2485917109424762,0.0,1.0,0.0557287694756025,356410.22,1,Q1,1,Q1,1,Q1,1,Q1
AFRY.ST,2014,0.1632392564334333,0.1648126608132334,0.1492016811119353,0.0287325224133767,0.0753151044510114,0.0437727938254626,7950.61,3,Q3,3,Q3,3,Q3,,
AKRBP.OL,2014,-0.5894380926919025,-0.2545112285413786,-0.6332832373486575,3.071789773004263e-09,0.999995155453748,0.1010086939868444,9385.18,1,Q1,1,Q1,1,Q1,1,Q1
ALFA.ST,2014,0.3098270411864533,0.2911442456852139,0.2960267036837552,0.5133184538382293,0.0017902105906118,0.0434372844700502,65227.58,5,Q5,5,Q5,5,Q5,5,Q5
ALKb.CO,2014,0.2424332816290816,0.2391890768666499,0.2376613751270902,0.0568713224520953,0.0012043915724261,0.0230902938846967,6320.38,4,Q4,4,Q4,4,Q4,,
ASPO.HE,2014,0.0707013246340134,0.0811162468743844,0.0606625020035136,0.002030925805298,0.4120014803683763,0.0348958917089978,1557.0,2,Q2,2,Q2,2,Q2,,
ASSAb.ST,2014,0.2571881648419516,0.2492036792954882,0.2475381188844352,0.178868621259501,0.0034370418223948,0.0348737896731502,112625.29,4,Q4,4,Q4,4,Q4,,
ATCOa.ST,2014,0.4368682848918985,0.3917792010076772,0.419686287921251,0.9448655067725302,0.0001292113371855,0.0497936059561275,143847.65,5,Q5,5,Q5,5,Q5,5,Q5
ATEA.OL,2014,0.0639153079710141,0.0821318952460569,0.0474345511435388,0.0037570287677648,0.4805871621985073,0.0484737052091122,5579.35,2,Q2,2,Q2,2,Q2,,
ATRAV.HE,2014,0.0183108356102931,0.027597422426461,0.0123631163891879,7.515901978885396e-05,0.8399071923295607,0.0263412434096395,1193.62,1,Q1,1,Q1,1,Q1,1,Q1
ATRLJb.ST,2014,0.0717921611782976,0.0760322000122346,0.0676618086005509,0.0001878106214401,0.3569955860510396,0.021212144677984,10717.06,2,Q2,1,Q1,2,Q2,,
AUSS.OL,2014,0.122414123968528,0.1409683578279821,0.0867559813494882,0.0569203387560425,0.2886759585460939,0.0846248538582031,7196.47,2,Q2,2,Q2,2,Q2,,
AXFO.ST,2014,0.2148464644829631,0.2107152102536882,0.2046202556956109,0.0634444551984457,0.0128447047536501,0.0358963575512491,15957.01,3,Q3,4,Q4,4,Q4,,
