PortfolioStrategy,FactorModel,Method,alpha_annualized,alpha_monthly,t_stat,p_value,r_squared,n_obs
LongShort,CAPM,Method1_Raw,0.030698622241160226,0.0025582185200966855,0.7867297915781063,0.43242024128159384,0.023203170465939782,192
LongShort,FF3,Method1_Raw,0.024822326085525374,0.002068527173793781,0.7019447573482793,0.4835817177979429,0.09762027484073144,192
LongShort,FF3+MOM,Method1_Raw,-0.01667200972623114,-0.0013893341438525949,-0.4264826979454087,0.6702466995311562,0.13459564547545744,192
LongShort,FF5,Method1_Raw,-0.0011917746818243496,-9.931455681869581e-05,-0.02973444415595553,0.9763107220620693,0.44932188381905813,192
LongShort,FF5+MOM,Method1_Raw,-0.021365932372408296,-0.001780494364367358,-0.5094142578077647,0.6110689845427433,0.4580050702136885,192
LongShort,CAPM,Method2_PostMean,0.038674860552854726,0.003222905046071227,1.09387070581791,0.27539654232498934,0.023316222674481524,192
LongShort,FF3,Method2_PostMean,0.03285355611158615,0.0027377963426321794,1.0274998033937475,0.3055053560896701,0.10413179567960174,192
LongShort,FF3+MOM,Method2_PostMean,-0.007611409213775773,-0.0006342841011479811,-0.21377869948603856,0.8309525444066141,0.1401610816324409,192
LongShort,FF5,Method2_PostMean,0.007230436157658218,0.0006025363464715181,0.19350976372587758,0.846770915734055,0.45533710899278457,192
LongShort,FF5+MOM,Method2_PostMean,-0.012125617680286515,-0.0010104681400238762,-0.3087290255513937,0.7578750461095889,0.4635271175014667,192
LongShort,CAPM,Method3_ProbQ5,0.014238836699138464,0.0011865697249282053,0.45870462569315706,0.6469705671440882,0.012758383880791313,192
LongShort,FF3,Method3_ProbQ5,0.008213352651990026,0.0006844460543325022,0.3184609196021938,0.7504888375925427,0.13431980892766704,192
LongShort,FF3+MOM,Method3_ProbQ5,-0.028990492160166182,-0.002415874346680515,-1.0066107028436035,0.31542262529459064,0.17932781691704192,192
LongShort,FF5,Method3_ProbQ5,-0.010401687032460642,-0.0008668072527050535,-0.34494796894124524,0.7305232369917434,0.391309867603403,192
LongShort,FF5+MOM,Method3_ProbQ5,-0.03349251382643244,-0.00279104281886937,-1.0417501157032159,0.29888701244407745,0.40853436312751,192
