Date,Method,PortfolioStrategy,Return
2010-01-31,Method1_Raw,Q5,0.02475983520242078
2010-02-28,Method1_Raw,Q5,-0.00859378398141824
2010-03-31,Method1_Raw,Q5,0.07069902397022901
2010-04-30,Method1_Raw,Q5,-0.018046389300744457
2010-05-31,Method1_Raw,Q5,-0.039385974264405245
2010-06-30,Method1_Raw,Q5,0.01605185414060487
2010-07-31,Method1_Raw,Q5,0.018456235634587394
2010-08-31,Method1_Raw,Q5,-0.005680368595637567
2010-09-30,Method1_Raw,Q5,0.05173929355407611
2010-10-31,Method1_Raw,Q5,0.027893510553020858
2010-11-30,Method1_Raw,Q5,-0.004774626342770558
2010-12-31,Method1_Raw,Q5,0.03699176625748481
2011-01-31,Method1_Raw,Q5,-0.0013924596996527027
2011-02-28,Method1_Raw,Q5,-0.01459904143024848
2011-03-31,Method1_Raw,Q5,-0.00041623852392419047
2011-04-30,Method1_Raw,Q5,0.022488340565185304
2011-05-31,Method1_Raw,Q5,-0.01888253131898017
2011-06-30,Method1_Raw,Q5,-0.035748149592698605
2011-07-31,Method1_Raw,Q5,-0.04745866946627169
2011-08-31,Method1_Raw,Q5,-0.07782708888314403
2011-09-30,Method1_Raw,Q5,-0.03526576569385781
2011-10-31,Method1_Raw,Q5,0.0775352951356871
2011-11-30,Method1_Raw,Q5,0.0156412509404245
2011-12-31,Method1_Raw,Q5,0.013960940996281918
2012-01-31,Method1_Raw,Q5,0.021200885074838204
2012-02-29,Method1_Raw,Q5,0.04182210349770564
2012-03-31,Method1_Raw,Q5,-0.003562959628727046
2012-04-30,Method1_Raw,Q5,0.003944467499188844
2012-05-31,Method1_Raw,Q5,-0.08049936040777515
2012-06-30,Method1_Raw,Q5,0.05305008470393834
2012-07-31,Method1_Raw,Q5,0.05632957514990169
2012-08-31,Method1_Raw,Q5,-0.0258629180188914
2012-09-30,Method1_Raw,Q5,0.008323535762892164
2012-10-31,Method1_Raw,Q5,-0.01627092430983118
2012-11-30,Method1_Raw,Q5,0.007536197523256985
2012-12-31,Method1_Raw,Q5,0.014851473360859296
2013-01-31,Method1_Raw,Q5,0.059507838641438146
2013-02-28,Method1_Raw,Q5,0.030917063181192125
2013-03-31,Method1_Raw,Q5,-0.0084527158774697
2013-04-30,Method1_Raw,Q5,-0.007935048853514086
2013-05-31,Method1_Raw,Q5,-0.010758591735332959
2013-06-30,Method1_Raw,Q5,-0.027210126433281044
2013-07-31,Method1_Raw,Q5,0.04867782237444988
2013-08-31,Method1_Raw,Q5,0.034843174299682256
2013-09-30,Method1_Raw,Q5,0.07204163777075483
2013-10-31,Method1_Raw,Q5,-0.0061548827392227555
2013-11-30,Method1_Raw,Q5,0.05057191499154659
2013-12-31,Method1_Raw,Q5,0.023342515356070993
2014-01-31,Method1_Raw,Q5,0.012136265160496157
2014-02-28,Method1_Raw,Q5,0.050990802641565344
2014-03-31,Method1_Raw,Q5,-0.004058305313640078
2014-04-30,Method1_Raw,Q5,-0.0018642189756720442
2014-05-31,Method1_Raw,Q5,-0.00032013425415113397
2014-06-30,Method1_Raw,Q5,0.04193682255566211
2014-07-31,Method1_Raw,Q5,-0.009231589707161186
2014-08-31,Method1_Raw,Q5,-0.019529759974860027
2014-09-30,Method1_Raw,Q5,0.023139031702139125
2014-10-31,Method1_Raw,Q5,0.007107840223677487
2014-11-30,Method1_Raw,Q5,0.03217700503744291
2014-12-31,Method1_Raw,Q5,0.024155998788753283
2015-01-31,Method1_Raw,Q5,0.05706988474921447
2015-02-28,Method1_Raw,Q5,0.04325485129226145
2015-03-31,Method1_Raw,Q5,0.03969757984665149
2015-04-30,Method1_Raw,Q5,-0.024289714154377036
2015-05-31,Method1_Raw,Q5,0.0074607251285166345
2015-06-30,Method1_Raw,Q5,-0.030918007500658606
2015-07-31,Method1_Raw,Q5,0.06197028047548635
2015-08-31,Method1_Raw,Q5,-0.05615131192484997
2015-09-30,Method1_Raw,Q5,-0.0058520011889561805
2015-10-31,Method1_Raw,Q5,0.04936414123022216
2015-11-30,Method1_Raw,Q5,0.028817347231342893
2015-12-31,Method1_Raw,Q5,-0.0010443136730817482
2016-01-31,Method1_Raw,Q5,-0.07746052286263931
2016-02-29,Method1_Raw,Q5,-0.025155248262300024
2016-03-31,Method1_Raw,Q5,-0.00801834688530834
2016-04-30,Method1_Raw,Q5,-0.013635176117202958
2016-05-31,Method1_Raw,Q5,0.023391425945910527
2016-06-30,Method1_Raw,Q5,-0.028086517055115733
2016-07-31,Method1_Raw,Q5,0.07364208588217278
2016-08-31,Method1_Raw,Q5,-0.04828165305382172
2016-09-30,Method1_Raw,Q5,-0.051316614349129264
2016-10-31,Method1_Raw,Q5,-0.06362419304488003
2016-11-30,Method1_Raw,Q5,-0.005359005177038485
2016-12-31,Method1_Raw,Q5,0.05484674764530504
2017-01-31,Method1_Raw,Q5,-0.02335914473437588
2017-02-28,Method1_Raw,Q5,0.04002515405707424
2017-03-31,Method1_Raw,Q5,0.06290778877501604
2017-04-30,Method1_Raw,Q5,0.05128857655252867
2017-05-31,Method1_Raw,Q5,0.04215572233558681
2017-06-30,Method1_Raw,Q5,-0.008354644619086787
2017-07-31,Method1_Raw,Q5,-0.05301780073376367
2017-08-31,Method1_Raw,Q5,0.011250521543894554
2017-09-30,Method1_Raw,Q5,0.06593031735390951
2017-10-31,Method1_Raw,Q5,0.04224126969684907
2017-11-30,Method1_Raw,Q5,-0.00113471431309012
2017-12-31,Method1_Raw,Q5,0.003627449353312316
2018-01-31,Method1_Raw,Q5,-0.00855244728059864
2018-02-28,Method1_Raw,Q5,-0.0051387125583983746
2018-03-31,Method1_Raw,Q5,-0.015013647149996185
2018-04-30,Method1_Raw,Q5,0.034858918141834706
2018-05-31,Method1_Raw,Q5,0.03068172395079717
2018-06-30,Method1_Raw,Q5,-0.015815686087721707
2018-07-31,Method1_Raw,Q5,0.03783136443589762
2018-08-31,Method1_Raw,Q5,0.020599473346180095
2018-09-30,Method1_Raw,Q5,-0.010639246432061227
2018-10-31,Method1_Raw,Q5,-0.041761530416390504
2018-11-30,Method1_Raw,Q5,0.006435036836110095
2018-12-31,Method1_Raw,Q5,-0.027548121871918296
2019-01-31,Method1_Raw,Q5,0.02193812190559568
