PortfolioStrategy,FactorModel,Method1_Raw_alpha_annualized,Method2_PostMean_alpha_annualized,Method3_ProbQ5_alpha_annualized,Method1_Raw_p_value,Method2_PostMean_p_value,Method3_ProbQ5_p_value,Method1_Raw_t_stat,Method2_PostMean_t_stat,Method3_ProbQ5_t_stat,Method2_PostMean_minus_Method1_Raw_alpha_difference_annualized,Method3_ProbQ5_minus_Method1_Raw_alpha_difference_annualized,Method2_PostMean_minus_Method1_Raw_p_value,Method3_ProbQ5_minus_Method1_Raw_p_value,Method2_PostMean_minus_Method1_Raw_t_stat,Method3_ProbQ5_minus_Method1_Raw_t_stat
LongShort,CAPM,0.030698622241160226,0.038674860552854726,0.014238836699138464,0.43242024128159384,0.27539654232498934,0.6469705671440882,0.7867297915781063,1.09387070581791,0.45870462569315706,0.007976238311694459,-0.016459785542021717,0.8788576990881884,0.7400959816946571,0.1525200856332281,-0.33196861614345247
LongShort,FF3,0.024822326085525374,0.03285355611158615,0.008213352651990026,0.4835817177979429,0.3055053560896701,0.7504888375925427,0.7019447573482793,1.0274998033937475,0.3184609196021938,0.008031230026065294,-0.01660897343353172,0.8652528566474156,0.7024412240609919,0.16980749479753068,-0.38231838460697354
LongShort,FF3+MOM,-0.01667200972623114,-0.007611409213775773,-0.028990492160166182,0.6702466995311562,0.8309525444066141,0.31542262529459064,-0.4264826979454087,-0.21377869948603856,-1.0066107028436035,0.009060600512439374,-0.012318482433949233,0.8632645179264726,0.7983457841348385,0.17233865199091566,-0.25567055837542724
LongShort,FF5,-0.0011917746818243496,0.007230436157658218,-0.010401687032460642,0.9763107220620693,0.846770915734055,0.7305232369917434,-0.02973444415595553,0.19350976372587758,-0.34494796894124524,0.008422210839486584,-0.00920991235063438,0.8760812636050861,0.852395595028073,0.156046182856852,-0.18619211710679298
LongShort,FF5+MOM,-0.021365932372408296,-0.012125617680286515,-0.03349251382643244,0.6110689845427433,0.7578750461095889,0.29888701244407745,-0.5094142578077647,-0.3087290255513937,-1.0417501157032159,0.009240314692121526,-0.01212658145401753,0.8709558520812701,0.8166328528269022,0.16255717062628175,-0.23204306277413494
Q5,CAPM,0.03371612731689316,0.034066246805889114,0.036431334131658014,0.1358624239154993,0.09523845182119461,0.09965985992975557,1.4977317754085668,1.676736862513968,1.654584160708773,0.00035011948899599243,0.0027152068147648645,0.9908022390086713,0.9313803426705072,0.01153552687489865,0.0861653681727966
Q5,FF3,0.027819727336977428,0.02875594233595062,0.030657829387221808,0.14248599441609522,0.09764073229217396,0.10171714299970946,1.4727673136413149,1.664687978059282,1.6446302574401925,0.0009362149989576782,0.0028381020502290036,0.9708690378603704,0.9149575990490013,0.036542683127114256,0.10685929317120753
Q5,FF3+MOM,0.002946863687861308,0.004382123855352343,0.0060299966254757946,0.8879516046229832,0.8162131404921458,0.767577154506049,0.1410888721603644,0.23274606654212876,0.2959755746779165,0.0014352601674974125,0.003083132937620109,0.9592617259693077,0.9157880388312347,0.05111430390757616,0.10581225883349392
Q5,FF5,0.02072962503901577,0.021911875225068878,0.023538556687588856,0.3225126775225129,0.2608293369873891,0.2577895419955851,0.9919457172865644,1.1278658800586618,1.135110756741778,0.0011822501860318038,0.002808931648552032,0.9669787192852684,0.9240454629052297,0.04142573762669794,0.09540380693757712
Q5,FF5+MOM,-0.0007693026756529482,0.0005624564468432975,0.002172843821693659,0.9718666393172244,0.9776428346017658,0.9198851010102582,-0.03531499800370703,0.028062145031475617,0.10071584216866285,0.0013317591224977846,0.00294214649734683,0.9641242481801451,0.9235770769698142,0.04500921120767527,0.09599429155338951
