FormationYear,Exchange,Method,PortfolioNum,Portfolio,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_p_q5,avg_sigma_acc
2010,Oslo,Method2_PostMean,4,Q4,12,192212.53,0.22231509005250907,0.20073918723943288,0.19841791803646722,0.06558823017338651
2010,Oslo,Method2_PostMean,5,Q5,12,572901.49,0.44819386687650536,0.3798812068657312,0.532745521843489,0.07419461871857023
2010,Oslo,Method3_ProbQ5,1,Q1,13,145833.14,-0.416229410065625,-0.2667356469390717,0.006876545133125823,0.05217933698165393
2010,Oslo,Method3_ProbQ5,2,Q2,12,114385.23000000001,-0.06318404149420566,-0.01964560568286965,0.05718666277800997,0.07303404598740307
2010,Oslo,Method3_ProbQ5,3,Q3,12,56865.72,0.1097430091469847,0.12410416819193286,0.14646666687071128,0.07106648195350729
2010,Oslo,Method3_ProbQ5,4,Q4,12,99817.68,0.14480143050423114,0.14703601442972047,0.23723848410680456,0.10522576568033126
2010,Oslo,Method3_ProbQ5,5,Q5,12,576864.36,0.45180686441160184,0.37164106510543254,0.5456183312938087,0.08957860230449101
2010,Stockholm,Method1_Raw,1,Q1,22,466030.34,-0.31595733592586106,-0.17746813002998144,0.0841234856862614,0.10252637458600264
2010,Stockholm,Method1_Raw,2,Q2,22,48682.11,0.09193222627174694,0.09557979790037048,0.11083163963596641,0.07885444598696321
2010,Stockholm,Method1_Raw,3,Q3,22,334109.11,0.18666290399372745,0.1767411336125122,0.15762056340230213,0.06265147989587427
2010,Stockholm,Method1_Raw,4,Q4,22,331551.97,0.28747421502168113,0.26243586969174193,0.31586439071322325,0.06423194474132955
2010,Stockholm,Method1_Raw,5,Q5,22,830900.51,0.6726196133940646,0.5111108722508497,0.64823514749476,0.09493380945600359
2010,Stockholm,Method2_PostMean,1,Q1,22,466030.34,-0.31595733592586106,-0.17746813002998144,0.0841234856862614,0.10252637458600264
2010,Stockholm,Method2_PostMean,2,Q2,22,48316.38,0.09237893029706572,0.09549372574592617,0.11580105754008577,0.08270017125146624
2010,Stockholm,Method2_PostMean,3,Q3,22,328887.55,0.20024214267583254,0.17267713560493794,0.18697199394429614,0.08514758462855264
2010,Stockholm,Method2_PostMean,4,Q4,22,155071.0,0.27599190831875525,0.2518300190992913,0.2725594885788789,0.05977496234830301
2010,Stockholm,Method2_PostMean,5,Q5,22,1012968.77,0.6700759773895665,0.5258667930053189,0.6572192011829909,0.07304896185184874
2010,Stockholm,Method3_ProbQ5,1,Q1,22,645421.88,-0.18290731926658318,-0.09800471388536436,0.021034551220475248,0.044307392052226405
2010,Stockholm,Method3_ProbQ5,2,Q2,22,100453.37,0.010336843239148822,0.04799709025515043,0.10620497551755705,0.08372422309961938
2010,Stockholm,Method3_ProbQ5,3,Q3,22,126064.07,0.1693107677268806,0.17762588405172733,0.19993471771134158,0.07681489910071913
2010,Stockholm,Method3_ProbQ5,4,Q4,22,300236.14999999997,0.2550966344419395,0.21559089887929386,0.331804195220565,0.12369663913409591
2010,Stockholm,Method3_ProbQ5,5,Q5,22,839098.5700000001,0.6708946966139733,0.5251903841246857,0.6576967872625743,0.07465490127951241
2011,Copenhagen,Method1_Raw,1,Q1,13,100210.99,-0.31378298690688583,-0.18114166770990556,0.09288383854585655,0.08054414536287398
2011,Copenhagen,Method1_Raw,2,Q2,12,18718.97,0.027337817066826902,0.05138992190092632,0.16874775597393396,0.0806819234893965
2011,Copenhagen,Method1_Raw,3,Q3,12,83377.37,0.12419123182871848,0.12243293336655686,0.24430437510388284,0.08518817038150446
2011,Copenhagen,Method1_Raw,4,Q4,12,253811.21999999997,0.2525470357916552,0.2308284543705227,0.3184461283885127,0.06828684482238612
2011,Copenhagen,Method1_Raw,5,Q5,12,479997.58,0.71112644641708,0.6138311793543137,0.7734037454359552,0.07167638906651323
2011,Copenhagen,Method2_PostMean,1,Q1,13,103685.29000000001,-0.31124609794915614,-0.1824435967330723,0.07846865861255975,0.07499079404588674
2011,Copenhagen,Method2_PostMean,2,Q2,12,15244.67,0.024589520695953066,0.05280034500935699,0.18436420090167213,0.08669805408279935
2011,Copenhagen,Method2_PostMean,3,Q3,12,83377.37,0.12419123182871848,0.12243293336655686,0.24430437510388284,0.08518817038150446
2011,Copenhagen,Method2_PostMean,4,Q4,12,253003.83,0.2676995165775739,0.22588035372292656,0.3246401973144114,0.08417861675551536
2011,Copenhagen,Method2_PostMean,5,Q5,12,480804.97000000003,0.6959739656311613,0.6187792800019098,0.7672096765100566,0.05578461713338397
2011,Copenhagen,Method3_ProbQ5,1,Q1,13,124091.72,-0.1519340606146165,-0.09247923954644582,0.03220481707375225,0.038235074223727114
2011,Copenhagen,Method3_ProbQ5,2,Q2,12,32233.250000000004,-0.06251522693642872,0.008859785654539628,0.16486540467473715,0.0752042091449908
2011,Copenhagen,Method3_ProbQ5,3,Q3,12,82174.70000000001,0.09465676346650675,0.11068167464825752,0.27644263690606724,0.09329989044544713
2011,Copenhagen,Method3_ProbQ5,4,Q4,12,217618.88,0.1965982113404974,0.1890588854914607,0.35592582448030474,0.11148766617025824
2011,Copenhagen,Method3_ProbQ5,5,Q5,12,479997.58,0.71112644641708,0.6138311793543137,0.7734037454359552,0.07167638906651323
2011,Helsinki,Method1_Raw,1,Q1,16,90792.98999999999,-0.16660485539079842,-0.10470587341834947,0.14494600929896123,0.08478316348402012
2011,Helsinki,Method1_Raw,2,Q2,16,118846.7,0.09563379702378962,0.10152099061640991,0.2037775638742422,0.07083928351226551
2011,Helsinki,Method1_Raw,3,Q3,16,81932.72,0.1950452692450607,0.18479409613602446,0.24811397440542282,0.061754500829990226
2011,Helsinki,Method1_Raw,4,Q4,16,512584.28,0.3254005846509106,0.3001261118545751,0.4226151333641202,0.05638942792175705
2011,Helsinki,Method1_Raw,5,Q5,16,336034.79,0.8050210898293727,0.6302955450258462,0.749575136547803,0.09230474298901303
2011,Helsinki,Method2_PostMean,1,Q1,16,90792.98999999999,-0.16660485539079842,-0.10470587341834947,0.14494600929896123,0.08478316348402012
2011,Helsinki,Method2_PostMean,2,Q2,16,118846.7,0.09563379702378962,0.10152099061640991,0.2037775638742422,0.07083928351226551
2011,Helsinki,Method2_PostMean,3,Q3,16,64030.15,0.19787979142878898,0.18244059655845124,0.27893103285406523,0.07327010784559461
2011,Helsinki,Method2_PostMean,4,Q4,16,512887.39,0.33006386000528304,0.29120011977133675,0.37625274848972823,0.06073943070495032
2011,Helsinki,Method2_PostMean,5,Q5,16,353634.25,0.797523292291272,0.6415750366866578,0.7651204629735524,0.07643913319021538
2011,Helsinki,Method3_ProbQ5,1,Q1,16,128664.76000000001,-0.0953578256595595,-0.056937350586895634,0.08093866741923339,0.05029375502041838
2011,Helsinki,Method3_ProbQ5,2,Q2,16,307152.63,0.10873057507438244,0.11841685440432653,0.21226253042353135,0.0635245043423455
2011,Helsinki,Method3_ProbQ5,3,Q3,16,105473.31,0.12404367455798766,0.13609048089482176,0.29549366544803185,0.09269970266646976
2011,Helsinki,Method3_ProbQ5,4,Q4,16,245266.53000000003,0.3195561690942526,0.27288584881559574,0.41521249122620035,0.08311402351759693
2011,Helsinki,Method3_ProbQ5,5,Q5,16,353634.25,0.797523292291272,0.6415750366866578,0.7651204629735524,0.07643913319021538
2011,Oslo,Method1_Raw,1,Q1,13,7471.4800000000005,-1.8848990183062886,-1.2055850230389606,0.06434025554627963,0.0942581429636459
2011,Oslo,Method1_Raw,2,Q2,13,36759.19,-0.09520674135298578,-0.05330911570115585,0.12291943440680336,0.072396625150718
2011,Oslo,Method1_Raw,3,Q3,12,163001.6,0.04886698544030351,0.057258102021553146,0.14964977607375143,0.06062715013592246
2011,Oslo,Method1_Raw,4,Q4,13,250067.47000000003,0.17281867672490123,0.16216916293884556,0.24646022273988283,0.07354932956363582
2011,Oslo,Method1_Raw,5,Q5,13,615036.63,0.430400097443895,0.35081786525874975,0.4947729392056017,0.08069433843189595
2011,Oslo,Method2_PostMean,1,Q1,13,7471.4800000000005,-1.8848990183062886,-1.2055850230389606,0.06434025554627963,0.0942581429636459
2011,Oslo,Method2_PostMean,2,Q2,13,40104.32,-0.0949789763061397,-0.05563707687494025,0.10746296884102621,0.066871991104607
2011,Oslo,Method2_PostMean,3,Q3,12,159656.46999999997,0.048620239972886926,0.059780059959819574,0.16639428043667667,0.06661217035254272
2011,Oslo,Method2_PostMean,4,Q4,13,250067.47000000003,0.17281867672490123,0.16216916293884556,0.24646022273988283,0.07354932956363582
2011,Oslo,Method2_PostMean,5,Q5,13,615036.63,0.430400097443895,0.35081786525874975,0.4947729392056017,0.08069433843189595
2011,Oslo,Method3_ProbQ5,1,Q1,13,166195.11000000002,-1.6914199777455268,-1.0891447982656244,0.020626617636869144,0.056176617136253486
2011,Oslo,Method3_ProbQ5,2,Q2,13,29224.0,-0.18126502318549603,-0.1068056115053111,0.09205413390058598,0.06905552501319397
2011,Oslo,Method3_ProbQ5,3,Q3,12,109105.81999999999,-0.02067721289512916,0.024540036049436238,0.1765868804711576,0.07585988244389058
2011,Oslo,Method3_ProbQ5,4,Q4,13,146948.63,0.1334226686086595,0.13675088931093626,0.2858764660252104,0.08887370731141828
2011,Oslo,Method3_ProbQ5,5,Q5,13,620862.81,0.42656999144920776,0.34349370158404763,0.5050706148921426,0.09273160298013629
2011,Stockholm,Method1_Raw,1,Q1,23,358218.74,-0.44913087422878406,-0.29386184491277073,0.1611638001502287,0.11255610916449109
2011,Stockholm,Method1_Raw,2,Q2,23,70017.95999999999,0.11626687524727197,0.11719186664519171,0.19085905528898836,0.06381729579546666
2011,Stockholm,Method1_Raw,3,Q3,22,350418.79,0.20341612640314394,0.19004856076682602,0.24162779830235867,0.061841919477602154
2011,Stockholm,Method1_Raw,4,Q4,23,670132.35,0.3007433261428369,0.27410517765631764,0.38552500786647476,0.06102836421419266
2011,Stockholm,Method1_Raw,5,Q5,23,1136444.9,0.6295458399083148,0.49208841115151297,0.6124008426146058,0.08681477132023774
2011,Stockholm,Method2_PostMean,1,Q1,23,355423.3,-0.44651599748312637,-0.2960318582691059,0.13662082148070356,0.09219420756054211
2011,Stockholm,Method2_PostMean,2,Q2,23,63908.509999999995,0.11385859458181366,0.11923429091326572,0.22863972049886816,0.08789081671278016
2011,Stockholm,Method2_PostMean,3,Q3,22,358516.22000000003,0.20475466004894,0.189568477793608,0.24468170650120466,0.06255455388345556
2011,Stockholm,Method2_PostMean,4,Q4,23,394483.17,0.31573905869129776,0.2647599799576276,0.3699149625987105,0.07890167983131743
2011,Stockholm,Method2_PostMean,5,Q5,23,1412901.54,0.6130631747488932,0.5020204077389336,0.6118520717605105,0.06454818608849734
2011,Stockholm,Method3_ProbQ5,1,Q1,23,572027.26,-0.3243412314900964,-0.22410149091598924,0.060573272055622414,0.04181962831196539
2011,Stockholm,Method3_ProbQ5,2,Q2,23,115381.9,0.0567270649679988,0.09206766476914828,0.2135024963460459,0.07497475658862228
2011,Stockholm,Method3_ProbQ5,3,Q3,22,132601.25,0.1627571384619625,0.16929643056722649,0.3103262884891836,0.09054076583809863
2011,Stockholm,Method3_ProbQ5,4,Q4,23,627387.71,0.2797080442019236,0.24273797383824944,0.3949112330317874,0.10412745449637742
2011,Stockholm,Method3_ProbQ5,5,Q5,23,1137834.62,0.6242224952465958,0.49866932651802526,0.615250105177705,0.0758436306656438
2012,Copenhagen,Method1_Raw,1,Q1,13,82076.62,-0.3999600006446856,-0.23017490576506108,0.049707389929460256,0.08577396779444986
2012,Copenhagen,Method1_Raw,2,Q2,13,18967.25,0.03435061612473819,0.048809484675678465,0.07346228995831203,0.063048572059549
2012,Copenhagen,Method1_Raw,3,Q3,12,21578.46,0.12209658624965565,0.11668856412670826,0.11758024745872342,0.0644081662325484
2012,Copenhagen,Method1_Raw,4,Q4,13,47595.75000000001,0.25226122218211433,0.21916236495145952,0.2649091151650794,0.07711658877814932
2012,Copenhagen,Method1_Raw,5,Q5,13,640893.88,0.6047383396055982,0.531335671075569,0.8020063202704522,0.062451031948704536
2012,Copenhagen,Method2_PostMean,1,Q1,13,80988.61,-0.39596613837349215,-0.2310899665924474,0.03847640047056586,0.07697296271102393
2012,Copenhagen,Method2_PostMean,2,Q2,13,20055.26,0.030356753853544714,0.04972454550306478,0.08469327941720642,0.07184957714297492
2012,Copenhagen,Method2_PostMean,3,Q3,12,31952.47,0.12395907618260504,0.11602430800118123,0.12262515508034787,0.07127719769563151
2012,Copenhagen,Method2_PostMean,4,Q4,13,36073.73,0.2733007687079451,0.21205855031102067,0.2614645622375367,0.09071320758501628
2012,Copenhagen,Method2_PostMean,5,Q5,13,642041.89,0.5819795716031988,0.5390526452164944,0.8007940353934183,0.042513768714376246
2012,Copenhagen,Method3_ProbQ5,1,Q1,13,87725.83,-0.21156176705010626,-0.14797220939080605,0.004364575406899748,0.030683002178887118
2012,Copenhagen,Method3_ProbQ5,2,Q2,13,30153.45,-0.013732971181510074,0.0482141308400636,0.05875774037295641,0.05706985909395495
2012,Copenhagen,Method3_ProbQ5,3,Q3,12,34907.340000000004,0.021093903284316887,0.07036041546929965,0.15106605534548093,0.09788035166175178
2012,Copenhagen,Method3_ProbQ5,4,Q4,13,14547.28,0.20700942636206035,0.1755772336980632,0.2906868904782621,0.11335712951156372
2012,Copenhagen,Method3_ProbQ5,5,Q5,13,643778.06,0.60290873495148,0.5360779047048563,0.8053659325543324,0.05638276786179766
2012,Helsinki,Method1_Raw,1,Q1,16,25100.09,-0.398344743237282,-0.2914860251449782,0.049214867002793004,0.08008861324252776
2012,Helsinki,Method1_Raw,2,Q2,16,273724.35,0.05822468831365451,0.06462749974446448,0.08232686826926745,0.06376301790804717
2012,Helsinki,Method1_Raw,3,Q3,15,153288.38,0.1838164295217186,0.17095650551207459,0.15480632793283994,0.05992293259498052
2012,Helsinki,Method1_Raw,4,Q4,16,237276.73,0.30721117053990793,0.2683736544431945,0.3465916888335425,0.06579455652323656
2012,Helsinki,Method1_Raw,5,Q5,16,109403.22,0.7249829765477881,0.5742321937257432,0.7819463843006408,0.07856298567863583
2012,Helsinki,Method2_PostMean,1,Q1,16,23183.8,-0.3974148637910944,-0.2922756828437064,0.04083796761378189,0.07547709828068763
2012,Helsinki,Method2_PostMean,2,Q2,16,275640.64,0.057294808867467004,0.06541715744319272,0.09070376765827858,0.06837453286988732
2012,Helsinki,Method2_PostMean,3,Q3,15,149150.23,0.19578509184663062,0.16832815247904603,0.18328300925675223,0.07561755879146291
2012,Helsinki,Method2_PostMean,4,Q4,16,240791.16,0.299688517349778,0.2702520995997934,0.32299348693457763,0.05516333925065247
2012,Helsinki,Method2_PostMean,5,Q5,16,110026.94,0.721285008808313,0.5748178295376085,0.778847697458438,0.07448049089201769
2012,Helsinki,Method3_ProbQ5,1,Q1,16,249740.91,-0.332484913029956,-0.25507855702874,0.008115173609494025,0.04459346390195707
2012,Helsinki,Method3_ProbQ5,2,Q2,16,60671.93,0.044546775819968513,0.06688872673129746,0.0786646247768537,0.0644320286537521
2012,Helsinki,Method3_ProbQ5,3,Q3,15,141555.73,0.129825904976882,0.13231626455621534,0.2002613699153918,0.09494277640861316
2012,Helsinki,Method3_ProbQ5,4,Q4,16,237420.98,0.30564536958705224,0.26593018523624135,0.34873952386061285,0.06778959154282174
2012,Helsinki,Method3_ProbQ5,5,Q5,16,109403.22,0.7249829765477881,0.5742321937257432,0.7819463843006408,0.07856298567863583
2012,Oslo,Method1_Raw,1,Q1,15,16767.33,-0.9138520672991531,-0.5103774418855902,0.024119794816077948,0.1046802658625213
2012,Oslo,Method1_Raw,2,Q2,14,172048.65,-0.04301114214736068,-0.023793273165756707,0.04066443054802317,0.05404456597728517
2012,Oslo,Method1_Raw,3,Q3,14,155876.93,0.06964518388520237,0.07531891178452188,0.11360988095796262,0.07724106577730085
2012,Oslo,Method1_Raw,4,Q4,14,57968.67,0.17879267410292535,0.16246678865145142,0.17401760272651165,0.06881213220029243
2012,Oslo,Method1_Raw,5,Q5,14,606432.38,0.5398788779723933,0.43104944573038606,0.5919902253692283,0.08006731687088554
2012,Oslo,Method2_PostMean,1,Q1,15,169410.83000000002,-0.9104209344156515,-0.5126365485417558,0.0216651615953532,0.09940675825924063
2012,Oslo,Method2_PostMean,2,Q2,14,19405.15,-0.04668735595111245,-0.021372801748436542,0.0432943947130854,0.0596947526950859
2012,Oslo,Method2_PostMean,3,Q3,14,155876.93,0.06964518388520237,0.07531891178452188,0.11360988095796262,0.07724106577730085
2012,Oslo,Method2_PostMean,4,Q4,14,56610.64,0.1808814812940526,0.1595045429617293,0.18003726715301496,0.07589794082146185
2012,Oslo,Method2_PostMean,5,Q5,14,607790.41,0.5377900707812661,0.43401169142010815,0.5859705609427249,0.07298150824971614
2012,Oslo,Method3_ProbQ5,1,Q1,15,203544.01,-0.4244745955584392,-0.34305101863706006,0.005725285574846846,0.04088105627577078
2012,Oslo,Method3_ProbQ5,2,Q2,14,27451.35,-0.516640965482636,-0.16583856673731903,0.0401348950989724,0.10324915376462572
2012,Oslo,Method3_ProbQ5,3,Q3,14,66131.17,0.04959802654423547,0.06308178642869082,0.09212978309855838,0.06799010300471002
2012,Oslo,Method3_ProbQ5,4,Q4,14,116873.08,0.15060790928971807,0.14230884446678102,0.21257285694159678,0.09156966792055045
2012,Oslo,Method3_ProbQ5,5,Q5,14,595094.3500000001,0.5374076180253636,0.4262114982190246,0.59515300722106,0.08571245212168192
2012,Stockholm,Method1_Raw,1,Q1,24,463684.43000000005,-0.564663978542353,-0.3917827614659151,0.055892951413938165,0.08593815876964285
2012,Stockholm,Method1_Raw,2,Q2,24,134862.71,0.12598915734172336,0.1231115363105338,0.12542613869569927,0.07417011632723294
2012,Stockholm,Method1_Raw,3,Q3,23,99812.40000000001,0.2127139731718446,0.1861609361532381,0.19984426462510876,0.07940817322056336
2012,Stockholm,Method1_Raw,4,Q4,24,152926.74,0.29316771337817066,0.25862323463170667,0.3014053646304495,0.06377446342468089
2012,Stockholm,Method1_Raw,5,Q5,24,1342645.1,0.4915056186212552,0.40134513873593525,0.619371184439946,0.07516424057559667
2012,Stockholm,Method2_PostMean,1,Q1,24,465661.69000000006,-0.5628860546505997,-0.3919342435903226,0.04729862558383118,0.07824098387585471
2012,Stockholm,Method2_PostMean,2,Q2,24,122741.31999999999,0.13296064206614128,0.12072249997303701,0.17246057248572444,0.10601536164900231
2012,Stockholm,Method2_PostMean,3,Q3,23,81522.06999999999,0.20830393273532846,0.1871291697494172,0.1789392203595518,0.06255702400066006
2012,Stockholm,Method2_PostMean,4,Q4,24,175893.52,0.3026049973995992,0.2581913411425129,0.2836466041651151,0.06403782096237583
2012,Stockholm,Method2_PostMean,5,Q5,24,1348112.78,0.47754521473531675,0.40338966015736166,0.6187238376998542,0.06690183061232782
2012,Stockholm,Method3_ProbQ5,1,Q1,24,483588.87,-0.482786249931146,-0.34589333172507436,0.02227060580749447,0.048939142223685846
2012,Stockholm,Method3_ProbQ5,2,Q2,24,144492.38,0.09060863042568705,0.11744203149357994,0.11699274252398001,0.06755732634918828
2012,Stockholm,Method3_ProbQ5,3,Q3,23,105588.92,0.18110835989743357,0.17317123201421505,0.214242386921439,0.08600494606519989
2012,Stockholm,Method3_ProbQ5,4,Q4,24,117616.11,0.2769592244043106,0.2308517761743835,0.32966290587462926,0.10106436263923922
2012,Stockholm,Method3_ProbQ5,5,Q5,24,1342645.1,0.4915056186212552,0.40134513873593525,0.619371184439946,0.07516424057559667
2013,Copenhagen,Method1_Raw,1,Q1,14,8784.7,-0.794172993907228,-0.39627341676406963,0.05224215653409281,0.08117061677844009
2013,Copenhagen,Method1_Raw,2,Q2,13,100914.87,0.04428105447394855,0.05199621988206859,0.08866445371784516,0.056964840836532075
2013,Copenhagen,Method1_Raw,3,Q3,13,32695.8,0.14512143549214154,0.12909490895036774,0.17321760013520557,0.061658280047723654
2013,Copenhagen,Method1_Raw,4,Q4,13,96278.22,0.2564981473110252,0.2228008964143228,0.3217762503440811,0.06146993967642623
2013,Copenhagen,Method1_Raw,5,Q5,13,709958.21,0.8587660961732677,0.6384790955896974,0.8143405424260035,0.06582462758621246
2013,Copenhagen,Method2_PostMean,1,Q1,14,8784.7,-0.794172993907228,-0.39627341676406963,0.05224215653409281,0.08117061677844009
2013,Copenhagen,Method2_PostMean,2,Q2,13,18592.61,0.04478895488285096,0.05171045796639673,0.10164598092441174,0.06126163946527474
2013,Copenhagen,Method2_PostMean,3,Q3,13,127280.13999999998,0.146088526377978,0.1263810700395372,0.16918968685494162,0.06554176655055904
2013,Copenhagen,Method2_PostMean,4,Q4,13,68834.97,0.25958987498061475,0.21703248924075236,0.3046698469063658,0.06475874662694062
2013,Copenhagen,Method2_PostMean,5,Q5,13,725139.38,0.8541993772089392,0.6472471035897702,0.8224933319374161,0.05435553550412002
2013,Copenhagen,Method3_ProbQ5,1,Q1,14,11889.519999999999,-0.7198697057904344,-0.3530925016397375,0.009837192462887185,0.04901394418747706
2013,Copenhagen,Method3_ProbQ5,2,Q2,13,118720.62,0.024292863963347025,0.0477681233431968,0.09087835623285183,0.059398829827460024
2013,Copenhagen,Method3_ProbQ5,3,Q3,13,33197.65,0.09525082657201735,0.10276961678915983,0.19599423015674544,0.07934687715237204
2013,Copenhagen,Method3_ProbQ5,4,Q4,13,59684.630000000005,0.2509047400418402,0.1980837531342797,0.3342998126804972,0.08744670845321023
2013,Copenhagen,Method3_ProbQ5,5,Q5,13,725139.38,0.8541993772089392,0.6472471035897702,0.8224933319374161,0.05435553550412002
2013,Helsinki,Method1_Raw,1,Q1,17,27806.06,-0.26986794533510333,-0.20469235956085183,0.0803584233435036,0.07963524162740973
2013,Helsinki,Method1_Raw,2,Q2,16,222999.52000000002,0.03644806757788012,0.043565867956098694,0.0933431683319244,0.05889280922477001
2013,Helsinki,Method1_Raw,3,Q3,16,97659.06999999999,0.10865649640998742,0.10213321651552165,0.14168118778119354,0.062469466912847174
2013,Helsinki,Method1_Raw,4,Q4,16,176268.83,0.23364036254065154,0.20748713686109316,0.292904729625308,0.058148779470721945
2013,Helsinki,Method1_Raw,5,Q5,16,279051.5,0.5366898784568367,0.4148087503785961,0.654924610487877,0.07154520893337311
2013,Helsinki,Method2_PostMean,1,Q1,17,27351.9,-0.2674744597098571,-0.2050820498944978,0.067734795660675,0.07324389322124078
2013,Helsinki,Method2_PostMean,2,Q2,16,223453.68000000002,0.03390498910105604,0.043979913935597525,0.10675577274492977,0.06568361690632453
