FormationYear,Exchange,Method,PortfolioNum,Portfolio,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_p_q5,avg_sigma_acc
2013,Helsinki,Method2_PostMean,3,Q3,16,105483.09,0.10880947875124233,0.10100722865266262,0.1493070802415239,0.06500045947373835
2013,Helsinki,Method2_PostMean,4,Q4,16,137450.52,0.2542867673120478,0.20736359338069196,0.29351343777301636,0.06673040898245064
2013,Helsinki,Method2_PostMean,5,Q5,16,310045.79,0.5158904913441855,0.4160582817218563,0.6466900098798383,0.060432586860753236
2013,Helsinki,Method3_ProbQ5,1,Q1,17,249540.93000000002,-0.15315390306861362,-0.13260170593666026,0.015732029713252087,0.032082059326739354
2013,Helsinki,Method3_ProbQ5,2,Q2,16,60445.48,-0.026790415232141505,0.00645889908878239,0.0979818551302927,0.06745688111475706
2013,Helsinki,Method3_ProbQ5,3,Q3,16,46890.37,0.07592793745889889,0.09002198009584268,0.20318186128565557,0.08667366623791371
2013,Helsinki,Method3_ProbQ5,4,Q4,16,167856.7,0.20559873439361642,0.18010902267238493,0.2954309125546199,0.07590576445013063
2013,Helsinki,Method3_ProbQ5,5,Q5,16,279051.5,0.5366898784568367,0.4148087503785961,0.654924610487877,0.07154520893337311
2013,Oslo,Method1_Raw,1,Q1,15,19888.66,-0.7334109721445858,-0.4686843109681443,0.03875274996280157,0.10029835897160926
2013,Oslo,Method1_Raw,2,Q2,14,12941.460000000001,-0.0836715627629571,-0.05356689048857149,0.06294623894552945,0.06346602303732582
2013,Oslo,Method1_Raw,3,Q3,15,151080.73,0.04752579680515039,0.05223322711740753,0.08330415203732709,0.052456799500398735
2013,Oslo,Method1_Raw,4,Q4,14,96602.07999999999,0.15030950889172684,0.1354979307881479,0.17459529773280041,0.05589999181219053
2013,Oslo,Method1_Raw,5,Q5,15,762107.37,0.4783516403017449,0.40594905777668283,0.6400576887090835,0.06563812124693438
2013,Oslo,Method2_PostMean,1,Q1,15,20584.85,-0.7032256033384728,-0.4722503911391449,0.028895310828719958,0.08702002788876828
2013,Oslo,Method2_PostMean,2,Q2,14,8378.75,-0.1145038576074097,-0.050237920431291716,0.06229716640603448,0.07218788216147702
2013,Oslo,Method2_PostMean,3,Q3,15,154394.43,0.04636307618622619,0.05267583282278508,0.10298662377670235,0.06066976757454083
2013,Oslo,Method2_PostMean,4,Q4,14,80508.10999999999,0.15247581495455634,0.13071317917353745,0.17213184057631284,0.06106158194466614
2013,Oslo,Method2_PostMean,5,Q5,15,778754.16,0.4760839149774043,0.41043126169581456,0.6331376838200403,0.057745598282781564
2013,Oslo,Method3_ProbQ5,1,Q1,15,16624.89,-0.4653051103022017,-0.34688507198653507,0.006766215488132854,0.04880506399263189
2013,Oslo,Method3_ProbQ5,2,Q2,14,69128.98,-0.18094914836220258,-0.09185491611935369,0.04407381928274443,0.061615101044592314
2013,Oslo,Method3_ProbQ5,3,Q3,15,103381.04999999999,-0.05632023570469274,-0.004015379350890547,0.0948012774647444,0.07250166208034965
2013,Oslo,Method3_ProbQ5,4,Q4,14,91378.01000000001,0.07159442020610694,0.10355313586895387,0.21542065566049765,0.09144566280388093
2013,Oslo,Method3_ProbQ5,5,Q5,15,762107.37,0.4783516403017449,0.40594905777668283,0.6400576887090835,0.06563812124693438
2013,Stockholm,Method1_Raw,1,Q1,26,294573.62,-0.5984825399805846,-0.4464148197871352,0.07423386179078517,0.08620979960991845
2013,Stockholm,Method1_Raw,2,Q2,25,257273.07,0.07270645506931743,0.07300998085172164,0.11823948817423723,0.06886362796939341
2013,Stockholm,Method1_Raw,3,Q3,25,153786.41,0.16247267738753027,0.14467004806484082,0.1796734189030089,0.06271111066369549
2013,Stockholm,Method1_Raw,4,Q4,25,274314.99,0.25923301002803023,0.2309304739063764,0.3198312476964129,0.05473997265072279
2013,Stockholm,Method1_Raw,5,Q5,25,1313829.8800000001,0.5184161328034209,0.4231146688365435,0.6895724147147536,0.06595158222089001
2013,Stockholm,Method2_PostMean,1,Q1,26,301178.06,-0.5979186410591628,-0.44806404404209477,0.06464855787782882,0.0783707700269089
2013,Stockholm,Method2_PostMean,2,Q2,25,248432.47000000003,0.0739729247754216,0.07384354408837876,0.14606311326933297,0.08580138809561928
2013,Stockholm,Method2_PostMean,3,Q3,25,143826.86000000002,0.16253709000266287,0.14272100913924987,0.17561673912284653,0.061579976966374454
2013,Stockholm,Method2_PostMean,4,Q4,25,212710.18,0.2638871827957539,0.23257904418722317,0.3065386288069384,0.052177445423233
2013,Stockholm,Method2_PostMean,5,Q5,25,1387630.4,0.5118446228361817,0.42429676746978856,0.6890668043587695,0.0608600737858049
2013,Stockholm,Method3_ProbQ5,1,Q1,26,477109.75,-0.5109341759669621,-0.40026908095398983,0.017855987443142166,0.043055196298121975
2013,Stockholm,Method3_ProbQ5,2,Q2,25,160819.68,0.07338240119933434,0.08722677802225984,0.1112725078697853,0.05370990673594085
2013,Stockholm,Method3_ProbQ5,3,Q3,25,72633.23,0.08198836170557006,0.09942289025134253,0.21948696974042875,0.09821757143946716
2013,Stockholm,Method3_ProbQ5,4,Q4,25,268301.61,0.24859711189997125,0.21292152200032943,0.34447712107000433,0.08070015654523056
2013,Stockholm,Method3_ProbQ5,5,Q5,25,1314913.7,0.5178101019092558,0.42416241299907936,0.690712960129743,0.06451944622833149
2014,Copenhagen,Method1_Raw,1,Q1,14,34782.06,-0.3358410501226216,-0.246673194434992,0.15563008668196315,0.09332905808081596
2014,Copenhagen,Method1_Raw,2,Q2,13,10595.130000000001,0.024344247534251493,0.028531272443994685,0.14487925745256833,0.052534187745648095
2014,Copenhagen,Method1_Raw,3,Q3,14,187441.48,0.10316502563119302,0.09417044817628657,0.20703577253297473,0.06105076121269733
2014,Copenhagen,Method1_Raw,4,Q4,13,269569.10000000003,0.2016057845132909,0.17774364906130555,0.360561192169944,0.05648881775134365
2014,Copenhagen,Method1_Raw,5,Q5,14,837378.67,0.4905977644802802,0.4044691400962478,0.7121132141022931,0.06512497108000338
2014,Copenhagen,Method2_PostMean,1,Q1,14,34672.31,-0.33538145696355315,-0.2469316989936936,0.14641368157361895,0.09079042688689988
2014,Copenhagen,Method2_PostMean,2,Q2,13,10704.880000000001,0.023849301055254644,0.028809661968750292,0.154804616800016,0.0552680982621731
2014,Copenhagen,Method2_PostMean,3,Q3,14,187441.48,0.10316502563119302,0.09417044817628657,0.20703577253297473,0.06105076121269733
2014,Copenhagen,Method2_PostMean,4,Q4,13,83374.1,0.20765902058928162,0.17171330416604477,0.362416405329929,0.06798055196763367
2014,Copenhagen,Method2_PostMean,5,Q5,14,1023573.67,0.4849769024097174,0.41006874607041854,0.7103905161680213,0.054454075022019786
2014,Copenhagen,Method3_ProbQ5,1,Q1,14,150246.84,-0.17520667793178227,-0.15804562509898176,0.049959109833517416,0.028053667583134722
2014,Copenhagen,Method3_ProbQ5,2,Q2,13,71749.45999999999,-0.04724128182189291,0.0007086667869805768,0.1675105308177304,0.06524299938640449
2014,Copenhagen,Method3_ProbQ5,3,Q3,14,33499.229999999996,0.04227856644820317,0.05698256824867467,0.27354291922903456,0.08382507730474775
2014,Copenhagen,Method3_ProbQ5,4,Q4,13,36967.85,0.16701059186679795,0.14609428148065268,0.37739835407765526,0.09462172141806105
2014,Copenhagen,Method3_ProbQ5,5,Q5,14,1047303.06,0.48944623618916533,0.40825342583711166,0.7146277829298681,0.06041588127155138
2014,Helsinki,Method1_Raw,1,Q1,17,37380.71,-0.9822010022186101,-0.676867484066248,0.0895872091954337,0.07112651195046599
2014,Helsinki,Method1_Raw,2,Q2,16,318090.86,0.02818258526971737,0.03328929211348975,0.16848258183020254,0.06151005602170016
2014,Helsinki,Method1_Raw,3,Q3,16,134757.71,0.10154776366957466,0.09248823256288595,0.2144303501774412,0.058518985639440885
2014,Helsinki,Method1_Raw,4,Q4,16,270471.98,0.17407047359237576,0.1539310314835575,0.33155016562749673,0.05943115594534176
2014,Helsinki,Method1_Raw,5,Q5,17,372157.94,0.4233302240671004,0.3204693390862841,0.5842429017778328,0.07927697499191175
2014,Helsinki,Method2_PostMean,1,Q1,17,37380.71,-0.9822010022186101,-0.676867484066248,0.0895872091954337,0.07112651195046599
2014,Helsinki,Method2_PostMean,2,Q2,16,318090.86,0.02818258526971737,0.03328929211348975,0.16848258183020254,0.06151005602170016
2014,Helsinki,Method2_PostMean,3,Q3,16,135964.63,0.10240296410988711,0.09207883432827173,0.2291203335290505,0.0620701121166254
2014,Helsinki,Method2_PostMean,4,Q4,16,220845.34,0.18556310835750087,0.14944053279654348,0.32401769005847225,0.07082314126807376
2014,Helsinki,Method2_PostMean,5,Q5,17,420577.66,0.4117087321090416,0.32508100677722834,0.5775064238648118,0.06521286976846091
2014,Helsinki,Method3_ProbQ5,1,Q1,17,270496.54,-0.8825723776595772,-0.6162463554501469,0.0369900348795007,0.04045646840575808
2014,Helsinki,Method3_ProbQ5,2,Q2,16,203531.43,-0.005167406828165471,0.021306359882764594,0.15413424281564125,0.052890945000299616
2014,Helsinki,Method3_ProbQ5,3,Q3,16,32372.68,0.038251541137287466,0.05211019537350745,0.2697997993969883,0.08631784292735935
2014,Helsinki,Method3_ProbQ5,4,Q4,16,254300.61000000002,0.16486127462857322,0.1418820517490538,0.3464135531331898,0.07283833094507601
2014,Helsinki,Method3_ProbQ5,5,Q5,17,372157.94,0.4233302240671004,0.3204693390862841,0.5842429017778328,0.07927697499191175
2014,Oslo,Method1_Raw,1,Q1,16,19509.66,-0.4628497731942442,-0.31835049906522045,0.09709091989984778,0.08862918284529465
2014,Oslo,Method1_Raw,2,Q2,15,87162.17,-0.05805722543402294,-0.02600336029983843,0.1610638484937513,0.08173207103627855
2014,Oslo,Method1_Raw,3,Q3,15,124162.25,0.06588024657085984,0.06287457794750355,0.1703137249237539,0.05983868339696475
2014,Oslo,Method1_Raw,4,Q4,15,320971.54,0.17207155626601225,0.153073593119111,0.3140319855758358,0.05734273349683436
2014,Oslo,Method1_Raw,5,Q5,16,635818.96,0.8164354768642401,0.7292449597426536,0.6421689364508971,0.06292369924956105
2014,Oslo,Method2_PostMean,1,Q1,16,29043.5,-0.45530771697899736,-0.32711134137369,0.05944492444770911,0.06992826573531655
2014,Oslo,Method2_PostMean,2,Q2,15,77628.33,-0.06610208539695289,-0.016658461837470932,0.20121957697603257,0.10167971595358852
2014,Oslo,Method2_PostMean,3,Q3,15,124162.25,0.06588024657085984,0.06287457794750355,0.1703137249237539,0.05983868339696475
2014,Oslo,Method2_PostMean,4,Q4,15,114495.29000000001,0.176598898259148,0.14807275769504252,0.31814010205862014,0.06702218979041712
2014,Oslo,Method2_PostMean,5,Q5,16,842295.21,0.8121910937456754,0.7339332429527177,0.6383175772482867,0.05384920897432721
2014,Oslo,Method3_ProbQ5,1,Q1,16,79954.12,-0.2570774665132792,-0.21396418642104573,0.03299191303862927,0.03749941256566722
2014,Oslo,Method3_ProbQ5,2,Q2,15,82386.97,-0.14852775483072014,-0.061507345163248926,0.1276361112644519,0.06645772984591718
2014,Oslo,Method3_ProbQ5,3,Q3,15,46226.240000000005,-0.01742453746615958,0.01930702854348238,0.23521877471917146,0.08650819053895968
2014,Oslo,Method3_ProbQ5,4,Q4,15,345547.7,0.12673223587346832,0.11863598105979153,0.35040092039060877,0.10329040962335874
2014,Oslo,Method3_ProbQ5,5,Q5,16,633509.55,0.8160831393953945,0.731273471779808,0.6426620863925302,0.06029455508091541
2014,Stockholm,Method1_Raw,1,Q1,26,415902.72,-0.5561524403842347,-0.44911941845004655,0.1140679097224239,0.07219297293576311
2014,Stockholm,Method1_Raw,2,Q2,25,388161.26999999996,0.06578487783408982,0.06388283144147408,0.1946496881631896,0.069004715489744
2014,Stockholm,Method1_Raw,3,Q3,26,146699.49,0.14370663468531397,0.12701467804332517,0.26582649334509384,0.06424024569794512
2014,Stockholm,Method1_Raw,4,Q4,25,465053.82999999996,0.21935495388580345,0.19397891723170246,0.3787567698480373,0.055518208049800476
2014,Stockholm,Method1_Raw,5,Q5,26,1588645.82,0.4040335462418253,0.3124726818231871,0.5933324247348606,0.075333537845801
2014,Stockholm,Method2_PostMean,1,Q1,26,415902.72,-0.5561524403842347,-0.44911941845004655,0.1140679097224239,0.07219297293576311
2014,Stockholm,Method2_PostMean,2,Q2,25,308727.70999999996,0.06754724193877222,0.06262304711081139,0.21187112484827403,0.08009474280310583
2014,Stockholm,Method2_PostMean,3,Q3,26,197336.13999999998,0.14767262706309492,0.12259077444377252,0.26757312940846883,0.06972026682773436
2014,Stockholm,Method2_PostMean,4,Q4,25,404668.71,0.24303565878979544,0.1939551414219881,0.3608137479525994,0.057024578008475685
2014,Stockholm,Method2_PostMean,5,Q5,26,1677827.85,0.37560306443262664,0.31813077786541,0.5922796206045177,0.057741596262130004
2014,Stockholm,Method3_ProbQ5,1,Q1,26,682929.51,-0.46522993217292224,-0.38639799013715437,0.045410303044105836,0.03558528795974213
2014,Stockholm,Method3_ProbQ5,2,Q2,25,218435.68,0.015520259637579865,0.037322316583551285,0.21229899577048392,0.06592545605487715
2014,Stockholm,Method3_ProbQ5,3,Q3,26,141306.2,0.11376835381234633,0.10807458169763967,0.306765496343061,0.08117347403398573
2014,Stockholm,Method3_ProbQ5,4,Q4,25,285173.55,0.20697294979611144,0.16927666215040882,0.38705185655293045,0.08676102584779745
2014,Stockholm,Method3_ProbQ5,5,Q5,26,1676618.19,0.40328645571713617,0.3179824747975347,0.5961044954227235,0.06792764990584856
2015,Copenhagen,Method1_Raw,1,Q1,14,33075.93,-0.3804307714307006,-0.16683352997076836,0.1912154528122858,0.0966109079061714
2015,Copenhagen,Method1_Raw,2,Q2,14,11184.199999999999,0.023631050354647215,0.04385234954076505,0.1621906287481764,0.04540432817725192
2015,Copenhagen,Method1_Raw,3,Q3,14,172270.89,0.11721578417045819,0.12289756621068519,0.22484601297503973,0.045458980661233
2015,Copenhagen,Method1_Raw,4,Q4,14,464499.95,0.2256820216181383,0.21198372089372336,0.3806481089406347,0.055931042408013935
2015,Copenhagen,Method1_Raw,5,Q5,14,1117508.22,0.4813825911694857,0.4252630002813192,0.6711265129224872,0.06696697553060185
2015,Copenhagen,Method2_PostMean,1,Q1,14,36050.81,-0.3590521467217743,-0.17197613425651048,0.14623500155681554,0.0754256509827782
2015,Copenhagen,Method2_PostMean,2,Q2,14,8209.32,0.0022524256457210077,0.04899495382650719,0.20717108000364665,0.0665895851006451
2015,Copenhagen,Method2_PostMean,3,Q3,14,172270.89,0.11721578417045819,0.12289756621068519,0.22484601297503973,0.045458980661233
2015,Copenhagen,Method2_PostMean,4,Q4,14,454699.05000000005,0.2341283637773553,0.20723935468468452,0.38447874008846766,0.07209702310796898
2015,Copenhagen,Method2_PostMean,5,Q5,14,1127309.12,0.4729362490102687,0.43000736649035803,0.6672958817746543,0.05080099483064681
2015,Copenhagen,Method3_ProbQ5,1,Q1,14,136057.46,-0.23749749430663702,-0.10905858977875602,0.05550887743105633,0.036974061706036246
2015,Copenhagen,Method3_ProbQ5,2,Q2,14,38383.11,0.011229216873277577,0.0401421343342583,0.1935129918257923,0.04914001258143281
2015,Copenhagen,Method3_ProbQ5,3,Q3,14,93783.56999999999,0.04797255675801458,0.10357412176459686,0.3175825614970395,0.076150473760047
2015,Copenhagen,Method3_ProbQ5,4,Q4,14,385400.96,0.16735008400207776,0.17562958407919746,0.39215248766364535,0.08657239390036335
2015,Copenhagen,Method3_ProbQ5,5,Q5,14,1144914.09,0.478426312555296,0.42687585655642785,0.6712697979810903,0.061535292735392697
2015,Helsinki,Method1_Raw,1,Q1,17,55112.74,-0.3619553274298773,-0.20610240824182552,0.12843682648133342,0.0675464832159222
2015,Helsinki,Method1_Raw,2,Q2,17,345341.63,0.02583070725116822,0.05375574142946424,0.2133088652896634,0.06133016484968205
2015,Helsinki,Method1_Raw,3,Q3,16,287517.59,0.10452721119740899,0.11231482564232692,0.24090627442629717,0.052022771861136255
2015,Helsinki,Method1_Raw,4,Q4,17,70205.37000000001,0.2317802701140035,0.21670734206152645,0.3936120139750712,0.05828406734618542
2015,Helsinki,Method1_Raw,5,Q5,17,551183.43,0.8346424799353052,0.7089906936407765,0.6558483368599203,0.061231159840548006
2015,Helsinki,Method2_PostMean,1,Q1,17,259934.86,-0.3462269102974328,-0.20643039813187425,0.11236191643606039,0.05854322131904227
2015,Helsinki,Method2_PostMean,2,Q2,17,211687.51,0.0157886252352804,0.05230704028525809,0.19556500969984145,0.05765050638457273
2015,Helsinki,Method2_PostMean,3,Q3,16,216349.59,0.09848548013606753,0.11420255986622271,0.2768387129135856,0.06549837474574985
2015,Helsinki,Method2_PostMean,4,Q4,17,69639.84,0.23444068132985676,0.21557143162050565,0.39312657143383073,0.061563510718527045
2015,Helsinki,Method2_PostMean,5,Q5,17,551748.96,0.8319820687194519,0.7101266040817973,0.6563337794011607,0.057951716468206384
2015,Helsinki,Method3_ProbQ5,1,Q1,17,338702.73,-0.21980264491053647,-0.12884701487022424,0.054793479696781035,0.033995311990672655
2015,Helsinki,Method3_ProbQ5,2,Q2,17,174126.45,-0.05294229034535995,0.002669813574631569,0.19945309913276124,0.0559172828171529
2015,Helsinki,Method3_ProbQ5,3,Q3,16,172509.56000000003,0.0942527420966197,0.11382479386472502,0.31197017498256097,0.06615372563438629
2015,Helsinki,Method3_ProbQ5,4,Q4,17,72273.06,0.18073108497249288,0.18798081954148,0.41374201326350757,0.08722784277795279
2015,Helsinki,Method3_ProbQ5,5,Q5,17,551748.96,0.8319820687194519,0.7101266040817973,0.6563337794011607,0.057951716468206384
2015,Oslo,Method1_Raw,1,Q1,16,32515.170000000002,-0.5539763589786407,-0.2695448010925697,0.1708025016537299,0.09792729296247861
2015,Oslo,Method1_Raw,2,Q2,16,43221.87,0.008321508980063156,0.02863716732258056,0.1670265509893313,0.04539461918518009
2015,Oslo,Method1_Raw,3,Q3,16,184874.69999999998,0.09980388388877226,0.11031021757111302,0.26507268156047276,0.06411232489867487
2015,Oslo,Method1_Raw,4,Q4,16,387417.75,0.2120557498654084,0.2020067668447118,0.3448833188913126,0.05697448620852349
2015,Oslo,Method1_Raw,5,Q5,16,573859.27,0.605907729657728,0.4982354503512787,0.6319877052548117,0.06804835288819004
2015,Oslo,Method2_PostMean,1,Q1,16,24670.73,-0.5502457142118042,-0.2706587409388621,0.159104686129122,0.09428512509899459
2015,Oslo,Method2_PostMean,2,Q2,16,138628.04,0.004804452360297368,0.029088961198907855,0.16759491163252294,0.04696372128566783
2015,Oslo,Method2_PostMean,3,Q3,16,111968.62,0.0995980337863277,0.11057350726816763,0.27105043919432387,0.060513445130383044
2015,Oslo,Method2_PostMean,4,Q4,16,159570.48,0.21559075809404343,0.20035543154725108,0.34926037263585824,0.06871842716788476
2015,Oslo,Method2_PostMean,5,Q5,16,787050.89,0.6023649833844669,0.50028564192165,0.6327623487578312,0.06197635746011688
2015,Oslo,Method3_ProbQ5,1,Q1,16,132446.87,-0.2836794359301687,-0.16065215994552315,0.06611158298891427,0.03477184678264111
2015,Oslo,Method3_ProbQ5,2,Q2,16,61393.32,-0.0867746871255942,-0.004514866542185024,0.19711230829718782,0.06069616478476552
2015,Oslo,Method3_ProbQ5,3,Q3,16,84506.98999999999,-0.003314935170189298,0.06484212700194009,0.28508920746942884,0.07415392439637279
2015,Oslo,Method3_ProbQ5,4,Q4,16,156490.69,0.14351658825481642,0.1696840585612325,0.3986973108362961,0.1008587827191508
2015,Oslo,Method3_ProbQ5,5,Q5,16,787050.89,0.6023649833844669,0.50028564192165,0.6327623487578312,0.06197635746011688
2015,Stockholm,Method1_Raw,1,Q1,27,651715.28,-0.4753935437903203,-0.3480051788356525,0.1830858506371264,0.0742685105274702
2015,Stockholm,Method1_Raw,2,Q2,26,129704.53,0.0917109232849597,0.10299463358910264,0.23276317826412551,0.05424307475378232
2015,Stockholm,Method1_Raw,3,Q3,27,305385.47,0.1591463687998442,0.15623554213161484,0.26592769033342756,0.04956306899507104
2015,Stockholm,Method1_Raw,4,Q4,26,420178.55,0.2466304025080103,0.23023262702137773,0.40220538718040694,0.05837465819550388
2015,Stockholm,Method1_Raw,5,Q5,27,2101676.87,1.0695878915140897,0.7606621586220422,0.5749533819724767,0.0683981004076418
2015,Stockholm,Method2_PostMean,1,Q1,27,646667.86,-0.4725043095386299,-0.3500140900908575,0.1690946803574789,0.06559018845408376
2015,Stockholm,Method2_PostMean,2,Q2,26,135736.65,0.09003090445540515,0.10468132351582454,0.22615397648192323,0.0549234070528165
2015,Stockholm,Method2_PostMean,3,Q3,27,299463.78,0.15953794072756816,0.15553472993021952,0.2920450796938234,0.06735439564760586
2015,Stockholm,Method2_PostMean,4,Q4,26,289652.77,0.24542071397721846,0.23041422495517344,0.3975891273208899,0.05056795768841918
2015,Stockholm,Method2_PostMean,5,Q5,27,2237139.64,1.0690897664964905,0.7615727900648106,0.5736368666948655,0.06614752447328281
2015,Stockholm,Method3_ProbQ5,1,Q1,27,710576.81,-0.3842438694001739,-0.2979509471629327,0.08313872101681428,0.03239529947867092
2015,Stockholm,Method3_ProbQ5,2,Q2,26,249684.38999999998,0.06214225469302567,0.08880326126114735,0.24692475637305128,0.051292755059276524
2015,Stockholm,Method3_ProbQ5,3,Q3,27,182742.53,0.12272790811170793,0.14300663736257316,0.3392721122686726,0.06615278375579448
2015,Stockholm,Method3_ProbQ5,4,Q4,26,360495.71,0.21949655331852644,0.20818089542330992,0.41251825902228323,0.0839244551201367
2015,Stockholm,Method3_ProbQ5,5,Q5,27,2105161.26,1.0694591023423339,0.7587375984619419,0.5779881008160307,0.0719191371407805
2016,Copenhagen,Method1_Raw,1,Q1,14,12367.5,-0.2101593914659219,-0.10209489521006267,0.22238514868702386,0.09306400109542964
2016,Copenhagen,Method1_Raw,2,Q2,14,18871.68,0.023889250450193727,0.027906173072541115,0.1822769817234203,0.04598132978775731
2016,Copenhagen,Method1_Raw,3,Q3,14,261436.24,0.11480774484975649,0.10266020375358055,0.2579299726818407,0.043960689672484794
2016,Copenhagen,Method1_Raw,4,Q4,14,578633.53,0.22420717587942757,0.179707015960221,0.374797252699009,0.0596803352358347
2016,Copenhagen,Method1_Raw,5,Q5,14,1784161.3800000001,1.039726640592404,0.8335191420606484,0.699378415916658,0.05109447494844196
2016,Copenhagen,Method2_PostMean,1,Q1,14,12577.140000000001,-0.20622051224320984,-0.10457939598175266,0.1921442471135868,0.0767549916267526
2016,Copenhagen,Method2_PostMean,2,Q2,14,18662.04,0.019950371227481636,0.03039067384423109,0.21251788329685736,0.06229033925643434
2016,Copenhagen,Method2_PostMean,3,Q3,14,331098.05,0.12430522258632594,0.10116580862772227,0.2648707219283348,0.054017267064601186
2016,Copenhagen,Method2_PostMean,4,Q4,14,475714.57999999996,0.2187623883689537,0.17712814454593537,0.36854778530983096,0.05544272135325983
2016,Copenhagen,Method2_PostMean,5,Q5,14,1817418.52,1.0356739503663084,0.8375924086007922,0.6986871340593419,0.04527551143890045
2016,Copenhagen,Method3_ProbQ5,1,Q1,14,63015.86,-0.04389425748258149,-0.024715651797557636,0.0792832572273211,0.02652923494878231
2016,Copenhagen,Method3_ProbQ5,2,Q2,14,164623.36,-0.039219088410206895,0.020105115799405684,0.22382185985675848,0.05226226196506657
2016,Copenhagen,Method3_ProbQ5,3,Q3,14,258649.11000000002,0.05384081527573831,0.07180194886711708,0.3291725571492367,0.07498068439210084
2016,Copenhagen,Method3_ProbQ5,4,Q4,14,271709.55,0.1850474037094801,0.13932029824936878,0.40508115357966396,0.09177071292490913
2016,Copenhagen,Method3_ProbQ5,5,Q5,14,1897472.4500000002,1.0366965472134297,0.8351859285185944,0.6994089438949714,0.048237936509089564
2016,Helsinki,Method1_Raw,1,Q1,17,64109.1,-0.5563830180021644,-0.40546989271902234,0.12426348104840149,0.059106082849101405
2016,Helsinki,Method1_Raw,2,Q2,17,245244.64,0.022180174952086094,0.02442630203038897,0.22482152003264558,0.05523753893895506
2016,Helsinki,Method1_Raw,3,Q3,17,271391.17,0.09783144322941643,0.0842148745044813,0.3026760030490271,0.0615719781002396
2016,Helsinki,Method1_Raw,4,Q4,17,207784.61,0.18656510755541023,0.16662070453677888,0.3325073356699103,0.040327353631968876
2016,Helsinki,Method1_Raw,5,Q5,17,722048.39,0.4952323419912136,0.4109730768367624,0.6315450756146797,0.05077548443591769
2016,Helsinki,Method2_PostMean,1,Q1,17,69447.67,-0.5497906607488178,-0.4066978301866437,0.10970414951478827,0.05052062999865993
2016,Helsinki,Method2_PostMean,2,Q2,17,241932.62,0.015946791099465472,0.025394332029805972,0.25092614310038874,0.0684182174949003
2016,Helsinki,Method2_PostMean,3,Q3,17,270295.08,0.09781390808138042,0.08437534606143961,0.2933096708274706,0.057663261279589206
2016,Helsinki,Method2_PostMean,4,Q4,17,206854.15,0.18622366930272036,0.16672014044802483,0.33032837635733675,0.03964084474711551
2016,Helsinki,Method2_PostMean,5,Q5,17,722048.39,0.4952323419912136,0.4109730768367624,0.6315450756146797,0.05077548443591769
2016,Helsinki,Method3_ProbQ5,1,Q1,17,353210.74,-0.4920454342156053,-0.36283149720492647,0.07628703801451202,0.03751807739395465
2016,Helsinki,Method3_ProbQ5,2,Q2,17,79119.17,-0.0014757225021760246,0.012984994156108466,0.21208152910674977,0.04574649727655827
2016,Helsinki,Method3_ProbQ5,3,Q3,17,198771.61000000002,0.11042932217565335,0.10254833054722216,0.31923968422525106,0.053869615495121086
2016,Helsinki,Method3_ProbQ5,4,Q4,17,157428.0,0.1332855422768764,0.11709016085422264,0.37666008845347154,0.07910876335463095
2016,Helsinki,Method3_ProbQ5,5,Q5,17,722048.39,0.4952323419912136,0.4109730768367624,0.6315450756146797,0.05077548443591769
2016,Oslo,Method1_Raw,1,Q1,17,28259.44,-1.978617133991438,-1.41429078507927,0.14754494449064087,0.08972760569578107
2016,Oslo,Method1_Raw,2,Q2,17,36815.98,-0.04064568838441582,-0.025401452895893593,0.18646548055684797,0.05431757279622336
2016,Oslo,Method1_Raw,3,Q3,17,210886.30000000002,0.08196377440542302,0.07392599612346416,0.2721204516260944,0.05822740895968103
2016,Oslo,Method1_Raw,4,Q4,17,606685.87,0.1554973303012203,0.13844974129535886,0.31000824690522966,0.04370771030358421
2016,Oslo,Method1_Raw,5,Q5,17,421193.25,0.4727545557095687,0.37727213199991877,0.5857030121654974,0.06534971543078254
2016,Oslo,Method2_PostMean,1,Q1,17,22864.53,-1.9762867033250386,-1.4182243708699462,0.13158829143204417,0.08344576818981188
2016,Oslo,Method2_PostMean,2,Q2,17,42210.89,-0.042976119050815095,-0.02146786710521738,0.20242213361544464,0.060599410302192555
2016,Oslo,Method2_PostMean,3,Q3,17,221222.02,0.08273359122519731,0.073157204863399,0.2844900813217396,0.06190596378341728
2016,Oslo,Method2_PostMean,4,Q4,17,600761.0,0.16241160449688438,0.13178857574308256,0.30349696108170265,0.05348499508846588
2016,Oslo,Method2_PostMean,5,Q5,17,416782.4,0.4650704646941304,0.38470208881226026,0.5798446682933791,0.051893875822164606
2016,Oslo,Method3_ProbQ5,1,Q1,17,35436.03,-1.7686120195026787,-1.3239520298321228,0.07860226602441751,0.04733986121561244
2016,Oslo,Method3_ProbQ5,2,Q2,17,198235.64,-0.05292472461626646,-0.014870637636015274,0.1839195457058036,0.044947206154979935
2016,Oslo,Method3_ProbQ5,3,Q3,17,467934.8900000001,-0.05708095240074079,0.0272446556176522,0.29401298685103444,0.07152283496111468
2016,Oslo,Method3_ProbQ5,4,Q4,17,164155.38,0.09722179287384594,0.08812839715265745,0.3538533482200052,0.07833987899918902
2016,Oslo,Method3_ProbQ5,5,Q5,17,438078.9,0.4723487416861983,0.3734052461414065,0.5914539889430495,0.06918023185515612
