Method,Portfolio,Date,n_firms,n_exchanges,raw_weight_sum,ucits_weight_sum,max_raw_weight,max_ucits_weight,cash_weight,large_position_weight,n_large_positions,n_names_single_cap_binding,aggregate_cap_relaxed
Method1_Raw,Q1,2010-01-31,60,4,0.9999999999999998,1.0,0.3805386697608209,0.10000000000000002,0.0,0.4,4,3,False
Method1_Raw,Q2,2010-01-31,58,4,1.0,0.9999999999999999,0.2136631505420319,0.1,0.0,0.39514488860074215,4,2,False
Method1_Raw,Q3,2010-01-31,58,4,1.0,1.0,0.1862687700519252,0.1,0.0,0.4,4,3,False
Method1_Raw,Q4,2010-01-31,60,4,0.9999999999999999,1.0,0.20825845519436742,0.1,0.0,0.37309344945201506,4,3,False
Method1_Raw,Q5,2010-01-31,59,4,1.0,1.0,0.21301167340114585,0.1,0.0,0.4,4,4,False
Method2_PostMean,Q1,2010-01-31,59,4,1.0,1.0,0.38351659143878075,0.10000000000000002,0.0,0.4,4,3,False
Method2_PostMean,Q2,2010-01-31,60,4,0.9999999999999999,0.9999999999999999,0.20386660268257664,0.1,0.0,0.3842592363299857,4,2,False
Method2_PostMean,Q3,2010-01-31,56,4,1.0,1.0,0.23125784445854367,0.1,0.0,0.4,4,2,False
Method2_PostMean,Q4,2010-01-31,61,4,1.0,1.0,0.2324868133907901,0.1,0.0,0.38168977184748476,4,3,False
Method2_PostMean,Q5,2010-01-31,59,4,1.0,1.0,0.19371645659929163,0.1,0.0,0.4,4,3,False
Method3_ProbQ5,Q1,2010-01-31,60,4,1.0000000000000002,0.9999999999999999,0.20527600049366174,0.10000000000000002,0.0,0.4,4,4,False
Method3_ProbQ5,Q2,2010-01-31,59,4,1.0,1.0,0.3345249572566823,0.10000000000000002,0.0,0.4000000000000001,4,3,False
Method3_ProbQ5,Q3,2010-01-31,57,4,0.9999999999999999,1.0,0.2268149584560957,0.10000000000000002,0.0,0.4,4,3,False
Method3_ProbQ5,Q4,2010-01-31,60,4,1.0,1.0,0.2620254900929864,0.1,0.0,0.3976971204166785,4,2,False
Method3_ProbQ5,Q5,2010-01-31,59,4,1.0,1.0,0.21015052676749021,0.1,0.0,0.4,4,4,False
Method1_Raw,Q1,2010-02-28,60,4,1.0,1.0,0.3797829875879678,0.10000000000000002,0.0,0.4,4,4,False
Method1_Raw,Q2,2010-02-28,58,4,1.0,1.0,0.20518184451149474,0.1,0.0,0.39237893991619577,4,2,False
Method1_Raw,Q3,2010-02-28,58,4,1.0,1.0,0.19997762264348123,0.1,0.0,0.4,4,3,False
Method1_Raw,Q4,2010-02-28,60,4,0.9999999999999999,1.0,0.2270028383275296,0.1,0.0,0.3764507059808341,4,3,False
Method1_Raw,Q5,2010-02-28,59,4,0.9999999999999999,1.0,0.19300223145575476,0.1,0.0,0.4,4,4,False
Method2_PostMean,Q1,2010-02-28,59,4,1.0000000000000002,1.0,0.3827487990686183,0.10000000000000002,0.0,0.4,4,4,False
Method2_PostMean,Q2,2010-02-28,60,4,0.9999999999999999,1.0,0.1955333687639719,0.1,0.0,0.3806406024633231,4,2,False
Method2_PostMean,Q3,2010-02-28,56,4,1.0000000000000002,1.0,0.24584239644276534,0.1,0.0,0.4,4,2,False
Method2_PostMean,Q4,2010-02-28,61,4,0.9999999999999999,0.9999999999999999,0.22734648175666458,0.1,0.0,0.3852028390806649,4,3,False
Method2_PostMean,Q5,2010-02-28,59,4,1.0000000000000002,1.0,0.17476108242145832,0.1,0.0,0.4,4,4,False
Method3_ProbQ5,Q1,2010-02-28,60,4,1.0,1.0,0.20385640397780158,0.10000000000000002,0.0,0.4,4,4,False
Method3_ProbQ5,Q2,2010-02-28,59,4,1.0,1.0,0.37604603145366794,0.10000000000000002,0.0,0.4000000000000001,4,3,False
Method3_ProbQ5,Q3,2010-02-28,57,4,1.0,1.0,0.20980628897075404,0.1,0.0,0.4,4,3,False
Method3_ProbQ5,Q4,2010-02-28,60,4,1.0,1.0000000000000002,0.28006517308361384,0.1,0.0,0.39788747448540085,4,2,False
Method3_ProbQ5,Q5,2010-02-28,59,4,0.9999999999999999,1.0,0.1906749773868009,0.1,0.0,0.4,4,4,False
Method1_Raw,Q1,2010-03-31,60,4,1.0,1.0,0.41120692302601763,0.10000000000000002,0.0,0.4,4,4,False
Method1_Raw,Q2,2010-03-31,58,4,1.0000000000000002,0.9999999999999999,0.22598239492914912,0.1,0.0,0.3939660285988248,4,2,False
Method1_Raw,Q3,2010-03-31,58,4,1.0,1.0,0.1957754007453028,0.1,0.0,0.3971916372590292,4,3,False
Method1_Raw,Q4,2010-03-31,60,4,1.0000000000000002,1.0,0.2317168206728204,0.1,0.0,0.37119896690909526,4,3,False
Method1_Raw,Q5,2010-03-31,59,4,1.0,1.0,0.19266752122347316,0.1,0.0,0.4,4,4,False
Method2_PostMean,Q1,2010-03-31,59,4,1.0000000000000002,1.0,0.41412271961875907,0.10000000000000002,0.0,0.4,4,4,False
Method2_PostMean,Q2,2010-03-31,60,4,0.9999999999999999,1.0,0.21591204419451665,0.1,0.0,0.3824760926463786,4,2,False
Method2_PostMean,Q3,2010-03-31,56,4,1.0,1.0,0.24266367738993938,0.1,0.0,0.3956022424378647,4,2,False
Method2_PostMean,Q4,2010-03-31,61,4,1.0000000000000002,1.0,0.23389172934484692,0.1,0.0,0.37924722805129085,4,3,False
Method2_PostMean,Q5,2010-03-31,59,4,1.0,1.0,0.1742491510104425,0.1,0.0,0.4,4,4,False
Method3_ProbQ5,Q1,2010-03-31,60,4,1.0000000000000002,0.9999999999999999,0.21988787938619828,0.10000000000000002,0.0,0.4,4,3,False
Method3_ProbQ5,Q2,2010-03-31,59,4,0.9999999999999999,0.9999999999999999,0.38079833569396876,0.10000000000000002,0.0,0.4000000000000001,4,2,False
Method3_ProbQ5,Q3,2010-03-31,57,4,1.0,1.0,0.19511662836183344,0.1,0.0,0.3921054444802845,4,3,False
Method3_ProbQ5,Q4,2010-03-31,60,4,0.9999999999999998,1.0,0.28954349201276286,0.1,0.0,0.3937171227065195,4,2,False
Method3_ProbQ5,Q5,2010-03-31,59,4,1.0,1.0,0.19034259501921202,0.1,0.0,0.4,4,4,False
Method1_Raw,Q1,2010-04-30,61,4,1.0,1.0,0.39455806783094144,0.10000000000000002,0.0,0.4,4,3,False
Method1_Raw,Q2,2010-04-30,59,4,1.0,0.9999999999999999,0.20411300048325112,0.1,0.0,0.3965702972038957,4,2,False
Method1_Raw,Q3,2010-04-30,58,4,1.0,1.0,0.18520490727045077,0.1,0.0,0.3966235077257529,4,3,False
Method1_Raw,Q4,2010-04-30,60,4,0.9999999999999999,1.0,0.23168279460228292,0.1,0.0,0.3724034599734227,4,3,False
Method1_Raw,Q5,2010-04-30,59,4,1.0,1.0,0.18753787796985674,0.1,0.0,0.4,4,5,False
Method2_PostMean,Q1,2010-04-30,60,4,1.0,0.9999999999999999,0.3969873590837184,0.10000000000000002,0.0,0.4,4,4,False
Method2_PostMean,Q2,2010-04-30,61,4,0.9999999999999998,1.0,0.1955712716521772,0.1,0.0,0.3861479629496791,4,2,False
Method2_PostMean,Q3,2010-04-30,56,4,1.0,1.0,0.2283762909510912,0.1,0.0,0.39785398723904863,4,2,False
Method2_PostMean,Q4,2010-04-30,61,4,1.0,1.0000000000000002,0.2297215933827264,0.1,0.0,0.3809163027521124,4,3,False
Method2_PostMean,Q5,2010-04-30,59,4,1.0,1.0,0.16943764886509907,0.1,0.0,0.4,4,4,False
Method3_ProbQ5,Q1,2010-04-30,60,4,0.9999999999999998,1.0,0.22113224986393662,0.10000000000000002,0.0,0.4,4,3,False
Method3_ProbQ5,Q2,2010-04-30,60,4,1.0,1.0,0.35074515095805564,0.10000000000000002,0.0,0.4000000000000001,4,2,False
Method3_ProbQ5,Q3,2010-04-30,57,4,1.0,1.0,0.19540818751207908,0.1,0.0,0.4,4,3,False
Method3_ProbQ5,Q4,2010-04-30,61,4,0.9999999999999998,1.0,0.2910599858927936,0.1,0.0,0.39616319321947846,4,2,False
Method3_ProbQ5,Q5,2010-04-30,59,4,1.0,1.0,0.18518850517574595,0.1,0.0,0.4,4,4,False
Method1_Raw,Q1,2010-05-31,61,4,0.9999999999999999,1.0,0.34329010341999455,0.1,0.0,0.4,4,3,False
Method1_Raw,Q2,2010-05-31,59,4,0.9999999999999999,1.0,0.19690270081495967,0.1,0.0,0.3873445967577841,4,2,False
Method1_Raw,Q3,2010-05-31,58,4,1.0,0.9999999999999999,0.20194673132520927,0.1,0.0,0.4,4,3,False
Method1_Raw,Q4,2010-05-31,60,4,0.9999999999999999,1.0,0.24188064136614282,0.1,0.0,0.3779071768290796,4,3,False
Method1_Raw,Q5,2010-05-31,59,4,1.0,1.0,0.20106599042740203,0.1,0.0,0.4,4,5,False
Method2_PostMean,Q1,2010-05-31,60,4,0.9999999999999999,1.0,0.3452401265924914,0.1,0.0,0.4,4,3,False
Method2_PostMean,Q2,2010-05-31,61,4,1.0,1.0000000000000002,0.18816128215697372,0.1,0.0,0.37792856015344256,4,2,False
Method2_PostMean,Q3,2010-05-31,56,4,0.9999999999999999,0.9999999999999999,0.24681646650265615,0.1,0.0,0.39911022651523986,4,2,False
Method2_PostMean,Q4,2010-05-31,61,4,1.0,1.0,0.21663078864720878,0.1,0.0,0.3870336659092881,4,3,False
Method2_PostMean,Q5,2010-05-31,59,4,1.0,0.9999999999999999,0.17950466952840247,0.1,0.0,0.4,4,4,False
Method3_ProbQ5,Q1,2010-05-31,60,4,1.0000000000000002,0.9999999999999999,0.19779199828788221,0.10000000000000002,0.0,0.4000000000000001,4,5,False
Method3_ProbQ5,Q2,2010-05-31,60,4,1.0,1.0,0.36540219033545696,0.10000000000000002,0.0,0.4000000000000001,4,2,False
Method3_ProbQ5,Q3,2010-05-31,57,4,1.0000000000000002,1.0,0.21014412282234665,0.1,0.0,0.3992519963100477,4,3,False
Method3_ProbQ5,Q4,2010-05-31,61,4,0.9999999999999999,1.0,0.30707670215760063,0.1,0.0,0.4,4,2,False
Method3_ProbQ5,Q5,2010-05-31,59,4,1.0000000000000002,1.0000000000000002,0.1983272848958532,0.1,0.0,0.4,4,5,False
Method1_Raw,Q1,2010-06-30,61,4,1.0,1.0,0.35478985574663274,0.1,0.0,0.4,4,4,False
Method1_Raw,Q2,2010-06-30,60,4,0.9999999999999999,1.0,0.20537040825179287,0.1,0.0,0.3942986238147581,4,2,False
Method1_Raw,Q3,2010-06-30,59,4,1.0,0.9999999999999999,0.2109599131545901,0.1,0.0,0.3979586721306038,4,3,False
Method1_Raw,Q4,2010-06-30,60,4,1.0,0.9999999999999999,0.24626135011554945,0.1,0.0,0.37856041941917296,4,3,False
Method1_Raw,Q5,2010-06-30,61,4,0.9999999999999998,1.0,0.18619031897754168,0.1,0.0,0.4,4,5,False
Method2_PostMean,Q1,2010-06-30,60,4,0.9999999999999998,0.9999999999999999,0.3565641021798178,0.1,0.0,0.4,4,4,False
Method2_PostMean,Q2,2010-06-30,61,4,1.0,1.0,0.1974139968155581,0.1,0.0,0.3846437307307494,4,2,False
Method2_PostMean,Q3,2010-06-30,59,4,1.0000000000000002,1.0,0.2577717950442876,0.1,0.0,0.3961310765692537,4,2,False
Method2_PostMean,Q4,2010-06-30,61,4,1.0,1.0,0.2190170351321374,0.1,0.0,0.3876171748951659,4,3,False
Method2_PostMean,Q5,2010-06-30,60,4,1.0000000000000002,1.0,0.1663582601788717,0.1,0.0,0.4,4,5,False
Method3_ProbQ5,Q1,2010-06-30,60,4,0.9999999999999999,1.0,0.2008508035380149,0.10000000000000002,0.0,0.4000000000000001,4,5,False
Method3_ProbQ5,Q2,2010-06-30,60,4,0.9999999999999998,1.0,0.3863486006342012,0.10000000000000002,0.0,0.4000000000000001,4,2,False
Method3_ProbQ5,Q3,2010-06-30,59,4,1.0,1.0,0.19411867157804805,0.1,0.0,0.4,4,3,False
Method3_ProbQ5,Q4,2010-06-30,62,4,1.0000000000000002,1.0,0.31508125139154136,0.1,0.0,0.4,4,2,False
Method3_ProbQ5,Q5,2010-06-30,60,4,1.0000000000000002,1.0,0.18371522073390417,0.1,0.0,0.4,4,5,False
Method1_Raw,Q1,2010-07-31,61,4,1.0,1.0,0.35577244915817535,0.1,0.0,0.4,4,4,False
Method1_Raw,Q2,2010-07-31,60,4,0.9999999999999999,0.9999999999999999,0.216118833060126,0.1,0.0,0.39571682098636096,4,2,False
Method1_Raw,Q3,2010-07-31,59,4,1.0,1.0,0.21574370128168546,0.1,0.0,0.38959946917496324,4,3,False
Method1_Raw,Q4,2010-07-31,60,4,1.0,1.0,0.2642064883081971,0.1,0.0,0.37996050775092693,4,3,False
Method1_Raw,Q5,2010-07-31,61,4,1.0000000000000002,1.0,0.20121114678605384,0.1,0.0,0.4,4,4,False
Method2_PostMean,Q1,2010-07-31,60,4,1.0,1.0,0.357632970209501,0.1,0.0,0.4,4,4,False
Method2_PostMean,Q2,2010-07-31,61,4,0.9999999999999998,1.0,0.20748536215184749,0.1,0.0,0.3887426898938069,4,2,False
Method2_PostMean,Q3,2010-07-31,59,4,0.9999999999999999,1.0,0.26654890540094134,0.1,0.0,0.4,4,2,False
Method2_PostMean,Q4,2010-07-31,61,4,1.0000000000000002,1.0,0.23285764833375833,0.1,0.0,0.3891220762986145,4,3,False
Method2_PostMean,Q5,2010-07-31,60,4,1.0,0.9999999999999999,0.17843798795536603,0.1,0.0,0.4,4,4,False
Method3_ProbQ5,Q1,2010-07-31,60,4,0.9999999999999997,1.0,0.1992893217858689,0.10000000000000002,0.0,0.4000000000000001,4,5,False
Method3_ProbQ5,Q2,2010-07-31,60,4,1.0,1.0,0.40330765676345615,0.10000000000000002,0.0,0.4000000000000001,4,2,False
Method3_ProbQ5,Q3,2010-07-31,59,4,1.0,1.0,0.1751225393020107,0.1,0.0,0.4,4,3,False
Method3_ProbQ5,Q4,2010-07-31,62,4,0.9999999999999997,1.0,0.341063474013949,0.1,0.0,0.4,4,2,False
Method3_ProbQ5,Q5,2010-07-31,60,4,0.9999999999999998,1.0,0.19841860364027403,0.1,0.0,0.4,4,4,False
Method1_Raw,Q1,2010-08-31,61,4,1.0,1.0,0.36469202442238774,0.1,0.0,0.4,4,4,False
Method1_Raw,Q2,2010-08-31,60,4,1.0000000000000002,1.0,0.22262074615762906,0.1,0.0,0.39646503979737724,4,2,False
Method1_Raw,Q3,2010-08-31,59,4,1.0,0.9999999999999999,0.20699306856492442,0.1,0.0,0.39216332069409215,4,3,False
Method1_Raw,Q4,2010-08-31,60,4,1.0000000000000002,0.9999999999999999,0.24029898027747626,0.1,0.0,0.3791268087956583,4,3,False
Method1_Raw,Q5,2010-08-31,61,4,1.0000000000000002,1.0000000000000002,0.19731504411762835,0.1,0.0,0.4,4,4,False
Method2_PostMean,Q1,2010-08-31,60,4,0.9999999999999999,1.0,0.36661200932303445,0.1,0.0,0.4,4,4,False
Method2_PostMean,Q2,2010-08-31,61,4,1.0000000000000002,1.0,0.21433700936528213,0.1,0.0,0.38964823757072564,4,2,False
Method2_PostMean,Q3,2010-08-31,59,4,1.0,1.0,0.25592351259135865,0.1,0.0,0.39535602796767055,4,2,False
Method2_PostMean,Q4,2010-08-31,61,4,1.0000000000000002,0.9999999999999999,0.23268793639689678,0.1,0.0,0.3880892399714859,4,3,False
Method2_PostMean,Q5,2010-08-31,60,4,1.0,1.0,0.17670401238250028,0.1,0.0,0.4,4,4,False
Method3_ProbQ5,Q1,2010-08-31,60,4,1.0000000000000002,1.0,0.20037753877569864,0.10000000000000002,0.0,0.4000000000000001,4,5,False
