PortfolioStrategy,FactorModel,Method1_ObservedQuality_alpha_annualized,Method2_LatentQuality_alpha_annualized,Method3_ConservativeQuality_alpha_annualized,Method4_ProbabilisticQuality_alpha_annualized,Method1_ObservedQuality_p_value,Method2_LatentQuality_p_value,Method3_ConservativeQuality_p_value,Method4_ProbabilisticQuality_p_value,Method1_ObservedQuality_t_stat,Method2_LatentQuality_t_stat,Method3_ConservativeQuality_t_stat,Method4_ProbabilisticQuality_t_stat,Method2_LatentQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method3_ConservativeQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method2_LatentQuality_minus_Method1_ObservedQuality_p_value,Method3_ConservativeQuality_minus_Method1_ObservedQuality_p_value,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_p_value,Method2_LatentQuality_minus_Method1_ObservedQuality_t_stat,Method3_ConservativeQuality_minus_Method1_ObservedQuality_t_stat,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_t_stat
LongShort,CAPM,0.03827935580784873,0.03633938638159859,0.031561032736557595,0.03515074930587223,0.1376744760590478,0.18310200936322496,0.2725136142876212,0.18254108430922855,1.4931112026464874,1.3379361532985414,1.1016596479884029,1.339662990008974,-0.001939969426250185,-0.006718323071291189,-0.003128606501976534,0.958561003572159,0.8610068861715601,0.9320039782176834,-0.05200632397403426,-0.17525494975095546,-0.08540111506903085
LongShort,FF3,0.038950738545971246,0.037016753571948044,0.03305911046320949,0.03571932134359504,0.04406293421004093,0.0667007415222376,0.12201547292624881,0.08406666281204056,2.032230697174831,1.848398400033814,1.5559988269492249,1.740215512797074,-0.0019339849740194958,-0.00589162808275755,-0.003231417202372313,0.9442986170328345,0.8358069077710093,0.9082134107669881,-0.0699322225395422,-0.2074572113662365,-0.11539898181648803
LongShort,FF3+MOM,0.004145202384469224,0.0044353074293279554,-0.010062835374550234,0.0018010076957555485,0.8492921396977837,0.8643160289601426,0.6711326616855637,0.9372210535977121,0.19038398084013422,0.17120628985686773,-0.42551666215755013,0.07890892104207947,0.0002901050448593373,-0.014208037759020766,-0.0023441946887137917,0.9932419057461592,0.6587973912199847,0.941208219161175,0.008477905501491646,-0.44205954056986396,-0.07381956126161758
LongShort,FF5,0.027142017018922923,0.025483653186033982,0.02175675460592326,0.023526902398918324,0.14176739212234724,0.23288232369062367,0.31673723818220956,0.2410303831834515,1.4778866216570585,1.1983447435611645,1.0049115732268017,1.1775938797501067,-0.0016583638328887553,-0.005385262412995854,-0.0036151146200034388,0.9529563399317647,0.8493399996495063,0.8941516600768504,-0.059049527430689044,-0.1901429401168461,-0.1331781936468204
LongShort,FF5+MOM,0.006633908920963431,0.008628139803699997,-0.00840941155528467,0.004303539052768967,0.7745940714054946,0.7474182792288651,0.7428867734595952,0.8581435797345929,0.2869496921460204,0.32270944974130195,-0.32871167951741337,0.17908229040423723,0.001994230882734923,-0.01504332047624977,-0.0023303698681960763,0.9550948128527206,0.6629374301660675,0.9444142308813048,0.05636276931984755,-0.43634543100366313,-0.06978826666712291
Q5,CAPM,0.042141046931267065,0.03700266230314346,0.03784227209650671,0.040398905355645935,0.06003035399851231,0.08311085559206077,0.0805372211249209,0.07491824853593543,1.8960392334064902,1.7454812076527626,1.7604130879744762,1.7944280953450567,-0.005138384628123594,-0.004298774834760381,-0.0017421415756211124,0.8672526857276479,0.8896613847283361,0.956130410782732,-0.16730375136174083,-0.13885991281399965,-0.055059749958429584
Q5,FF3,0.040795420853386305,0.0362404828378248,0.03678027302606609,0.038980085009648446,0.015286639013514236,0.0485436397052319,0.0360380217183347,0.024775049069722277,2.456348705099781,1.9903393968194218,2.1173382960928167,2.2698979193634745,-0.004554938015578467,-0.004015147827337175,-0.0018153358437544564,0.853014922378541,0.8669486378632083,0.9392813392525943,-0.18544792805677163,-0.1676928323790944,-0.07624309259466704
Q5,FF3+MOM,0.03555749286621325,0.030676704962697237,0.03170691814307699,0.034270013953671956,0.08594289366898455,0.16698792631935033,0.1437547914581736,0.11277035055349627,1.7297544067601403,1.3893794604819938,1.4704312849570824,1.5961771440084769,-0.004880787903514282,-0.003850574723134513,-0.0012874789125410374,0.8716192043347699,0.8971468925892738,0.9654761710457167,-0.1617545867403634,-0.12938721087173544,-0.04332258817704686
Q5,FF5,0.03819769238926051,0.03345776427631331,0.034202855771510256,0.03641057935882533,0.02946209977989578,0.08277435130401134,0.06394150995516501,0.04551098340738946,2.2006323806206147,1.7477879852644223,1.8679171341216219,2.0185860395884685,-0.004739928112979262,-0.003994836617782854,-0.0017871130304674063,0.8541911736519632,0.8740065833195245,0.9429674138356245,-0.18394946489320277,-0.15872196850008746,-0.07160733664748413
Q5,FF5+MOM,0.03402292881456506,0.02864891993040815,0.030079590583049272,0.033000329104200636,0.09133625716297611,0.1779920614053856,0.15091363273236436,0.11847912532600469,1.7006080901492993,1.354073638721898,1.444567606739351,1.5712661506298549,-0.005374008884156782,-0.003943338231515672,-0.0010225997103643567,0.8533938015296274,0.8912452462419063,0.9718365315188486,-0.1849682961580196,-0.13685869125470831,-0.03533799633040592
