PortfolioStrategy,FactorModel,Method,alpha_annualized,alpha_monthly,t_stat,p_value,r_squared,n_obs
Q5,CAPM,Method1_ObservedQuality,0.042141046931267065,0.0035117539109389222,1.8960392334064904,0.06003035399851231,0.6133864969734041,141
Q5,FF3,Method1_ObservedQuality,0.0407954208533864,0.003399618404448867,2.456348705099785,0.015286639013514014,0.6527732708363145,141
Q5,FF3+MOM,Method1_ObservedQuality,0.035557492866213306,0.0029631244055177753,1.7297544067601438,0.08594289366898389,0.6534571592065379,141
Q5,FF5,Method1_ObservedQuality,0.038197692389260546,0.003183141032438379,2.200632380620617,0.029462099779895556,0.6583628401390149,141
Q5,FF5+MOM,Method1_ObservedQuality,0.03402292881456509,0.002835244067880424,1.7006080901493024,0.09133625716297544,0.6587907561187618,141
Q5,CAPM,Method2_LatentQuality,0.037002662303143447,0.0030835551919286205,1.7454812076527624,0.08311085559206077,0.6279507725099933,141
Q5,FF3,Method2_LatentQuality,0.036240482837824904,0.003020040236485409,1.990339396819426,0.048543639705231456,0.65680772688687,141
Q5,FF3+MOM,Method2_LatentQuality,0.030676704962697303,0.0025563920802247754,1.389379460481997,0.16698792631934922,0.6575604984948986,141
Q5,FF5,Method2_LatentQuality,0.033457764276313307,0.002788147023026109,1.7477879852644218,0.08277435130401156,0.6636492070899924,141
Q5,FF5+MOM,Method2_LatentQuality,0.028648919930408204,0.0023874099942006836,1.3540736387219012,0.1779920614053847,0.6642031100244599,141
Q5,CAPM,Method3_ConservativeQuality,0.03784227209650669,0.0031535226747088905,1.7604130879744748,0.08053722112492112,0.640916807400119,141
Q5,FF3,Method3_ConservativeQuality,0.036780273026066186,0.0030650227521721823,2.1173382960928215,0.03603802171833426,0.6701991895619523,141
Q5,FF3+MOM,Method3_ConservativeQuality,0.031706918143077,0.00264224317858975,1.4704312849570833,0.14375479145817338,0.6708370825351309,141
Q5,FF5,Method3_ConservativeQuality,0.03420285577151028,0.00285023798095919,1.8679171341216234,0.06394150995516457,0.6758160978972012,141
Q5,FF5+MOM,Method3_ConservativeQuality,0.030079590583049313,0.002506632548587443,1.4445676067393536,0.15091363273236347,0.676231117327488,141
Q5,CAPM,Method4_ProbabilisticQuality,0.040398905355645935,0.003366575446303828,1.7944280953450569,0.0749182485359352,0.6127304691969679,141
Q5,FF3,Method4_ProbabilisticQuality,0.03898008500964855,0.0032483404174707127,2.26989791936348,0.024775049069722055,0.652431987281392,141
Q5,FF3+MOM,Method4_ProbabilisticQuality,0.034270013953671956,0.0028558344961393295,1.596177144008477,0.11277035055349605,0.6529872374223127,141
Q5,FF5,Method4_ProbabilisticQuality,0.03641057935882536,0.00303421494656878,2.01858603958847,0.04551098340738924,0.657662511558105,141
Q5,FF5+MOM,Method4_ProbabilisticQuality,0.03300032910420073,0.002750027425350061,1.5712661506298609,0.11847912532600313,0.6579492162640126,141
